code,category,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2
0166,Semiconductors,3.09,1.72,3.729,0.4178,37.0,0.08,2.59,0.08,2.75,19.87,13.41,0.0,0.0
0168,"Industrial Materials, Components & Equipment",1.02,0.545,1.56,0.44,23.0,0.04,3.92,0.02,1.72,9.89,11.16,0.04,0.02
0171,Agricultural Products,0.235,0.205,0.32,0.2481,15.0,0.02,8.51,0.01,4.26,6.29,7.02,0.07,0.02
0183,Personal Goods,0.505,0.395,0.75,0.3372,-14.0,-0.04,-7.92,0.02,3.56,-10.38,-5.41,0.01,0.01
0186,"Travel, Leisure & Hospitality",0.64,0.52,0.981,0.7526,9.0,0.07,10.94,0.03,4.67,9.59,10.45,0.39,0.42
0187,Industrial Services,0.125,0.105,0.455,0.16,46.0,0.0,0.0,0.0,0.8,1.69,4.46,0.04,0.06
0189,Plantation,0.095,0.07,0.14,0.1,53.0,0.0,0.0,0.0,1.58,1.8,0.87,0.0,0.0
0190,Auto Parts,0.33,0.185,0.435,0.269,21.0,0.02,6.06,0.01,3.03,5.95,5.47,0.12,0.13
0192,Construction,0.315,0.21,0.4,0.272,15.0,0.02,6.35,0.01,2.7,7.5,5.86,0.04,0.05
0193,Industrial Engineering,0.745,0.5,1.172,0.09,229.0,0.0,0.0,0.0,0.19,3.67,6.98,0.08,0.07
0197,Houshold Goods,0.265,0.185,0.395,0.17,14.0,0.02,7.55,0.0,1.89,10.94,10.74,0.34,0.27
0198,Construction,0.52,0.488,0.976,0.22,17.0,0.03,5.77,0.02,3.48,13.95,20.17,0.0,0.0
0199,Transportation & Logistics Services,0.735,0.29,0.83,0.47,23.0,0.03,4.08,0.01,1.36,6.72,7.49,0.35,0.34
0201,Pharmaceuticals,0.86,0.705,1.3019999999999998,0.28,18.0,0.05,5.81,0.02,2.09,17.0,15.92,0.0,0.0
0205,Houshold Goods,0.565,0.16399999999999998,0.685,0.16,26.0,0.02,3.54,0.01,1.5,13.56,8.39,0.0,0.0
0206,Construction,0.285,0.24,0.34,0.6,16.0,0.02,7.02,0.0,1.75,3.0,2.81,0.64,0.58
0207,Metals,0.38,0.11,0.46,0.1,50.0,0.01,2.63,0.0,0.39,7.6,9.73,0.06,0.12
0209,Technology Equipment,0.17,0.16,0.335,0.07,43.0,0.0,0.0,0.0,1.47,5.57,11.16,0.0,0.0
0210,Retailers,0.275,0.175,0.335,20.86,18.0,0.02,7.27,0.01,3.64,0.07,6.97,0.19,0.22
0211,Metals,0.52,0.19,0.87,0.6,9.0,0.06,11.54,0.0,0.96,9.92,4.81,0.0,0.0
0213,Industrial Services,0.635,0.52,1.22,0.29,14.0,0.05,7.87,0.03,4.72,15.97,21.6,0.0,0.0
0215,Industrial Services,1.11,0.733,2.207,0.21,44.0,0.03,2.7,0.01,0.6,12.14,21.3,0.07,0.08
0216,Houshold Goods,0.26,0.195,0.49,0.18,19.0,0.01,3.85,0.0,1.54,7.67,9.46,0.09,0.1
0218,Industrial Services,0.245,0.24,0.645,0.22,30.0,0.01,4.08,0.0,1.22,3.73,21.77,0.11,0.26
0219,"Energy, Infrastructure, Equipment & Services",0.465,0.3,0.855,0.22,15.0,0.03,6.45,0.01,1.61,14.59,20.1,0.11,0.12
0221,Construction,0.47,0.32,0.76,0.22,12.0,0.04,8.51,0.02,4.26,17.82,23.61,0.2,0.2
0225,"Industrial Materials, Components & Equipment",0.45,0.25,0.6,0.34,17.0,0.03,6.67,0.0,0.89,7.71,9.59,0.03,0.03
0228,Packaging Materials,0.5,0.49,0.92,0.28,12.0,0.04,8.0,0.01,2.0,14.46,10.39,0.16,0.18
0230,Property,0.595,0.535,0.765,0.56,16.0,0.04,6.72,0.01,1.68,6.7,13.45,0.27,0.31
1007,Property,0.895,0.345,0.9,1.44,-900.0,-0.0,-0.0,0.03,3.35,-0.07,-1.72,0.19,0.26
1015,Banking,2.88,2.63,3.79,4.87,-2.0,-1.15,-39.93,0.13,4.62,-23.71,-23.04,0.43,0.43
1023,Banking,4.49,2.9,4.75,5.7816,14.0,0.31,6.9,0.05,1.07,5.43,2.12,0.75,0.75
1058,Insurance,2.23,1.83,2.61,4.4,8.0,0.27,12.11,0.07,3.14,6.07,4.45,0.0,0.0
1066,Banking,5.25,4.17,5.98,6.65,10.0,0.52,9.9,0.18,3.36,7.81,7.7,0.27,0.27
1082,Banking,17.82,12.34,18.7,19.5,9.0,1.93,10.83,0.38,2.13,9.91,9.29,0.19,0.2
1155,Banking,8.13,6.96,9.01,7.3442,14.0,0.58,7.13,0.52,6.4,7.95,7.81,0.73,0.73
1163,Insurance,12.9,12.68,15.38,22.57,5.0,2.84,22.02,0.58,4.5,12.58,12.14,0.01,0.01
1171,Other Financials,0.585,0.485,0.77,1.2293,10.0,0.06,10.26,0.02,3.42,4.73,3.08,0.32,0.3
1295,Banking,4.06,2.968,4.97,2.3596,16.0,0.26,6.4,0.13,3.2,11.07,10.73,0.28,0.29
1368,Industrial Services,1.68,1.47,2.48,1.82,155.0,0.01,0.6,0.14,8.33,0.59,0.84,0.23,0.23
1481,"Travel, Leisure & Hospitality",0.16,0.125,0.3,0.47,-4.0,-0.04,-25.0,0.0,0.94,-8.89,-7.37,0.26,0.2
1538,Property,0.585,0.37,0.89,1.64,6.0,0.1,17.09,0.02,3.42,5.87,7.34,0.3,0.3
1562,"Travel, Leisure & Hospitality",1.99,1.88,2.27,0.6,25.0,0.08,4.02,0.08,4.02,13.37,18.19,1.23,1.38
1619,Automotive,1.64,1.61,2.25,3.91,4.0,0.37,22.56,0.02,1.22,9.4,7.15,0.69,0.68
1651,Property,0.4,0.355,0.575,1.033,-10.0,-0.04,-10.0,0.01,2.5,-4.05,-3.76,0.28,0.3
1724,Property,0.76,0.69,0.9,2.31,21.0,0.04,5.26,0.32,41.45,1.54,31.7,0.47,0.48
1818,Other Financials,7.65,7.61,10.885,0.95,14.0,0.54,7.06,0.51,6.67,56.51,45.47,0.01,0.01
1899,Plantation,19.2,14.4,19.66,15.54,10.0,1.88,9.79,0.55,2.86,12.08,7.23,0.93,0.98
1929,Plantation,6.75,5.4170000000000025,7.2,7.75,11.0,0.59,8.74,0.11,1.63,7.61,5.32,0.0,0.0
1961,Plantation,3.72,3.65,4.64,1.55,18.0,0.2,5.38,0.08,2.15,13.07,6.46,0.39,0.44
1996,Plantation,0.55,0.42,0.695,0.277,23.0,0.02,3.64,0.02,3.64,8.81,8.13,0.01,0.01
2038,Plantation,3.0,2.56,3.358,7.79,28.0,0.11,3.67,0.06,2.0,1.36,0.23,0.0,0.0
2054,Plantation,0.235,0.215,0.38,0.43,-40.0,-0.01,-4.26,0.01,2.21,-1.37,-1.29,0.63,0.63
2062,Transportation & Logistics Services,1.05,0.445,1.17,1.12,11.0,0.1,9.52,0.01,0.95,8.7,6.34,0.08,0.12
2089,Plantation,13.68,12.592,14.748,6.52,15.0,0.9,6.58,0.85,6.21,13.81,15.47,0.0,0.0
2127,"Industrial Materials, Components & Equipment",1.91,1.8,7.159,1.32,2.0,0.84,43.98,0.06,3.39,63.7,62.77,0.02,0.03
2135,Plantation,0.935,0.53,1.59,1.05,-59.0,-0.02,-2.14,0.02,2.14,-1.51,-2.29,0.0,0.0
2186,Other Financials,1.56,1.16,1.73,3.8326,14.0,0.11,7.05,0.01,0.74,2.85,0.58,0.0,0.0
2194,Transportation & Logistics Services,1.76,0.66,1.9,3.18,12.0,0.15,8.52,0.05,2.84,4.57,3.98,1.09,1.15
2216,Plantation,3.08,1.52,3.1,1.63,13.0,0.23,7.47,0.1,3.25,14.29,15.62,0.36,0.36
2291,Plantation,6.84,6.74,10.278,5.44,27.0,0.25,3.65,0.21,3.07,4.65,5.2,0.47,0.47
2305,Property,5.3,5.15,6.0,7.02,58.0,0.09,1.7,0.04,0.77,1.31,1.49,0.0,0.0
2445,Plantation,19.82,19.48,25.22,10.59,15.0,1.32,6.66,0.5,2.52,12.45,7.29,0.45,0.48
2453,Plantation,3.61,3.04,3.89,10.6408,8.0,0.44,12.19,0.01,0.28,4.18,-0.33,0.0,0.0
2488,Banking,2.41,2.1,3.06,4.04,10.0,0.23,9.54,0.06,2.4,5.74,7.24,0.26,0.28
2542,Plantation,3.02,2.535,3.208,4.25,15.0,0.2,6.62,0.11,3.64,4.81,4.19,0.0,0.0
2569,Plantation,3.0,2.4,3.25,8.9882,6.0,0.52,17.33,0.02,0.67,5.82,-1.46,0.0,0.01
2593,Plantation,5.1,4.36,5.3,6.24,81.0,0.06,1.18,0.1,1.96,1.01,1.24,0.04,0.05
2607,Plantation,0.45,0.425,0.535,1.58,-13.0,-0.03,-6.67,0.01,2.36,-2.2,-2.57,0.0,0.0
2658,Food & Beverages,15.6,14.02,16.86,8.42,20.0,0.76,4.87,0.49,3.16,9.06,12.46,0.13,0.0
2828,Food & Beverages,3.44,1.18,3.8,1.6,10.0,0.34,9.88,0.1,2.91,21.54,13.75,0.04,0.07
2836,Food & Beverages,21.06,18.22,25.821,0.68,41.0,0.51,2.42,0.4,1.9,74.88,102.53,0.06,0.02
2852,Building Materials,1.11,1.06,2.52,2.7,5.0,0.24,21.62,0.02,1.8,8.8,7.18,0.29,0.3
3026,Food & Beverages,33.66,33.4,42.98,2.87,32.0,1.05,3.12,0.8,2.38,36.75,47.18,0.02,0.02
3034,Diversified Industrials,7.77,6.92,9.05,3.06,27.0,0.29,3.73,0.25,3.22,9.33,10.12,0.46,0.46
3042,Oil & Gas Producers,4.22,3.0,6.75,6.8318,7.0,0.64,15.17,0.05,1.18,9.4,-0.75,0.02,0.02
3069,Electricity,3.56,3.15,4.05,4.37,10.0,0.34,9.55,0.12,3.51,7.81,18.56,0.28,0.28
3107,Industrial Services,2.01,1.46,2.03,2.3,18.0,0.11,5.47,0.12,6.22,4.81,2.09,0.03,0.02
3158,Property,2.7,2.42,2.91,2.31,205.0,0.01,0.37,0.02,0.93,0.57,-1.15,0.26,0.26
3182,"Travel, Leisure & Hospitality",4.83,2.901,5.53,8.59,-15.0,-0.32,-6.63,0.15,3.11,-3.67,-3.0,1.07,1.07
3204,Construction,0.7,0.62,1.0,1.0021,9.0,0.08,11.43,0.04,5.0,7.97,8.49,0.0,0.0
3255,Food & Beverages,22.16,17.86,27.34,1.4,39.0,0.57,2.57,0.51,2.3,40.38,41.48,0.01,0.02
3298,Chemicals,1.01,1.0,2.26,1.29,16.0,0.06,5.94,0.08,7.43,4.91,6.82,0.0,0.0
3301,Automotive,9.15,7.35,10.42,6.16,13.0,0.68,7.43,0.52,5.68,11.01,10.24,0.01,0.01
3336,Construction,1.75,1.2,2.06,2.76,15.0,0.12,6.86,0.06,3.43,4.29,4.06,0.46,0.46
3379,Other Financials,0.86,0.715,1.02,2.96,3.0,0.34,39.53,0.02,2.33,11.43,0.85,0.02,0.02
3417,Property,0.61,0.355,0.78,1.16,-12.0,-0.05,-8.2,0.01,1.64,-4.34,-10.38,0.63,0.45
3514,Personal Goods,0.135,0.1,0.185,0.21,9.0,0.02,14.81,0.0,2.22,7.19,7.03,0.02,0.02
3662,Food & Beverages,0.76,0.505,1.06,1.07,19.0,0.04,5.26,0.01,1.32,3.65,0.5,0.21,0.23
3689,Food & Beverages,26.1,25.5,33.38,7.69,23.0,1.15,4.41,0.6,2.3,14.9,15.72,0.01,0.0
3719,Houshold Goods,32.9,27.88,33.4,13.38,17.0,1.92,5.84,1.63,4.95,14.33,14.15,0.0,0.0
3743,Property,0.45,0.35,0.64,1.14,18.0,0.03,6.67,0.02,4.44,2.2,2.87,0.31,0.22
3778,Metals,0.505,0.18,0.78,0.97,5.0,0.1,19.8,0.02,4.42,10.41,-0.44,0.08,0.09
3816,Transportation & Logistics Services,6.78,5.96,8.12,7.49,20.0,0.35,5.16,0.33,4.87,4.62,-0.13,0.34,0.35
3859,"Travel, Leisure & Hospitality",1.98,1.95,2.37,1.65,-106.0,-0.02,-1.01,0.06,3.27,-1.13,0.87,0.32,0.32
3867,Semiconductors,41.0,11.9,43.8,8.33,35.0,1.17,2.85,0.3,0.73,14.06,11.55,0.01,0.02
3883,Packaging Materials,2.6,1.48,3.83,3.85,7.0,0.35,13.46,0.05,1.92,9.19,8.2,0.1,0.09
3948,Plantation,0.385,0.32,0.46,1.48,9.0,0.04,10.39,0.01,2.6,3.01,-2.12,0.0,0.0
4006,Automotive,5.05,4.953,5.634,10.8478,10.0,0.51,10.1,0.2,3.96,4.73,1.7,0.04,0.04
4065,Food & Beverages,18.34,17.747,19.571,16.72,17.0,1.08,5.89,0.46,2.51,6.44,5.95,0.01,0.01
4081,"Travel, Leisure & Hospitality",0.12,0.115,0.195,0.3841,-9.0,-0.01,-8.33,0.0,4.17,-3.49,-2.79,0.0,0.0
4162,Personal Goods,14.54,9.8,16.2,1.27,16.0,0.89,6.12,0.83,5.71,70.09,63.54,0.05,0.05
4197,Automotive,2.2,1.913,2.507,2.3,11.0,0.2,9.09,0.1,4.55,8.89,5.52,0.1,0.1
4243,Wood & Wood Products,0.445,0.385,0.645,1.71,-1.0,-0.32,-71.91,0.01,2.25,-18.97,-17.9,0.18,0.18
4251,Property,0.285,0.15,0.36,1.05,-140.0,-0.0,-0.0,0.01,2.46,-0.19,0.32,0.24,0.2
4324,Oil & Gas Producers,4.56,2.55,7.33,7.1445,3.0,1.3,28.51,0.04,0.88,18.26,12.01,0.22,0.26
4405,Automotive,1.17,1.0,1.29,4.35,-5.0,-0.22,-18.8,0.02,1.28,-5.08,-5.65,0.03,0.03
4588,Automotive,3.03,2.19,3.64,3.3966,14.0,0.22,7.26,0.04,1.32,6.49,4.19,0.39,0.4
4707,Food & Beverages,133.6,131.1,147.0,3.16,58.0,2.31,1.73,2.32,1.74,73.09,90.46,0.35,0.47
4715,"Travel, Leisure & Hospitality",2.8,1.927,3.31,2.52,-7.0,-0.39,-13.93,0.14,5.18,-15.57,-13.55,0.66,0.66
4731,Packaging Materials,4.13,3.91,11.496,1.81,14.0,0.29,7.02,0.2,4.96,16.27,16.3,0.13,0.14
4863,Telecommunications Service Providers,5.98,3.66,6.82,1.9002,19.0,0.32,5.35,0.14,2.39,16.58,14.04,1.0,1.18
5005,Semiconductors,7.56,2.22,9.43,2.4773,32.0,0.24,3.17,0.06,0.79,9.56,9.13,0.05,0.06
5006,Construction,1.02,0.65,1.42,0.75,22.0,0.05,4.9,0.02,2.45,6.07,6.01,0.03,0.03
5007,"Industrial Materials, Components & Equipment",1.29,0.935,1.58,1.99,228.0,0.01,0.78,0.02,1.16,0.29,0.42,0.0,0.0
5008,Food & Beverages,4.39,3.45,4.56,5.02,9.0,0.5,11.39,0.2,4.56,9.86,9.06,0.18,0.15
5010,Metals,2.49,1.94,3.2,3.19,13.0,0.19,7.63,0.05,2.01,6.05,6.46,0.03,0.03
5012,Plantation,2.56,2.43,3.39,3.29,15.0,0.17,6.64,0.15,5.86,5.18,3.26,0.15,0.16
5014,Transportation & Logistics Services,5.72,4.05,6.83,4.7322,-7.0,-0.79,-13.81,0.15,2.62,-16.77,-13.47,0.58,0.57
5015,Auto Parts,2.32,1.62,2.66,6.82,46.0,0.05,2.16,0.07,3.02,0.73,-0.81,0.01,0.01
5020,Property,0.32,0.27,0.47,1.45,17.0,0.02,6.25,0.01,3.13,1.29,1.15,0.27,0.22
5022,Houshold Goods,0.31,0.26,0.445,0.5,-31.0,-0.01,-3.23,0.02,5.16,-2.0,-1.42,0.0,0.0
5024,Food & Beverages,0.95,0.9,0.975,0.17,21.0,0.05,5.26,0.06,6.32,26.59,27.7,0.0,0.0
5026,Plantation,0.76,0.439,0.89,1.31,8.0,0.1,13.16,0.04,5.26,7.34,5.49,0.16,0.2
5027,Plantation,1.41,1.196,1.6369999999999998,0.8,14.0,0.1,7.09,0.1,7.09,12.68,12.92,0.05,0.05
5029,Plantation,2.9,2.17,3.2,2.04,13.0,0.22,7.59,0.07,2.41,10.78,8.84,0.12,0.13
5031,Telecommunications Service Providers,14.06,10.344,15.0,4.87,26.0,0.53,3.77,0.33,2.35,10.92,11.29,0.08,0.05
5032,Transportation & Logistics Services,4.3,3.67,4.35,3.0283,23.0,0.19,4.42,0.1,2.33,6.24,6.89,0.9,0.92
5036,Technology Equipment,0.91,0.29,1.2,0.4202,10.0,0.09,9.89,0.02,1.92,20.94,-13.85,0.28,0.23
5041,"Gas, Water & Multi-Utilities",0.85,0.82,0.92,2.12,9.0,0.09,10.59,0.02,2.65,4.42,3.61,0.35,0.36
5049,Property,1.12,0.95,1.4,4.13,9.0,0.12,10.71,0.02,1.79,3.01,3.24,0.44,0.46
5053,Property,0.86,0.72,1.03,2.58,5.0,0.18,20.93,0.04,4.65,7.01,6.6,0.3,0.29
5054,Construction,0.355,0.295,0.42,0.95,5.0,0.07,19.72,0.02,5.92,7.22,6.43,0.23,0.23
5056,Metals,0.64,0.42,0.925,1.65,8.0,0.08,12.5,0.01,1.17,4.61,2.25,0.07,0.08
5065,Packaging Materials,1.43,1.0,2.17,2.56,7.0,0.21,14.69,0.03,2.27,8.11,7.95,0.04,0.05
5066,Houshold Goods,0.55,0.505,0.87,0.44,10.0,0.06,10.91,0.02,4.36,12.57,1.4,0.11,0.14
5072,Metals,0.5,0.15,0.705,0.69,8.0,0.07,14.0,0.0,0.6,9.48,0.5,0.0,0.0
5073,Property,0.735,0.7,1.06,2.61,6.0,0.12,16.33,0.08,10.75,4.41,3.97,0.07,0.07
5075,Property,1.0,0.825,1.23,4.15,195.0,0.01,1.0,0.02,2.0,0.12,0.52,0.12,0.08
5080,Retailers,0.845,0.465,1.8,1.5,6.0,0.14,16.57,0.01,1.42,9.43,4.36,0.09,0.09
5081,Personal Goods,0.415,0.37,0.5,0.73,50.0,0.01,2.41,0.02,4.22,1.14,2.94,0.18,0.14
5084,Property,0.54,0.4,0.7,0.8079999999999999,8.0,0.07,12.96,0.02,3.7,8.74,9.24,0.26,0.28
5088,Other Financials,0.92,0.82,1.25,1.6,10.0,0.09,9.78,0.01,1.09,5.89,5.54,0.0,0.0
5090,Media,0.185,0.14,0.235,0.408,-49.0,-0.0,-0.0,0.01,5.84,-0.93,4.28,0.0,0.01
5094,Metals,1.31,0.8,2.0,2.33,9.0,0.14,10.69,0.07,5.34,6.08,4.45,0.0,0.0
5095,Wood & Wood Products,0.485,0.405,0.835,0.75,21.0,0.02,4.12,0.02,4.64,3.05,3.8,0.02,0.02
5100,Packaging Materials,1.65,1.153,1.76,1.13,9.0,0.18,10.91,0.08,4.85,15.61,14.95,0.0,0.0
5102,Food & Beverages,2.67,2.44,3.79,1.1818,15.0,0.18,6.74,0.04,1.31,15.06,20.83,0.38,0.4
5105,Packaging Materials,3.2,2.43,3.6,9.4798,5.0,0.66,20.62,0.04,1.25,6.95,4.36,0.39,0.4
5106,Real Estate Investment Trusts,1.91,1.81,2.25,1.4727,19.0,0.1,5.24,0.09,4.58,6.8,6.76,0.26,0.24
5109,Real Estate Investment Trusts,0.875,0.69,1.06,1.535,-11.0,-0.08,-9.14,0.07,7.68,-5.17,0.36,0.8,0.8
5110,Real Estate Investment Trusts,1.14,1.07,1.29,1.4528,19.0,0.06,5.26,0.08,7.4,4.07,4.12,0.0,0.0
5111,Real Estate Investment Trusts,0.585,0.55,0.755,1.8961,26.0,0.02,3.42,0.02,4.15,1.19,1.45,0.49,0.0
5116,Real Estate Investment Trusts,1.27,1.25,1.41,1.2721,64.0,0.02,1.57,0.07,5.36,1.55,1.32,0.12,0.12
5120,Real Estate Investment Trusts,0.4,0.37,0.445,1.1999,101.0,0.0,0.0,0.03,7.05,0.33,0.33,0.85,0.85
5121,Real Estate Investment Trusts,0.595,0.49,0.71,1.2527,-11.0,-0.05,-8.4,0.01,1.51,-4.21,-4.02,0.98,0.93
5123,Real Estate Investment Trusts,0.885,0.7,0.955,1.1984,13.0,0.07,7.91,0.07,8.0,5.72,2.16,0.35,0.38
5125,Metals,0.505,0.34,0.58,0.9,14.0,0.04,7.92,0.01,2.57,3.93,5.78,0.08,0.09
5126,Plantation,3.35,2.95,4.44,4.3,9.0,0.37,11.04,0.06,1.79,8.54,8.91,0.28,0.3
5127,Real Estate Investment Trusts,0.65,0.605,0.71,1.3185,-31.0,-0.02,-3.08,0.05,7.83,-1.6,-0.97,0.81,0.82
5129,Construction,0.6,0.335,0.855,1.82,55.0,0.01,1.67,0.01,1.67,0.6,1.06,0.0,0.0
5130,Real Estate Investment Trusts,1.45,1.0,1.58,1.3007,13.0,0.11,7.59,0.09,6.21,8.4,7.95,0.79,0.66
5131,Consumer Services,1.88,1.216,2.01,1.2202,18.0,0.11,5.85,0.17,9.04,8.69,7.79,0.0,0.0
5132,"Energy, Infrastructure, Equipment & Services",0.525,0.46,0.72,0.88,19.0,0.03,5.71,0.01,1.9,3.08,2.13,0.05,0.07
5133,"Energy, Infrastructure, Equipment & Services",0.85,0.55,1.28,1.16,9.0,0.1,11.76,0.04,4.71,8.43,4.19,0.02,0.04
5134,Chemicals,3.89,3.5,4.2,4.72,14.0,0.27,6.94,0.05,1.29,5.78,5.35,0.01,0.01
5135,Plantation,2.2,1.5,2.78,2.18,8.0,0.28,12.73,0.1,4.55,12.93,10.8,0.06,0.08
5136,Transportation & Logistics Services,1.21,0.545,1.8,1.28,41.0,0.03,2.48,0.16,13.22,2.33,28.12,0.19,0.15
5138,Plantation,1.82,1.42,2.14,2.13,12.0,0.16,8.79,0.07,3.85,7.38,5.36,0.03,0.03
5139,Other Financials,12.2,8.67,13.38,7.32,8.0,1.45,11.89,0.29,2.39,19.84,12.26,3.23,3.48
5140,Transportation & Logistics Services,1.04,0.202,1.475,0.59,20.0,0.05,4.81,0.02,1.68,8.75,2.2,0.51,0.58
5142,"Energy, Infrastructure, Equipment & Services",0.725,0.38,0.91,0.92,-2.0,-0.31,-42.76,0.0,0.55,-33.97,-35.06,0.43,0.43
5143,Chemicals,0.725,0.685,1.47,0.43,12.0,0.06,8.28,0.03,4.14,13.63,14.82,0.0,0.0
5147,Chemicals,0.72,0.35,1.03,0.76,7.0,0.1,13.89,0.02,2.92,13.36,23.59,0.05,0.06
5151,Chemicals,0.99,0.375,1.137,0.25,28.0,0.03,3.03,0.02,2.53,13.96,23.1,0.05,0.06
5159,Houshold Goods,1.09,0.6,1.26,1.58,8.0,0.14,12.84,0.03,2.75,8.99,6.29,0.01,0.02
5160,Houshold Goods,0.545,0.495,0.965,0.48,10.0,0.06,11.01,0.01,1.83,11.75,14.22,0.0,0.0
5162,Technology Equipment,2.64,1.67,3.05,1.94,11.0,0.24,9.09,0.07,2.65,12.24,11.46,0.01,0.01
