code,ROE2,D/E,D/E2
9776,-24.67,0.22,0.31
9806,-260.25,0.0,0.0
9814,-28.4,0.0,0.0
9938,-1.06,0.0,0.0
9946,-8.78,0.09,0.12
5298,1.3,0.72,0.72
0118,-6.61,0.75,0.66
0127,10.2,0.19,0.16
0172,4.9,0.62,0.68
0188,20.68,0.01,0.01
5105,4.36,0.39,0.4
