code,name,Price,EPS,52w low,52w high,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,P/E mid,DPayout avg,intrinsic 3Y,intrinsic 5Y,intrinsic 10Y,Price A3,Price A5,Price A10,Price B
0120,VISDYNAMICS HOLDINGS BERHAD,0.86,0.04,0.405,1.74,-28.86,0.0,-0.21,25.66,13.54,4.52,0.45,0.46,3.39,0.34,0.34,0.85
0126,MICROLINK SOLUTIONS BERHAD,2.49,0.13,1.07,2.85,132.21,-9.29,11.25,51.82,16.14,0.11,2.7,0.88,0.08,2.03,0.66,1.66
0128,FRONTKEN CORPORATION BERHAD,3.09,0.06,2.55,5.516,40.0,82.15,22.83,44.0,10.14,0.16,0.08,0.25,0.12,0.06,0.19,3.53
0131,DIVERSIFIED GATEWAY SOLUTIONS BERHAD,0.115,-0.02,0.1,0.255,0.0,0.0,0.0,-3.25,0.0,-0.2,-0.2,-0.2,-0.15,-0.15,-0.15,0.15
0136,GREENYIELD BERHAD,0.275,0.02,0.11,0.385,150.0,3.73,-2.91,16.0,15.3,0.02,0.19,0.31,0.02,0.14,0.23,0.2
0138,MY E.G. SERVICES BERHAD,1.65,0.08,1.24,2.27,28.61,31.42,25.41,111.66,0.0,0.26,0.24,0.28,0.2,0.18,0.21,1.58
0146,JF TECHNOLOGY BERHAD,1.39,0.02,0.708,2.41,7.96,21.34,27.52,219.0,28.18,0.17,0.1,0.09,0.13,0.08,0.07,1.27
0149,FIBON BERHAD,0.46,0.02,0.26,0.575,-20.69,-10.02,-6.04,13.39,27.7,1.02,0.49,0.35,0.76,0.37,0.26,0.36
0151,KELINGTON GROUP BERHAD,1.09,0.03,0.482,1.35,4.64,0.0,2.83,35.29,64.97,0.39,0.49,0.42,0.29,0.37,0.32,0.77
0155,MALAYSIAN GENOMICS RESOURCE CENTRE BERHAD,1.52,-0.06,0.295,1.57,203.66,33.82,0.0,19.19,0.0,-0.03,-0.17,-0.6,-0.02,-0.13,-0.45,0.72
0157,FOCUS POINT HOLDINGS BERHAD,0.75,0.04,0.26,0.98,0.0,39.59,0.0,28.75,51.93,0.61,0.15,0.61,0.46,0.11,0.46,0.5
0163,CAREPLUS GROUP BERHAD,1.75,0.44,1.24,5.759,0.0,71.62,0.0,7.5,4.16,4.58,0.64,4.58,3.44,0.48,3.44,2.73
0166,INARI AMERTRON BERHAD,3.09,0.08,1.72,3.729,-13.79,-3.82,12.08,43.04,44.7,2.82,1.45,0.65,2.11,1.09,0.49,2.38
0168,BOILERMECH HOLDINGS BERHAD,1.02,0.04,0.545,1.56,0.3,-9.89,0.0,18.4,20.63,0.47,0.93,0.48,0.35,0.7,0.36,0.88
0171,PETERLABS HOLDINGS BERHAD,0.235,0.02,0.205,0.32,-2.53,0.58,-5.59,12.38,28.0,0.34,0.25,0.36,0.26,0.19,0.27,0.24
0183,SALUTICA BERHAD,0.505,-0.04,0.395,0.75,0.0,0.0,0.0,3.38,16.27,-0.47,-0.47,-0.47,-0.35,-0.35,-0.35,0.51
0186,PERAK TRANSIT BERHAD,0.64,0.07,0.52,0.981,7.08,14.15,0.0,3.48,14.94,0.56,0.42,0.8,0.42,0.32,0.6,0.67
0187,BCM ALLIANCE BERHAD,0.125,0.0,0.105,0.455,-15.92,-15.41,0.0,19.5,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.22
0189,MATANG BERHAD,0.095,0.0,0.07,0.14,8.74,-1.3,0.0,0.0,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.09
0190,EVERSAFE RUBBER BERHAD,0.33,0.02,0.185,0.435,95.05,-10.24,0.0,14.0,55.76,0.03,0.59,0.31,0.02,0.44,0.23,0.27
0192,INTA BINA GROUP BERHAD,0.315,0.02,0.21,0.4,-26.74,-10.94,0.0,7.62,10.24,1.57,0.45,0.22,1.18,0.34,0.16,0.27
0193,KEJURUTERAAN ASASTERA BERHAD,0.745,0.0,0.5,1.172,-33.35,-10.8,0.0,24.75,17.81,0.0,0.0,0.0,0.0,0.0,0.0,0.72
0197,WEGMANS HOLDINGS BERHAD,0.265,0.02,0.185,0.395,-32.98,-11.58,0.0,8.62,11.36,3.28,0.48,0.22,2.46,0.36,0.16,0.25
0198,GDB HOLDINGS BERHAD,0.52,0.03,0.488,0.976,-2.98,32.51,0.0,15.58,13.89,0.42,0.1,0.34,0.32,0.08,0.26,0.65
0199,TRI-MODE SYSTEM (M) BERHAD,0.735,0.03,0.29,0.83,-2.56,11.25,0.0,8.75,14.98,0.41,0.2,0.34,0.31,0.15,0.26,0.47
0201,NOVA WELLNESS GROUP BERHAD,0.86,0.05,0.705,1.3019999999999998,-1.77,1.14,0.0,8.0,111.18,1.16,0.96,1.06,0.87,0.72,0.8,0.9
0205,DPI HOLDINGS BERHAD,0.565,0.02,0.16399999999999998,0.685,-13.38,0.0,0.0,8.75,8.02,0.59,0.22,0.22,0.44,0.16,0.16,0.34
0206,GAGASAN NADI CERGAS BERHAD,0.285,0.02,0.24,0.34,-36.91,-19.85,0.0,7.88,6.97,5.0,0.91,0.21,3.75,0.68,0.16,0.27
0207,MESTRON HOLDINGS BERHAD,0.38,0.01,0.11,0.46,-10.3,23.14,0.0,11.0,5.65,0.21,0.04,0.11,0.16,0.03,0.08,0.23
0209,I-STONE GROUP BERHAD,0.17,0.0,0.16,0.335,-2.55,13.56,0.0,12.25,13.17,0.0,0.0,0.0,0.0,0.0,0.0,0.22
0210,KIM HIN JOO (MALAYSIA) BERHAD,0.275,0.02,0.175,0.335,-45.46,-25.56,0.0,13.5,9.75,17.18,1.34,0.22,12.88,1.01,0.16,0.23
0211,TASHIN HOLDINGS BERHAD,0.52,0.06,0.19,0.87,-16.08,17.45,0.0,6.92,0.0,1.73,0.27,0.6,1.3,0.2,0.45,0.41
0213,MTAG GROUP BERHAD,0.635,0.05,0.52,1.22,14.62,0.0,0.0,5.1,3.2,0.27,0.52,0.52,0.2,0.39,0.39,0.75
0215,SOLARVEST HOLDINGS BERHAD,1.11,0.03,0.733,2.207,55.7,0.0,0.0,19.12,0.0,0.05,0.3,0.3,0.04,0.22,0.22,1.22
0216,SPRING ART HOLDINGS BERHAD,0.26,0.01,0.195,0.49,-6.21,-2.05,0.0,9.0,5.7,0.21,0.14,0.11,0.16,0.11,0.08,0.29
0219,RESERVOIR LINK ENERGY BHD,0.465,0.03,0.3,0.855,134.89,0.0,0.0,4.8,0.0,0.02,0.3,0.3,0.02,0.22,0.22,0.48
0221,TCS GROUP HOLDINGS BERHAD,0.47,0.04,0.32,0.76,44.88,0.0,0.0,5.5,0.0,0.09,0.4,0.4,0.07,0.3,0.3,0.47
0225,SOUTHERN CABLE GROUP BERHAD,0.45,0.03,0.25,0.6,23.87,0.0,0.0,6.06,0.0,0.11,0.3,0.3,0.08,0.22,0.22,0.37
1007,AMCORP PROPERTIES BERHAD,0.895,-0.0,0.345,0.9,0.0,0.0,0.0,10.21,41.93,0.0,0.0,0.0,0.0,0.0,0.0,0.53
1015,AMMB HOLDINGS BERHAD,2.88,-1.15,2.63,3.79,0.0,0.0,0.0,4.13,37.57,-15.82,-15.82,-15.82,-11.86,-11.86,-11.86,3.01
1023,CIMB GROUP HOLDINGS BERHAD,4.49,0.31,2.9,4.75,-37.63,-18.56,-13.1,22.67,42.68,131.35,16.21,10.34,98.51,12.16,7.76,3.51
1058,MANULIFE HOLDINGS BERHAD,2.23,0.27,1.83,2.61,11.16,1.6,-5.01,17.08,58.83,2.51,3.93,5.77,1.88,2.95,4.33,2.09
1066,RHB BANK BERHAD,5.25,0.52,4.17,5.98,1.42,-2.69,-1.95,10.11,28.3,6.17,7.79,7.44,4.63,5.84,5.58,4.77
1082,HONG LEONG FINANCIAL GROUP BERHAD,17.82,1.93,12.34,18.7,7.47,1.53,7.37,10.38,21.71,16.14,21.62,16.22,12.1,16.22,12.16,14.44
1155,MALAYAN BANKING BERHAD,8.13,0.58,6.96,9.01,-7.11,-4.33,-0.65,13.34,59.06,14.13,11.86,9.57,10.6,8.9,7.18,7.64
1163,ALLIANZ MALAYSIA BERHAD,12.9,2.84,12.68,15.38,21.75,10.96,11.56,13.06,12.94,12.69,18.92,18.45,9.52,14.19,13.84,13.57
1171,MALAYSIA BUILDING SOCIETY BERHAD,0.585,0.06,0.485,0.77,-17.75,-15.03,-11.37,12.78,44.22,2.96,2.34,1.77,2.22,1.76,1.33,0.58
1295,PUBLIC BANK BERHAD,4.06,0.26,2.968,4.97,-3.97,-0.87,6.34,77.4,45.24,4.75,3.96,2.73,3.56,2.97,2.05,3.63
1368,UEM EDGENTA BERHAD,1.68,0.01,1.47,2.48,-68.99,-42.32,-23.45,98.0,85.06,2432.27,9.81,0.87,1824.2,7.36,0.65,1.8
1481,ADVANCE SYNERGY BERHAD,0.16,-0.04,0.125,0.3,0.0,0.0,0.0,-6.44,15.71,-0.46,-0.46,-0.46,-0.34,-0.34,-0.34,0.18
1538,SYMPHONY LIFE BERHAD,0.585,0.1,0.37,0.89,3.11,-4.11,3.03,11.51,30.17,1.1,1.64,1.11,0.82,1.23,0.83,0.54
1562,BERJAYA SPORTS TOTO BERHAD,1.99,0.08,1.88,2.27,-18.26,-13.69,-9.03,15.57,8.95,3.08,2.09,1.52,2.31,1.57,1.14,2.01
1619,DRB-HICOM BERHAD,1.64,0.37,1.61,2.25,0.0,11.23,1.5,16.3,2.02,3.77,2.2,3.48,2.83,1.65,2.61,1.82
1651,MALAYSIAN RESOURCES CORPORATION BERHAD,0.4,-0.04,0.355,0.575,0.0,0.0,0.0,30.56,61.37,-0.65,-0.65,-0.65,-0.49,-0.49,-0.49,0.43
1724,PARAMOUNT CORPORATION BERHAD,0.76,0.04,0.69,0.9,52.52,46.75,21.66,7.34,49.85,0.11,0.13,0.24,0.08,0.1,0.18,0.76
1818,BURSA MALAYSIA BERHAD,7.65,0.54,7.61,10.885,19.16,13.62,12.64,27.27,90.18,4.44,5.43,5.66,3.33,4.07,4.24,8.69
1899,BATU KAWAN BERHAD,19.2,1.88,14.4,19.66,-10.16,-2.42,-2.4,13.82,46.59,52.08,31.59,31.58,39.06,23.69,23.68,16.14
1929,CHIN TECK PLANTATIONS BERHAD,6.75,0.59,5.4170000000000025,7.2,-3.89,3.39,-2.61,25.18,59.98,11.81,7.9,10.94,8.86,5.93,8.2,6.01
1961,IOI CORPORATION BERHAD,3.72,0.2,3.65,4.64,-6.8,29.38,-10.8,26.43,89.37,5.66,1.19,7.49,4.24,0.89,5.62,3.98
1996,KRETAM HOLDINGS BERHAD,0.55,0.02,0.42,0.695,38.67,0.0,-6.77,40.0,7.09,0.05,0.21,0.32,0.04,0.16,0.24,0.51
2038,NEGRI SEMBILAN OIL PALMS BERHAD,3.0,0.11,2.56,3.358,-49.01,-24.89,-26.04,1.25,51.08,277.76,11.02,12.05,208.32,8.26,9.04,2.82
2054,TDM BERHAD,0.235,-0.01,0.215,0.38,0.0,0.0,0.0,16.25,46.45,-0.15,-0.15,-0.15,-0.11,-0.11,-0.11,0.27
2062,HARBOUR-LINK GROUP BERHAD,1.05,0.1,0.445,1.17,-3.28,-12.94,3.04,8.78,20.28,1.44,2.84,1.02,1.08,2.13,0.76,0.68
2089,UNITED PLANTATIONS BERHAD,13.68,0.9,12.592,14.748,0.53,6.37,4.22,29.22,28.27,11.19,8.36,9.27,8.39,6.27,6.95,13.3
2127,COMFORT GLOVES BERHAD,1.91,0.84,1.8,7.159,95.63,56.44,0.0,12.43,5.65,0.93,1.55,8.87,0.7,1.16,6.65,3.57
2135,GOPENG BERHAD,0.935,-0.02,0.53,1.59,0.0,0.0,0.0,18.38,126.92,-0.45,-0.45,-0.45,-0.34,-0.34,-0.34,0.88
2186,KUCHAI DEVELOPMENT BERHAD,1.56,0.11,1.16,1.73,-60.83,-35.01,-27.87,39.62,0.47,2117.08,23.06,10.23,1587.81,17.29,7.67,1.35
2194,MMC CORPORATION BERHAD,1.76,0.15,0.66,1.9,18.46,-25.78,0.85,18.4,34.83,0.89,14.59,1.93,0.67,10.94,1.45,1.07
2216,IJM PLANTATIONS BERHAD,3.08,0.23,1.52,3.1,63.79,53.31,2.49,17.04,60.88,0.58,0.68,3.25,0.43,0.51,2.44,2.04
2291,GENTING PLANTATIONS BERHAD,6.84,0.25,6.74,10.278,-11.37,3.67,-4.03,44.24,32.19,6.82,2.73,4.16,5.12,2.05,3.12,7.91
2305,AYER HOLDINGS BERHAD,5.3,0.09,5.15,6.0,-14.18,-18.44,-3.51,36.52,20.11,2.81,3.84,1.34,2.11,2.88,1.01,5.43
2445,KUALA LUMPUR KEPONG BERHAD,19.82,1.32,19.48,25.22,-8.63,-2.5,-2.74,29.89,58.4,35.53,24.07,24.45,26.65,18.05,18.34,21.37
2453,KLUANG RUBBER COMPANY (MALAYA) BERHAD,3.61,0.44,3.04,3.89,0.0,0.0,0.0,1.5,7.28,4.72,4.72,4.72,3.54,3.54,3.54,3.32
2488,ALLIANCE BANK MALAYSIA BERHAD,2.41,0.23,2.1,3.06,-6.48,-4.67,3.41,9.22,40.68,4.75,4.24,2.7,3.56,3.18,2.03,2.42
2542,RIVERVIEW RUBBER ESTATES BERHAD,3.02,0.2,2.535,3.208,-9.84,12.42,-2.1,57.18,77.89,6.62,1.96,4.03,4.96,1.47,3.02,2.76
2569,SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD,3.0,0.52,2.4,3.25,0.0,0.0,0.0,-32.66,9.76,5.71,5.71,5.71,4.28,4.28,4.28,2.68
2593,UNITED MALACCA BERHAD,5.1,0.06,4.36,5.3,-42.26,-19.33,9.31,20.3,52.47,48.56,3.68,0.57,36.42,2.76,0.43,4.67
2607,INCH KENNETH KAJANG RUBBER PUBLIC LTD CO,0.45,-0.03,0.425,0.535,0.0,0.0,0.0,-41.31,0.0,-0.3,-0.3,-0.3,-0.22,-0.22,-0.22,0.46
2658,AJINOMOTO (MALAYSIA) BERHAD,15.6,0.76,14.02,16.86,-31.65,15.02,9.59,15.48,37.16,144.7,5.23,6.52,108.52,3.92,4.89,14.96
2828,C.I. HOLDINGS BERHAD,3.44,0.34,1.18,3.8,3.64,19.72,-3.61,11.13,24.36,3.5,1.79,5.17,2.62,1.34,3.88,2.04
2836,CARLSBERG BREWERY MALAYSIA BERHAD,21.06,0.51,18.22,25.821,-9.83,-5.56,1.98,32.32,40.16,13.14,9.89,6.43,9.86,7.42,4.82,20.73
2852,CAHYA MATA SARAWAK BERHAD,1.11,0.24,1.06,2.52,-3.05,-4.94,10.51,18.1,33.43,3.82,4.32,1.93,2.86,3.24,1.45,1.54
3026,DUTCH LADY MILK INDUSTRIES BERHAD,33.66,1.05,33.4,42.98,-14.59,-12.25,1.39,28.86,50.45,41.68,34.73,14.65,31.26,26.05,10.99,36.56
3034,HAP SENG CONSOLIDATED BERHAD,7.77,0.29,6.92,9.05,-12.08,-5.17,6.17,24.88,67.07,10.4,6.56,3.56,7.8,4.92,2.67,7.62
3042,PETRON MALAYSIA REFINING & MARKETING BHD,4.22,0.64,3.0,6.75,0.0,0.0,0.0,-47.98,16.63,7.46,7.46,7.46,5.6,5.6,5.6,4.24
3069,MEGA FIRST CORPORATION BERHAD,3.56,0.34,3.15,4.05,28.29,19.43,10.99,19.77,19.18,1.31,1.73,2.39,0.98,1.3,1.79,3.45
3107,FIMA CORPORATION BERHAD,2.01,0.11,1.46,2.03,-32.08,-32.95,-15.09,20.95,57.78,23.93,26.68,4.88,17.95,20.01,3.66,1.65
3158,YNH PROPERTY BERHAD,2.7,0.01,2.42,2.91,0.0,0.0,0.0,-23.34,14.35,0.11,0.11,0.11,0.08,0.08,0.08,2.58
3182,GENTING BERHAD,4.83,-0.32,2.901,5.53,0.0,0.0,0.0,3.85,15.76,-3.7,-3.7,-3.7,-2.78,-2.78,-2.78,3.77
3204,GEORGE KENT (MALAYSIA) BERHAD,0.7,0.08,0.62,1.0,-24.56,9.13,8.17,23.06,43.29,7.37,0.73,0.77,5.53,0.55,0.58,0.75
3255,HEINEKEN MALAYSIA BERHAD,22.16,0.57,17.86,27.34,-17.06,-3.79,0.71,33.19,27.48,23.44,9.04,6.99,17.58,6.78,5.24,20.99
3298,HEXZA CORPORATION BERHAD,1.01,0.06,1.0,2.26,-11.48,1.92,-0.26,8.28,65.2,2.06,0.88,1.02,1.54,0.66,0.76,1.42
3301,HONG LEONG INDUSTRIES BERHAD,9.15,0.68,7.35,10.42,17.35,-0.82,-0.37,20.57,44.72,4.53,10.29,10.05,3.4,7.72,7.54,8.36
3336,IJM CORPORATION BERHAD,1.75,0.12,1.2,2.06,7.35,-11.41,0.34,21.08,49.5,1.24,3.73,1.73,0.93,2.8,1.3,1.48
3379,INSAS BERHAD,0.86,0.34,0.715,1.02,-52.24,-30.42,-10.44,18.55,15.46,1214.56,47.37,7.59,910.92,35.53,5.69,0.82
3417,EASTERN & ORIENTAL BERHAD,0.61,-0.05,0.355,0.78,0.0,0.0,0.0,30.02,36.62,-0.68,-0.68,-0.68,-0.51,-0.51,-0.51,0.5
3514,MARCO HOLDINGS BERHAD,0.135,0.02,0.1,0.185,2.26,-5.86,2.12,10.75,42.4,0.22,0.38,0.23,0.16,0.29,0.17,0.13
3662,MALAYAN FLOUR MILLS BERHAD,0.76,0.04,0.505,1.06,-64.35,-31.78,-31.16,37.32,93.0,3618.98,10.53,9.62,2714.24,7.9,7.22,0.69
3689,FRASER & NEAVE HOLDINGS BHD,26.1,1.15,25.5,33.38,8.27,7.89,-5.38,29.59,61.59,12.32,12.53,25.5,9.24,9.4,19.12,28.1
3719,PANASONIC MANUFACTURING MALAYSIA BERHAD,32.9,1.92,27.88,33.4,-2.62,3.31,6.08,15.93,49.94,33.4,24.17,21.11,25.05,18.13,15.83,29.7
3743,SUNSURIA BERHAD,0.45,0.03,0.35,0.64,-34.11,12.97,13.02,9.66,0.0,5.19,0.16,0.16,3.89,0.12,0.12,0.45
3778,MELEWAR INDUSTRIAL GROUP BERHAD,0.505,0.1,0.18,0.78,0.0,0.0,0.0,3.28,7.6,1.08,1.08,1.08,0.81,0.81,0.81,0.38
3816,MISC BERHAD,6.78,0.35,5.96,8.12,0.0,0.0,0.0,-330.46,37.07,4.8,4.8,4.8,3.6,3.6,3.6,6.67
3859,MAGNUM BERHAD,1.98,-0.02,1.95,2.37,-52.9,-37.51,-25.27,120.22,123.13,-130.28,-9.91,-2.39,-97.71,-7.43,-1.79,2.09
3867,MALAYSIAN PACIFIC INDUSTRIES BERHAD,41.0,1.17,11.9,43.8,-4.96,7.08,4.06,11.69,35.04,21.11,11.06,12.79,15.83,8.3,9.59,22.43
3883,MUDA HOLDINGS BERHAD,2.6,0.35,1.48,3.83,15.28,27.94,9.42,15.58,33.27,2.32,1.53,2.94,1.74,1.15,2.2,2.26
3948,DUTALAND BERHAD,0.385,0.04,0.32,0.46,0.0,0.0,0.0,17.0,0.0,0.4,0.4,0.4,0.3,0.3,0.3,0.37
4006,ORIENTAL HOLDINGS BERHAD,5.05,0.51,4.953,5.634,-34.29,-16.27,-7.69,18.95,39.14,136.6,21.43,11.31,102.45,16.07,8.48,5.18
4065,PPB GROUP BERHAD,18.34,1.08,17.747,19.571,3.0,4.61,-3.51,21.58,29.72,11.96,11.02,17.14,8.97,8.26,12.86,18.35
4081,PAN MALAYSIA CORPORATION BERHAD,0.12,-0.01,0.115,0.195,0.0,0.0,0.0,-2.88,43.48,-0.14,-0.14,-0.14,-0.11,-0.11,-0.11,0.14
4162,BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD,14.54,0.89,9.8,16.2,-21.11,-23.28,-10.47,17.79,99.69,81.5,100.36,34.33,61.12,75.27,25.75,11.91
4197,SIME DARBY BERHAD,2.2,0.2,1.913,2.507,-30.92,-20.32,0.01,17.57,83.16,48.09,15.61,3.66,36.07,11.71,2.74,2.11
4243,WTK HOLDINGS BERHAD,0.445,-0.32,0.385,0.645,0.0,0.0,0.0,4.23,16.49,-3.73,-3.73,-3.73,-2.8,-2.8,-2.8,0.47
4251,I-BERHAD,0.285,-0.0,0.15,0.36,-70.51,-46.04,-12.28,10.78,108.19,0.0,0.0,0.0,0.0,0.0,0.0,0.22
4324,HENGYUAN REFINING COMPANY BERHAD,4.56,1.3,2.55,7.33,-35.29,-6.41,9.15,24.2,14.54,323.91,21.86,9.5,242.93,16.4,7.12,4.13
4405,TAN CHONG MOTOR HOLDINGS BERHAD,1.17,-0.22,1.0,1.29,0.0,0.0,0.0,-1.62,26.65,-2.79,-2.79,-2.79,-2.09,-2.09,-2.09,1.1
4588,UMW HOLDINGS BERHAD,3.03,0.22,2.19,3.64,0.0,0.0,-9.23,5.28,40.17,3.08,3.08,5.43,2.31,2.31,4.07,2.67
4707,NESTLE (MALAYSIA) BERHAD,133.6,2.31,131.1,147.0,-5.06,-1.33,3.51,43.8,96.67,61.11,48.95,37.75,45.83,36.71,28.31,136.35
4715,GENTING MALAYSIA BERHAD,2.8,-0.39,1.927,3.31,0.0,0.0,0.0,10.72,24.71,-4.86,-4.86,-4.86,-3.65,-3.65,-3.65,2.38
4731,SCIENTEX BERHAD,4.13,0.29,3.91,11.496,11.22,16.67,18.38,53.48,28.92,2.18,1.76,1.66,1.64,1.32,1.24,6.41
4863,TELEKOM MALAYSIA BERHAD,5.98,0.32,3.66,6.82,2.77,7.38,-2.36,43.27,85.01,5.14,4.1,6.77,3.85,3.08,5.08,4.7
5005,UNISEM (M) BERHAD,7.56,0.24,2.22,9.43,-3.51,-2.4,-3.19,-92.55,56.82,4.59,4.3,4.51,3.44,3.22,3.38,4.6
5006,STELLA HOLDINGS BERHAD,1.02,0.05,0.65,1.42,20.55,-4.58,-7.6,1.34,0.0,0.21,0.66,0.79,0.16,0.5,0.59,0.9
5007,CHIN WELL HOLDINGS BERHAD,1.29,0.01,0.935,1.58,-63.59,-43.6,-16.74,53.95,37.2,244.23,9.21,0.31,183.17,6.91,0.23,1.15
5008,HARRISONS HOLDINGS (MALAYSIA) BERHAD,4.39,0.5,3.45,4.56,10.95,15.16,-2.27,10.66,47.77,4.35,3.69,8.45,3.26,2.77,6.34,3.82
5010,TONG HERR RESOURCES BERHAD,2.49,0.19,1.94,3.2,-18.65,0.0,0.03,11.77,78.09,12.53,3.38,3.37,9.4,2.54,2.53,2.36
5012,TA ANN HOLDINGS BERHAD,2.56,0.17,2.43,3.39,-26.38,-24.02,-4.43,21.64,38.14,18.39,14.04,3.04,13.79,10.53,2.28,2.75
5014,MALAYSIA AIRPORTS HOLDINGS BERHAD,5.72,-0.79,4.05,6.83,0.0,0.0,0.0,298.83,45.01,-11.46,-11.46,-11.46,-8.6,-8.6,-8.6,4.97
5015,APM AUTOMOTIVE HOLDINGS BERHAD,2.32,0.05,1.62,2.66,0.0,0.0,0.0,-16.52,48.09,0.74,0.74,0.74,0.55,0.55,0.55,1.96
5020,GLOMAC BERHAD,0.32,0.02,0.27,0.47,-50.85,-31.72,-12.86,12.02,60.19,60.78,3.63,0.83,45.58,2.72,0.62,0.34
5022,PAOS HOLDINGS BERHAD,0.31,-0.01,0.26,0.445,0.0,0.0,0.0,17.0,109.79,-0.21,-0.21,-0.21,-0.16,-0.16,-0.16,0.32
