code,name,category,Annual,nYear,3G2H,PE Value,EPS GR Value,Price,P/E,EPS,DY,52w low,52w high,P/E min,P/E max,P/E mid,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg
5041,PBA HOLDINGS BHD,"Gas, Water & Multi-Utilities",2020-12-01,10,2.5,0.57,0.0,0.85,9.0,0.09,2.65,0.82,0.92,-3.42,16.0,6.29,0.0,-12.75,-8.21,-0.57
5209,GAS MALAYSIA BERHAD,"Gas, Water & Multi-Utilities",2020-12-01,10,3.0,3.25,0.72,2.67,16.0,0.17,5.64,2.57,2.83,16.0,22.23,19.12,4.26,4.26,16.27,-3.07
5272,RANHILL HOLDINGS BERHAD,"Gas, Water & Multi-Utilities",2020-12-01,10,1.5,0.3,0.01,0.71,30.0,0.02,1.39,0.69,0.98,0.0,30.17,15.08,0.71,-19.68,0.71,0.0
6033,PETRONAS GAS BERHAD,"Gas, Water & Multi-Utilities",2020-12-01,10,2.5,22.37,0.26,15.6,14.0,1.09,8.14,15.379000000000001,18.104,16.84,24.2,20.52,0.24,3.89,0.24,3.49
6742,YTL POWER INTERNATIONAL BHD,"Gas, Water & Multi-Utilities",2020-06-01,10,0.0,0.78,0.0,0.695,28.0,0.02,2.88,0.607,0.79,10.85,67.0,38.92,0.0,-53.49,-41.21,-25.17
8524,TALIWORKS CORPORATION BERHAD,"Gas, Water & Multi-Utilities",2020-12-01,10,2.0,0.79,0.17,0.86,31.0,0.03,7.67,0.775,0.91,15.8,36.67,26.24,5.64,27.0,-8.7,5.64
8567,SALCON BERHAD,"Gas, Water & Multi-Utilities",2020-12-01,10,1.0,-0.0,-0.0,0.195,-461.0,-0.0,0.0,0.17,0.435,-26.0,62.0,18.0,0.0,0.0,0.0,0.0
0001,SUPERCOMNET TECHNOLOGIES BERHAD,Health Care Equipment & Services,2020-12-01,10,1.5,1.13,0.58,1.53,47.0,0.03,0.98,1.226,2.372,13.5,61.67,37.58,19.36,40.69,19.36,0.0
0155,MALAYSIAN GENOMICS RESOURCE CENTRE BERHAD,Health Care Equipment & Services,2020-06-01,10,1.0,-1.15,-2.03,1.52,-24.0,-0.06,14.47,0.295,1.57,-7.62,46.0,19.19,33.82,203.66,33.82,0.0
0163,CAREPLUS GROUP BERHAD,Health Care Equipment & Services,2020-12-01,9,3.5,3.3,31.51,1.75,4.0,0.44,1.43,1.24,5.7589999999999995,-16.0,31.0,7.5,71.62,0.0,71.62,0.0
0182,LKL INTERNATIONAL BERHAD,Health Care Equipment & Services,2020-04-01,6,1.0,0.12,0.0,0.28,46.0,0.01,0.0,0.26,2.02,-11.5,35.5,12.0,0.0,-1.61,-11.95,0.0
5168,HARTALEGA HOLDINGS BERHAD,Health Care Equipment & Services,2020-03-01,10,3.5,43.81,8.44,7.11,8.0,0.84,1.09,6.9,21.16,35.62,68.69,52.16,10.05,14.34,13.89,10.05
7106,SUPERMAX CORPORATION BERHAD,Health Care Equipment & Services,2020-06-01,10,3.5,82.58,14.74,3.29,3.0,1.2,5.11,3.04,11.628,33.4,104.25,68.82,12.28,101.09,37.6,12.28
7113,TOP GLOVE CORPORATION BHD,Health Care Equipment & Services,2020-08-01,10,3.5,140.74,21.62,3.82,4.0,1.04,15.63,3.64,9.655,85.0,185.67,135.33,20.79,71.09,42.17,20.79
7153,KOSSAN RUBBER INDUSTRIES BERHAD,Health Care Equipment & Services,2020-12-01,10,4.0,51.26,20.54,3.09,4.0,0.81,4.53,2.93,9.543,10.71,115.86,63.28,25.36,81.41,39.94,25.36
7191,ADVENTA BERHAD,Health Care Equipment & Services,2020-12-01,9,1.0,-0.61,-0.0,1.46,-16.0,-0.09,4.79,0.76,5.18,-19.12,32.75,6.82,0.0,0.0,0.0,0.0
0075,LYC HEALTHCARE BERHAD,Health Care Providers,2020-03-01,10,0.0,0.68,-0.0,0.265,-10.0,-0.03,0.0,0.24,0.68,-39.0,-6.0,-22.5,0.0,0.0,0.0,0.0
0101,TMC LIFE SCIENCES BERHAD,Health Care Providers,2019-08-01,10,2.0,0.55,0.16,0.64,58.0,0.01,0.27,0.47,0.82,33.75,75.5,54.62,16.41,24.4,16.41,-11.43
0222,OPTIMAX HOLDINGS BERHAD,Health Care Providers,2020-12-01,5,2.5,0.46,0.0,1.29,58.0,0.02,0.0,0.61,1.87,0.0,46.5,23.25,0.0,-3.53,0.0,0.0
5225,IHH HEALTHCARE BERHAD,Health Care Providers,2020-12-01,10,2.5,18.06,0.96,5.61,50.0,0.11,0.71,4.85,5.86,53.27,275.0,164.14,8.76,-41.43,-27.53,8.76
5878,KPJ HEALTHCARE BERHAD,Health Care Providers,2020-12-01,10,1.5,1.58,0.0,1.01,53.0,0.02,1.19,0.77,1.11,18.9,139.33,79.12,0.0,-8.62,-4.88,-2.73
0170,KANGER INTERNATIONAL BERHAD,Houshold Goods,2019-12-01,7,2.0,-0.32,-0.0,0.06,-4.0,-0.02,0.0,0.055,0.33,5.0,27.5,16.25,0.0,-11.61,-15.67,0.0
0197,WEGMANS HOLDINGS BERHAD,Houshold Goods,2020-12-01,7,1.5,0.17,0.0,0.265,14.0,0.02,1.89,0.185,0.395,0.0,17.25,8.62,0.0,-32.98,-11.58,0.0
0205,DPI HOLDINGS BERHAD,Houshold Goods,2020-05-01,5,1.0,0.18,0.0,0.565,26.0,0.02,1.5,0.16399999999999998,0.685,0.0,17.5,8.75,0.0,-13.38,0.0,0.0
0216,SPRING ART HOLDINGS BERHAD,Houshold Goods,2020-12-01,6,2.5,0.09,0.0,0.26,19.0,0.01,1.54,0.195,0.49,0.0,18.0,9.0,0.0,-6.21,-2.05,0.0
2755,FCW HOLDINGS BERHAD,Houshold Goods,2020-06-01,10,1.5,2.11,1.26,1.05,17.0,0.06,0.0,0.55,1.35,5.5,65.0,35.25,20.94,185.75,-18.66,20.94
3719,PANASONIC MANUFACTURING MALAYSIA BERHAD,Houshold Goods,2020-03-01,10,2.0,30.59,6.36,32.9,17.0,1.92,4.95,27.88,33.4,14.42,17.45,15.93,3.31,-2.62,3.31,6.08
5022,PAOS HOLDINGS BERHAD,Houshold Goods,2020-05-01,10,1.0,-0.17,-0.0,0.31,-31.0,-0.01,5.16,0.26,0.445,-29.5,63.5,17.0,0.0,0.0,0.0,0.0
5066,NTPM HOLDINGS BERHAD,Houshold Goods,2020-04-01,10,1.5,1.95,0.0,0.55,10.0,0.06,4.36,0.505,0.87,18.17,47.0,32.58,0.0,-49.85,-31.82,-20.11
5107,IQ GROUP HOLDINGS BERHAD,Houshold Goods,2020-03-01,9,1.5,-0.01,0.0,0.97,29.0,0.03,0.0,0.37,1.39,-15.5,14.58,-0.46,0.0,0.0,0.0,0.0
5159,YOONG ONN CORPORATION BERHAD,Houshold Goods,2020-06-01,10,2.0,1.17,0.0,1.09,8.0,0.14,2.75,0.6,1.26,7.06,9.64,8.35,0.0,-13.69,-5.59,-1.8
5160,HOMERITZ CORPORATION BERHAD,Houshold Goods,2020-08-01,10,3.0,0.7,0.06,0.545,10.0,0.06,1.83,0.495,0.965,10.58,12.64,11.61,1.04,-9.36,-0.41,1.04
6939,FIAMMA HOLDINGS BERHAD,Houshold Goods,2020-09-01,10,1.5,0.75,0.15,0.545,8.0,0.07,5.05,0.46,0.67,6.86,14.5,10.68,2.2,19.68,-10.08,2.2
7006,LATITUDE TREE HOLDINGS BERHAD,Houshold Goods,2020-06-01,10,2.0,9.67,0.0,1.64,6.0,0.27,1.79,0.907,2.385,14.27,57.33,35.8,0.0,-36.72,-25.8,-4.5
7062,KHIND HOLDINGS BERHAD,Houshold Goods,2020-12-01,10,2.0,14.21,6.82,3.21,6.0,0.52,3.12,1.6,4.39,4.13,50.5,27.32,13.11,161.5,35.76,13.11
7082,SYF RESOURCES BERHAD,Houshold Goods,2020-07-01,10,1.0,0.0,-0.0,0.375,-173.0,-0.0,3.33,0.125,0.505,-15.0,9.33,-2.84,0.0,0.0,0.0,0.0
7088,POH HUAT RESOURCES HOLDINGS BERHAD,Houshold Goods,2020-10-01,10,2.5,1.56,0.77,1.36,7.0,0.2,6.62,1.06,2.06,6.86,8.74,7.8,3.87,-1.95,3.87,16.69
7089,LII HEN INDUSTRIES BHD.,Houshold Goods,2020-12-01,10,3.5,3.13,0.86,3.04,8.0,0.38,4.61,2.68,4.86,6.98,9.48,8.23,2.25,2.25,5.83,15.85
7094,EUROSPAN HOLDINGS BERHAD,Houshold Goods,2020-05-01,9,1.0,-0.03,0.0,1.07,105.0,0.01,0.0,0.36,1.29,-41.5,36.0,-2.75,0.0,0.0,0.0,0.0
7128,CAM RESOURCES BERHAD,Houshold Goods,2020-12-01,9,1.5,0.58,0.11,0.325,11.0,0.03,0.0,0.215,0.5,10.0,28.5,19.25,3.51,-2.82,-4.76,3.51
7149,ENG KAH CORPORATION BERHAD,Houshold Goods,2020-12-01,10,1.0,2.2,0.72,0.71,26.0,0.03,4.42,0.575,2.301,15.58,131.0,73.29,23.92,23.92,-4.19,-14.4
7152,JAYCORP BERHAD,Houshold Goods,2020-07-01,10,3.0,2.26,0.56,1.64,6.0,0.26,6.1,0.905,1.92,6.47,10.88,8.68,2.17,-10.59,17.18,2.17
7180,SERN KOU RESOURCES BERHAD,Houshold Goods,2020-06-01,9,1.5,0.6,0.69,0.52,20.0,0.03,0.0,0.413,0.85,-21.0,61.0,20.0,22.91,109.51,44.35,22.91
7186,SWS CAPITAL BERHAD,Houshold Goods,2020-12-01,9,1.5,-0.15,0.0,0.475,31.0,0.02,0.0,0.4,1.0,-80.0,65.0,-7.5,0.0,0.0,0.0,0.0
7200,TEK SENG HOLDINGS BERHAD,Houshold Goods,2020-12-01,10,2.0,0.11,0.22,0.545,7.0,0.08,3.67,0.505,1.44,-5.6,8.25,1.33,2.71,10.06,2.71,10.31
7202,CLASSIC SCENIC BERHAD,Houshold Goods,2020-12-01,10,2.0,1.08,0.0,1.5,24.0,0.06,2.0,0.6,1.65,16.27,19.9,18.08,0.0,-19.66,-11.12,-6.06
7203,WANG-ZHENG BERHAD,Houshold Goods,2020-12-01,10,1.0,0.69,0.0,0.845,19.0,0.04,3.55,0.785,1.0,7.0,27.29,17.14,0.0,-17.42,-14.86,-9.7
7211,TAFI INDUSTRIES BERHAD,Houshold Goods,2020-12-01,8,1.0,0.44,-0.0,1.38,-22.0,-0.06,0.0,0.292,1.39,-10.0,-4.62,-7.31,0.0,0.0,0.0,0.0
7215,NI HSIN RESOURCES BERHAD,Houshold Goods,2020-12-01,8,1.0,0.14,0.0,0.13,8.0,0.02,0.0,0.12,0.33,-14.0,28.0,7.0,0.0,-11.17,-6.19,0.0
7246,SIGNATURE INTERNATIONAL BERHAD,Houshold Goods,2020-06-01,10,1.0,-0.0,-0.0,0.98,-519.0,-0.0,0.0,0.27899999999999997,1.15,-13.17,44.0,15.42,0.0,0.0,0.0,0.0
7412,SHH RESOURCES HOLDINGS BERHAD,Houshold Goods,2020-06-01,10,1.0,0.09,0.0,0.63,78.0,0.01,0.0,0.20199999999999999,0.81,-12.83,30.8,8.98,0.0,0.0,0.0,0.0
7935,MILUX CORPORATION BERHAD,Houshold Goods,2020-12-01,9,1.0,0.78,-0.0,0.665,-53.0,-0.01,0.0,0.395,0.82,-114.0,-42.5,-78.25,0.0,0.0,0.0,0.0
7943,SAND NISKO CAPITAL BERHAD,Houshold Goods,2020-12-01,7,1.5,-0.1,0.0,1.18,59.0,0.02,0.0,0.19,1.33,-35.0,25.0,-5.0,0.0,0.0,0.0,0.0
8079,LEE SWEE KIAT GROUP BERHAD,Houshold Goods,2020-12-01,10,2.0,0.78,0.17,0.78,16.0,0.05,3.21,0.44,1.27,8.75,22.25,15.5,3.47,3.47,6.34,14.94
8605,FEDERAL INTERNATIONAL HOLDINGS BERHAD,Houshold Goods,2020-06-01,10,1.5,0.52,0.14,0.505,15.0,0.03,0.0,0.35,0.725,12.5,22.25,17.38,4.57,-16.57,4.57,19.39
9172,FORMOSA PROSONIC INDUSTRIES BERHAD,Houshold Goods,2020-12-01,10,3.0,3.62,2.28,2.67,10.0,0.27,5.24,1.34,3.43,9.47,17.3,13.39,8.46,8.46,22.08,0.0
9407,PARAGON UNION BERHAD,Houshold Goods,2020-12-01,9,1.0,1.33,-0.0,1.46,-18.0,-0.08,0.0,0.22,2.69,-40.0,6.75,-16.62,0.0,0.0,0.0,0.0
9997,PENSONIC HOLDINGS BERHAD,Houshold Goods,2020-05-01,10,2.0,-0.2,0.0,0.66,8.0,0.08,1.89,0.29,0.89,-18.83,13.75,-2.54,0.0,-22.4,-30.48,-1.49
0151,KELINGTON GROUP BERHAD,Industrial Engineering,2020-12-01,10,2.0,1.06,0.08,1.09,38.0,0.03,0.69,0.48200000000000004,1.35,14.25,56.33,35.29,2.83,4.64,0.0,2.83
0177,PASUKHAS GROUP BERHAD,Industrial Engineering,2020-12-01,10,1.0,-0.26,-0.0,0.315,-10.0,-0.03,0.0,0.077,0.98,-1.5,19.0,8.75,0.0,0.0,0.0,0.0
0185,HSS ENGINEERS BERHAD,Industrial Engineering,2020-12-01,6,2.5,0.33,0.0,0.53,25.0,0.02,0.0,0.385,0.68,-3.91,37.0,16.55,0.0,-21.73,-10.67,0.0
0193,KEJURUTERAAN ASASTERA BERHAD,Industrial Engineering,2020-12-01,7,1.5,0.0,0.0,0.745,229.0,0.0,0.19,0.5,1.172,19.5,30.0,24.75,0.0,-33.35,-10.8,0.0
5163,SEREMBAN ENGINEERING BERHAD,Industrial Engineering,2020-06-01,10,1.0,-0.13,-0.0,0.995,-31.0,-0.03,0.0,0.605,1.05,-8.9,17.25,4.18,0.0,-11.99,-9.56,0.0
5219,PESTECH INTERNATIONAL BERHAD,Industrial Engineering,2020-06-01,10,0.0,2.99,0.0,0.925,13.0,0.07,1.08,0.648,1.43,11.1,74.44,42.77,0.0,-18.64,-5.92,-17.7
5568,APB RESOURCES BERHAD,Industrial Engineering,2020-09-01,10,1.0,-0.27,0.03,0.72,14.0,0.05,0.0,0.305,0.92,-49.5,38.67,-5.41,0.59,0.59,-27.0,-2.44
6998,BINTAI KINDEN CORPORATION BERHAD,Industrial Engineering,2020-03-01,8,0.0,0.24,-0.0,0.345,-14.0,-0.02,0.0,0.085,1.47,-31.0,6.5,-12.25,0.0,0.0,0.0,0.0
7033,KUMPULAN H & L HIGH-TECH BERHAD,Industrial Engineering,2020-10-01,10,2.0,2.04,0.7,5.64,32.0,0.18,0.53,0.88,5.64,7.53,15.1,11.32,3.91,-24.14,-18.99,3.91
7170,LFE CORPORATION BERHAD,Industrial Engineering,2020-12-01,8,1.0,-0.0,-0.0,0.15,-59.0,-0.0,0.0,0.08800000000000001,0.18,3.25,25.5,14.38,0.0,0.0,0.0,0.0
7212,DESTINI BERHAD,Industrial Engineering,2020-12-01,10,1.0,-1.66,-0.0,0.19,-2.0,-0.12,0.0,0.165,0.35,-1.8,29.5,13.85,0.0,0.0,0.0,0.0
7229,FAVELLE FAVCO BERHAD,Industrial Engineering,2020-12-01,10,2.0,1.8,0.4,2.19,11.0,0.2,3.65,2.0,2.39,7.0,10.95,8.98,2.02,-11.06,-14.36,2.02
9466,KKB ENGINEERING BERHAD,Industrial Engineering,2020-12-01,10,1.5,1.14,9.83,1.35,17.0,0.08,2.96,1.34,1.88,-66.5,95.0,14.25,122.83,122.83,-7.44,-13.67
9741,ROHAS TECNIC BERHAD,Industrial Engineering,2020-12-01,10,1.5,-0.58,-0.0,0.31,-22.0,-0.01,3.23,0.27,0.43,-34.5,150.0,57.75,0.0,0.0,0.0,0.0
0025,YBS INTERNATIONAL BERHAD,"Industrial Materials, Components & Equipment",2020-03-01,8,2.0,0.03,0.06,0.355,41.0,0.01,0.0,0.12,0.47,-9.25,15.5,3.12,6.45,-35.92,6.45,-13.83
0028,SCOPE INDUSTRIES BERHAD,"Industrial Materials, Components & Equipment",2020-06-01,10,1.0,-0.0,-0.0,0.255,-15.0,-0.02,0.0,0.128,0.33399999999999996,-21.5,22.0,0.25,0.0,0.0,0.0,0.0
0072,AT SYSTEMATIZATION BERHAD,"Industrial Materials, Components & Equipment",2020-03-01,8,1.0,0.0,-0.0,0.07,-15.0,-0.0,0.0,0.065,0.3,-5.5,-1.25,-3.38,0.0,0.0,0.0,0.0
0084,TECHFAST HOLDINGS BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,7,1.5,-0.0,-0.0,0.265,-606.0,-0.0,3.77,0.245,0.69,16.0,46.5,31.25,0.0,-16.45,-4.02,-2.73
0100,ES CERAMICS TECHNOLOGY BHD,"Industrial Materials, Components & Equipment",2020-05-01,9,2.5,0.86,0.07,0.515,17.0,0.03,8.74,0.245,1.035,11.0,46.5,28.75,2.41,-28.84,-17.92,2.41
0102,CONNECTCOUNTY HOLDINGS BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,8,1.0,0.0,-0.0,0.18,-48.0,-0.0,0.0,0.105,0.28,-20.5,17.5,-1.5,0.0,0.0,0.0,0.0
0133,SANICHI TECHNOLOGY BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,10,1.0,0.01,-0.0,0.04,-4.0,-0.01,0.0,0.035,0.539,-3.5,1.3,-1.1,0.0,0.0,0.0,0.0
0149,FIBON BERHAD,"Industrial Materials, Components & Equipment",2020-05-01,10,2.0,0.27,0.0,0.46,25.0,0.02,1.17,0.26,0.575,9.6,17.17,13.39,0.0,-20.69,-10.02,-6.04
0161,SCH GROUP BERHAD,"Industrial Materials, Components & Equipment",2020-08-01,8,1.0,-0.21,-0.0,0.265,-11.0,-0.02,0.0,0.22,0.54,-3.12,24.0,10.44,0.0,0.0,0.0,0.0
0168,BOILERMECH HOLDINGS BERHAD,"Industrial Materials, Components & Equipment",2020-03-01,10,1.0,0.74,0.01,1.02,23.0,0.04,1.72,0.545,1.56,9.0,27.8,18.4,0.3,0.3,-9.89,0.0
0188,HLT GLOBAL BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,8,2.5,0.47,0.0,0.83,23.0,0.04,0.0,0.65,3.33,-14.5,38.0,11.75,0.0,0.0,-3.47,0.0
0196,QES GROUP BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,7,1.5,0.3,0.0,0.825,53.0,0.02,0.0,0.215,0.975,0.0,29.5,14.75,0.0,-83.47,-0.86,0.0
0225,SOUTHERN CABLE GROUP BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,5,2.5,0.18,0.72,0.45,17.0,0.03,0.89,0.25,0.6,0.0,12.12,6.06,23.87,23.87,0.0,0.0
2127,COMFORT GLOVES BERHAD,"Industrial Materials, Components & Equipment",2021-01-01,10,3.0,10.44,47.41,1.91,2.0,0.84,3.39,1.8,7.159,6.54,18.33,12.43,56.44,95.63,56.44,0.0
3247,GUH HOLDINGS BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,10,1.0,1.49,-0.0,0.44,-3.0,-0.14,0.0,0.305,0.6,-45.0,23.75,-10.62,0.0,0.0,0.0,0.0
5007,CHIN WELL HOLDINGS BERHAD,"Industrial Materials, Components & Equipment",2020-06-01,10,2.0,0.54,0.0,1.29,228.0,0.01,1.16,0.935,1.58,6.9,101.0,53.95,0.0,-63.59,-43.6,-16.74
5068,LUSTER INDUSTRIES BHD.,"Industrial Materials, Components & Equipment",2020-12-01,10,1.5,-0.0,0.0,0.185,80.0,0.0,0.0,0.115,0.295,-8.0,7.5,-0.25,1.32,1.32,0.0,0.0
5152,MUAR BAN LEE GROUP BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,10,1.5,0.93,0.03,0.595,14.0,0.04,0.0,0.56,0.785,15.33,31.25,23.29,0.76,-2.4,4.68,0.76
5167,TURBO-MECH BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,10,1.0,0.57,0.56,0.8,29.0,0.03,2.5,0.56,1.04,12.33,26.0,19.16,18.56,18.56,-8.97,-5.82
5170,SARAWAK CABLE BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,10,0.0,-0.38,-0.0,0.335,-5.0,-0.07,0.0,0.2,0.625,-6.45,17.33,5.44,0.0,0.0,0.0,0.0
5192,K.SENG SENG CORPORATION BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,10,1.0,-0.14,0.0,1.37,145.0,0.01,0.0,0.33,1.52,-58.5,30.0,-14.25,0.0,0.0,0.0,0.0
5208,EITA RESOURCES BERHAD,"Industrial Materials, Components & Equipment",2020-09-01,10,1.5,1.17,0.0,0.81,13.0,0.06,5.91,0.8,2.891,17.0,22.0,19.5,0.0,-4.6,-2.44,0.0
5220,GLOBALTEC FORMATION BERHAD,"Industrial Materials, Components & Equipment",2020-06-01,9,1.0,0.82,0.0,0.52,10.0,0.05,0.0,0.34,0.665,-6.0,39.0,16.5,0.0,0.0,0.0,0.0
5265,DOLPHIN INTERNATIONAL BERHAD,"Industrial Materials, Components & Equipment",2018-12-01,5,1.0,-0.05,-0.0,0.085,-13.0,-0.01,0.0,0.06,0.18,-9.0,18.25,4.62,0.0,0.0,0.0,0.0
5276,DANCOMECH HOLDINGS BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,6,2.5,1.03,0.0,0.52,10.0,0.05,3.85,0.375,0.76,11.25,29.8,20.52,0.0,0.0,-2.33,0.0
5277,FOUNDPAC GROUP BERHAD,"Industrial Materials, Components & Equipment",2020-06-01,7,3.0,0.43,0.03,0.82,35.0,0.02,1.83,0.705,1.23,0.0,42.75,21.38,1.31,12.63,1.31,0.0
5291,HPMT HOLDINGS BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,6,2.5,0.2,0.0,0.49,15.0,0.03,2.82,0.31,0.67,0.0,13.17,6.58,0.0,-17.57,-4.79,0.0
6637,PNE PCB BERHAD,"Industrial Materials, Components & Equipment",2020-03-01,8,1.0,-0.0,-0.0,0.13,-12.0,-0.01,0.0,0.115,0.85,-52.0,52.0,0.0,0.0,0.0,0.0,0.0
6963,V.S. INDUSTRY BERHAD,"Industrial Materials, Components & Equipment",2020-07-01,10,2.5,2.46,0.77,1.35,20.0,0.07,0.89,0.53,1.565,24.0,46.33,35.16,11.07,-15.11,-8.93,11.07
6971,KOBAY TECHNOLOGY BERHAD,"Industrial Materials, Components & Equipment",2020-06-01,10,2.0,5.84,1.39,3.5,44.0,0.08,1.71,0.613,3.74,22.88,123.0,72.94,17.36,71.46,17.36,32.55
7050,WONG ENGINEERING CORPORATION BERHAD,"Industrial Materials, Components & Equipment",2020-10-01,8,2.0,2.26,0.0,1.5,24.0,0.06,0.83,0.38,1.51,9.4,66.0,37.7,0.0,-19.1,0.0,0.0
7076,CB INDUSTRIAL PRODUCT HOLDING BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,10,1.0,2.28,0.69,1.26,10.0,0.13,3.17,0.85,1.45,10.09,25.0,17.55,5.27,5.27,-9.55,-0.55
7091,UNIMECH GROUP BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,10,2.0,1.68,2.04,1.46,12.0,0.12,2.4,1.08,1.86,7.31,20.6,13.96,17.0,20.89,17.0,-1.14
7095,P.I.E. INDUSTRIAL BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,10,1.0,2.7,0.95,3.11,20.0,0.16,1.61,1.278,3.806,13.55,20.17,16.86,5.94,-1.71,-1.5,5.94
7100,UCHI TECHNOLOGIES BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,10,3.5,3.27,0.7,3.04,16.0,0.19,5.59,2.45,3.55,13.68,20.69,17.19,3.71,5.12,9.51,3.71
7133,UNITED U-LI CORPORATION BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,10,2.0,0.36,0.0,1.09,17.0,0.06,0.92,0.32,1.6,-49.5,61.5,6.0,0.0,-43.2,-33.81,-15.98
7137,UMS HOLDINGS BERHAD,"Industrial Materials, Components & Equipment",2020-09-01,10,1.0,3.23,0.0,2.33,25.0,0.09,2.58,1.55,2.33,15.11,56.67,35.89,0.0,-36.72,-38.93,-17.0
7146,AE MULTI HOLDINGS BERHAD,"Industrial Materials, Components & Equipment",2019-12-01,10,1.5,0.01,-0.0,0.05,-4.0,-0.01,0.0,0.04,0.235,-14.5,13.0,-0.75,0.0,0.0,0.0,0.0
7155,SKP RESOURCES BHD,"Industrial Materials, Components & Equipment",2020-03-01,10,2.0,2.28,0.36,1.67,20.0,0.08,1.75,1.04,2.056,12.83,44.2,28.52,4.52,-12.32,4.52,14.63
7195,COMINTEL CORPORATION BHD,"Industrial Materials, Components & Equipment",2021-01-01,10,1.0,-0.1,-0.0,0.09,-2.0,-0.06,0.0,0.025,0.285,-3.12,6.62,1.75,0.0,0.0,0.0,0.0
7197,GE-SHEN CORPORATION BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,10,2.5,1.83,1.81,1.3,15.0,0.09,0.0,0.42,1.74,-4.31,45.0,20.34,20.14,-42.75,-32.2,20.14
7207,SUCCESS TRANSFORMER CORPORATION BERHAD,"Industrial Materials, Components & Equipment",2020-06-01,10,1.5,1.46,0.0,0.84,12.0,0.07,6.79,0.505,0.99,14.12,27.67,20.9,0.0,-40.2,-15.25,-6.81
7227,UMS-NEIKEN GROUP BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,10,1.5,1.43,1.26,1.28,12.0,0.11,2.34,0.61,1.53,9.54,16.4,12.97,11.5,-6.43,-8.64,11.5
7231,WELLCALL HOLDINGS BERHAD,"Industrial Materials, Components & Equipment",2020-09-01,10,3.0,1.47,0.43,1.01,17.0,0.06,4.9,0.8,1.25,16.43,32.67,24.55,7.18,-6.94,-6.6,7.18
7233,DUFU TECHNOLOGY CORP. BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,10,3.0,2.73,2.03,4.56,43.0,0.11,1.1,2.9,4.82,13.7,36.0,24.85,18.47,25.69,37.79,18.47
7803,RUBBEREX CORPORATION (M) BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,9,3.5,3.42,8.14,0.865,3.0,0.25,0.38,0.8,3.05,-6.43,33.75,13.66,32.54,108.73,49.61,32.54
7986,CN ASIA CORPORATION BHD,"Industrial Materials, Components & Equipment",2020-12-01,9,1.0,0.02,-0.0,0.465,-22.0,-0.02,0.0,0.386,1.91,-54.75,53.0,-0.88,0.0,0.0,0.0,0.0
8176,ATA IMS BERHAD,"Industrial Materials, Components & Equipment",2020-03-01,9,3.0,3.41,2.21,2.43,19.0,0.12,0.01,1.16,3.48,8.2,48.67,28.44,18.4,0.0,18.4,0.0
8648,JASA KITA BERHAD,"Industrial Materials, Components & Equipment",2020-03-01,9,1.0,-0.0,-0.0,0.115,-84.0,-0.0,0.0,0.075,0.155,-11.5,18.5,3.5,0.0,0.0,0.0,0.0
8907,EG INDUSTRIES BERHAD,"Industrial Materials, Components & Equipment",2020-06-01,10,1.5,0.0,0.0,0.625,304.0,0.0,0.0,0.325,0.965,-7.1,10.75,1.83,0.0,0.0,0.0,0.0
9318,FITTERS DIVERSIFIED BERHAD,"Industrial Materials, Components & Equipment",2020-12-01,9,1.5,0.04,-0.0,0.3,-13.0,-0.02,0.0,0.21,0.44,-40.5,37.0,-1.75,0.0,0.0,0.0,0.0
9601,HO WAH GENTING BERHAD,"Industrial Materials, Components & Equipment",2019-12-01,10,1.0,0.57,-0.0,0.295,-6.0,-0.05,0.0,0.275,1.52,-22.25,-0.65,-11.45,0.0,0.0,0.0,0.0
9822,SAM ENGINEERING & EQUIPMENT (M) BERHAD,"Industrial Materials, Components & Equipment",2020-03-01,10,1.5,6.35,2.15,7.46,17.0,0.44,1.48,6.0,8.27,9.19,19.69,14.44,4.88,22.27,17.72,4.88
0024,JAG BERHAD,Industrial Services,2020-12-01,8,1.5,0.12,0.0,0.31,13.0,0.02,0.0,0.15,0.54,-1.5,13.5,6.0,0.0,-8.22,0.0,0.0
