code,name,category,Annual,nYear,3G2H,PE Value,EPS GR Value,Price,P/E,EPS,DY,52w low,52w high,P/E min,P/E max,P/E mid,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg
8311,PESONA METRO HOLDINGS BERHAD,Construction,2020-12-01,10,1.0,-0.1,-0.0,0.23,-11.0,-0.02,4.35,0.22,0.345,-12.25,22.5,5.12,0.0,0.0,0.0,0.0
8591,CREST BUILDER HOLDINGS BERHAD,Construction,2020-12-01,10,0.0,-2.26,-0.0,0.56,-1.0,-0.46,6.25,0.555,0.79,-1.56,11.38,4.91,0.0,0.0,0.0,0.0
8761,BREM HOLDING BERHAD,Construction,2020-03-01,10,2.0,3.78,0.33,0.76,10.0,0.08,0.0,0.725,0.88,6.95,87.5,47.22,4.17,65.74,-11.76,4.17
8834,IREKA CORPORATION BERHAD,Construction,2020-03-01,10,1.0,-1.7,-0.0,0.63,-5.0,-0.13,0.0,0.29,0.705,-6.06,32.25,13.1,0.0,0.0,0.0,0.0
8877,EKOVEST BERHAD,Construction,2020-06-01,10,0.5,-0.0,-0.0,0.4,-139.0,-0.0,1.25,0.395,0.645,13.2,25.5,19.35,5.17,-29.21,15.42,5.17
9261,GADANG HOLDINGS BHD,Construction,2020-05-01,10,1.0,0.09,0.0,0.375,39.0,0.01,2.67,0.36,0.495,4.75,13.0,8.88,0.0,-31.37,-14.5,-0.33
9571,MITRAJAYA HOLDINGS BERHAD,Construction,2020-12-01,10,1.5,0.11,0.0,0.255,18.0,0.01,1.96,0.185,0.36,-5.7,27.5,10.9,0.0,-49.77,-35.0,-20.03
9598,PINTARAS JAYA BHD,Construction,2020-06-01,10,2.0,7.48,1.23,2.5,8.0,0.31,4.0,2.25,2.91,13.68,34.6,24.14,3.96,-4.75,-9.75,3.96
9628,LEBTECH BERHAD,Construction,2020-12-01,8,1.0,-2.74,-0.0,0.97,-11.0,-0.09,0.0,0.845,1.52,-90.0,151.0,30.5,0.0,0.0,0.0,0.0
9679,WCT HOLDINGS BERHAD,Construction,2020-12-01,10,0.0,0.49,-0.0,0.52,-5.0,-0.11,0.0,0.35100000000000003,0.629,-43.5,34.6,-4.45,0.0,0.0,0.0,0.0
9717,SYCAL VENTURES BERHAD,Construction,2019-12-01,10,1.0,-0.0,-0.0,0.195,-276.0,-0.0,0.0,0.185,0.36,6.7,26.5,16.6,0.0,-6.08,-33.7,0.0
0140,MACPIE BERHAD,Consumer Services,2020-06-01,6,1.0,0.13,-0.0,0.075,-8.0,-0.01,0.0,0.05,0.85,-24.5,-2.07,-13.28,0.0,0.0,0.0,0.0
0158,SCC HOLDINGS BERHAD,Consumer Services,2020-12-01,10,2.5,0.24,0.0,0.37,55.0,0.01,0.0,0.33,0.515,9.7,38.0,23.85,0.0,-36.86,-24.96,-16.2
0180,KIM TECK CHEONG CONSOLIDATED BERHAD,Consumer Services,2020-06-01,6,2.0,0.06,0.55,0.16,22.0,0.01,0.0,0.125,0.205,-6.5,19.5,6.5,54.75,54.75,-7.49,0.0
5104,CNI HOLDINGS BERHAD,Consumer Services,2020-12-01,10,1.5,-0.0,0.0,0.125,53.0,0.0,0.0,0.05,0.275,-8.5,-6.0,-7.25,0.0,0.0,0.0,-12.91
5131,ZHULIAN CORPORATION BERHAD,Consumer Services,2020-11-01,10,1.0,1.55,0.0,1.88,18.0,0.11,9.04,1.216,2.01,11.82,16.36,14.09,0.0,-3.96,-2.48,-6.02
5166,MINDA GLOBAL BERHAD,Consumer Services,2020-12-01,10,0.0,-0.0,0.0,0.11,61.0,0.0,0.0,0.035,0.2,-6.0,-2.0,-4.0,0.0,0.0,0.0,0.0
5231,PELIKAN INTERNATIONAL CORPORATION BERHAD,Consumer Services,2020-12-01,10,1.0,0.53,0.0,0.4,37.0,0.01,0.0,0.235,0.55,15.75,90.0,52.88,0.0,-27.1,0.0,-23.63
5908,DKSH HOLDINGS (MALAYSIA) BERHAD,Consumer Services,2020-12-01,10,1.0,4.33,2.25,2.86,7.0,0.39,3.5,2.5,3.86,8.21,13.97,11.09,5.76,-2.08,5.83,5.76
7121,XIAN LENG HOLDINGS BERHAD,Consumer Services,2020-01-01,9,1.0,-0.0,0.0,0.85,494.0,0.0,0.0,0.38,2.12,-79.5,44.5,-17.5,0.0,0.0,0.0,0.0
7129,ASIA FILE CORPORATION BHD,Consumer Services,2020-03-01,10,2.0,2.2,0.0,2.3,10.0,0.24,0.0,1.77,2.54,6.16,12.21,9.18,0.0,-13.23,-6.51,-4.87
7208,EURO HOLDINGS BERHAD,Consumer Services,2020-12-01,9,1.5,-0.15,0.0,0.965,150.0,0.01,0.0,0.35,5.76,-16.5,-13.0,-14.75,0.0,0.0,-9.31,0.0
7223,JADI IMAGING HOLDINGS BERHAD,Consumer Services,2020-03-01,8,1.0,-0.0,-0.0,0.085,-49.0,-0.0,0.0,0.05,0.165,-4.0,7.0,1.5,0.0,0.0,0.0,0.0
7315,AHB HOLDINGS BERHAD,Consumer Services,2020-09-01,10,1.0,-0.21,-0.0,0.13,-4.0,-0.03,0.0,0.075,0.405,-5.0,19.0,7.0,0.0,0.0,0.0,0.0
7757,UPA CORPORATION BHD,Consumer Services,2020-12-01,10,2.0,1.41,0.0,2.09,24.0,0.09,3.35,1.9,3.51,5.02,26.37,15.7,0.0,-43.48,-18.66,-6.8
9091,EMICO HOLDINGS BERHAD,Consumer Services,2020-03-01,8,1.0,-0.37,-0.0,0.285,-13.0,-0.02,0.0,0.145,0.44,7.75,29.5,18.62,0.0,-30.11,-21.15,-9.49
9423,CWG HOLDINGS BERHAD,Consumer Services,2020-06-01,8,1.5,0.13,0.0,0.36,38.0,0.01,1.39,0.25,0.46,8.0,17.5,12.75,0.0,-35.38,-9.69,0.0
9792,SEG INTERNATIONAL BHD,Consumer Services,2020-12-01,10,1.0,1.1,0.29,0.635,21.0,0.03,3.94,0.58,0.665,15.88,57.5,36.69,9.64,-0.73,9.64,-2.15
0006,PINEAPPLE RESOURCES BERHAD,Digital Services,2018-12-01,5,1.5,0.04,-0.0,1.27,-119.0,-0.01,0.0,0.23,1.41,-38.5,31.0,-3.75,0.0,0.0,-49.87,-26.18
0021,GHL SYSTEMS BERHAD,Digital Services,2020-12-01,10,2.0,2.35,0.02,1.77,111.0,0.02,0.0,1.247,2.17,45.0,190.0,117.5,1.23,-18.48,1.23,0.0
0029,DIGISTAR CORPORATION BERHAD,Digital Services,2020-09-01,10,0.0,0.04,-0.0,0.075,-9.0,-0.01,0.0,0.05,0.201,-15.0,8.0,-3.5,0.0,0.0,0.0,0.0
0034,MMAG HOLDINGS BERHAD,Digital Services,2020-03-01,10,1.0,0.09,-0.0,0.13,-6.0,-0.02,0.0,0.125,1.97,-8.5,-0.62,-4.56,0.0,0.0,0.0,0.0
0056,GRAND-FLO BERHAD,Digital Services,2020-12-01,10,1.0,0.12,0.0,0.56,60.0,0.01,0.0,0.23,0.73,-9.0,32.5,11.75,0.0,-25.24,-15.2,-5.13
0093,SOLUTION GROUP BERHAD,Digital Services,2020-12-01,9,1.0,-0.0,-0.0,1.07,-214.0,-0.0,0.0,0.085,2.0,-9.0,21.0,6.0,0.0,0.0,0.0,0.0
0117,SMRT HOLDINGS BERHAD,Digital Services,2020-12-01,10,0.5,-0.03,-0.0,0.14,-19.0,-0.01,0.0,0.07,0.21,-6.5,12.0,2.75,0.0,0.0,0.0,0.0
0126,MICROLINK SOLUTIONS BERHAD,Digital Services,2020-03-01,9,2.0,6.74,1.46,2.49,19.0,0.13,0.4,1.07,2.85,-1.37,105.0,51.82,11.25,132.21,-9.29,11.25
0131,DIVERSIFIED GATEWAY SOLUTIONS BERHAD,Digital Services,2020-06-01,9,1.0,0.06,-0.0,0.115,-8.0,-0.02,3.48,0.1,0.255,-12.0,5.5,-3.25,0.0,0.0,0.0,0.0
0138,MY E.G. SERVICES BERHAD,Digital Services,2020-12-01,10,3.0,8.93,2.03,1.65,21.0,0.08,0.3,1.24,2.27,18.33,205.0,111.66,25.41,28.61,31.42,25.41
0145,TFP SOLUTIONS BERHAD,Digital Services,2020-12-01,9,1.0,0.13,-0.0,0.145,-20.0,-0.01,0.0,0.047,0.265,-23.0,-3.25,-13.12,0.0,0.0,0.0,0.0
0154,EA HOLDINGS BERHAD,Digital Services,2019-03-01,8,1.5,-0.04,-0.0,0.03,-3.0,-0.01,0.0,0.015,0.05,-3.5,11.5,4.0,0.0,0.0,0.0,0.0
0176,KRONOLOGI ASIA BERHAD,Digital Services,2020-12-01,6,2.0,0.31,0.0,0.62,25.0,0.02,0.0,0.495,0.945,0.33,31.0,15.66,0.0,-91.19,-26.33,0.0
0200,REVENUE GROUP BERHAD,Digital Services,2020-06-01,6,3.0,0.59,0.18,1.84,81.0,0.02,0.0,1.01,2.42,0.0,59.0,29.5,9.12,9.12,33.75,0.0
0202,RADIANT GLOBALTECH BERHAD,Digital Services,2020-12-01,6,2.5,0.16,0.0,0.345,50.0,0.01,0.0,0.315,0.465,0.0,31.5,15.75,0.0,-39.49,-24.32,0.0
4456,DAGANG NEXCHANGE BERHAD,Digital Services,2019-12-01,10,1.0,-0.0,-0.0,0.68,-628.0,-0.0,0.0,0.17,1.05,2.55,25.0,13.78,2.3,-47.11,2.3,-5.28
5011,MESINIAGA BERHAD,Digital Services,2020-12-01,10,1.0,9.18,-0.0,1.81,-10.0,-0.18,0.0,1.06,2.08,-123.0,21.0,-51.0,0.0,0.0,0.0,0.0
5028,HEITECH PADU BERHAD,Digital Services,2020-12-01,10,1.5,0.63,0.23,1.35,14.0,0.1,0.0,0.98,1.85,-5.0,17.57,6.28,2.28,0.0,63.78,2.28
5204,PRESTARIANG BERHAD,Digital Services,2020-06-01,9,1.0,0.2,0.0,0.845,153.0,0.01,0.0,0.319,1.28,-13.33,54.0,20.34,0.0,0.0,0.0,0.0
5216,DATASONIC GROUP BERHAD,Digital Services,2021-03-01,10,1.5,0.0,0.0,0.485,197.0,0.0,1.65,0.465,0.79,39.0,65.0,52.0,0.0,-58.34,-40.1,-5.42
8338,DATAPREP HOLDINGS BHD,Digital Services,2020-12-01,10,1.0,0.01,-0.0,1.47,-100.0,-0.01,0.0,0.15,4.13,-22.0,20.5,-0.75,0.0,0.0,0.0,0.0
9008,OMESTI BERHAD,Digital Services,2020-03-01,9,1.0,0.03,-0.0,0.435,-76.0,-0.01,0.0,0.405,0.84,-15.17,9.5,-2.84,0.0,0.0,0.0,-1.92
9075,THETA EDGE BERHAD,Digital Services,2020-12-01,9,1.0,-0.68,-0.0,0.83,-12.0,-0.07,0.0,0.315,1.23,-26.5,46.0,9.75,0.0,0.0,0.0,0.0
2771,BOUSTEAD HOLDINGS BERHAD,Diversified Industrials,2020-12-01,10,0.0,-0.83,-0.0,0.675,-3.0,-0.21,0.0,0.51,0.825,-5.42,13.35,3.96,0.0,0.0,0.0,0.0
3034,HAP SENG CONSOLIDATED BERHAD,Diversified Industrials,2020-12-01,10,2.0,7.22,1.79,7.77,27.0,0.29,3.22,6.92,9.05,21.1,28.67,24.88,6.17,-12.08,-5.17,6.17
3395,BERJAYA CORPORATION BERHAD,Diversified Industrials,2020-06-01,10,0.0,-0.02,-0.0,0.255,-3.0,-0.1,0.0,0.168,0.505,-9.67,10.0,0.17,0.0,0.0,0.0,0.0
3476,KECK SENG (MALAYSIA) BERHAD,Diversified Industrials,2020-12-01,10,1.0,-5.81,-0.0,3.5,-16.0,-0.21,0.0,3.4,4.11,-21.33,76.67,27.67,0.0,0.0,0.0,0.0
5211,SUNWAY BERHAD,Diversified Industrials,2020-12-01,10,1.5,1.46,0.0,1.71,22.0,0.08,0.88,1.22,1.81,11.31,25.25,18.28,0.0,-17.16,-14.81,-9.22
5843,KUMPULAN PERANGSANG SELANGOR BERHAD,Diversified Industrials,2020-12-01,10,2.0,0.49,0.0,0.835,11.0,0.08,2.99,0.475,1.35,-3.18,15.33,6.08,0.0,-16.58,-9.2,-2.84
6491,KUMPULAN FIMA BERHAD,Diversified Industrials,2020-03-01,10,1.0,2.23,0.0,2.03,11.0,0.18,5.91,1.39,2.12,5.62,19.2,12.41,0.0,-0.94,-13.19,-7.35
7005,B.I.G. INDUSTRIES BERHAD,Diversified Industrials,2020-06-01,10,1.0,-0.06,-0.0,0.7,-49.0,-0.01,0.0,0.265,1.1,-9.0,21.5,6.25,0.0,0.0,0.0,0.0
8702,TEXCHEM RESOURCES BERHAD,Diversified Industrials,2020-12-01,10,2.0,0.79,0.0,0.875,10.0,0.09,0.0,0.5,1.38,-31.17,48.67,8.75,0.0,0.0,0.0,0.0
3069,MEGA FIRST CORPORATION BERHAD,Electricity,2020-12-01,10,2.5,6.72,3.74,3.56,10.0,0.34,3.51,3.15,4.05,12.65,26.89,19.77,10.99,28.29,19.43,10.99
5264,MALAKOFF CORPORATION BERHAD,Electricity,2020-12-01,10,0.0,0.8,0.0,0.815,16.0,0.05,6.26,0.8,1.02,12.43,19.57,16.0,0.0,-1.86,-9.74,-3.25
5347,TENAGA NASIONAL BHD,Electricity,2020-12-01,10,1.5,10.69,0.44,9.69,14.0,0.67,8.26,9.152000000000001,11.232999999999999,10.98,20.92,15.95,0.65,-17.95,-9.72,0.65
7471,EDEN INC. BERHAD,Electricity,2018-12-01,10,1.0,0.07,-0.0,0.145,-6.0,-0.02,0.0,0.135,0.23,-6.0,-1.36,-3.68,0.0,0.0,0.0,0.0
0091,DAYA MATERIALS BERHAD,"Energy, Infrastructure, Equipment & Services",2018-12-01,10,1.0,0.04,-0.0,0.01,-1.0,-0.01,0.0,0.01,0.025,-7.5,-0.08,-3.79,0.0,0.0,0.0,0.0
0219,RESERVOIR LINK ENERGY BHD,"Energy, Infrastructure, Equipment & Services",2020-12-01,5,3.0,0.14,4.05,0.465,15.0,0.03,1.61,0.3,0.855,0.0,9.6,4.8,134.89,134.89,0.0,0.0
0220,OCEAN VANTAGE HOLDINGS BERHAD,"Energy, Infrastructure, Equipment & Services",2020-12-01,5,2.5,0.22,0.8,0.285,15.0,0.02,0.0,0.275,0.78,0.0,22.25,11.12,40.09,40.09,0.0,0.0
5071,COASTAL CONTRACTS BHD,"Energy, Infrastructure, Equipment & Services",2020-06-01,10,1.0,-3.99,-0.0,0.77,-3.0,-0.29,0.0,0.565,0.92,-3.3,30.83,13.76,0.0,0.0,0.0,0.0
5115,ALAM MARITIM RESOURCES BERHAD,"Energy, Infrastructure, Equipment & Services",2020-12-01,10,1.0,0.08,-0.0,0.07,-1.0,-0.07,0.0,0.065,0.13,-1.89,-0.44,-1.16,0.0,0.0,0.0,0.0
5132,DELEUM BERHAD,"Energy, Infrastructure, Equipment & Services",2020-12-01,10,1.0,0.63,0.0,0.525,19.0,0.03,1.9,0.46,0.72,11.75,30.5,21.12,0.0,-38.65,-30.37,-10.81
5133,PETRA ENERGY BERHAD,"Energy, Infrastructure, Equipment & Services",2020-12-01,10,1.0,0.77,0.0,0.85,9.0,0.1,4.71,0.55,1.28,-5.89,21.2,7.65,0.0,0.0,-19.41,-4.92
5141,DAYANG ENTERPRISE HOLDINGS BERHAD,"Energy, Infrastructure, Equipment & Services",2020-12-01,10,2.0,0.19,0.0,1.25,70.0,0.02,0.0,0.73,1.65,-4.53,23.6,9.54,0.0,0.0,-22.2,-4.64
5142,WAH SEONG CORPORATION BERHAD,"Energy, Infrastructure, Equipment & Services",2020-12-01,10,1.0,-5.77,-0.0,0.725,-2.0,-0.31,0.55,0.38,0.91,-2.78,40.0,18.61,0.0,0.0,0.0,0.0
5186,MALAYSIA MARINE AND HEAVY ENGINEERING HOLDINGS BERHAD,"Energy, Infrastructure, Equipment & Services",2020-12-01,10,1.0,0.36,-0.0,0.45,-1.0,-0.32,0.0,0.3,0.745,-43.5,41.25,-1.12,0.0,0.0,0.0,0.0
5210,BUMI ARMADA BERHAD,"Energy, Infrastructure, Equipment & Services",2020-12-01,10,1.5,2.3,0.0,0.445,5.0,0.09,0.0,0.21,0.505,-1.78,53.0,25.61,0.0,-29.19,0.0,-13.14
5218,SAPURA ENERGY BERHAD,"Energy, Infrastructure, Equipment & Services",2021-01-01,10,0.0,-0.32,-0.0,0.125,-7.0,-0.02,0.0,0.09,0.175,-11.5,43.0,15.75,0.0,0.0,0.0,0.0
5243,VELESTO ENERGY BERHAD,"Energy, Infrastructure, Equipment & Services",2020-12-01,10,1.5,-0.53,-0.0,0.15,-2.0,-0.07,0.0,0.105,0.195,-6.29,21.36,7.54,0.0,0.0,0.0,0.0
5255,ICON OFFSHORE BERHAD,"Energy, Infrastructure, Equipment & Services",2020-12-01,9,1.0,-0.0,-0.0,0.105,-49.0,-0.0,0.0,0.085,0.145,-0.12,11.5,5.69,0.0,0.0,0.0,0.0
5257,CARIMIN PETROLEUM BERHAD,"Energy, Infrastructure, Equipment & Services",2020-06-01,7,1.5,0.33,0.0,0.64,25.0,0.03,0.78,0.435,0.845,-17.25,39.5,11.12,0.0,0.0,0.0,0.0
5279,SERBA DINAMIK HOLDINGS BERHAD,"Energy, Infrastructure, Equipment & Services",2019-12-01,6,2.5,2.75,7.66,0.455,3.0,0.16,11.98,0.305,2.09,0.0,34.36,17.18,47.85,0.0,47.85,0.0
7045,SCOMI ENERGY SERVICES BHD,"Energy, Infrastructure, Equipment & Services",2020-06-01,10,1.5,2.05,-0.0,0.085,0.0,-0.46,0.0,0.055,0.31,-10.5,1.57,-4.46,0.0,0.0,0.0,0.0
7108,PERDANA PETROLEUM BERHAD,"Energy, Infrastructure, Equipment & Services",2020-12-01,10,2.0,1.05,-0.0,0.145,-4.0,-0.04,0.0,0.115,0.23,-51.33,-1.35,-26.34,0.0,0.0,0.0,0.0
7158,SCOMI GROUP BERHAD,"Energy, Infrastructure, Equipment & Services",2020-06-01,10,2.5,-0.27,-0.0,0.04,0.0,-0.13,0.0,0.01,0.15,-1.92,6.0,2.04,0.0,0.0,0.0,0.0
7206,TH HEAVY ENGINEERING BERHAD,"Energy, Infrastructure, Equipment & Services",2020-12-01,10,0.0,-0.07,-0.0,0.095,-4.0,-0.03,0.0,0.075,0.165,-4.25,9.0,2.38,0.0,0.0,0.0,0.0
7228,T7 GLOBAL BERHAD,"Energy, Infrastructure, Equipment & Services",2020-12-01,10,0.0,0.42,0.36,0.36,24.0,0.02,0.0,0.34,0.565,-1.7,43.5,20.9,18.24,18.24,0.0,-10.33
7250,UZMA BERHAD,"Energy, Infrastructure, Equipment & Services",2020-06-01,10,0.5,-3.22,-0.0,0.625,-7.0,-0.09,0.0,0.355,0.895,-8.43,80.0,35.78,0.0,0.0,0.0,0.0
7251,BARAKAH OFFSHORE PETROLEUM BERHAD,"Energy, Infrastructure, Equipment & Services",2020-06-01,9,1.0,-0.07,-0.06,0.075,-11.0,-0.01,0.0,0.04,0.135,-0.19,14.5,7.16,6.1,6.1,0.0,0.0
7253,HANDAL ENERGY BERHAD,"Energy, Infrastructure, Equipment & Services",2020-06-01,10,1.0,0.51,-0.0,0.21,-3.0,-0.08,0.0,0.17,0.33,-20.5,7.67,-6.42,0.0,0.0,0.0,0.0
7277,DIALOG GROUP BERHAD,"Energy, Infrastructure, Equipment & Services",2020-06-01,10,3.0,3.0,1.51,2.87,29.0,0.1,1.08,2.83,3.95,25.67,34.33,30.0,15.14,17.74,15.67,15.14
7293,YINSON HOLDINGS BERHAD,"Energy, Infrastructure, Equipment & Services",2021-01-01,10,1.5,8.45,1.1,5.05,15.0,0.35,1.19,4.51,6.56,15.63,32.63,24.13,3.13,3.13,6.86,17.29
0012,THREE-A RESOURCES BERHAD,Food & Beverages,2020-12-01,10,2.0,0.96,0.41,0.795,11.0,0.07,2.77,0.77,1.03,11.11,16.38,13.74,5.82,-12.33,8.73,5.82
0074,GREEN OCEAN CORPORATION BERHAD,Food & Beverages,2019-03-01,8,1.0,0.0,-0.0,0.035,-14.0,-0.0,0.0,0.03,0.431,-14.0,-4.5,-9.25,81.71,81.71,0.0,0.0
0095,MAG HOLDINGS BERHAD,Food & Beverages,2019-12-01,10,1.0,-0.02,0.0,0.195,11.0,0.02,0.0,0.175,0.325,-2.25,0.38,-0.94,0.0,0.0,0.0,0.0
0179,BIOALPHA HOLDINGS BERHAD,Food & Beverages,2020-12-01,8,1.5,-0.27,-0.0,0.19,-7.0,-0.03,0.0,0.12,0.39399999999999996,-7.0,25.0,9.0,0.0,0.0,0.0,0.0
0212,SDS GROUP BERHAD,Food & Beverages,2020-03-01,5,1.5,0.37,0.0,0.36,20.0,0.02,0.0,0.16,0.485,0.0,37.0,18.5,0.0,-8.53,0.0,0.0
2658,AJINOMOTO (MALAYSIA) BERHAD,Food & Beverages,2020-03-01,10,2.5,11.76,7.29,15.6,20.0,0.76,3.16,14.02,16.86,7.24,23.73,15.48,9.59,-31.65,15.02,9.59
2828,C.I. HOLDINGS BERHAD,Food & Beverages,2020-06-01,10,2.0,3.78,1.24,3.44,10.0,0.34,2.91,1.18,3.8,6.32,15.94,11.13,3.64,3.64,19.72,-3.61
2836,CARLSBERG BREWERY MALAYSIA BERHAD,Food & Beverages,2020-12-01,10,3.5,16.48,1.01,21.06,41.0,0.51,1.9,18.22,25.820999999999998,20.78,43.85,32.32,1.98,-9.83,-5.56,1.98
3026,DUTCH LADY MILK INDUSTRIES BERHAD,Food & Beverages,2020-12-01,10,2.5,30.3,1.46,33.66,32.0,1.05,2.38,33.4,42.98,23.85,33.88,28.86,1.39,-14.59,-12.25,1.39
3255,HEINEKEN MALAYSIA BERHAD,Food & Beverages,2020-12-01,10,2.5,18.92,0.4,22.16,39.0,0.57,2.3,17.86,27.34,21.24,45.14,33.19,0.71,-17.06,-3.79,0.71
3662,MALAYAN FLOUR MILLS BERHAD,Food & Beverages,2020-12-01,10,2.0,1.49,0.0,0.76,19.0,0.04,1.32,0.505,1.06,9.64,65.0,37.32,0.0,-64.35,-31.78,-31.16
3689,FRASER & NEAVE HOLDINGS BHD,Food & Beverages,2020-09-01,10,1.5,34.03,9.07,26.1,23.0,1.15,2.3,25.5,33.38,22.91,36.27,29.59,7.89,8.27,7.89,-5.38
4065,PPB GROUP BERHAD,Food & Beverages,2020-12-01,10,2.0,23.31,3.24,18.34,17.0,1.08,2.51,17.747,19.570999999999998,19.91,23.26,21.58,3.0,3.0,4.61,-3.51
4707,NESTLE (MALAYSIA) BERHAD,Food & Beverages,2020-12-01,10,4.0,101.18,8.11,133.6,58.0,2.31,1.74,131.1,147.0,28.75,58.86,43.8,3.51,-5.06,-1.33,3.51
5008,HARRISONS HOLDINGS (MALAYSIA) BERHAD,Food & Beverages,2020-12-01,10,2.5,5.33,5.48,4.39,9.0,0.5,4.56,3.45,4.56,9.12,12.19,10.66,10.95,10.95,15.16,-2.27
5024,HUP SENG INDUSTRIES BERHAD,Food & Beverages,2020-12-01,10,3.5,0.94,0.28,0.95,21.0,0.05,6.32,0.9,0.975,18.0,19.5,18.75,5.64,-3.16,-5.89,5.64
5102,GUAN CHONG BERHAD,Food & Beverages,2020-12-01,10,2.5,3.57,1.81,2.67,15.0,0.18,1.31,2.44,3.79,12.71,27.0,19.86,10.07,29.4,53.91,10.07
5157,SAUDEE GROUP BERHAD,Food & Beverages,2020-07-01,8,1.0,-0.0,-0.0,0.24,-72.0,-0.0,0.0,0.14,1.023,-18.5,28.5,5.0,0.0,0.0,0.0,0.0
5187,HB GLOBAL LIMITED,Food & Beverages,2020-12-01,10,1.0,-0.01,-0.0,0.34,-11.0,-0.03,0.0,0.12,0.395,-1.45,2.17,0.36,0.0,0.0,0.0,0.0
5188,CHINA OUHUA WINERY HOLDINGS LIMITED,Food & Beverages,2020-12-01,8,1.0,0.02,-0.0,0.05,-3.0,-0.01,0.0,0.035,0.085,-3.0,-0.3,-1.65,0.0,0.0,0.0,0.0
5202,MSM MALAYSIA HOLDINGS BERHAD,Food & Beverages,2020-12-01,10,1.0,0.15,-0.0,1.18,-155.0,-0.01,0.0,0.455,2.09,-82.0,52.0,-15.0,0.0,0.0,0.0,0.0
5533,OCB BERHAD,Food & Beverages,2020-12-01,10,1.0,0.09,0.0,0.81,38.0,0.02,1.85,0.355,0.87,-9.6,18.67,4.54,0.0,0.0,-15.92,0.0
6203,KHEE SAN BERHAD,Food & Beverages,2018-06-01,10,2.0,-7.68,-2.62,0.225,0.0,-0.72,0.0,0.195,0.35,6.62,14.7,10.66,3.64,-10.37,-10.47,3.64
6432,APOLLO FOOD HOLDINGS BERHAD,Food & Beverages,2020-04-01,10,2.0,4.51,0.0,3.91,18.0,0.22,8.95,3.53,4.49,13.51,27.5,20.5,0.0,-7.21,-10.85,-5.35
7035,CCK CONSOLIDATED HOLDINGS BERHAD,Food & Beverages,2020-12-01,10,2.5,0.81,0.49,0.59,11.0,0.05,3.39,0.5,0.76,9.88,22.33,16.1,9.74,9.74,22.42,9.79
7103,SPRITZER BHD,Food & Beverages,2020-12-01,10,2.5,2.33,0.28,2.1,13.0,0.16,2.14,1.76,2.25,11.59,17.5,14.54,1.75,6.36,1.75,5.33
7107,ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,Food & Beverages,2020-03-01,10,2.5,1.21,0.0,0.845,11.0,0.08,3.2,0.68,0.95,9.5,20.75,15.12,0.0,-18.13,-25.3,-8.65
7167,JOHORE TIN BERHAD,Food & Beverages,2020-12-01,10,2.0,1.64,1.83,1.53,11.0,0.14,3.53,1.27,2.08,8.0,15.46,11.73,13.05,15.84,13.05,14.68
7182,EKA NOODLES BERHAD,Food & Beverages,2020-12-01,10,1.0,-0.02,-0.0,0.035,-6.0,-0.01,0.0,0.005,0.155,-6.5,11.0,2.25,0.0,0.0,0.0,0.0
7205,COCOALAND HOLDINGS BERHAD,Food & Beverages,2020-12-01,10,2.5,1.35,0.49,1.86,20.0,0.09,4.3,1.62,2.3,10.58,19.33,14.95,5.48,-15.15,-8.95,5.48
7216,KAWAN FOOD BERHAD,Food & Beverages,2020-12-01,10,3.0,2.89,0.22,1.91,23.0,0.08,1.57,1.74,2.88,26.0,46.33,36.16,2.79,-1.38,-5.61,2.79
7237,POWER ROOT BERHAD,Food & Beverages,2020-03-01,10,2.5,2.63,0.14,1.34,20.0,0.07,4.85,1.31,2.295,11.75,63.5,37.62,1.94,1.94,2.68,14.34
7243,IMPIANA HOTELS BERHAD,Food & Beverages,2018-06-01,9,0.5,0.03,-0.0,0.055,-1.0,-0.06,0.0,0.05,0.145,-1.0,-0.08,-0.54,0.0,0.0,0.0,0.0
8303,LOTUS KFM BERHAD,Food & Beverages,2020-09-01,10,1.5,0.12,0.0,0.23,43.0,0.01,2.17,0.21,0.33,-3.75,27.0,11.62,0.0,0.0,0.0,0.0
8478,HWA TAI INDUSTRIES BERHAD,Food & Beverages,2020-12-01,7,2.0,0.38,0.02,0.56,28.0,0.02,0.0,0.25,0.685,-8.83,46.5,18.84,0.93,0.93,23.9,4.44
9474,BRAHIM'S HOLDINGS BERHAD,Food & Beverages,2020-12-01,10,2.0,2.6,-0.0,0.165,-1.0,-0.32,0.0,0.095,0.41,-15.5,-0.73,-8.12,0.0,0.0,0.0,0.0
9946,REX INDUSTRY BERHAD,Food & Beverages,2020-06-01,9,1.5,-0.0,-0.0,0.225,-52.0,-0.0,0.0,0.154,0.28,-9.75,151.0,70.62,0.0,0.0,0.0,0.0
0011,BRITE-TECH BERHAD,"Gas, Water & Multi-Utilities",2020-12-01,10,3.5,0.91,0.26,0.475,10.0,0.05,3.37,0.31,0.68,11.0,25.5,18.25,5.21,5.21,-0.32,15.8
4677,YTL CORPORATION BERHAD,"Gas, Water & Multi-Utilities",2020-06-01,10,0.0,-0.14,-0.0,0.64,-33.0,-0.02,0.0,0.629,0.825,-41.5,56.0,7.25,0.0,0.0,0.0,0.0
