code,name,category,Annual,nYear,3G2H,PE Value,EPS GR Value,Price A5,Price A10,Price B,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EY avg,EY std,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,Revenue GR 3Y avg,Revenue GR 5Y avg,Revenue GR 10Y avg,NP GR 3Y avg,NP GR 5Y avg,NP GR 10Y avg,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,check NP,check EPS GR,check OCF,neg Revenue GR,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end,intrinsic 3Y,intrinsic 5Y,intrinsic 10Y,Price A3,EY level,DY level,Revenue Growth,EPS Growth,OCF Growth,ROE Health,D/E Health
2739,SINO HUA-AN INTERNATIONAL BERHAD,Other Energy Resources,2020-12-01,10,1.0,-0.2,-0.0,-0.68,-0.68,0.14,0.095,0.09,0.23,0.05,-1.0,-0.09,-94.74,0.0,0.0,-172.0,-143.73,0.03,0.06,-203.17,-1.07,5.57,2.25,8.02,0.0,-144.21,251.57,-65.61,-195.78,-144.21,0.0,0.0,0.0,0.0,0.0,-71.54,-40.29,-34.47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+6+7+8+9,1+2+5+6+9+10,1+2+3+4+5+6+7+8+9+10,1+4+5+7+9,1527,21,-0.01,-0.15,4,-30,-0.9,-0.9,-0.9,-0.68,0,0,0.0,0.0,0.0,0.0,1.0
7164,KNM GROUP BERHAD,Other Energy Resources,2020-12-01,10,1.5,0.04,0.0,0.1,0.19,0.18,0.17,0.14,0.26,0.6,12.0,0.01,5.88,0.0,0.0,2.42,3.73,0.42,0.39,-5.56,-11.25,18.75,3.75,16.97,0.0,-45.83,132.45,-141.64,-96.17,-45.83,0.3,0.0,0.0,0.3,0.0,-1.13,-3.93,-1.48,5.33,-5.92,0.0,0.0,-2.21,-14.7,0,0,0,1+4+6+7+8,3+4+5+10,2+3+4+5+8+9+10,3+4+5,1964,1343,-0.09,0.02,181,186,0.1,0.13,0.25,0.08,3,0,0.0,0.0,0.5,0.0,1.0
0053,OSK VENTURES INTERNATIONAL BERHAD,Other Financials,2020-12-01,10,2.0,1.57,0.0,1.18,1.18,0.43,0.44,0.37,0.55,0.98,3.0,0.15,34.09,0.0,0.0,15.37,2.16,0.0,0.0,81.62,-3.6,24.5,10.45,13.3,0.0,-1.24,20.45,-6.16,2.89,-1.24,2.36,3.09,2.46,2.36,5.19,-7.81,-4.85,-6.98,0.0,0.0,0.0,-49.73,0.0,0.0,0,0,0,3+5+7+10,3+6+7+10,1+2+3+5+6+7+9+10,1+2+4+5+8+10,14,7,-0.14,0.02,-1,-13,310.5,1.58,1.58,232.88,5,0,0.0,0.0,0.0,1.0,1.0
0150,FINTEC GLOBAL BERHAD,Other Financials,2020-03-01,9,2.0,-0.52,5.87,1.2,0.32,0.07,0.03,0.025,0.16699999999999998,0.3626,0.0,0.16,533.33,0.0,0.0,44.32,98.15,0.01,0.03,5.15,-10.0,3.5,-3.25,1.85,36.68,0.62,192.96,139.83,48.34,0.0,0.0,0.0,0.0,0.0,0.0,41.38,-22.25,15.89,0.0,80.21,0.0,225.48,0.0,36.68,0,0,0,1+2+4+5+8,2+5+6+7+8+9,1+2+4+5+6+7+8+9,1+2+3+4+5+6+7+8,6,15,-0.14,0.15,2,-40,0.07,1.6,0.42,0.05,5,0,0.0,0.0,0.0,1.0,1.0
1171,MALAYSIA BUILDING SOCIETY BERHAD,Other Financials,2020-12-01,10,1.5,0.77,0.0,1.76,1.33,0.58,0.585,0.485,0.77,1.2293,10.0,0.06,10.26,0.02,3.42,4.73,3.08,0.32,0.3,36.13,7.55,18.0,12.78,13.3,0.0,10.39,3.84,10.02,8.47,10.39,4.64,5.3,4.42,4.64,44.22,6.72,5.85,15.12,0.89,6.31,0.0,-17.75,-15.03,-11.37,1,0,0,3+6+7,+,1+5+6,1+3+7+9+10,764,1805,0.23,0.04,-1269,-1366,2.96,2.34,1.77,2.22,4,5,0.5,0.0,0.0,0.0,1.0
1818,BURSA MALAYSIA BERHAD,Other Financials,2020-12-01,10,3.5,14.73,6.83,4.07,4.24,8.69,7.65,7.61,10.885,0.95,14.0,0.54,7.06,0.51,6.67,56.51,45.47,0.01,0.01,41.82,17.66,36.88,27.27,28.32,12.64,3.34,0.9,4.51,3.8,3.34,2.88,3.55,3.15,2.88,90.18,14.26,9.81,8.92,13.72,12.57,0.0,19.16,13.62,12.64,1,0,1,2+5,+,2+5+6,+,381,779,0.18,0.47,177,417,4.44,5.43,5.66,3.33,3,5,0.5,0.0,1.0,1.0,1.0
2143,ECM LIBRA FINANCIAL GROUP BERHAD,Other Financials,2020-12-01,10,1.0,-0.58,-0.0,-0.38,-0.38,0.22,0.2,0.195,0.265,0.37,-4.0,-0.05,-25.0,0.0,0.0,-12.24,-11.38,0.12,0.12,37.4,-4.6,28.0,11.7,13.73,0.0,6.48,14.36,1.35,3.16,6.48,5.55,0.0,0.0,5.55,0.0,-16.29,-21.34,-6.97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+4+5+8+10,1+8,1+4+5+7+8+9+10,1+6+7+8+10,29,12,0.08,-0.05,-279,-13,-0.5,-0.5,-0.5,-0.38,0,0,0.0,0.0,0.0,0.0,1.0
2186,KUCHAI DEVELOPMENT BERHAD,Other Financials,2020-06-01,10,1.0,4.36,0.0,17.29,7.67,1.35,1.56,1.16,1.73,3.8326,14.0,0.11,7.05,0.01,0.74,2.85,0.58,0.0,0.0,245.22,-3.25,82.5,39.62,37.23,0.0,6.66,19.54,2.02,0.87,6.66,0.13,0.42,0.25,0.13,0.47,7.15,4.46,6.24,-35.04,-27.71,0.0,-60.83,-35.01,-27.87,0,0,0,2+4+7+10,5+9+10,2+4+5+6+8+9+10,1+2+3+4+5+6+7+8+9+10,4,7,-0.04,0.02,0,-1,2117.08,23.06,10.23,1587.81,3,0,0.0,0.0,0.0,0.0,1.0
3379,INSAS BERHAD,Other Financials,2020-06-01,10,1.0,6.31,0.0,35.53,5.69,0.82,0.86,0.715,1.02,2.96,3.0,0.34,39.53,0.02,2.33,11.43,0.85,0.02,0.02,33.26,5.1,32.0,18.55,11.0,0.0,16.34,7.26,11.67,14.65,16.34,1.34,2.3,1.88,1.34,15.46,-17.35,-15.8,-7.13,-30.42,-11.99,0.0,-52.24,-30.42,-10.44,1,0,0,1+2+5+7+10,+,1+2+3+5+6+9+10,2+4+5+6+7+9,236,203,0.15,0.02,50,126,1214.56,47.37,7.59,910.92,5,3,0.0,0.0,0.0,0.0,1.0
3441,JOHAN HOLDINGS BERHAD,Other Financials,2020-01-01,10,0.0,0.06,-0.0,-0.08,-0.08,0.12,0.14,0.059,0.244,0.0568,-10.0,-0.01,-7.14,0.0,0.0,-25.7,-24.74,7.28,4.84,-20.18,-10.5,-0.6,-5.55,,0.0,-37.99,45.04,-74.11,-53.66,-37.99,0.0,0.0,0.0,0.0,0.0,-19.42,-16.92,-11.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+6+7+8+10,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9+10,2+4+8+9,295,97,0.0,-0.03,9,117,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.0,0.0,0.0
5088,APEX EQUITY HOLDINGS BERHAD,Other Financials,2020-12-01,10,1.0,1.84,0.19,1.18,1.02,0.96,0.92,0.82,1.25,1.6,10.0,0.09,9.78,0.01,1.09,5.89,5.54,0.0,0.0,33.69,12.0,29.0,20.5,22.32,2.09,7.1,2.98,5.45,4.94,7.1,4.49,1.19,2.1,4.49,68.51,8.92,4.48,1.82,-1.34,1.37,0.0,8.76,-0.39,2.09,1,0,0,2+3+5+6+9,+,2+3+5+6+8,3+5+9,51,57,0.09,0.08,49,24,1.0,1.58,1.36,0.75,3,1,0.0,0.0,0.0,0.0,1.0
5139,AEON CREDIT SERVICE (M) BERHAD,Other Financials,2021-02-01,10,1.5,18.21,16.76,16.88,8.44,10.22,12.2,8.67,13.38,7.32,8.0,1.45,11.89,0.29,2.39,19.84,12.26,3.23,3.48,23.1,9.57,15.54,12.56,12.73,11.56,7.1,1.97,7.79,8.05,7.1,2.45,2.59,2.69,2.45,34.76,8.13,10.1,19.2,0.5,13.94,0.0,-14.11,-2.47,11.56,1,0,0,1,+,1+2+3,2+3+4+5+6+7+8+9+10,344,1562,0.41,0.88,-247,1158,49.57,22.5,11.25,37.18,4,3,0.5,0.0,0.0,1.0,0.0
5228,ELK-DESA RESOURCES BERHAD,Other Financials,2020-03-01,9,1.5,1.61,0.43,1.16,1.41,1.38,1.35,1.32,1.5,1.49,11.0,0.12,8.89,0.07,5.37,8.19,8.35,0.28,0.43,28.99,11.42,15.44,13.43,12.94,3.57,8.3,0.9,7.95,7.82,0.0,4.5,5.39,6.12,0.0,56.92,16.13,20.76,0.0,13.17,0.0,0.0,8.42,3.57,0.0,1,0,0,9,+,5+6+8+9,1+2+3+4+6+7,39,148,0.12,0.12,4,-93,1.24,1.55,1.88,0.93,3,5,0.5,0.0,0.0,0.0,1.0
5274,HONG LEONG CAPITAL BERHAD,Other Financials,2020-06-01,10,2.0,21.39,2.88,4.1,2.09,6.64,6.04,5.53,8.88,3.72,9.0,0.68,11.26,0.23,3.81,18.37,11.5,0.14,0.14,40.6,24.05,38.85,31.45,32.24,4.23,5.56,4.03,3.35,3.18,5.56,0.98,2.09,1.67,0.98,0.0,4.85,4.87,10.52,4.29,20.78,0.0,5.94,4.23,20.58,1,0,0,3+5+6+10,+,2+3+5+6+9+10,5+6+9+10,127,232,0.16,0.39,-104,134,5.02,5.46,2.79,3.76,4,5,0.0,0.0,0.0,1.0,1.0
6483,KENANGA INVESTMENT BANK BERHAD,Other Financials,2020-12-01,10,1.0,3.68,11.1,0.36,2.02,1.02,1.4,0.579,1.918,1.34,7.0,0.2,14.29,0.09,6.29,14.57,10.74,0.23,0.34,8.97,6.79,30.0,18.4,16.18,55.49,5.11,4.2,8.99,7.86,5.11,1.76,3.46,2.81,1.76,34.63,14.18,4.06,21.89,55.35,0.0,0.0,61.76,55.49,0.0,1,0,0,3+4+6+8+10,+,3+6+8+9+10,1+5+7+8,52,487,0.01,0.14,32,-582,0.43,0.48,2.69,0.32,4,5,0.0,0.0,0.0,0.0,1.0
9296,RCE CAPITAL BERHAD,Other Financials,2020-03-01,10,1.5,3.19,0.25,0.96,2.85,2.24,2.86,1.85,3.02,2.15,9.0,0.32,11.19,0.13,4.55,15.09,17.6,1.71,1.62,30.39,5.12,14.83,9.98,7.93,0.78,35.78,42.75,15.68,14.66,35.78,10.43,4.3,3.9,10.43,23.75,8.16,16.59,3.52,25.02,3.15,0.0,10.01,28.42,0.78,1,0,0,7+8+10,+,7+8+9+10,3+4+5+6+7,210,283,0.35,0.32,73,38,2.44,1.28,3.8,1.83,4,5,0.5,0.0,0.0,1.0,0.0
3883,MUDA HOLDINGS BERHAD,Packaging Materials,2020-12-01,10,2.0,5.45,3.3,1.15,2.2,2.26,2.6,1.48,3.83,3.85,7.0,0.35,13.46,0.05,1.92,9.19,8.2,0.1,0.09,3.76,7.0,24.17,15.58,11.69,9.42,10.34,4.99,11.33,10.48,10.34,2.53,2.17,2.17,2.53,33.27,-0.52,4.85,4.32,27.95,9.6,0.0,15.28,27.94,9.42,1,0,1,1+2+8+9,+,2+5+7+9,+,1104,1426,0.17,0.3,60,94,2.32,1.53,2.94,1.74,4,2,0.0,0.0,1.0,0.0,1.0
4731,SCIENTEX BERHAD,Packaging Materials,2020-07-01,10,5.0,15.51,3.25,1.32,1.24,6.41,4.13,3.91,11.496,1.81,14.0,0.29,7.02,0.2,4.96,16.27,16.3,0.13,0.14,10.25,36.4,70.56,53.48,46.57,11.22,2.2,0.48,2.63,2.28,2.2,0.67,0.83,0.68,0.67,28.92,13.55,14.32,17.61,19.79,20.52,0.0,11.22,16.67,18.38,1,1,1,+,+,+,+,804,3517,0.06,0.25,111,715,2.18,1.76,1.66,1.64,3,5,1.0,1.0,1.0,1.0,1.0
4995,VERSATILE CREATIVE BERHAD,Packaging Materials,2020-03-01,8,1.0,-0.66,0.0,0.15,0.15,0.58,0.6,0.425,0.9,0.26,29.0,0.02,3.33,0.0,0.0,7.88,-37.66,0.0,0.01,-11.89,-64.5,-1.58,-33.04,21.25,0.0,-14.24,20.36,-31.38,-19.14,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,-1.13,-1.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6,1+2+3+4+5+6+8,1+2+3+4+5+6+7+8,1+2+3+5,61,47,0.02,-0.1,2,-4,0.2,0.2,0.2,0.15,2,0,0.0,0.0,0.0,0.0,1.0
5065,ORNAPAPER BERHAD,Packaging Materials,2020-12-01,10,3.0,1.63,2.59,0.87,0.98,1.39,1.43,1.0,2.17,2.56,7.0,0.21,14.69,0.03,2.27,8.11,7.95,0.04,0.05,3.55,6.12,9.4,7.76,7.44,12.33,13.49,2.16,14.26,13.82,13.49,1.64,2.68,2.69,1.64,11.96,-1.78,5.37,3.77,15.43,12.13,0.0,-2.44,15.47,12.33,1,0,1,1+2+6,+,3+6,+,226,313,0.07,0.2,11,39,2.71,1.16,1.31,2.03,4,3,0.5,0.5,1.0,0.0,1.0
5100,BP PLASTICS HOLDING BHD,Packaging Materials,2020-12-01,10,2.5,2.22,0.94,1.65,1.73,1.35,1.65,1.153,1.76,1.13,9.0,0.18,10.91,0.08,4.85,15.61,14.95,0.0,0.0,6.2,9.0,15.71,12.36,11.43,5.21,9.31,2.53,10.94,9.26,9.31,6.1,5.13,5.45,6.1,68.41,-1.23,2.24,3.67,6.32,5.64,0.0,32.23,6.26,5.21,1,0,0,1+2+6+9,+,2+4+5+7+9+10,7+9,222,317,0.09,0.16,17,59,0.88,2.2,2.31,0.66,4,5,0.0,0.0,0.5,1.0,1.0
5105,CAN-ONE BERHAD,Packaging Materials,2020-12-01,10,2.5,3.14,4.17,6.27,3.14,2.82,3.2,2.43,3.6,9.4798,5.0,0.66,20.62,0.04,1.25,6.95,4.36,0.39,0.4,9.99,0.77,8.76,4.76,6.43,6.32,29.23,35.05,52.03,36.21,29.23,1.63,1.61,1.48,1.63,12.13,30.58,23.34,18.87,-0.24,14.67,0.0,6.32,-2.15,12.04,1,0,1,6+8,+,1+2+3+4+7+8,+,631,2530,0.21,0.4,31,176,5.36,8.36,4.18,4.02,5,1,0.5,0.0,1.0,0.0,1.0
6297,BOX-PAK (MALAYSIA) BERHAD,Packaging Materials,2020-12-01,10,2.0,-12.78,0.0,1.95,1.54,1.19,1.33,1.0,1.58,2.11,10.0,0.13,9.77,0.0,0.0,6.31,4.97,0.25,0.26,1.73,-210.0,13.4,-98.3,13.7,0.0,2.01,9.09,-4.1,-4.96,2.01,1.41,0.0,0.0,1.41,15.91,5.6,7.58,12.78,4.14,1.45,0.0,0.0,-8.84,-5.08,0,0,0,+,2+3+4+5,1+2+3+4+5+7+8,1+2+3+4+5+6+7+8+9+10,249,651,0.25,0.1,0,0,1.51,2.6,2.05,1.13,3,0,1.0,0.0,0.0,0.0,1.0
7017,KOMARKCORP BERHAD,Packaging Materials,2020-04-01,9,1.0,0.14,-0.0,-0.15,-0.15,0.38,0.15,0.12,0.895,0.23,-9.0,-0.02,-13.33,0.0,0.0,-7.35,-19.22,0.09,0.2,-15.25,-11.0,-2.92,-6.96,,0.0,-13.45,11.5,-19.46,-17.01,0.0,0.37,0.0,0.67,0.0,0.0,-15.43,-22.28,-9.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+6,1+2+3+4+6+7+8,1+2+3+4+5+6+7+8+9,1+2+3+4,123,40,0.0,-0.03,12,-5,-0.2,-0.2,-0.2,-0.15,0,0,0.0,0.0,0.0,0.0,1.0
7029,MASTER-PACK GROUP BERHAD,Packaging Materials,2020-12-01,10,2.0,1.53,2.01,0.55,1.14,1.76,1.68,1.554,2.187,2.15,8.0,0.21,12.5,0.06,3.57,9.79,10.29,0.01,0.01,5.19,5.23,9.33,7.28,8.16,9.57,12.14,3.98,13.81,12.83,12.14,1.9,1.53,1.62,1.9,15.75,6.87,13.69,8.72,31.46,10.62,0.0,41.92,30.85,9.57,1,0,0,1+6+9,+,1+6+9+10,4,67,141,0.04,0.21,5,28,0.56,0.73,1.52,0.42,4,5,0.5,0.0,0.5,0.0,1.0
7034,THONG GUAN INDUSTRIES BERHAD,Packaging Materials,2020-12-01,10,2.5,5.1,0.73,1.72,1.25,2.41,2.55,1.95,3.35,1.75,12.0,0.21,8.24,0.04,1.76,11.84,12.33,0.08,0.09,5.55,13.32,35.25,24.28,22.04,3.48,5.7,1.72,6.15,5.06,5.7,1.61,1.93,1.63,1.61,30.33,4.9,6.2,6.99,14.35,14.29,0.0,15.58,3.48,10.12,1,0,0,6,+,4+7,7,540,961,0.1,0.19,11,126,1.34,2.29,1.67,1.01,3,2,0.5,0.5,0.5,0.0,1.0
7114,D'NONCE TECHNOLOGY BHD,Packaging Materials,2017-08-01,9,1.0,0.94,0.0,0.64,0.3,0.43,0.48,0.285,0.715,0.47,11.0,0.04,8.33,0.0,0.0,9.17,3.39,0.09,0.31,-0.21,-4.0,51.0,23.5,25.07,0.0,-2.62,13.04,-8.15,-9.3,0.0,0.0,0.0,0.0,0.0,0.0,2.45,2.76,1.62,-3.58,0.0,0.0,-13.31,-11.49,0.0,0,0,0,2+6+7+8+9,2+4+8+9,1+2+3+4+5+6+8+9,1+2+4+5,169,192,-0.01,0.01,7,-1,0.92,0.85,0.4,0.69,3,0,0.0,0.0,0.0,0.0,1.0
7157,CYL CORPORATION BERHAD,Packaging Materials,2021-01-01,9,1.0,0.36,0.24,1.84,15.58,0.48,0.5,0.29,0.87,0.6492,30.0,0.02,4.0,0.0,1.0,2.53,2.5,0.0,0.0,3.45,-28.0,64.0,18.0,28.47,11.87,3.15,3.34,0.21,1.2,0.0,6.19,2.87,4.25,0.0,119.33,-10.99,-10.01,-4.55,-23.03,-17.29,0.0,11.87,-22.98,-41.97,0,0,1,1+2+3+4+5+6+8,2,2+3+4+5+8,+,63,41,0.03,0.02,9,3,0.25,2.45,20.78,0.19,2,1,0.0,0.0,0.0,0.0,1.0
7183,IRE-TEX CORPORATION BERHAD,Packaging Materials,2017-12-01,10,1.0,-0.08,-0.0,-0.08,-0.08,0.12,0.07,0.07,0.235,0.17,-10.0,-0.01,-14.29,0.0,0.0,-4.24,-40.63,0.07,0.42,-9.32,-4.0,19.0,7.5,16.42,0.0,-57.78,110.17,-190.42,-119.25,-57.78,0.32,0.0,0.0,0.32,0.0,-18.29,-13.93,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+5+6+8+9+10,1+2+3+4,1+2+3+4+5+7+8+9+10,3+4+7+8+10,68,59,0.0,-0.12,0,9,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.0,0.0,1.0
7247,SCGM BHD,Packaging Materials,2020-04-01,10,3.0,-1.24,1.36,2.42,1.48,2.44,2.43,1.69,3.95,0.9856,14.0,0.17,7.0,0.04,1.48,17.61,10.57,0.23,0.3,9.58,-48.33,33.75,-7.29,22.16,7.99,4.45,3.14,3.68,4.53,4.45,2.33,3.01,3.0,2.33,73.77,5.59,14.57,12.01,2.25,10.01,0.0,-11.27,-1.47,7.99,0,0,0,1+10,2,1+2+3+9+10,2,75,210,0.04,0.09,6,29,6.02,3.22,1.98,4.51,3,1,0.5,0.0,0.5,1.0,1.0
7248,SLP RESOURCES BERHAD,Packaging Materials,2020-12-01,10,2.0,1.35,0.31,1.34,0.52,0.95,0.95,0.82,1.2,0.586,16.0,0.06,6.32,0.06,5.79,9.9,9.0,0.0,0.0,10.53,14.5,30.33,22.42,20.75,5.2,5.99,1.71,6.16,5.18,5.99,3.89,5.1,3.86,3.89,54.29,-6.55,-3.14,-0.6,-9.58,5.86,0.0,-5.9,-10.75,5.2,1,0,1,1+2+5+6+10,+,1+2+4+5+10,+,149,147,0.02,0.05,14,18,1.3,1.78,0.7,0.98,3,5,0.0,0.0,1.0,0.0,1.0
7285,TOMYPAK HOLDINGS BERHAD,Packaging Materials,2020-12-01,10,1.0,0.47,0.0,0.25,0.25,0.63,0.5,0.475,0.945,0.44,29.0,0.02,4.0,0.0,0.0,3.93,-0.33,0.03,0.04,4.13,-16.67,64.0,23.66,40.65,0.0,1.43,2.79,-2.0,0.03,1.43,1.51,0.58,1.33,1.51,62.86,-8.93,-6.34,-1.76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1+2+3+4+5+7,1+2+3,1+2+3+4+5+7+8+10,+,212,154,0.03,0.0,20,19,0.33,0.33,0.33,0.25,2,0,0.0,0.0,0.0,0.0,1.0
8052,CENTRAL GLOBAL BERHAD,Packaging Materials,2020-12-01,9,1.5,-0.94,-0.0,-0.32,-0.32,1.22,1.58,0.355,2.98,0.46,-42.0,-0.04,-2.53,0.0,0.0,-8.2,-6.17,0.0,0.01,-2.78,-52.5,99.5,23.5,62.62,0.0,-4.75,6.38,-6.35,-2.83,0.0,0.93,0.72,0.43,0.0,7.11,23.39,17.47,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6+9,1+2+3+6+7+8,1+2+3+5+6+7+8+9,1+3+4+8,54,118,-0.04,-0.03,5,-2,-0.43,-0.43,-0.43,-0.32,0,0,0.5,0.0,0.0,0.0,1.0
8125,DAIBOCHI BERHAD,Packaging Materials,2020-07-01,10,2.5,3.84,1.31,0.77,0.56,2.53,2.31,2.3,2.99,0.84,15.0,0.15,6.49,0.05,2.16,17.92,20.77,0.01,0.02,7.76,18.53,32.71,25.62,24.48,8.72,3.18,1.33,4.72,4.23,3.18,1.59,1.8,2.01,1.59,5.7,13.61,11.06,9.46,8.73,16.46,0.0,13.44,8.72,16.47,1,0,0,7+9+10,+,3+5+9+10,2+3+4+5+6+7+8+9+10,222,619,0.07,0.15,0,121,0.84,1.03,0.75,0.63,3,3,0.5,0.0,0.0,1.0,1.0
8273,PUBLIC PACKAGES HOLDINGS BHD,Packaging Materials,2020-12-01,10,2.5,1.25,1.87,0.61,0.64,0.81,0.775,0.6,1.25,1.47,5.0,0.15,19.35,0.0,0.32,10.29,10.43,0.03,0.03,9.85,5.0,11.62,8.31,8.22,12.49,12.44,4.37,14.96,13.08,12.44,0.26,0.0,0.0,0.26,3.15,2.31,3.37,2.69,13.8,12.56,0.0,20.59,13.83,12.49,1,0,1,1+9,+,4+8+10,+,151,190,0.04,0.14,12,41,0.64,0.81,0.85,0.48,5,0,0.5,0.0,1.0,0.0,1.0
8362,KYM HOLDINGS BERHAD,Packaging Materials,2021-01-01,10,1.5,-0.0,0.0,0.0,0.0,0.29,0.36,0.19,0.49,0.57,89.0,0.0,0.0,0.0,0.0,0.7,-1.25,0.26,0.28,-1.11,-48.5,15.0,-16.75,19.0,0.0,-2.82,7.76,-6.76,-4.47,-2.82,0.0,0.0,0.0,0.0,0.0,-8.39,-6.66,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+6,1+2+4+6+7+9+10,1+2+3+4+5+6+7+8+9+10,7+8+10,78,70,-0.05,-0.01,-3,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.0,1.0
9148,ADVANCED PACKAGING TECHNOLOGY (M) BHD,Packaging Materials,2020-12-01,9,1.5,-3.06,0.0,3.82,0.82,2.27,2.88,1.91,3.0,1.57,80.0,0.04,1.39,0.0,0.0,2.28,2.09,0.0,0.0,6.95,-228.0,75.0,-76.5,35.74,0.0,4.68,3.13,1.16,2.63,0.0,4.82,1.67,3.26,0.0,82.14,-1.91,-2.02,-0.64,-26.05,-12.77,0.0,-19.32,-26.04,-7.04,1,0,1,2+4+7,+,1+2+3+4+7,+,23,24,0.14,0.03,5,1,3.0,5.1,1.1,2.25,0,0,0.5,0.0,0.0,0.0,1.0
9938,BRIGHT PACKAGING INDUSTRY BERHAD,Packaging Materials,2020-08-01,10,1.0,-0.01,-0.0,-0.08,-0.08,0.23,0.215,0.195,0.31,0.56,-17.0,-0.01,-4.65,0.0,0.0,-2.3,-1.06,0.0,0.0,1.57,-30.5,32.5,1.0,31.58,0.0,1.95,5.09,-1.14,-0.73,1.95,0.0,0.0,0.0,0.0,0.0,6.39,2.59,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+7+8,1+3+4,1+2+3+4+6+7,3+8,49,51,0.03,-0.01,11,5,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.0,0.0,1.0
0049,OCEANCASH PACIFIC BERHAD,Personal Goods,2020-12-01,10,2.5,0.37,0.18,0.47,0.12,0.81,0.47,0.455,1.52,0.4214,31.0,0.02,4.26,0.01,1.7,3.63,4.36,0.06,0.04,7.64,9.88,27.25,18.57,17.5,8.92,8.75,4.16,5.33,6.37,8.75,1.57,1.98,1.98,1.57,25.18,-3.69,0.19,3.69,-13.14,9.08,0.0,-24.38,-13.41,8.92,1,0,1,1+3,+,1+3+4+7,+,58,80,0.01,0.02,9,15,1.47,0.63,0.16,1.1,2,2,0.5,0.0,1.0,0.0,1.0
0157,FOCUS POINT HOLDINGS BERHAD,Personal Goods,2020-12-01,9,2.5,1.15,1.58,0.11,0.46,0.5,0.75,0.26,0.98,0.2167,21.0,0.04,5.33,0.01,1.77,16.84,16.32,0.55,0.63,3.41,9.5,48.0,28.75,23.65,39.59,3.18,3.58,6.01,3.6,0.0,2.22,3.0,1.8,0.0,51.93,-1.12,0.64,0.0,51.54,0.0,0.0,0.0,39.59,0.0,0,0,1,1,4,1+3+4+5+7+8+9,+,131,160,0.02,0.02,10,53,0.61,0.15,0.61,0.46,3,2,0.5,0.0,1.0,1.0,0.0
0183,SALUTICA BERHAD,Personal Goods,2020-06-01,6,1.0,-0.14,-0.0,-0.35,-0.35,0.51,0.505,0.395,0.75,0.3372,-14.0,-0.04,-7.92,0.02,3.56,-10.38,-5.41,0.01,0.01,3.4,-24.25,31.0,3.38,21.03,0.0,2.42,4.15,0.35,2.42,0.0,2.89,4.06,2.89,0.0,16.27,-13.31,-3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+6,1+2,1+2+3+4+5+6,1,193,161,0.09,-0.02,26,-14,-0.47,-0.47,-0.47,-0.35,0,5,0.0,0.0,0.0,0.0,1.0
3514,MARCO HOLDINGS BERHAD,Personal Goods,2020-12-01,10,2.0,0.22,0.04,0.29,0.17,0.13,0.135,0.1,0.185,0.21,9.0,0.02,14.81,0.0,2.22,7.19,7.03,0.02,0.02,10.82,7.5,14.0,10.75,11.5,2.12,11.03,2.54,8.34,9.1,11.03,5.47,2.78,4.43,5.47,42.4,-2.09,-2.82,2.54,-5.87,5.07,0.0,2.26,-5.86,2.12,1,0,1,1+2+3+4+9,+,1+3+4+5+8,+,128,145,0.02,0.01,19,26,0.22,0.38,0.23,0.16,4,3,0.0,0.0,1.0,0.0,1.0
