code,name,Price,EPS,52w low,52w high,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,P/E mid,DPayout avg,intrinsic 3Y,intrinsic 5Y,intrinsic 10Y,Price A3,Price A5,Price A10,Price B
0001,SUPERCOMNET TECHNOLOGIES BERHAD,2.02,0.03,0.314,2.18,45.86,56.56,0.0,23.0,16.41,0.07,0.06,0.35,0.05,0.04,0.26,0.93
0002,KOTRA INDUSTRIES BERHAD,3.3,0.2,1.6,4.45,40.72,30.55,7.78,37.0,10.81,0.53,0.68,1.5,0.4,0.51,1.12,2.54
0005,UCREST BERHAD,0.14,-0.03,0.035,0.23,0.0,0.0,23.36,1.5,0.0,-0.3,-0.3,-0.12,-0.22,-0.22,-0.09,0.1
0006,PINEAPPLE RESOURCES BERHAD,0.33,-0.06,0.18,0.39,0.0,-49.87,-26.18,-3.75,0.0,-0.6,-119.73,-4.37,-0.45,-89.8,-3.28,0.25
0008,WILLOWGLEN MSC BERHAD,0.435,0.02,0.3,0.645,-6.59,-3.06,1.84,19.79,34.19,0.4,0.37,0.22,0.3,0.28,0.16,0.41
0010,IRIS CORPORATION BERHAD,0.32,0.0,0.06,0.45,0.0,0.0,-8.21,10.25,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.19
0011,BRITE-TECH BERHAD,0.49,0.03,0.15,0.68,6.14,2.61,18.64,14.0,79.94,0.4,0.47,0.24,0.3,0.35,0.18,0.32
0012,THREE-A RESOURCES BERHAD,0.805,0.06,0.53,0.88,-8.84,10.27,2.78,26.56,26.99,1.31,0.46,0.65,0.98,0.34,0.49,0.65
0018,LAMBO GROUP BERHAD,0.045,-0.0,0.005,0.08,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
0020,NETX HOLDINGS BERHAD,0.015,-0.0,0.005,0.025,0.0,0.0,0.0,-3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
0021,GHL SYSTEMS BERHAD,2.05,0.01,1.04,2.15,11.56,26.96,0.0,32.5,0.0,0.06,0.03,0.1,0.04,0.02,0.08,1.41
