code,name,Price,EPS,52w low,52w high,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,P/E mid,DPayout avg,intrinsic 3Y,intrinsic 5Y,intrinsic 10Y,Price A3,Price A5,Price A10,Price B
0001,SUPERCOMNET TECHNOLOGIES BERHAD,2.26,0.03,0.314,2.38,45.86,56.56,0.0,23.0,16.41,0.07,0.06,0.35,0.05,0.04,0.26,1.0
0002,KOTRA INDUSTRIES BERHAD,3.23,0.2,1.6,4.45,31.86,92.71,7.87,44.5,15.4,0.68,0.25,1.57,0.51,0.19,1.18,2.54
0005,UCREST BERHAD,0.165,-0.02,0.035,0.23,0.0,0.0,0.0,1.62,0.0,-0.2,-0.2,-0.2,-0.15,-0.15,-0.15,0.1
0006,PINEAPPLE RESOURCES BERHAD,0.34,-0.06,0.18,0.385,0.0,-49.87,-26.18,-3.75,0.0,-0.6,-119.73,-4.37,-0.45,-89.8,-3.28,0.25
0010,IRIS CORPORATION BERHAD,0.31,0.0,0.06,0.45,0.0,0.0,-8.21,10.25,6.02,0.0,0.0,0.0,0.0,0.0,0.0,0.19
0011,BRITE-TECH BERHAD,0.455,0.03,0.15,0.68,6.14,2.61,18.64,14.0,79.94,0.4,0.47,0.24,0.3,0.35,0.18,0.32
0012,THREE-A RESOURCES BERHAD,0.84,0.06,0.53,0.895,-8.84,10.27,2.78,26.56,26.99,1.31,0.46,0.65,0.98,0.34,0.49,0.65
0018,LAMBO GROUP BERHAD,0.04,0.01,0.005,0.08,0.0,0.0,0.0,-6.0,0.0,0.1,0.1,0.1,0.08,0.08,0.08,0.03
0021,GHL SYSTEMS BERHAD,2.79,0.01,1.04,3.08,11.56,26.96,0.0,32.5,0.0,0.06,0.03,0.1,0.04,0.02,0.08,1.71
0022,PARLO BERHAD,0.415,-0.01,0.025,0.575,0.0,0.0,0.0,4.84,0.0,-0.1,-0.1,-0.1,-0.08,-0.08,-0.08,0.21
0023,IFCA MSC BERHAD,0.385,0.01,0.165,0.56,121.65,-23.62,0.0,21.0,16.02,0.01,0.44,0.12,0.01,0.33,0.09,0.3
0024,JAG BERHAD,0.17,0.0,0.1,0.4,0.0,0.0,0.0,13.38,10.21,0.0,0.0,0.0,0.0,0.0,0.0,0.2
0025,YBS INTERNATIONAL BERHAD,0.175,0.0,0.075,0.25,-35.92,6.45,-13.83,5.62,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.13
0026,NOVA MSC BERHAD,0.09,-0.0,0.015,0.135,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
0028,SCOPE INDUSTRIES BERHAD,0.265,-0.04,0.065,0.29,0.0,0.0,0.0,-4.0,17.52,-0.47,-0.47,-0.47,-0.35,-0.35,-0.35,0.14
0029,DIGISTAR CORPORATION BERHAD,0.075,-0.0,0.015,0.21,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
0034,MMAG HOLDINGS BERHAD,0.37,-0.02,0.12,1.97,0.0,0.0,0.0,2.19,0.0,-0.2,-0.2,-0.2,-0.15,-0.15,-0.15,0.73
0036,KEY ALLIANCE GROUP BERHAD,0.06,-0.0,0.009000000000000001,0.12,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
0037,RGB INTERNATIONAL BHD,0.125,0.01,0.1,0.215,17.02,13.58,0.0,7.0,13.72,0.05,0.06,0.11,0.04,0.04,0.08,0.14
0038,PLASTRADE TECHNOLOGY BERHAD,0.225,-0.01,0.05,0.25,0.0,0.0,0.0,0.38,0.0,-0.1,-0.1,-0.1,-0.08,-0.08,-0.08,0.12
0040,OPENSYS (M) BERHAD,0.65,0.03,0.17300000000000001,0.88,22.68,14.66,13.04,23.0,51.75,0.18,0.23,0.24,0.14,0.17,0.18,0.41
0041,HONG SENG CONSOLIDATED BERHAD,1.04,-0.02,0.04,1.88,0.0,0.0,0.0,2.79,0.0,-0.2,-0.2,-0.2,-0.15,-0.15,-0.15,0.65
0043,METRONIC GLOBAL BERHAD,0.065,-0.01,0.015,0.125,0.0,0.0,0.0,-1.5,0.0,-0.1,-0.1,-0.1,-0.08,-0.08,-0.08,0.05
0048,ANCOM LOGISTICS BERHAD,0.375,-0.0,0.03,0.7,0.0,0.0,0.0,-3.42,96.3,0.0,0.0,0.0,0.0,0.0,0.0,0.25
