code,category,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE
2488,Financial Services,2.36,1.48,2.96,4.03,8.0,0.29,12.29,0.06,2.54,7.24
5232,Industrial Products & Services,0.305,0.2,0.465,1.14,70.0,0.0,0.0,0.03,9.84,0.39
7277,Energy,3.78,2.7,3.99,0.733,34.0,0.11,2.91,0.03,0.82,15.24
