code,category,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2
0048,Transportation & Logistics,0.375,0.03,0.7,0.05,-314.0,-0.0,-0.0,0.0,0.0,-2.4,-1.55,0.22,0.25
0049,Consumer Products & Services,0.67,0.29,1.52,0.4035,32.0,0.02,2.99,0.01,1.49,5.23,8.18,0.05,0.01
0051,Technology,0.105,0.045,0.19,0.086,-5.0,-0.02,-19.05,0.0,0.0,-26.4,-37.32,0.04,0.0
0053,Financial Services,0.4,0.3,0.58,0.89,-57.0,-0.01,-2.5,0.0,0.0,-0.8,3.46,0.0,0.0
0055,Industrial Products & Services,0.18,0.05,0.325,0.07,-69.0,-0.0,-0.0,0.0,0.0,-3.71,-4.14,0.0,0.0
0056,Technology,0.24,0.16,0.37,0.1892,-43.0,-0.01,-4.17,0.0,0.0,-2.96,2.5,0.01,0.01
0058,Industrial Products & Services,1.4,1.15,1.56,2.4,24.0,0.06,4.29,0.04,2.86,2.4,3.15,0.0,0.0
0060,Technology,0.05,0.02,0.27,0.1771,-7.0,-0.01,-20.0,0.0,0.0,-4.23,-15.41,0.01,0.06
0064,Industrial Products & Services,0.185,0.05,0.295,0.18,-23.0,-0.01,-5.41,0.0,0.0,-4.39,-6.19,0.0,0.0
0065,Technology,0.46,0.23,0.67,0.17,38.0,0.01,2.17,0.01,2.17,7.18,9.01,0.0,0.0
0066,Technology,0.04,0.01,0.14,0.033,-22.0,-0.0,-0.0,0.0,0.0,-5.45,-27.0,0.01,0.01
0069,Technology,1.06,0.15,1.19,0.08,110.0,0.01,0.94,0.0,0.0,12.0,-15.02,0.02,0.02
0070,Technology,0.145,0.01,0.305,0.06,-9.0,-0.02,-13.79,0.0,0.0,-27.67,-12.58,0.0,0.0
0072,Industrial Products & Services,0.185,0.015,0.215,0.0536,-35.0,-0.01,-5.41,0.0,0.0,-9.89,-27.85,0.05,0.25
0074,Consumer Products & Services,0.185,0.08,0.575,0.0385,-6.0,-0.03,-16.22,0.0,0.0,-77.4,9.16,0.0,0.0
0075,Health Care,0.335,0.12,0.68,0.05,-11.0,-0.03,-8.96,0.0,0.0,-58.8,-43.73,1.31,1.22
0078,Transportation & Logistics,0.43,0.115,0.545,0.09,129.0,0.0,0.0,0.0,0.47,3.67,3.85,0.15,0.15
0081,Industrial Products & Services,0.13,0.035,0.23,0.23,-3.0,-0.04,-30.77,0.0,0.0,-16.39,1.63,0.0,0.02
0084,Industrial Products & Services,0.645,0.19,0.69,0.128,38.0,0.02,3.1,0.01,1.55,13.13,13.1,0.0,0.01
0085,Technology,0.215,0.1,0.8,0.064,-1.0,-0.22,-102.33,0.0,0.0,-350.78,-47.83,0.01,0.01
0086,Technology,0.135,0.09,0.2,4.72,-4.0,-0.03,-22.22,0.0,0.0,-0.67,-12.81,0.0,0.0
0089,Industrial Products & Services,0.4,0.14,0.555,0.4187,50.0,0.01,2.5,0.01,1.5,1.91,4.81,0.08,0.08
0090,Technology,0.645,0.385,0.98,0.16,55.0,0.01,1.55,0.03,4.65,7.31,15.49,0.0,0.0
0091,Energy,0.01,0.005,0.025,-0.1003,-1.0,-0.02,-200.0,0.0,0.0,17.25,0.0,0.0,0.0
0093,Technology,0.9,0.045,0.91,0.1215,-325.0,-0.0,-0.0,0.0,0.0,-2.3,-2.34,0.17,0.17
0094,Technology,0.215,0.015,0.89,0.0777,31.0,0.01,4.65,0.0,0.0,8.88,-50.51,0.0,0.0
0095,Consumer Products & Services,0.21,0.155,0.325,0.8,-1.0,-0.15,-71.43,0.0,0.0,-18.65,-23.36,0.1,0.1
0097,Technology,15.3,6.09,15.5,1.1547,79.0,0.19,1.24,0.04,0.28,16.78,17.78,0.07,0.09
0098,Consumer Products & Services,0.495,0.225,0.845,0.0997,-3.0,-0.14,-28.28,0.0,0.0,-144.63,-86.18,0.1,0.09
0099,Industrial Products & Services,0.94,0.48,1.3,0.29,15.0,0.06,6.38,0.05,5.32,21.38,21.85,0.02,0.02
0100,Industrial Products & Services,0.575,0.065,1.035,0.29,56.0,0.01,1.74,0.0,0.0,3.55,4.42,0.01,0.01
0101,Health Care,0.49,0.365,0.685,0.44,64.0,0.01,2.04,0.0,0.35,1.73,2.78,0.01,0.0
0102,Industrial Products & Services,0.15,0.045,0.39,0.07,-13.0,-0.01,-6.67,0.0,0.0,-16.0,-23.07,0.09,0.17
0104,Technology,1.67,1.03,1.75,1.72,-56.0,-0.03,-1.8,0.05,2.99,-1.72,-0.22,0.12,0.12
0105,Industrial Products & Services,0.375,0.03,0.6,0.19,42.0,0.01,2.67,0.0,0.0,4.68,-5.65,0.15,0.0
0106,Technology,0.795,0.355,0.82,0.21,16.0,0.05,6.29,0.03,3.77,23.95,24.38,0.0,0.0
0107,Technology,0.02,0.015,0.07,0.042,-1.0,-0.03,-150.0,0.0,0.0,-82.14,-102.73,0.37,0.73
0108,Technology,0.72,0.34299999999999997,0.995,0.46,24.0,0.03,4.17,0.02,2.78,6.5,6.21,0.04,0.06
0111,Technology,0.37,0.09,0.705,0.1478,0.0,0.0,0.0,0.0,0.0,0.0,5.95,0.0,0.0
0112,Technology,0.205,0.13,0.255,0.1647,38.0,0.01,4.88,0.0,0.24,3.22,4.01,0.09,0.09
0113,Technology,0.715,0.325,0.935,0.31,36.0,0.02,2.8,0.02,2.8,6.35,12.73,0.0,0.0
0116,Consumer Products & Services,0.815,0.11199999999999999,0.905,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,-4.49,0.09,0.09
0117,Technology,0.11,0.015,0.175,0.2526,-1.0,-0.1,-90.91,0.0,0.0,-37.81,-29.86,2.33,1.94
0118,Technology,0.015,0.005,0.03,0.02,-13.0,-0.0,-0.0,0.0,0.0,-6.0,-8.0,0.78,0.0
0119,Technology,0.59,0.1,0.91,0.0782,-471.0,-0.0,-0.0,0.0,0.0,-1.66,-0.98,0.0,0.0
0120,Technology,0.47,0.21,0.775,0.24,34.0,0.01,2.13,0.01,2.13,5.75,11.93,0.0,0.0
0122,Industrial Products & Services,0.265,0.125,0.38,0.0789,-19.0,-0.01,-3.77,0.0,0.0,-17.62,-18.65,0.08,0.08
0126,Technology,1.76,0.565,2.08,0.23,27.0,0.07,3.98,0.01,0.57,28.87,36.16,0.07,0.1
0127,Technology,1.92,0.5,2.0,0.37,47.0,0.04,2.08,0.02,1.04,11.11,15.89,0.17,0.18
0128,Technology,3.57,0.985,3.95,0.4,49.0,0.07,1.96,0.02,0.7,18.25,19.71,0.03,0.03
0131,Technology,0.18,0.043,0.255,5.86,-24.0,-0.01,-5.56,0.0,2.22,-0.13,-11.28,0.01,0.01
0132,Technology,0.205,0.02,0.24,0.05,-16.0,-0.01,-4.88,0.0,0.0,-26.0,-30.82,0.29,0.29
0138,Technology,1.45,0.765,1.61,0.2281,21.0,0.07,4.83,0.02,1.72,30.21,42.26,0.16,0.21
0140,Consumer Products & Services,0.64,0.03,0.635,0.11,-29.0,-0.02,-3.12,0.0,0.0,-20.18,-18.19,0.01,0.01
0141,Technology,0.035,0.035,0.035,-0.003,5.0,0.01,28.57,0.0,0.0,-256.67,0.0,0.0,0.0
0143,Technology,0.085,0.02,0.135,0.0221,-6.0,-0.02,-23.53,0.0,0.0,-68.33,-68.64,0.0,0.03
0145,Technology,0.13,0.025,0.265,0.0248,-19.0,-0.01,-7.69,0.0,0.0,-27.82,-39.92,0.0,0.02
0146,Technology,4.21,0.91,5.12,0.1801,121.0,0.03,0.71,0.02,0.36,19.27,23.05,0.03,0.03
0148,Consumer Products & Services,0.155,0.03,0.235,0.16,-4.0,-0.04,-25.81,0.0,0.0,-24.69,-16.39,0.17,0.17
0150,Financial Services,0.12,0.02,0.19,0.5549,0.0,0.25,208.33,0.0,0.0,45.11,98.15,0.02,0.03
0151,Industrial Products & Services,1.33,0.59,1.42,0.4967,23.0,0.06,4.51,0.02,1.5,11.68,17.99,0.19,0.17
0152,Technology,0.03,0.015,0.18,0.06,-4.0,-0.01,-33.33,0.0,0.0,-11.5,-23.05,0.01,0.0
0154,Technology,0.03,0.005,0.05,0.03,-152.0,-0.0,-0.0,0.0,0.0,-0.67,-29.85,0.01,0.01
0155,Health Care,0.645,0.133,0.84,0.0991,4.0,0.17,26.36,0.22,34.11,166.7,0.0,0.0,0.0
0157,Consumer Products & Services,0.6,0.29,0.77,0.3032,22.0,0.03,5.0,0.02,4.17,8.91,16.57,0.85,0.92
0158,Consumer Products & Services,0.375,0.3,0.52,0.3032,14.0,0.03,8.0,0.03,9.07,8.84,12.7,0.01,0.01
0160,Industrial Products & Services,0.1,0.04,0.13,0.19,-15.0,-0.01,-10.0,0.0,0.0,-3.47,3.01,0.21,0.22
0163,Health Care,3.18,0.13,5.83,0.3459,22.0,0.15,4.72,0.0,0.16,42.56,-5.79,0.04,0.19
0166,Technology,2.64,0.9,2.77,0.3707,56.0,0.05,1.89,0.04,1.67,12.81,13.41,0.0,0.0
0167,Industrial Products & Services,0.18,0.055,0.385,0.13,342.0,0.0,0.0,0.0,0.0,0.38,-9.79,0.19,0.16
0169,Technology,0.18,0.04,0.58,0.7,-188.0,-0.0,-0.0,0.0,0.0,-0.14,-14.64,0.0,0.0
0170,Consumer Products & Services,0.2,0.06,0.33,0.1293,-181.0,-0.0,-0.0,0.0,0.0,-0.85,5.08,0.26,0.32
0171,Consumer Products & Services,0.22,0.12,0.32,0.2521,13.0,0.02,9.09,0.01,4.55,6.9,8.49,0.02,0.02
0174,Technology,0.07,0.015,0.13,0.05,-7.0,-0.01,-14.29,0.0,0.0,-19.4,-18.72,0.22,0.22
0175,Industrial Products & Services,0.365,0.13,0.9,0.095,0.0,-1.22,-334.25,0.0,0.0,-1280.63,-4.42,0.43,0.22
0176,Technology,0.585,0.315,0.96,0.46,-149.0,-0.0,-0.0,0.02,3.42,-0.85,9.62,0.03,0.03
0179,Consumer Products & Services,0.265,0.065,0.395,0.1694,-38.0,-0.01,-3.77,0.0,0.0,-4.07,5.15,0.04,0.06
0180,Consumer Products & Services,0.135,0.11,0.245,0.17,23.0,0.01,7.41,0.0,0.0,3.41,3.39,0.19,0.19
0182,Health Care,1.01,0.085,2.02,0.14,79.0,0.01,0.99,0.0,0.0,9.14,7.37,0.07,0.08
0183,Consumer Products & Services,0.425,0.255,1.03,0.3669,-20.0,-0.02,-4.71,0.02,5.65,-5.67,-5.41,0.01,0.01
0186,Consumer Products & Services,0.255,0.124,0.327,0.2418,13.0,0.02,7.84,0.01,2.94,8.02,12.97,0.79,0.86
0190,Industrial Products & Services,0.215,0.1,0.355,0.265,15.0,0.01,4.65,0.0,0.0,5.43,2.66,0.13,0.14
0191,Technology,0.225,0.11,0.36,0.2632,135.0,0.0,0.0,0.01,3.56,0.65,5.1,0.1,0.11
0193,Industrial Products & Services,0.92,0.237,1.22,0.08,108.0,0.01,1.09,0.0,0.43,10.63,17.45,0.09,0.09
0196,Industrial Products & Services,0.295,0.08,0.405,0.12,31.0,0.01,3.39,0.0,1.36,8.08,3.74,0.04,0.05
0197,Consumer Products & Services,0.36,0.1,0.39,0.16,74.0,0.0,0.0,0.0,0.0,3.06,10.49,0.29,0.23
0199,Transportation & Logistics,0.46,0.17,0.5,0.45,16.0,0.03,6.52,0.0,1.09,6.31,3.59,0.27,0.28
0200,Technology,1.22,0.67,1.53,0.22,64.0,0.02,1.64,0.0,0.0,8.64,12.7,0.09,0.09
0201,Health Care,0.98,0.34,1.32,0.27,24.0,0.04,4.08,0.01,1.46,15.19,15.92,0.0,0.0
0202,Technology,0.38,0.18,0.44,0.1204,61.0,0.01,2.63,0.0,0.26,5.15,9.15,0.01,0.02
0203,Technology,0.125,0.035,0.38,0.0793,-48.0,-0.0,-0.0,0.0,0.0,-3.28,5.29,0.01,0.01
0205,Consumer Products & Services,0.265,0.085,0.315,0.16,17.0,0.02,7.55,0.0,1.51,9.88,8.39,0.0,0.0
0207,Industrial Products & Services,0.17,0.05,0.235,0.08,50.0,0.0,0.0,0.0,1.18,4.25,3.71,0.14,0.15
0208,Technology,8.72,1.34,8.84,0.37,81.0,0.11,1.26,0.0,0.0,28.95,39.4,0.08,0.1
0209,Technology,0.22,0.095,0.325,0.06,42.0,0.01,4.55,0.0,0.68,8.83,13.43,0.01,0.02
0210,Consumer Products & Services,0.185,0.115,0.295,0.1945,11.0,0.02,10.81,0.02,8.11,8.48,13.12,0.23,0.24
0211,Industrial Products & Services,0.22,0.095,0.345,0.54,-17.0,-0.01,-4.55,0.0,0.0,-2.33,0.21,0.0,0.0
0212,Consumer Products & Services,0.175,0.095,0.335,0.16,24.0,0.01,5.71,0.0,0.0,4.63,6.43,0.63,0.67
0215,Industrial Products & Services,1.34,0.51,1.63,0.21,43.0,0.03,2.24,0.0,0.0,14.95,21.3,0.08,0.08
0216,Consumer Products & Services,0.295,0.115,0.295,0.16,20.0,0.01,3.39,0.0,1.69,9.25,16.13,0.09,0.09
0217,Industrial Products & Services,0.26,0.155,0.435,0.13,155.0,0.0,0.0,0.0,0.0,1.31,25.24,0.03,0.0
0218,Industrial Products & Services,0.4,0.135,0.715,0.2,52.0,0.01,2.5,0.0,0.75,3.85,21.77,0.15,0.26
0219,Energy,0.36,0.3,0.79,0.15,14.0,0.03,8.33,0.0,0.0,16.87,25.66,0.0,0.18
0227,Industrial Products & Services,0.375,0.34,0.435,0.1205,48.0,0.01,2.67,0.0,0.0,6.47,34.26,0.01,0.02
1058,Financial Services,2.0,1.65,2.5,4.21,29.0,0.07,3.5,0.07,3.5,1.67,3.15,0.0,0.0
1163,Financial Services,13.66,11.4,16.87,22.42,5.0,2.96,21.67,0.65,4.76,13.19,12.1,0.01,0.01
1171,Financial Services,0.53,0.46,0.89,1.2812,8.0,0.06,11.32,0.03,5.66,4.93,8.76,0.33,0.35
1198,Financial Services,0.675,0.53,0.79,1.85,-17.0,-0.04,-5.93,0.06,8.89,-2.14,-6.13,0.02,0.03
1201,Energy,0.005,0.005,0.01,0.12,-5.0,-0.0,-0.0,0.0,0.0,-0.83,-0.51,0.0,0.0
1295,Financial Services,16.84,12.58,20.14,11.5139,13.0,1.31,7.78,0.73,4.33,11.41,13.03,0.31,0.31
1368,Industrial Products & Services,1.92,1.84,3.16,1.78,16.0,0.12,6.25,0.14,7.29,6.69,11.83,0.26,0.24
1481,Consumer Products & Services,0.15,0.07,0.3,0.499,2.0,0.07,46.67,0.0,2.33,13.95,16.58,0.18,0.18
1562,Consumer Products & Services,2.01,1.88,2.653,0.55,20.0,0.1,4.98,0.0,0.0,18.07,18.19,1.38,1.38
1619,Consumer Products & Services,1.94,0.98,2.5,3.38,-23.0,-0.09,-4.64,0.02,1.03,-2.55,1.58,0.75,0.46
1818,Financial Services,8.65,4.32,10.98,0.98,22.0,0.39,4.51,0.21,2.4,40.16,22.72,0.01,0.01
2062,Transportation & Logistics,0.54,0.42,0.63,1.05,8.0,0.07,12.96,0.01,1.85,6.33,6.34,0.12,0.12
2097,Consumer Products & Services,0.105,0.035,0.23,0.5,-2.0,-0.04,-38.1,0.0,0.0,-8.84,-7.39,0.16,0.15
2127,Industrial Products & Services,4.12,0.605,7.28,0.63,31.0,0.13,3.16,0.02,0.36,20.9,11.28,0.07,0.09
2143,Financial Services,0.215,0.14,0.295,0.41,4.0,0.05,23.26,0.0,0.0,12.66,16.11,0.1,0.1
2186,Financial Services,1.22,0.88,1.74,3.5506,56.0,0.02,1.64,0.01,0.94,0.61,0.58,0.0,0.0
2194,Transportation & Logistics,0.8,0.45,1.05,3.06,9.0,0.09,11.25,0.04,5.63,2.9,2.7,1.04,1.01
2674,Industrial Products & Services,0.435,0.18,0.6,0.86,-9.0,-0.05,-11.49,0.0,0.0,-5.77,0.26,0.91,0.89
2739,Energy,0.1,0.035,0.165,0.11,-1.0,-0.19,-190.0,0.0,0.0,-170.36,-64.17,0.03,0.02
2755,Consumer Products & Services,0.87,0.55,1.0,0.67,11.0,0.08,9.2,0.1,11.49,11.49,12.26,0.0,0.0
2771,Industrial Products & Services,0.61,0.345,1.07,1.76,-1.0,-0.7,-114.75,0.0,0.0,-40.01,-23.43,0.84,0.81
2836,Consumer Products & Services,21.92,17.34,39.17,0.62,30.0,0.73,3.33,1.0,4.56,117.0,183.26,0.03,0.04
2852,Industrial Products & Services,1.26,0.83,2.5,2.5,12.0,0.1,7.94,0.03,2.38,4.18,6.15,0.31,0.28
2879,Industrial Products & Services,2.26,0.59,2.34,1.89,52.0,0.04,1.77,0.05,2.21,2.31,4.81,0.18,0.48
2984,Industrial Products & Services,1.45,1.0,1.53,2.7,56.0,0.03,2.07,0.01,0.69,0.96,1.0,0.01,0.01
3018,Consumer Products & Services,0.09,0.05,0.135,0.37,-2.0,-0.05,-55.56,0.0,0.0,-12.22,2.95,0.4,0.37
3026,Consumer Products & Services,36.0,34.0,58.0,2.94,24.0,1.5,4.17,1.0,2.78,50.93,82.41,0.02,0.0
3034,Industrial Products & Services,7.9,6.7,10.26,2.94,18.0,0.43,5.44,0.35,4.43,14.75,16.19,0.52,0.42
3042,Energy,3.22,2.49,5.3,5.9281,-10.0,-0.33,-10.25,0.12,3.73,-5.6,10.25,0.02,0.02
3069,Utilities,7.22,3.1,7.83,3.95,15.0,0.48,6.65,0.06,0.83,12.12,10.64,0.02,0.02
3107,Industrial Products & Services,1.51,1.01,1.83,2.34,35.0,0.04,2.65,0.12,8.28,1.85,2.09,0.02,0.02
3182,Consumer Products & Services,3.45,2.91,6.102,8.89,-159.0,-0.02,-0.58,0.22,6.38,-0.24,5.73,1.07,0.85
3247,Industrial Products & Services,0.34,0.16,0.52,1.82,-19.0,-0.02,-5.88,0.0,0.0,-1.01,0.99,0.07,0.07
3255,Consumer Products & Services,20.46,17.3,31.74,1.43,27.0,0.77,3.76,1.08,5.28,53.99,81.8,0.01,0.01
3298,Industrial Products & Services,1.3,0.59,2.26,1.21,17.0,0.08,6.15,0.08,5.77,6.37,6.82,0.0,0.0
3301,Consumer Products & Services,7.6,6.04,10.8,5.34,15.0,0.52,6.84,0.42,5.53,9.67,10.24,0.01,0.01
3379,Financial Services,0.78,0.35,0.92,2.64,36.0,0.02,2.56,0.02,2.56,0.81,0.85,0.02,0.02
3395,Industrial Products & Services,0.19,0.163,0.27399999999999997,1.2673,-8.0,-0.02,-10.53,0.0,0.0,-1.83,-1.69,0.76,0.76
3441,Financial Services,0.125,0.03,0.27,0.071,-3.0,-0.04,-32.0,0.0,0.0,-57.46,-24.74,7.3,4.84
3514,Consumer Products & Services,0.12,0.08,0.185,0.2,9.0,0.01,8.33,0.0,2.5,6.5,7.88,0.02,0.02
3662,Consumer Products & Services,0.605,0.335,0.74,1.06,227.0,0.0,0.0,0.03,4.96,0.25,4.52,0.22,0.22
3689,Consumer Products & Services,32.48,24.12,35.2,7.34,29.0,1.12,3.45,0.6,1.85,15.24,16.95,0.0,0.04
3719,Consumer Products & Services,28.66,22.82,39.92,13.4,20.0,1.44,5.02,1.98,6.91,10.73,14.15,0.0,0.0
3778,Industrial Products & Services,0.21,0.09,0.385,0.91,-52.0,-0.0,-0.0,0.0,0.0,-0.44,-0.44,0.09,0.09
3794,Industrial Products & Services,1.9,1.3,3.85,2.69,-10.0,-0.2,-10.53,0.0,0.0,-7.33,-11.84,0.11,0.11
3816,Transportation & Logistics,7.06,6.38,9.373,7.6,-92.0,-0.08,-1.13,0.33,4.67,-1.01,4.07,0.31,0.22
3859,Consumer Products & Services,2.11,1.683,2.752,1.71,22.0,0.09,4.27,0.0,0.0,5.54,9.71,0.28,0.27
3867,Technology,22.88,7.39,24.98,7.24,31.0,0.73,3.19,0.27,1.18,10.07,11.55,0.02,0.02
3883,Industrial Products & Services,1.73,0.835,2.36,3.56,13.0,0.14,8.09,0.04,2.31,3.83,3.78,0.11,0.11
3891,Consumer Products & Services,0.095,0.05,0.22,0.0661,-1.0,-0.07,-73.68,0.0,0.0,-100.61,-68.46,3.64,3.64
3905,Consumer Products & Services,1.2,1.1,2.02,8.81,-2.0,-0.51,-42.5,0.0,0.0,-5.77,-6.92,0.23,0.24
4006,Consumer Products & Services,5.19,4.422,6.466,10.3628,18.0,0.29,5.59,0.3,5.78,2.76,5.33,0.01,0.01
4081,Consumer Products & Services,0.125,0.075,0.195,0.3982,-12.0,-0.01,-8.0,0.0,4.0,-2.56,-2.79,0.0,0.0
4162,Consumer Products & Services,11.28,9.26,17.88,1.27,12.0,0.92,8.16,1.18,10.46,72.52,85.33,0.05,0.06
4197,Consumer Products & Services,2.52,1.459,2.5,2.21,21.0,0.12,4.76,0.1,3.97,5.46,5.52,0.1,0.1
4219,Consumer Products & Services,0.195,0.105,0.215,0.82,-16.0,-0.01,-5.13,0.0,0.0,-1.52,-1.58,0.81,0.81
4235,Industrial Products & Services,0.27,0.12,0.475,1.82,0.0,-0.56,-207.41,0.0,0.0,-30.86,-26.7,0.05,0.05
4243,Industrial Products & Services,0.485,0.2,0.64,2.0,-2.0,-0.26,-53.61,0.01,2.06,-13.23,-10.65,0.1,0.11
4324,Energy,2.91,2.2,4.6,7.0304,-13.0,-0.22,-7.56,0.0,0.0,-3.1,1.73,0.3,0.3
4359,Technology,0.25,0.06,0.395,0.53,77.0,0.0,0.0,0.0,0.0,0.62,0.38,0.28,0.29
4588,Consumer Products & Services,2.41,1.65,4.7,3.1553,10.0,0.24,9.96,0.06,2.49,7.5,9.84,0.39,0.45
4634,Transportation & Logistics,0.985,0.52,1.67,1.77,-3.0,-0.34,-34.52,0.04,4.06,-19.4,-9.06,0.34,0.12
4677,Utilities,0.775,0.581,1.016,1.17,-45.0,-0.02,-2.58,0.0,0.0,-1.47,-1.47,2.7,2.7
4707,Consumer Products & Services,141.0,120.0,149.9,2.69,58.0,2.44,1.73,2.8,1.99,90.78,102.01,0.26,0.27
4715,Consumer Products & Services,2.39,1.83,3.263,2.92,-23.0,-0.1,-4.18,0.2,8.37,-3.51,7.6,0.61,0.5
4731,Industrial Products & Services,12.08,5.96,12.9,4.97,16.0,0.75,6.21,0.23,1.9,15.19,16.73,0.15,0.12
4758,Industrial Products & Services,0.82,0.38,1.15,1.4,-28.0,-0.03,-3.66,0.0,0.0,-2.06,-3.09,0.22,0.26
4847,Consumer Products & Services,0.155,0.025,0.215,-0.14,-1.0,-0.14,-90.32,0.0,0.0,100.93,0.0,0.0,0.0
4944,Industrial Products & Services,0.56,0.33,0.985,1.67,-5.0,-0.12,-21.43,0.0,0.0,-7.27,-7.4,0.12,0.14
4995,Industrial Products & Services,0.63,0.18,0.9,0.25,-17.0,-0.04,-6.35,0.0,0.0,-14.48,-37.66,0.0,0.01
5001,Industrial Products & Services,0.615,0.18,0.615,0.57,-9.0,-0.07,-11.38,0.0,0.0,-12.26,0.49,0.29,0.28
5005,Technology,5.79,1.53,6.25,1.9758,77.0,0.08,1.38,0.06,1.04,3.8,-0.69,0.09,0.08
5007,Industrial Products & Services,0.96,0.68,1.65,1.94,119.0,0.01,1.04,0.08,8.18,0.42,0.42,0.0,0.0
5008,Consumer Products & Services,3.61,2.89,3.98,4.81,11.0,0.34,9.42,0.2,5.54,6.98,8.58,0.2,0.17
5009,Industrial Products & Services,0.6,0.565,1.12,2.63,-2.0,-0.37,-61.67,0.0,0.0,-13.9,-9.5,0.04,0.05
5010,Industrial Products & Services,2.1,1.23,2.57,3.21,12.0,0.18,8.57,0.1,4.76,5.57,4.28,0.03,0.04
5011,Technology,1.22,0.55,1.48,1.8702,10.0,0.12,9.84,0.0,0.0,6.34,-0.77,0.01,0.03
5014,Transportation & Logistics,5.3,3.92,8.48,5.492000000000001,76.0,0.07,1.32,0.15,2.83,1.27,5.19,0.41,0.41
5015,Industrial Products & Services,1.78,1.5,2.37,6.43,-20.0,-0.09,-5.06,0.1,5.62,-1.4,2.17,0.01,0.01
5016,Consumer Products & Services,1.12,1.12,1.88,4.54,-2.0,-0.48,-42.86,0.03,2.68,-10.53,-2.06,0.04,0.05
5021,Industrial Products & Services,0.185,0.115,0.305,0.66,-4.0,-0.05,-27.03,0.01,5.41,-7.3,-3.96,0.13,0.13
5022,Consumer Products & Services,0.325,0.2,0.435,0.51,-38.0,-0.01,-3.08,0.02,4.92,-1.71,-1.42,0.0,0.0
5024,Consumer Products & Services,0.925,0.745,1.08,0.19,18.0,0.05,5.41,0.06,6.49,26.95,26.79,0.0,0.0
5025,Industrial Products & Services,0.14,0.03,0.23,0.0713,-12.0,-0.01,-7.14,0.0,0.0,-16.27,-18.27,0.0,0.0
5028,Technology,1.37,0.45,1.8,1.1,12.0,0.12,8.76,0.0,0.0,10.56,6.78,0.14,0.13
5035,Industrial Products & Services,0.595,0.49,0.92,2.2306,7.0,0.09,15.13,0.0,0.0,3.93,7.66,0.03,0.02
