code,name,category,Annual,nYear,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,EY avg,EY std,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,check NP,check EPS GR,check OCF,neg Revenue GR,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end
5081,ESTHETICS INTERNATIONAL GROUP BERHAD,Consumer Products & Services,2019-03-01,10,0.49,0.39,0.675,0.75,15.0,0.03,6.12,0.03,6.12,4.45,5.64,0.14,0.1,2.45,-1.55,60.0,29.22,22.64,0.0,-21.62,-11.04,-6.43,-1.49,21.26,4.77,6.66,-1.49,2.98,4.28,4.14,2.98,44.03,0,0,0,2+8+9+10,9+10,2+3+8+9+10,4,170,168,0.0,0.04,12,10
5082,CYMAO HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,0.18,0.18,0.36,0.73,-3.0,-0.06,-33.33,0.0,0.0,-8.55,-7.1,0.03,0.03,-7.6,-10.5,-1.35,-5.92,,0.0,0.0,0.0,0.0,-33.97,21.18,-27.95,-30.34,-33.97,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+6+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+5+7,124,88,-0.08,-0.06,4,-4
5084,IBRACO BERHAD,Property,2018-12-01,10,0.64,0.23,0.72,0.7255,9.0,0.07,10.94,0.01,1.56,9.5,8.99,0.37,0.31,-7.07,-53.0,67.5,7.25,28.59,0.0,-18.29,-5.79,0.0,4.75,3.74,6.6,7.86,4.75,1.89,3.08,3.21,1.89,39.03,0,0,0,2+3+10,10,2+3+9+10,1+2+4+5+7+10,4,239,-0.02,0.06,-3,-12
5085,MUDAJAYA GROUP BERHAD,Construction,2018-12-01,10,0.305,0.145,0.555,0.25,-2.0,-0.14,-45.9,0.0,0.0,-56.04,-89.4,3.65,1.98,-4.94,-9.08,13.33,2.12,7.46,0.0,0.0,0.0,0.0,-26.25,60.25,-108.74,-67.45,-26.25,2.16,0.0,1.53,2.16,6.41,0,0,0,2+4+5+6+10,1+2+3+4+5,1+2+3+4+5+6+10,4+5+6,720,760,0.24,-0.67,221,34
5087,MYCRON STEEL BERHAD,Industrial Products & Services,2019-06-01,10,0.33,0.14,0.505,1.2,-9.0,-0.04,-12.12,0.0,0.0,-3.17,-3.04,0.08,0.05,1.37,-7.6,6.88,-0.36,5.62,0.0,0.0,0.0,0.0,5.72,17.67,5.63,11.38,5.72,0.69,0.0,0.0,0.69,0.0,0,0,0,1+6+9,1+6+8,1+2+5+6+7+8+9+10,2+8+10,465,694,0.14,-0.04,-39,8
5088,APEX EQUITY HOLDINGS BERHAD,Financial Services,2019-12-01,10,0.76,0.615,1.02,1.5,25.0,0.03,3.95,0.02,2.63,2.01,2.0,0.0,0.0,34.05,9.17,29.0,19.08,17.03,0.0,-16.92,-26.9,-8.61,7.17,3.02,4.3,4.22,7.17,4.88,2.35,3.26,4.88,72.65,1,0,0,1+2+4+5+8,+,1+2+4+5+7+10,2+4+8,48,34,0.07,0.03,16,20
5090,MEDIA CHINESE INTERNATIONAL LIMITED,Telecommunications & Media,2019-03-01,10,0.185,0.12,0.255,0.4175,-8.0,-0.02,-10.81,0.01,6.11,-5.84,-6.18,0.01,0.0,7.08,-36.5,43.0,3.25,35.08,0.0,0.0,0.0,0.0,1.32,2.69,-2.43,-0.31,1.32,1.69,1.43,1.43,1.69,55.49,0,0,1,2+3+4+5+6+10,1+2,1+2+3+4+5+6+7+10,+,376,286,0.02,-0.01,24,15
5094,CSC STEEL HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,0.85,0.54,1.19,2.25,9.0,0.09,10.59,0.07,7.76,4.12,2.7,0.0,0.0,4.08,-18.17,17.67,-0.25,11.52,0.0,-26.19,-5.55,-9.25,8.45,5.86,11.23,7.03,8.45,5.87,8.14,6.08,5.87,49.83,0,0,0,4+5+7+10,5,1+2+4+5+7+8+9+10,2+5,870,1381,0.24,0.06,167,84
5095,HEVEABOARD BERHAD,Industrial Products & Services,2019-12-01,10,0.38,0.23,0.675,0.77,15.0,0.02,5.26,0.04,10.53,3.22,3.32,0.03,0.03,7.36,9.92,54.0,31.96,21.44,0.0,-44.71,-14.16,-7.65,6.41,2.96,6.85,7.84,6.41,2.58,7.09,5.04,2.58,44.95,1,0,1,1+2+8,+,1+2+3+7+9,+,363,419,0.07,0.03,17,65
5098,MALAYSIA STEEL WORKS (KL) BHD,Industrial Products & Services,2018-12-01,10,0.335,0.17,0.535,1.71,-18.0,-0.02,-5.97,0.0,0.0,-1.07,1.03,0.21,0.22,1.14,-38.33,24.43,-6.95,14.82,0.0,0.0,-25.53,-24.29,9.22,19.85,24.53,13.64,9.22,1.1,0.87,1.03,1.1,9.38,0,0,0,4+10,4+10,1+3+4+5+8+9+10,2,687,1497,-0.03,0.02,47,45
5099,AIRASIA GROUP BERHAD,Consumer Products & Services,2018-12-01,10,0.75,0.5,2.15,1.33,-8.0,-0.1,-13.33,0.0,0.0,-7.24,24.85,2.21,0.1,19.34,2.93,43.0,22.96,13.49,35.28,44.8,35.28,0.0,12.14,8.6,22.64,15.71,12.14,2.56,5.44,4.15,2.56,9.8,1,0,1,7+10,+,2+5+6+8+10,+,3133,9789,0.2,0.58,784,353
5100,BP PLASTICS HOLDING BHD,Industrial Products & Services,2019-12-01,10,1.09,0.61,1.15,1.03,9.0,0.12,11.01,0.06,5.5,11.9,11.39,0.0,0.0,5.68,5.9,15.71,10.8,11.16,2.68,5.88,15.28,2.68,9.9,3.41,9.38,8.44,9.9,6.05,5.11,5.04,6.05,66.41,1,0,0,1+5+8,+,1+3+4+6+8+9,6+8,221,331,0.1,0.11,22,17
5101,EVERGREEN FIBREBOARD BERHAD,Industrial Products & Services,2018-12-01,9,0.17,0.09,0.34,1.38,-3.0,-0.05,-29.41,0.0,2.82,-3.6,1.43,0.07,0.07,4.89,-10.08,13.75,1.84,8.77,0.0,-45.18,0.0,-15.55,8.39,7.9,11.8,9.58,0.0,2.48,3.63,2.18,0.0,21.41,0,0,0,3+6+7,5,1+2+3+4+5+6+7+8,7,951,1106,0.14,0.02,96,45
5102,GUAN CHONG BERHAD,Consumer Products & Services,2018-12-01,10,2.82,1.5,4.197,0.9433,13.0,0.22,7.8,0.05,1.77,23.05,33.16,0.06,0.07,4.29,-67.5,112.0,22.25,38.04,34.1,102.65,124.99,34.1,3.52,3.25,4.0,2.48,3.52,1.18,0.38,0.23,1.18,22.08,0,0,0,2+3+6+10,5,4+5+6+7+10,2+6+8+10,643,2273,0.01,0.2,-22,303
5104,CNI HOLDINGS BERHAD,Consumer Products & Services,2019-12-01,10,0.055,0.03,0.095,0.1,-7.0,-0.01,-18.18,0.0,5.45,-7.7,-7.23,0.02,0.02,-2.45,-8.5,-6.0,-7.25,,0.0,0.0,0.0,0.0,-5.6,6.96,-5.56,-8.54,-5.6,1.22,0.0,0.0,1.22,56.11,0,0,0,1+3+4+6+7+8+9+10,1+3+4+5+6+7,1+2+3+4+5+6+7+9+10,1+5+7,134,67,0.0,-0.01,7,-2
5105,CAN-ONE BERHAD,Industrial Products & Services,2018-12-01,10,2.85,1.6,3.99,9.019,1.0,3.75,131.58,0.04,1.4,41.54,5.74,1.31,0.34,8.26,2.92,11.96,7.44,7.51,7.87,-18.23,-11.64,7.87,15.81,7.34,13.53,12.61,15.81,1.71,1.6,1.48,1.71,11.79,1,0,1,4+6+10,+,1+2+5+6+9+10,+,406,1227,0.2,0.24,87,96
5106,AXIS REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,2.0,1.66,2.06,1.4587,14.0,0.15,7.5,0.09,4.63,10.07,11.18,0.24,0.24,79.04,10.41,30.17,20.29,19.16,3.83,14.41,7.04,3.83,5.9,2.03,8.42,7.52,5.9,4.11,5.57,5.19,4.11,69.57,1,0,1,6,+,3+5+6+9,+,89,222,0.15,0.17,72,141
5107,IQ GROUP HOLDINGS BERHAD,Consumer Products & Services,2019-03-01,9,0.42,0.21,1.16,1.44,-3.0,-0.16,-38.1,0.0,0.0,-11.35,-1.52,0.04,0.0,2.69,-56.0,41.0,-7.5,14.32,0.0,0.0,0.0,0.0,2.6,16.56,2.45,5.71,0.0,2.33,5.12,4.19,0.0,24.6,0,0,0,1+2+4+7,1+8+9,1+2+4+6+7+8+9,1+9,134,141,-0.16,-0.02,-7,-16
5108,ICAPITAL.BIZ BERHAD,Closed-End Fund,2019-12-01,10,2.06,1.85,2.47,3.18,76.0,0.03,1.46,0.0,0.0,0.85,12.52,0.3,0.2,6.6,0.01,0.02,0.02,0.01,1.07,6.1,1.07,77.13,12064.37,4193.14,15287.87,15254.4,12064.37,3229.43,2995.87,4140.92,3229.43,23.76,1,0,1,1+4,+,4+5+10,+,2861615,3525600,126.16,404.28,247736,464456
5109,YTL HOSPITALITY REIT,Real Estate Investment Trusts,2019-06-01,10,0.98,0.7,1.39,1.5837,14.0,0.07,7.14,0.08,8.03,4.31,3.84,0.38,0.37,50.5,-118.0,22.33,-47.84,13.03,0.0,0.0,-16.06,-14.72,6.41,6.14,5.2,4.43,0.0,5.7,5.12,5.32,0.0,102.34,0,0,1,1+5+9+10,3+4,1+2+3+4+5+7+10,+,110,491,0.03,0.06,88,222
5110,UOA REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,1.2,1.05,1.39,1.6708,26.0,0.05,4.17,0.09,7.59,2.81,2.77,0.0,0.0,64.45,6.15,24.6,15.38,13.07,0.0,-26.35,-16.58,-14.06,8.84,3.43,6.77,8.68,8.84,5.01,5.3,3.3,5.01,58.88,1,0,0,2+3+4+10,+,1+3+4+7+9+10,10,42,79,0.12,0.05,0,55
5111,TOWER REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2017-12-01,10,0.73,0.49,0.925,1.8958,21.0,0.03,4.11,0.06,8.12,1.84,3.63,0.0,0.0,82.59,5.08,13.64,9.36,10.26,22.64,-25.93,22.64,-15.74,11.18,4.64,7.83,9.56,11.18,4.96,2.98,3.28,4.96,0.0,1,0,1,1+2+3+4+5+8+9+10,+,1+2+3+6+8+9+10,+,46,33,0.24,0.07,36,17
5112,TH PLANTATIONS BERHAD,Plantation,2018-12-01,10,0.32,0.185,0.685,0.64,-1.0,-0.26,-81.25,0.0,0.0,-40.05,-54.81,1.81,1.51,6.64,-0.97,24.29,11.66,15.9,0.0,0.0,0.0,0.0,-3.54,33.34,-27.28,-14.24,-3.54,4.21,6.04,4.68,4.21,35.55,0,0,0,1+4+7+10,1,1+2+5+6+7+10,4+7,304,519,0.09,-0.67,7,42
5113,RIMBUNAN SAWIT BERHAD,Plantation,2018-12-01,10,0.295,0.115,0.465,0.27,-8.0,-0.04,-13.56,0.0,0.0,-13.63,-24.22,0.58,0.51,-8.29,-16.83,78.5,30.84,47.75,0.0,0.0,0.0,0.0,-6.16,12.31,-20.93,-13.74,-6.16,0.52,0.0,0.0,0.52,14.42,0,0,0,4+5+6+7+8+9+10,1+2+3+4,1+2+3+4+6+7+8+9+10,1+10,212,338,0.0,-0.07,0,0
5115,ALAM MARITIM RESOURCES BERHAD,Energy,2018-12-01,10,0.09,0.03,0.2,0.37,-1.0,-0.06,-66.67,0.0,0.0,-16.49,-34.22,0.19,0.22,-24.86,-38.0,34.0,-2.0,13.44,0.0,0.0,0.0,0.0,-34.47,73.83,-138.75,-76.18,-34.47,0.23,0.0,0.0,0.23,0.22,0,0,0,1+2+3+4+5+6+9+10,1+2+3+9,1+2+3+4+5+8+9+10,3+8+9,349,95,0.17,-0.18,61,58
5116,AL-AQAR HEALTHCARE REIT,Real Estate Investment Trusts,2019-12-01,10,1.36,1.19,1.65,1.3024,13.0,0.1,7.35,0.08,5.7,7.95,7.99,0.68,0.68,72.44,7.67,17.44,12.56,12.85,0.23,5.92,0.23,-0.7,8.14,1.94,8.63,7.75,8.14,5.45,6.17,5.21,5.45,69.11,1,0,1,3+4,+,1+4+5+6+8+10,+,73,106,0.08,0.1,55,84
5120,AMFIRST REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-03-01,10,0.455,0.32,0.515,1.2249,13.0,0.03,6.59,0.03,7.36,2.81,2.63,0.83,0.82,41.6,8.1,26.75,17.42,13.43,0.0,-31.15,-18.77,-21.74,8.34,2.38,5.38,7.3,8.34,4.45,6.9,4.94,4.45,60.72,1,0,1,4+5+9+10,+,2+3+5+7+9+10,+,98,117,0.11,0.03,49,66
5121,HEKTAR REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,0.69,0.55,1.13,1.3145,33.0,0.02,2.9,0.08,11.26,1.58,1.84,0.9,0.9,37.86,5.08,152.0,78.54,29.58,0.0,-38.25,-27.41,-13.84,7.98,5.0,4.83,4.44,7.98,7.22,8.0,7.4,7.22,78.0,1,0,1,4,+,1+2+3+5+6+7+8,+,91,137,0.12,0.02,39,67
5123,QUILL CAPITA TRUST,Real Estate Investment Trusts,2019-12-01,10,0.72,0.5,1.1,1.2011,26.0,0.03,4.17,0.07,9.44,2.26,2.16,0.38,0.38,50.02,7.93,33.33,20.63,14.63,0.0,-33.69,-23.42,-10.23,7.81,2.4,5.07,6.39,7.81,3.42,5.92,3.92,3.42,45.19,1,0,1,1+2+7+8,+,1+3+4+5+7+8+9,+,69,161,0.14,0.03,49,110
5125,PANTECH GROUP HOLDINGS BERHAD,Industrial Products & Services,2019-02-01,10,0.365,0.25,0.585,0.81,7.0,0.05,13.7,0.02,4.11,6.59,8.33,0.1,0.08,8.48,8.67,12.93,10.8,10.99,7.13,7.13,-1.93,-5.55,9.27,1.3,9.87,9.18,9.27,3.07,3.15,3.35,3.07,33.98,1,0,0,1+3+4+5+6+9+10,+,3+4+5+6+8+9+10,1,402,609,0.09,0.06,48,-26
5126,SARAWAK OIL PALMS BERHAD,Plantation,2018-12-01,10,3.1,1.9,4.22,3.98,12.0,0.27,8.71,0.05,1.61,6.72,2.95,0.35,0.35,9.36,5.12,37.27,21.2,17.38,0.0,-16.68,-10.97,-10.7,7.47,4.45,9.79,8.05,7.47,1.21,1.71,1.52,1.21,18.25,1,0,0,1+10,+,1+4+6+7+10,2+4,533,3604,0.22,0.11,168,378
5127,AMANAHRAYA REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,0.655,0.5,0.86,1.3378,11.0,0.06,9.16,0.06,9.47,4.63,4.57,0.62,0.62,88.48,4.37,25.0,14.68,10.65,0.0,-4.34,-19.84,-1.44,11.72,5.26,13.16,11.73,11.72,5.28,7.34,7.1,5.28,72.17,1,0,1,1+4+6,+,1+4+5+7+8,+,60,97,0.08,0.06,58,68
5129,MELATI EHSAN HOLDINGS BERHAD,Construction,2019-08-01,10,0.38,0.295,0.49,1.78,18.0,0.02,5.26,0.01,2.63,1.17,1.18,0.0,0.0,6.49,3.06,62.0,32.53,20.0,0.0,-56.35,-33.49,-14.93,9.36,8.34,2.87,9.69,9.36,2.25,2.11,2.4,2.25,31.7,1,0,0,1+4+5+9+10,+,2+3+5+10,1+2+4+8,142,218,0.05,0.02,56,-24
5130,ATRIUM REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,2019-12-01,10,1.02,0.805,1.2409999999999999,1.2786,60.0,0.02,1.96,0.07,6.5,1.34,1.57,0.54,0.54,92.68,6.5,52.0,29.25,14.84,0.0,-15.74,-28.32,-10.58,10.17,4.25,8.15,7.8,10.17,6.79,6.43,6.41,6.79,71.82,1,0,1,5+6+9,+,1+2+4+6,+,14,23,0.1,0.02,12,11
5131,ZHULIAN CORPORATION BERHAD,Consumer Products & Services,2019-11-01,10,1.21,0.95,1.636,1.3083,11.0,0.11,9.09,0.12,9.92,8.24,8.19,0.0,0.0,25.68,8.19,21.3,14.74,13.62,1.01,6.01,1.01,-7.61,7.98,2.29,7.37,7.39,7.98,4.96,4.73,4.69,4.96,64.08,1,0,1,1+2+4+5+6+7,+,1+2+4+6+10,+,323,170,0.19,0.11,81,75
5132,DELEUM BERHAD,Energy,2019-12-01,10,0.71,0.34,1.11,0.85,9.0,0.08,11.27,0.04,6.2,9.52,9.73,0.07,0.06,6.74,9.55,36.67,23.11,15.33,2.25,7.98,-11.05,2.25,7.53,2.23,7.98,8.19,7.53,3.65,3.81,4.56,3.65,49.59,1,0,0,3+4+5+9+10,+,2+4+5+10,6+7+8+9+10,399,868,0.06,0.08,0,85
5133,PETRA ENERGY BERHAD,Energy,2018-12-01,10,0.76,0.385,1.86,1.13,6.0,0.12,15.79,0.06,7.89,11.03,-6.1,0.01,0.0,-2.63,-19.43,78.5,29.54,35.53,0.0,0.0,0.0,0.0,-4.31,18.25,-27.79,-11.93,-4.31,1.6,3.67,2.78,1.6,6.31,0,0,0,3+6+10,1+2+3,1+2+3+8+10,1+2+6+9,503,467,0.07,-0.07,89,-17
5134,SOUTHERN ACIDS (M) BERHAD,Industrial Products & Services,2019-03-01,10,3.5,2.7,3.98,4.49,20.0,0.17,4.86,0.05,1.43,3.87,3.62,0.02,0.0,4.96,9.7,23.81,16.76,15.8,7.11,-4.76,-10.98,7.11,6.82,1.84,6.36,5.78,6.82,2.03,1.27,1.28,2.03,19.74,1,0,1,1+4+6,+,1+2+4+5+8+10,+,453,604,0.09,0.16,19,66
5135,SARAWAK PLANTATION BERHAD,Plantation,2018-12-01,10,1.59,1.3,2.11,1.98,21.0,0.07,4.4,0.05,3.14,3.77,1.9,0.14,0.18,9.11,9.31,85.0,47.16,27.16,0.0,-19.33,-22.38,-14.21,5.62,2.95,2.51,4.44,5.62,3.14,1.53,2.19,3.14,48.5,0,0,1,1+4+6+7+10,2,1+2+4+6+7+9+10,+,296,310,0.14,0.04,53,33
5136,COMPLETE LOGISTIC SERVICES BERHAD,Transportation & Logistics,2019-03-01,10,0.545,0.39,0.97,1.1,8.0,0.07,12.84,0.0,0.0,5.95,7.39,0.18,0.09,4.77,-56.0,85.0,14.5,18.82,0.0,-13.65,-6.19,-2.18,5.68,15.15,9.15,9.06,5.68,1.56,0.0,0.71,1.56,21.98,0,0,1,3+4+7+9+10,8+10,2+3+4+5+7+8+9+10,+,109,124,-0.01,0.09,14,21
5138,HAP SENG PLANTATIONS HOLDINGS BERHAD,Plantation,2018-12-01,10,1.68,1.25,2.14,2.04,64.0,0.03,1.79,0.02,1.49,1.28,1.57,0.02,0.0,25.43,8.81,53.25,31.03,20.04,0.0,-32.92,-21.47,0.0,6.25,2.5,5.56,5.62,6.25,4.4,4.79,4.42,4.4,61.89,1,0,1,1+4+6+7+10,+,1+4+6+7+10,+,373,391,0.13,0.04,133,102
5139,AEON CREDIT SERVICE (M) BERHAD,Financial Services,2020-02-01,10,9.04,7.7,17.0,6.14,8.0,1.15,12.72,0.36,4.01,18.75,15.11,3.21,3.21,24.05,9.57,39.1,24.34,18.46,2.05,-2.61,2.05,15.64,6.61,2.39,8.77,8.21,6.61,2.37,2.99,2.97,2.37,36.18,1,0,0,+,+,1+2,1+2+3+4+5+6+7+8+9+10,270,1599,0.29,1.07,-87,-911
5140,TASCO BERHAD,Transportation & Logistics,2019-03-01,10,1.03,0.65,1.4,2.18,18.0,0.06,5.83,0.04,4.37,2.61,3.56,0.72,0.78,5.35,10.6,23.71,17.16,15.88,0.0,-24.71,-11.86,-2.84,6.76,1.67,6.51,6.64,6.76,2.11,2.02,1.94,2.11,19.3,1,0,1,7+10,+,1+2+4+6+7+10,+,366,737,0.09,0.07,27,103
5141,DAYANG ENTERPRISE HOLDINGS BERHAD,Energy,2018-12-01,10,1.26,0.71,3.01,1.36,6.0,0.22,17.46,0.0,0.0,16.37,15.37,0.08,0.02,16.98,-3.6,48.25,22.32,20.7,0.0,-5.42,-1.72,0.0,4.15,11.86,-4.2,4.36,4.15,1.7,0.0,1.61,1.7,19.62,0,0,1,2+3+4+10,2,1+2+3+4+10,+,197,939,0.06,0.16,50,310
5142,WAH SEONG CORPORATION BERHAD,Energy,2019-12-01,10,0.55,0.46,1.453,1.22,-11.0,-0.05,-9.09,0.0,0.73,-4.29,2.49,0.46,0.45,0.92,-2.78,95.5,46.36,29.73,0.0,0.0,-27.99,-14.86,2.37,13.59,9.54,-1.27,2.37,1.96,0.0,1.09,1.96,51.26,0,0,1,1+4+5+7+10,4,1+2+3+4+5+7+8+10,+,1523,2494,0.07,0.03,39,207
5143,LUXCHEM CORPORATION BERHAD,Industrial Products & Services,2019-12-01,10,0.655,0.33,0.865,0.34,16.0,0.04,6.11,0.02,3.44,12.35,12.71,0.0,0.0,4.81,12.0,43.0,27.5,28.34,5.5,-5.81,8.68,5.5,4.33,2.18,7.55,5.81,4.33,1.99,4.2,3.03,1.99,45.67,1,0,1,1+8,+,1+2+3+7+8,+,400,765,0.03,0.04,11,62
5145,SEALINK INTERNATIONAL BERHAD,Transportation & Logistics,2018-12-01,10,0.27,0.125,0.74,0.66,-4.0,-0.07,-25.93,0.0,0.0,-11.35,-5.42,0.12,0.15,-9.07,-19.5,13.0,-3.25,9.19,0.0,0.0,0.0,0.0,-14.68,38.88,-62.95,-38.73,-14.68,2.76,0.0,0.77,2.76,17.51,0,0,0,1+2+3+5+7+8+10,1+2+3+4+7,1+2+3+4+5+6+7+8+9+10,1+6+7,193,70,0.1,-0.04,118,0
5147,SAMCHEM HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,0.685,0.35,0.84,0.57,8.0,0.09,13.14,0.0,0.0,15.35,15.47,0.05,0.06,2.25,8.31,143.0,75.66,29.84,5.82,74.42,19.64,5.82,6.88,3.8,9.93,6.56,6.88,2.38,3.97,2.89,2.38,46.97,1,0,0,4+10,+,1+4+5+7+10,1+2+6+9,294,1095,0.05,0.08,20,-26
5148,UEM SUNRISE BERHAD,Property,2018-12-01,10,0.445,0.275,0.89,1.61,9.0,0.05,11.24,0.0,0.0,3.06,4.19,0.37,0.34,19.84,11.75,81.33,46.54,34.05,10.35,-1.23,-15.36,10.35,4.29,2.47,4.01,4.97,4.29,1.19,1.11,1.95,1.19,18.75,1,0,0,1+4+10,+,1+3+4+5+10,1+2+3+4+5+6+7+8+9+10,403,2044,0.03,0.05,0,0
5149,TAS OFFSHORE BERHAD,Transportation & Logistics,2019-05-01,10,0.24,0.14,0.46,0.9223,34.0,0.01,4.17,0.0,0.0,0.77,2.47,0.07,0.0,-2.82,-4.25,20.0,7.88,10.21,0.0,0.0,-32.64,-23.48,2.32,15.96,-5.01,-7.27,2.32,1.0,0.0,0.0,1.0,14.76,0,0,0,1+3+4+8+9,3+4,2+3+4+5+9+10,3+6+7+8+10,140,36,0.05,0.02,-7,18
5151,HEXTAR GLOBAL BERHAD,Industrial Products & Services,2018-12-01,10,0.69,0.475,0.835,0.23,150.0,0.0,0.0,0.04,6.35,2.0,-15.7,0.07,0.46,-3.11,-6.82,20.67,6.93,12.0,0.0,0.0,0.0,0.0,12.4,38.67,-17.71,-7.13,12.4,2.62,0.0,3.21,2.62,0.0,0,0,0,1+3+4+5+9+10,1+2+3,1+2+3+4+5+8+9+10,2+3+10,101,68,0.56,-0.1,0,1
5152,MUAR BAN LEE GROUP BERHAD,Industrial Products & Services,2018-12-01,9,1.28,0.92,1.49,1.38,7.0,0.18,14.06,0.03,2.34,13.12,11.32,0.01,0.02,12.41,5.83,20.0,12.92,11.39,12.73,18.75,12.73,0.0,9.99,3.64,8.83,7.68,0.0,4.82,1.92,2.74,0.0,60.91,1,0,0,1+5+6+9,+,2+5+6+9,5,44,157,0.08,0.11,4,27
5156,XIDELANG HOLDINGS LTD,Consumer Products & Services,2018-12-01,10,0.06,0.055,0.175,0.8,4.0,0.02,33.33,0.0,0.0,2.01,1.64,0.0,0.0,10.62,0.74,29.0,14.87,7.24,73.49,73.49,-34.18,0.0,42.82,43.83,3.93,8.36,42.82,1.38,0.0,0.0,1.38,2.99,1,0,0,1+3+5+6+7+8+10,+,4+5+6+8+9+10,4,776,454,0.22,0.01,198,59
5157,SAUDEE GROUP BERHAD,Consumer Products & Services,2019-07-01,7,0.165,0.08,0.4,0.36,-3.0,-0.06,-36.36,0.0,0.0,-15.89,0.76,0.1,0.1,-0.44,-18.5,28.5,5.0,28.5,0.0,0.0,-0.92,0.0,-4.09,4.95,-4.98,-3.6,0.0,0.38,0.0,0.0,0.0,0.0,0,0,0,1+2+3,1+2+3+5,1+2+3+4+6+7,3+6,129,78,-0.04,0.0,3,6
5158,TA GLOBAL BERHAD,Property,2018-12-01,10,0.205,0.18,0.275,0.59,9.0,0.02,9.76,0.02,7.8,3.68,3.4,0.21,0.22,20.62,1.55,15.5,8.52,10.59,6.99,0.0,6.99,-17.57,14.76,16.74,11.68,10.94,14.76,1.51,1.31,2.34,1.51,45.22,1,0,0,3+8+9+10,+,2+3+6+8+9+10,9+10,287,1954,0.03,0.03,0,1176
5159,YOONG ONN CORPORATION BERHAD,Consumer Products & Services,2019-06-01,10,0.63,0.43,1.19,1.44,6.0,0.1,15.87,0.05,7.94,6.9,10.4,0.05,0.04,11.2,5.0,9.64,7.32,7.58,1.49,2.5,1.49,2.46,13.92,3.36,12.26,11.85,13.92,3.25,3.0,3.25,3.25,25.54,1,0,1,3+5+10,+,1+5+6+8+10,+,128,256,0.11,0.14,4,44
5160,HOMERITZ CORPORATION BERHAD,Consumer Products & Services,2019-08-01,10,0.535,0.355,0.75,0.55,6.0,0.08,14.95,0.03,5.61,15.38,14.78,0.0,0.0,15.36,5.8,11.44,8.62,9.12,0.91,-8.61,0.91,-1.68,11.45,2.61,10.55,10.11,11.45,4.82,5.3,4.96,4.82,42.63,1,0,1,1+2+9,+,2+9+10,+,110,148,0.07,0.07,17,34
5161,JCY INTERNATIONAL BERHAD,Technology,2019-09-01,10,0.32,0.13,0.365,0.4281,-13.0,-0.02,-6.25,0.0,1.56,-5.61,-5.91,0.0,0.0,3.01,-21.0,41.5,10.25,17.18,0.0,0.0,0.0,0.0,2.8,12.0,-8.69,-2.23,2.8,5.51,3.8,6.42,5.51,85.91,0,0,1,1+2+3+4+7+9,1+2+4+7,1+2+3+4+6+7+8+9+10,+,2033,1037,0.08,-0.02,184,77
5162,VSTECS BERHAD,Technology,2019-12-01,10,1.22,0.7,1.67,1.71,7.0,0.16,13.11,0.06,4.51,9.61,9.93,0.0,0.0,1.88,4.88,8.71,6.8,7.28,0.12,-0.4,0.12,-0.57,14.31,3.12,12.62,12.31,14.31,4.33,4.53,4.35,4.33,29.84,1,0,0,2+4+9+10,+,2+3+4+7+8+9+10,3,1272,1802,0.17,0.17,29,47
5163,SEREMBAN ENGINEERING BERHAD,Industrial Products & Services,2019-06-01,9,0.51,0.32,0.75,0.25,-9.0,-0.06,-11.76,0.0,0.0,-22.4,-19.21,0.64,0.64,2.54,-8.9,12.0,1.55,6.17,0.0,0.0,0.0,0.0,99.64,268.41,276.08,164.99,0.0,1.84,0.0,2.18,0.0,0.0,0,0,0,1+2+3+8+9,1+2+4,1+2+3+4+5+8+9,4+5+6+8,69,66,0.15,-0.05,11,6
5165,HOCK HENG STONE INDUSTRIES BHD,Industrial Products & Services,2018-12-01,9,0.43,0.34,0.75,0.6338,-7.0,-0.07,-16.28,0.0,0.0,-10.38,0.24,0.37,0.41,4.03,8.67,47.5,28.08,31.58,0.0,-48.01,-34.95,0.0,4.06,3.51,1.41,2.04,0.0,0.66,0.0,0.0,0.0,12.21,1,0,0,1+2+4+7+8,+,1+2+3+5+7+8+9,9,43,31,0.03,0.0,-2,7
