code,nYear,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end,ROE,ROE2,D/E,D/E2,P/E mid,EPS,EPS GR min,EY level,DY level,neg Revenue count,neg EPS count,neg OCF count,Revenue Growth,EPS Growth,OCF Growth,ROE Health,D/E Health,3G2H,PE Value,EPS GR Value
0158,9,19,66,0.06,0.05,2,5,12.37,17.32,0.01,0.0,22.18,0.04,6.55,4,5,2,6,0,0.5,0.0,1.0,0.5,1.0,3.0,0.89,0.26
9598,10,106,316,0.13,0.16,13,27,15.43,8.12,0.07,0.06,22.1,0.31,8.18,4,5,4,3,0,0.0,0.0,1.0,1.0,1.0,3.0,6.85,2.54
7052,10,521,1783,0.09,0.24,94,127,18.71,22.99,0.64,0.0,15.27,0.22,5.24,3,5,0,3,1,1.0,0.0,0.5,1.0,0.5,3.0,3.36,1.15
6645,10,311,516,0.17,0.45,221,372,24.23,26.94,0.53,0.83,17.4,0.5,8.04,4,5,3,2,0,0.5,0.5,1.0,1.0,0.0,3.0,8.7,4.02
7160,10,84,490,-0.06,0.17,16,139,17.7,20.95,0.01,0.01,16.69,0.17,44.56,2,0,2,4,2,0.5,0.0,0.5,1.0,1.0,3.0,2.84,7.58
5141,10,197,939,0.06,0.16,50,310,16.37,15.37,0.08,0.02,22.32,0.22,0.0,5,0,4,5,0,0.0,0.0,1.0,1.0,1.0,3.0,4.91,0.0
6963,10,800,3978,0.02,0.09,49,224,9.49,10.92,0.04,0.05,45.42,0.09,5.87,4,5,2,2,0,0.5,0.5,1.0,0.0,1.0,3.0,4.09,0.53
0099,10,123,161,0.02,0.06,11,22,20.83,19.72,0.01,0.0,16.75,0.06,8.65,3,5,4,3,0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.52
0192,5,246,383,0.02,0.04,12,7,16.37,19.37,0.07,0.08,6.08,0.04,13.69,5,5,2,2,0,0.5,0.5,0.0,1.0,1.0,3.0,0.24,0.55
0128,10,137,327,0.01,0.05,23,63,18.16,17.23,0.03,0.03,27.65,0.07,8.06,1,1,4,6,0,0.0,0.0,1.0,1.0,1.0,3.0,1.94,0.56
0197,5,39,95,0.01,0.03,5,14,9.94,23.11,0.21,0.24,4.5,0.02,0.0,4,5,1,3,0,0.5,0.0,1.0,0.5,1.0,3.0,0.09,0.0
7022,10,279,215,0.05,0.07,63,111,18.23,14.96,0.0,0.0,55.9,0.08,9.93,2,5,4,3,0,0.0,0.0,1.0,1.0,1.0,3.0,4.47,0.79
0127,10,30,265,0.0,0.07,0,26,15.17,23.27,0.17,0.14,84.84,0.05,71.76,3,3,2,6,2,0.5,0.0,0.5,1.0,1.0,3.0,4.24,3.59
0106,10,18,23,0.03,0.04,5,6,24.32,21.5,0.0,0.0,14.98,0.05,0.54,3,5,4,7,0,0.0,0.0,1.0,1.0,1.0,3.0,0.75,0.03
7090,10,283,653,0.06,12.43,33,40,12.67,16.07,0.05,0.06,43.42,0.12,77.77,2,1,1,3,0,0.5,0.0,1.0,0.5,1.0,3.0,5.21,9.33
5209,10,1807,6886,0.23,0.15,369,119,19.61,18.39,0.15,0.18,15.0,0.16,2.9,3,5,0,6,1,1.0,0.0,0.0,1.0,1.0,3.0,2.4,0.46
5105,10,406,1227,0.2,0.24,87,96,41.54,5.74,1.31,0.34,7.44,3.75,7.87,5,1,3,6,0,0.5,0.0,1.0,1.0,0.5,3.0,27.9,29.51
8621,10,583,1222,0.35,0.81,381,52,18.84,15.62,0.03,0.02,26.28,0.81,2.57,3,5,1,1,2,0.5,0.5,0.0,1.0,1.0,3.0,21.29,2.08
7252,10,168,546,0.05,0.2,21,101,12.39,20.13,0.19,0.2,53.22,0.13,4.32,4,5,3,6,0,0.5,0.0,1.0,0.5,1.0,3.0,6.92,0.56
5275,5,218,517,0.03,0.04,8,83,7.47,10.12,0.21,0.2,30.25,0.03,7.19,2,1,1,1,0,0.5,0.5,1.0,0.0,1.0,3.0,0.91,0.22
0040,10,32,95,0.01,0.03,13,21,17.14,18.68,0.2,0.24,12.5,0.04,11.2,4,5,3,3,1,0.5,0.0,0.5,1.0,1.0,3.0,0.5,0.45
6139,10,214,2773,0.05,0.44,0,-113,28.14,33.07,0.0,0.0,38.46,0.45,20.67,4,5,3,2,2,0.5,0.5,0.0,1.0,1.0,3.0,17.31,9.3
5279,5,756,3283,0.02,0.13,51,83,18.63,22.55,1.33,0.53,17.18,0.15,31.75,3,5,2,2,1,0.5,0.5,0.5,1.0,0.0,2.5,2.58,4.76
7204,9,171,504,0.0,0.02,-1,51,9.72,31.5,0.29,0.29,14.25,0.03,2.0,2,1,2,5,2,0.5,0.0,0.5,0.5,1.0,2.5,0.43,0.06
6399,10,3242,5479,0.12,0.09,521,1895,76.6,74.73,3.91,5.29,18.25,0.13,0.91,4,5,3,4,0,0.5,0.0,1.0,1.0,0.0,2.5,2.37,0.12
7216,10,88,200,0.06,0.06,17,18,3.63,7.24,0.03,0.04,32.89,0.03,4.83,0,1,1,5,0,0.5,0.0,1.0,0.0,1.0,2.5,0.99,0.14
7210,10,266,545,0.08,0.05,15,34,4.4,4.71,0.22,0.2,14.08,0.05,0.0,4,5,1,6,0,0.5,0.0,1.0,0.0,1.0,2.5,0.7,0.0
0049,10,55,85,0.01,0.02,6,10,7.22,7.35,0.0,0.0,14.38,0.03,29.24,2,2,2,5,0,0.5,0.0,1.0,0.0,1.0,2.5,0.43,0.88
5257,6,246,441,0.13,0.12,5,35,16.12,19.05,0.17,0.24,7.75,0.12,99.94,5,5,4,6,2,0.0,0.0,0.5,1.0,1.0,2.5,0.93,11.99
5143,10,400,765,0.03,0.04,11,62,12.35,12.71,0.0,0.0,27.5,0.04,5.5,3,5,2,5,0,0.5,0.0,1.0,0.0,1.0,2.5,1.1,0.22
5139,10,270,1599,0.29,1.07,-87,-911,18.75,15.11,3.21,3.21,24.34,1.15,2.05,4,5,0,2,10,1.0,0.5,0.0,1.0,0.0,2.5,27.99,2.36
5147,10,294,1095,0.05,0.08,20,-26,15.35,15.47,0.05,0.06,75.66,0.09,5.82,4,0,2,5,4,0.5,0.0,0.0,1.0,1.0,2.5,6.81,0.52
8079,10,62,100,-0.07,0.06,11,15,13.83,20.91,0.15,0.08,10.12,0.05,27.61,4,5,5,3,0,0.0,0.0,1.0,0.5,1.0,2.5,0.51,1.38
7501,10,103,186,0.03,-0.12,13,60,-11.1,-6.93,0.32,0.28,42.25,-0.16,0.0,0,0,3,8,0,0.5,0.0,1.0,0.0,1.0,2.5,-6.76,-0.0
5248,10,287,2520,0.01,0.23,0,0,33.0,50.71,0.13,0.0,11.22,0.14,9.74,4,5,2,3,10,0.5,0.0,0.0,1.0,1.0,2.5,1.57,1.36
7199,10,144,229,0.06,0.03,18,24,3.13,3.26,0.17,0.21,1.25,0.03,25.03,3,4,3,6,0,0.5,0.0,1.0,0.0,1.0,2.5,0.04,0.75
1295,10,5958,11101,0.81,1.42,-5615,875,12.55,13.03,0.32,0.31,15.91,1.4,1.75,3,5,1,1,2,0.5,0.5,0.5,0.0,1.0,2.5,22.27,2.45
5225,10,4507,14908,0.01,0.05,399,2447,2.46,1.9,0.41,0.41,54.7,0.06,0.0,0,0,1,5,0,0.5,0.0,1.0,0.0,1.0,2.5,3.28,0.0
5227,8,115,552,0.04,0.09,151,392,7.95,8.37,0.32,0.32,23.24,0.08,3.83,2,5,1,4,0,0.5,0.0,1.0,0.0,1.0,2.5,1.86,0.31
5247,10,157,378,0.02,0.0,17,32,-0.19,0.52,0.05,0.02,41.0,-0.0,0.0,0,0,3,5,0,0.5,0.0,1.0,0.0,1.0,2.5,-0.0,-0.0
5246,10,943,1742,0.09,0.17,481,960,24.16,23.75,0.53,0.52,13.74,0.18,2.9,2,5,3,3,0,0.5,0.0,1.0,1.0,0.0,2.5,2.47,0.52
6351,10,719,966,0.48,0.31,94,62,23.05,23.3,0.03,0.03,20.49,0.31,0.0,3,5,3,5,1,0.5,0.0,0.0,1.0,1.0,2.5,6.35,0.0
5095,10,363,419,0.07,0.03,17,65,3.22,3.32,0.03,0.03,31.96,0.02,0.0,3,5,3,5,0,0.5,0.0,1.0,0.0,1.0,2.5,0.64,0.0
2852,10,943,1741,0.07,0.15,92,246,6.07,6.15,0.28,0.28,25.81,0.15,13.62,3,2,1,2,1,0.5,0.5,0.5,0.0,1.0,2.5,3.87,2.04
3026,10,692,1049,0.94,2.02,0,0,71.18,123.6,0.0,0.0,26.27,1.61,11.68,2,3,2,3,10,0.5,0.0,0.0,1.0,1.0,2.5,42.29,18.8
5199,6,2,988,-0.02,0.14,-6,496,8.84,20.6,0.01,0.0,-33.43,0.08,0.0,4,0,1,4,1,0.5,0.0,0.5,0.5,1.0,2.5,-2.67,0.0
5286,5,105,191,0.05,0.08,49,32,17.04,16.65,0.0,0.0,16.0,0.08,54.46,1,2,3,3,0,0.5,0.0,0.0,1.0,1.0,2.5,1.28,4.36
5289,5,64,81,0.04,0.04,4,6,6.75,6.57,0.0,0.0,9.81,0.04,0.0,3,0,2,3,0,0.5,0.0,1.0,0.0,1.0,2.5,0.39,0.0
9334,10,226,307,0.27,0.14,44,88,2.64,1.75,0.03,0.04,31.22,0.22,0.0,1,1,2,3,0,0.5,0.0,1.0,0.0,1.0,2.5,6.87,0.0
5517,10,367,551,0.08,0.16,138,151,6.0,6.64,0.0,0.0,30.13,0.14,3.66,1,5,2,6,0,0.5,0.0,1.0,0.0,1.0,2.5,4.22,0.51
4065,10,2274,4684,1.32,0.81,240,401,5.38,5.43,0.01,0.01,18.98,0.81,3.29,2,2,0,5,2,1.0,0.0,0.5,0.0,1.0,2.5,15.37,2.66
5584,10,703,1122,0.11,0.2,18,59,3.66,6.04,0.04,0.03,10.07,0.12,0.67,3,2,3,5,0,0.5,0.0,1.0,0.0,1.0,2.5,1.21,0.08
5108,10,2861615,3525600,126.16,404.28,247736,464456,0.85,12.52,0.3,0.2,0.02,0.03,1.07,0,0,2,3,0,0.5,0.0,1.0,0.0,1.0,2.5,0.0,0.03
5106,10,89,222,0.15,0.17,72,141,10.07,11.18,0.24,0.24,20.29,0.15,3.83,3,5,1,4,0,0.5,0.0,1.0,0.0,1.0,2.5,3.04,0.57
8273,10,132,197,0.05,0.1,20,25,9.56,8.91,0.07,0.07,9.94,0.13,10.23,5,0,2,5,0,0.5,0.0,1.0,0.0,1.0,2.5,1.29,1.33
3883,10,703,1544,0.12,0.25,65,99,3.72,7.8,0.13,0.13,17.53,0.13,4.74,3,5,3,5,0,0.5,0.0,1.0,0.0,1.0,2.5,2.28,0.62
3867,10,1386,1488,0.54,0.68,353,404,8.93,10.45,0.02,0.0,6.46,0.64,23.12,3,3,3,6,0,0.5,0.0,1.0,0.0,1.0,2.5,4.13,14.8
5041,10,185,334,0.04,-0.31,80,81,3.7,-13.61,0.44,0.11,9.32,0.08,0.0,3,5,2,6,0,0.5,0.0,1.0,0.0,1.0,2.5,0.75,0.0
5181,10,55,79,0.07,0.03,13,8,78.09,3.96,0.0,0.08,25.6,0.43,9.49,5,5,2,7,0,0.5,0.0,0.0,1.0,1.0,2.5,11.01,4.08
3301,10,1486,2728,0.56,1.04,568,503,15.0,21.19,0.01,0.0,18.19,0.85,9.14,4,5,2,3,0,0.5,0.0,0.0,1.0,1.0,2.5,15.46,7.77
5134,10,453,604,0.09,0.16,19,66,3.87,3.62,0.02,0.0,16.76,0.17,7.11,2,1,3,6,0,0.5,0.0,1.0,0.0,1.0,2.5,2.85,1.21
5159,10,128,256,0.11,0.14,4,44,6.9,10.4,0.05,0.04,7.32,0.1,1.49,5,5,3,5,0,0.5,0.0,1.0,0.0,1.0,2.5,0.73,0.15
9288,10,360,461,0.17,0.09,50,69,5.07,4.41,0.27,0.09,11.68,0.1,0.0,5,5,3,4,0,0.5,0.0,1.0,0.0,1.0,2.5,1.17,0.0
5260,6,83,120,0.09,0.0,13,18,-4.6,-1.01,0.23,0.28,43.75,-0.04,0.0,0,0,2,5,0,0.5,0.0,1.0,0.0,1.0,2.5,-1.75,-0.0
5065,10,156,350,0.06,0.13,16,34,7.44,5.89,0.04,0.04,8.82,0.18,3.29,5,4,2,4,0,0.5,0.0,1.0,0.0,1.0,2.5,1.59,0.59
7134,7,214,352,0.0,0.08,12,24,2.12,4.93,0.05,0.05,28.05,0.04,18.55,3,5,1,4,0,0.5,0.0,1.0,0.0,1.0,2.5,1.12,0.74
7103,10,108,348,0.06,0.12,18,34,7.52,6.33,0.0,0.01,21.53,0.15,3.52,3,2,1,4,0,0.5,0.0,1.0,0.0,1.0,2.5,3.23,0.53
5007,10,404,681,0.05,0.2,-3,38,5.95,10.28,0.0,0.0,13.95,0.12,8.31,4,5,2,2,1,0.5,0.5,0.5,0.0,1.0,2.5,1.67,1.0
5276,5,68,81,0.04,0.04,12,18,11.17,11.57,0.01,0.01,14.9,0.05,0.0,4,5,2,5,0,0.5,0.0,1.0,0.0,1.0,2.5,0.75,0.0
7035,10,329,639,0.02,0.04,20,32,12.11,10.21,0.02,0.02,54.95,0.05,16.88,4,4,1,4,0,0.5,0.0,1.0,0.0,1.0,2.5,2.75,0.84
0163,8,55,339,0.01,0.0,-2,14,-5.94,-1.42,0.2,0.22,21.88,-0.01,0.0,0,0,0,5,3,1.0,0.0,0.5,0.0,1.0,2.5,-0.22,-0.0
7155,10,196,1654,0.01,0.08,20,152,14.53,16.91,0.0,0.0,11.96,0.07,3.41,3,5,3,3,1,0.5,0.0,0.5,0.5,1.0,2.5,0.84,0.24
7126,10,138,309,0.1,0.06,0,-13,621.76,3.54,0.2,0.26,6.19,-1.55,0.0,0,0,3,8,4,0.5,0.0,0.0,1.0,1.0,2.5,-9.59,-0.0
0166,10,123,1153,0.01,0.06,0,270,13.3,17.58,0.01,0.01,37.88,0.05,5.78,2,5,3,4,2,0.5,0.0,0.5,0.5,1.0,2.5,1.89,0.29
0179,7,25,64,0.02,0.01,5,16,4.97,5.15,0.06,0.06,15.75,0.01,0.0,3,0,2,5,0,0.5,0.0,1.0,0.0,1.0,2.5,0.16,0.0
7088,10,356,701,0.05,0.22,13,71,12.02,14.99,0.0,0.0,13.23,0.19,2.42,5,0,1,3,0,0.5,0.0,1.0,0.0,1.0,2.5,2.51,0.46
0193,6,57,160,0.0,0.01,1,2,5.43,17.45,0.09,0.09,48.25,0.01,8.82,0,1,1,3,1,0.5,0.0,0.5,0.5,1.0,2.5,0.48,0.09
7189,10,137,287,0.11,0.31,24,-80,19.71,23.72,0.2,0.35,-45.12,0.35,8.82,5,5,3,6,4,0.5,0.0,0.0,1.0,1.0,2.5,-15.79,3.09
2658,10,285,448,0.39,0.93,32,65,11.61,12.54,0.0,0.0,14.57,0.92,11.52,3,5,2,4,0,0.5,0.0,1.0,0.0,1.0,2.5,13.4,10.6
7180,8,153,237,-0.02,0.04,-3,-9,16.74,14.2,0.16,0.21,61.75,0.07,96.8,3,0,3,5,5,0.5,0.0,0.0,1.0,1.0,2.5,4.32,6.78
0185,5,122,148,0.04,0.0,5,12,1.39,0.55,0.21,0.25,16.55,0.01,0.0,0,0,2,4,0,0.5,0.0,1.0,0.0,1.0,2.5,0.17,0.0
7106,10,804,1538,0.12,0.09,226,235,11.27,11.53,0.09,0.05,34.35,0.1,0.17,0,0,3,6,0,0.5,0.0,1.0,0.0,1.0,2.5,3.44,0.02
7107,10,126,287,0.1,0.06,13,17,6.15,7.59,0.06,0.08,29.7,0.05,0.0,3,4,2,6,0,0.5,0.0,1.0,0.0,1.0,2.5,1.48,0.0
7113,10,2079,4801,0.1,0.14,213,526,9.55,14.84,0.34,0.54,63.78,0.15,7.1,0,0,3,5,0,0.5,0.0,1.0,0.0,1.0,2.5,9.57,1.06
0157,7,131,179,0.03,0.03,10,15,13.87,12.95,0.89,0.22,1.0,0.04,8.27,3,5,0,6,0,1.0,0.0,1.0,0.0,0.5,2.5,0.04,0.33
7084,10,1476,3619,0.07,0.13,172,292,11.63,11.63,0.3,0.3,38.82,0.15,3.84,0,0,1,5,0,0.5,0.0,1.0,0.0,1.0,2.5,5.82,0.58
0065,10,12,23,0.03,0.01,2,13,6.63,14.2,0.0,0.0,86.84,0.01,0.0,0,2,2,7,0,0.5,0.0,1.0,0.0,1.0,2.5,0.87,0.0
9326,10,347,533,0.05,0.05,14,26,5.15,4.14,0.12,0.0,17.32,0.06,4.62,4,5,2,5,2,0.5,0.0,0.5,0.0,1.0,2.0,1.04,0.28
5216,10,28,220,0.01,0.03,0,67,20.99,13.77,0.22,0.3,101.0,0.04,1.58,1,2,5,6,5,0.0,0.0,0.0,1.0,1.0,2.0,4.04,0.06
7248,10,156,167,0.03,0.07,15,46,10.64,11.76,0.0,0.0,20.54,0.06,10.63,3,5,4,4,0,0.0,0.0,1.0,0.0,1.0,2.0,1.23,0.64
0108,10,12,108,-0.07,0.02,2,17,5.7,6.01,0.05,0.08,1.75,0.03,6.1,2,5,1,6,1,0.5,0.0,0.5,0.0,1.0,2.0,0.05,0.18
5347,10,30320,50939,0.59,0.8,7970,19458,7.81,7.82,1.2,1.2,42.45,0.8,16.16,3,5,0,4,0,1.0,0.0,1.0,0.0,0.0,2.0,33.96,12.93
5087,10,465,694,0.14,-0.04,-39,8,-3.17,-3.04,0.08,0.05,-0.36,-0.04,0.0,0,0,3,8,3,0.5,0.0,0.5,0.0,1.0,2.0,0.01,-0.0
8524,10,172,360,0.02,0.04,50,643,7.94,7.29,0.4,0.43,37.48,0.04,4.44,2,5,2,5,1,0.5,0.0,0.5,0.0,1.0,2.0,1.5,0.18
4251,10,10,172,0.01,0.02,10,19,2.26,2.62,0.22,0.22,43.8,0.02,26.39,4,0,3,6,2,0.5,0.0,0.5,0.0,1.0,2.0,0.88,0.53
4162,10,3965,2509,2.56,1.21,876,331,87.32,85.33,0.06,0.06,17.79,1.07,0.0,3,5,5,6,1,0.0,0.0,0.0,1.0,1.0,2.0,19.04,0.0
7181,10,72,103,-0.17,0.1,2,-12,30.08,49.84,0.0,0.0,-29.58,0.12,0.0,5,0,4,9,1,0.0,0.0,0.0,1.0,1.0,2.0,-3.55,0.0
4006,10,3438,6102,0.44,0.82,345,650,5.26,8.08,0.0,0.01,17.26,0.57,3.08,4,5,6,5,0,0.0,0.0,1.0,0.0,1.0,2.0,9.84,1.76
0113,8,16,43,-0.02,0.04,1,9,12.0,12.73,0.0,0.0,6.69,0.04,0.0,3,5,4,5,0,0.0,0.0,1.0,0.0,1.0,2.0,0.27,0.0
5533,10,415,245,-0.05,-0.26,14,14,-14.23,-13.28,0.1,0.1,2.8,-0.26,0.0,0,0,7,8,0,0.0,0.0,1.0,0.0,1.0,2.0,-0.73,-0.0
5878,10,1655,3604,0.03,0.05,188,590,11.07,10.9,1.4,1.4,105.12,0.05,3.27,3,3,0,5,0,1.0,0.0,1.0,0.0,0.0,2.0,5.26,0.16
7162,10,335,584,0.07,0.09,-46,47,6.32,6.37,0.05,0.0,11.03,0.09,10.32,5,2,3,5,2,0.5,0.0,0.5,0.0,1.0,2.0,0.99,0.93
9423,8,82,102,-0.09,0.04,8,13,3.76,6.22,0.02,0.02,6.47,0.03,41.7,4,5,3,7,1,0.5,0.0,0.5,0.0,1.0,2.0,0.19,1.25
7077,10,18,30,-0.01,-0.02,1,-7,23.24,-4.06,0.2,0.2,-1.5,0.02,0.0,2,0,6,9,7,0.0,0.0,0.0,1.0,1.0,2.0,-0.03,0.0
7167,10,107,501,0.03,0.12,22,42,14.23,11.99,0.0,0.01,25.22,0.16,7.11,4,5,3,4,2,0.5,0.0,0.5,0.0,1.0,2.0,4.04,1.14
9466,10,269,559,0.3,0.18,104,-15,15.16,14.99,0.0,0.0,14.25,0.2,17.87,4,3,5,7,3,0.0,0.0,0.0,1.0,1.0,2.0,2.85,3.57
9474,10,157,274,0.01,-0.44,24,3,83.78,-230.43,0.0,0.0,19.04,-0.08,0.0,0,0,5,7,3,0.0,0.0,0.0,1.0,1.0,2.0,-1.52,-0.0
3719,10,680,1128,1.07,1.74,87,121,13.73,12.31,0.0,0.0,16.96,1.8,5.52,3,5,4,4,0,0.0,0.0,1.0,0.0,1.0,2.0,30.53,9.94
0147,9,23,107,0.0,0.01,-1,8,3.49,4.22,0.0,0.0,42.0,0.01,10.13,0,0,1,5,2,0.5,0.0,0.5,0.0,1.0,2.0,0.42,0.1
3662,10,1555,2682,0.23,0.03,15,139,0.63,4.52,0.22,0.22,21.32,0.01,0.0,0,5,2,5,2,0.5,0.0,0.5,0.0,1.0,2.0,0.21,0.0
7235,10,62,106,0.03,0.06,10,17,6.95,8.5,0.06,0.06,28.16,0.06,12.04,3,5,4,6,0,0.0,0.0,1.0,0.0,1.0,2.0,1.69,0.72
0150,9,2,15,0.0,-0.07,-2,-27,38.61,-33.64,0.0,0.0,-3.25,0.17,0.0,5,0,5,8,8,0.0,0.0,0.0,1.0,1.0,2.0,-0.55,0.0
5102,10,643,2273,0.01,0.2,-22,303,23.05,33.16,0.06,0.07,22.25,0.22,34.1,3,2,4,5,4,0.0,0.0,0.0,1.0,1.0,2.0,4.9,7.5
5080,10,561,1001,0.08,0.06,29,35,6.12,4.71,0.1,0.08,10.18,0.08,13.71,5,4,3,4,2,0.5,0.0,0.5,0.0,1.0,2.0,0.81,1.1
9121,10,312,776,0.05,0.07,5,20,2.4,3.94,0.12,0.13,-21.15,0.04,6.64,4,0,2,6,3,0.5,0.0,0.5,0.0,1.0,2.0,-0.85,0.27
