code,category,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE
0001,Industrial Products & Services,0.875,0.315,1.08,0.32,30.0,0.03,3.43,0.0,0.0,9.16
0002,Health Care,2.48,1.6,2.4,1.25,13.0,0.19,7.66,0.07,2.98,15.52
0005,Technology,0.17,0.035,0.245,0.0804,-57.0,-0.0,-0.0,0.0,0.0,-3.73
0006,Technology,0.28,0.18,0.39,0.5,-7.0,-0.04,-14.29,0.0,0.0,-8.42
0007,Telecommunications & Media,0.175,0.06,0.475,0.0875,-1.0,-0.12,-68.57,0.0,0.0,-141.49
0008,Technology,0.51,0.3,0.645,0.34,17.0,0.03,5.88,0.02,2.94,8.82
0010,Technology,0.145,0.06,0.17,0.0986,11.0,0.01,6.9,0.0,0.0,13.69
0011,Trad/Serv,0.24,0.15,0.28,0.25,7.0,0.03,12.5,0.02,6.67,12.84
0012,Consumer Products & Services,0.765,0.53,0.92,0.7077,13.0,0.06,7.84,0.02,2.61,8.45
0017,Telecommunications & Media,0.055,0.02,0.075,0.0418,-3.0,-0.02,-36.36,0.0,0.0,-38.04
0018,Technology,0.02,0.005,0.07,0.0585,5.0,0.0,0.0,0.0,0.0,7.52
0020,Technology,0.01,0.005,0.025,0.02,-2.0,-0.0,-0.0,0.0,0.0,-22.5
0021,Technology,1.95,1.04,2.1,0.5883,62.0,0.03,1.54,0.0,0.0,5.37
0022,Consumer Products & Services,0.105,0.025,0.175,0.04,-32.0,-0.0,-0.0,0.0,0.0,-8.25
0023,Technology,0.375,0.165,0.57,0.2,34.0,0.01,2.67,0.01,2.67,5.5
0024,Industrial Products & Services,0.065,0.025,0.07,0.0835,-10.0,-0.01,-15.38,0.0,0.0,-7.78
0025,Industrial Products & Services,0.115,0.075,0.195,0.24,80.0,0.0,0.0,0.0,0.0,0.58
0026,Technology,0.07,0.015,0.115,0.08,-181.0,-0.0,-0.0,0.0,0.0,-0.5
0028,Industrial Products & Services,0.105,0.065,0.22,0.1868,-11.0,-0.01,-9.52,0.0,0.0,-5.25
0029,Technology,0.055,0.015,0.07,0.09,-16.0,-0.0,-0.0,0.0,0.0,-3.67
0032,Telecommunications & Media,0.43,0.2,0.61,0.2179,16.0,0.03,6.98,0.01,2.33,12.48
0034,Technology,0.32,0.12,0.4,0.1545,-8.0,-0.04,-12.5,0.0,0.0,-24.6
0035,Telecommunications & Media,0.47,0.195,0.84,0.5376,-36.0,-0.01,-2.13,0.0,0.0,-2.42
0036,Technology,0.085,0.01,0.14,0.1247,-5.0,-0.02,-23.53,0.0,0.0,-13.07
0037,Consumer Products & Services,0.14,0.1,0.225,0.17,5.0,0.03,21.43,0.0,2.14,15.12
0038,Industrial Products & Services,0.2,0.05,0.245,0.1543,-24.0,-0.01,-5.0,0.0,0.0,-5.51
0039,Industrial Products & Services,0.19,0.06,0.51,0.23,53.0,0.0,0.0,0.0,0.0,1.57
0040,Technology,0.365,0.26,0.455,0.22,10.0,0.04,10.96,0.02,4.11,17.14
0041,Technology,0.11,0.04,0.25,0.2202,-5.0,-0.02,-18.18,0.0,0.0,-10.4
0043,Industrial Products & Services,0.035,0.015,0.085,0.09,-3.0,-0.01,-28.57,0.0,0.0,-11.89
