code,name,Price,EPS,52w low,52w high,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,P/E mid,DPayout avg,intrinsic 3Y,intrinsic 5Y,intrinsic 10Y,Price A3,Price A5,Price A10,Price B
0097,VITROX CORPORATION BERHAD,8.64,0.16,6.09,9.57,6.92,9.85,44.57,31.4,16.15,1.31,1.15,0.41,0.98,0.86,0.31,7.24
0097,VITROX CORPORATION BERHAD,8.64,0.16,6.09,9.57,6.92,9.85,44.57,31.4,16.15,1.31,1.15,0.41,0.98,0.86,0.31,7.24
0097,VITROX CORPORATION BERHAD,8.64,0.16,6.09,9.57,6.92,9.85,44.57,31.4,16.15,1.31,1.15,0.41,0.98,0.86,0.31,7.24
0098,BAHVEST RESOURCES BERHAD,0.415,0.01,0.225,0.73,0.0,0.0,-4.88,-4.0,0.0,0.1,0.1,0.16,0.08,0.08,0.12,0.39
0099,SCICOM (MSC) BERHAD,0.96,0.06,0.48,1.3,-21.58,-2.7,8.65,16.75,78.28,5.23,1.26,0.71,3.92,0.94,0.53,0.75
0099,SCICOM (MSC) BERHAD,0.96,0.06,0.48,1.3,-21.58,-2.7,8.65,16.75,78.28,5.23,1.26,0.71,3.92,0.94,0.53,0.75
0099,SCICOM (MSC) BERHAD,0.96,0.06,0.48,1.3,-21.58,-2.7,8.65,16.75,78.28,5.23,1.26,0.71,3.92,0.94,0.53,0.75
0099,SCICOM (MSC) BERHAD,0.96,0.06,0.48,1.3,-21.58,-2.7,8.65,16.75,78.28,5.23,1.26,0.71,3.92,0.94,0.53,0.75
0100,ES CERAMICS TECHNOLOGY BHD,0.525,0.02,0.13,0.735,-53.61,-24.41,0.0,5.25,8.09,64.99,1.31,0.22,48.74,0.98,0.16,0.33
0101,TMC LIFE SCIENCES BERHAD,0.52,0.02,0.365,0.745,24.4,16.41,-11.43,22.5,4.38,0.07,0.1,0.47,0.05,0.08,0.35,0.49
0102,CONNECTCOUNTY HOLDINGS BERHAD,0.345,-0.02,0.045,0.375,0.0,0.0,0.0,-2.5,0.0,-0.2,-0.2,-0.2,-0.15,-0.15,-0.15,0.15
0102,CONNECTCOUNTY HOLDINGS BERHAD,0.345,-0.02,0.045,0.375,0.0,0.0,0.0,-2.5,0.0,-0.2,-0.2,-0.2,-0.15,-0.15,-0.15,0.15
0102,CONNECTCOUNTY HOLDINGS BERHAD,0.345,-0.02,0.045,0.375,0.0,0.0,0.0,-2.5,0.0,-0.2,-0.2,-0.2,-0.15,-0.15,-0.15,0.15
0102,CONNECTCOUNTY HOLDINGS BERHAD,0.345,-0.02,0.045,0.375,0.0,0.0,0.0,-2.5,0.0,-0.2,-0.2,-0.2,-0.15,-0.15,-0.15,0.15
0103,M N C WIRELESS BERHAD,0.03,-0.0,0.01,0.125,0.0,0.0,0.0,-17.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
0104,GENETEC TECHNOLOGY BERHAD,1.6,0.09,1.03,1.72,2.82,-7.3,-15.1,2.78,1.06,0.79,1.43,2.52,0.59,1.07,1.89,1.26
0104,GENETEC TECHNOLOGY BERHAD,1.6,0.09,1.03,1.72,2.82,-7.3,-15.1,2.78,1.06,0.79,1.43,2.52,0.59,1.07,1.89,1.26
0104,GENETEC TECHNOLOGY BERHAD,1.6,0.09,1.03,1.72,2.82,-7.3,-15.1,2.78,1.06,0.79,1.43,2.52,0.59,1.07,1.89,1.26
0104,GENETEC TECHNOLOGY BERHAD,1.6,0.09,1.03,1.72,2.82,-7.3,-15.1,2.78,1.06,0.79,1.43,2.52,0.59,1.07,1.89,1.26
