code,category,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2
0001,Industrial Products & Services,1.01,0.315,1.2,0.32,35.0,0.03,2.97,0.02,1.49,9.16,9.65,0.0,0.0
0002,Health Care,3.08,1.6,3.35,1.25,16.0,0.19,6.17,0.07,2.4,15.52,13.64,0.12,0.18
0005,Technology,0.15,0.035,0.245,0.0804,-51.0,-0.0,-0.0,0.0,0.0,-3.61,18.35,0.0,0.0
0006,Technology,0.28,0.18,0.39,0.5,-7.0,-0.04,-14.29,0.0,0.0,-8.42,0.09,0.0,0.0
0007,Telecommunications & Media,0.125,0.06,0.475,0.0875,-1.0,-0.12,-96.0,0.0,0.0,-141.49,-26.21,0.02,0.02
0007,Telecommunications & Media,0.125,0.06,0.475,0.0875,-1.0,-0.12,-96.0,0.0,0.0,-141.49,3.11,0.02,0.02
0008,Technology,0.475,0.3,0.645,0.34,19.0,0.02,4.21,0.02,3.16,7.35,9.33,0.01,0.02
0011,Utilities,0.25,0.15,0.28,0.25,8.0,0.03,12.0,0.02,6.4,12.84,7.67,0.3,0.25
0012,Consumer Products & Services,0.76,0.53,0.92,0.724,12.0,0.06,7.89,0.02,2.63,8.65,8.69,0.03,0.04
0012,Consumer Products & Services,0.76,0.53,0.92,0.724,12.0,0.06,7.89,0.02,2.63,8.65,9.13,0.04,0.04
0017,Telecommunications & Media,0.065,0.02,0.075,0.0418,-4.0,-0.02,-30.77,0.0,0.0,-38.04,-18.28,0.02,0.02
0018,Technology,0.025,0.005,0.07,0.0585,6.0,0.0,0.0,0.0,0.0,6.84,15.59,0.0,0.0
0020,Technology,0.015,0.005,0.025,0.02,-3.0,-0.0,-0.0,0.0,0.0,-23.5,-14.98,0.02,0.02
0020,Technology,0.015,0.005,0.025,0.02,-3.0,-0.0,-0.0,0.0,0.0,-23.5,-14.98,0.02,0.02
0021,Technology,1.95,1.04,2.1,0.5883,62.0,0.03,1.54,0.0,0.0,5.37,6.77,0.05,0.06
0021,Technology,1.95,1.04,2.1,0.5883,62.0,0.03,1.54,0.0,0.0,5.37,7.21,0.04,0.04
0022,Consumer Products & Services,0.08,0.025,0.175,0.04,-24.0,-0.0,-0.0,0.0,0.0,-8.25,-8.63,0.16,0.16
0023,Technology,0.35,0.165,0.57,0.2,32.0,0.01,2.86,0.01,2.86,5.5,4.98,0.0,0.0
0024,Industrial Products & Services,0.09,0.025,0.1,0.085,-39.0,-0.0,-0.0,0.0,0.0,-2.71,-7.78,0.13,0.14
0024,Industrial Products & Services,0.09,0.025,0.1,0.085,-39.0,-0.0,-0.0,0.0,0.0,-2.71,1.13,0.13,0.06
0025,Industrial Products & Services,0.125,0.075,0.195,0.24,86.0,0.0,0.0,0.0,0.0,0.58,4.8,0.05,0.03
0025,Industrial Products & Services,0.125,0.075,0.195,0.24,86.0,0.0,0.0,0.0,0.0,0.58,4.8,0.05,0.03
0026,Technology,0.05,0.015,0.115,0.08,-139.0,-0.0,-0.0,0.0,0.0,-0.5,17.46,0.02,0.0
0026,Technology,0.05,0.015,0.115,0.08,-139.0,-0.0,-0.0,0.0,0.0,-0.5,17.46,0.02,0.0
0028,Industrial Products & Services,0.11,0.065,0.22,0.1868,-11.0,-0.01,-9.09,0.0,0.0,-5.25,-4.29,0.04,0.04
0029,Technology,0.055,0.015,0.07,0.09,-16.0,-0.0,-0.0,0.0,0.0,-3.67,-4.59,4.22,4.25
0029,Technology,0.055,0.015,0.07,0.09,-16.0,-0.0,-0.0,0.0,0.0,-3.67,-4.59,4.22,4.25
