code,name,category,Annual,nYear,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EY avg,EY std,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,Revenue GR 3Y avg,Revenue GR 5Y avg,Revenue GR 10Y avg,NP GR 3Y avg,NP GR 5Y avg,NP GR 10Y avg,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,check NP,check EPS GR,check OCF,neg Revenue GR,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end
2984,FACB INDUSTRIES INCORPORATED BERHAD,Industrial Products & Services,2020-06-01,10,1.45,1.0,1.6,2.71,51.0,0.03,2.07,0.0,0.0,1.05,1.0,0.01,0.01,11.24,-44.33,119.0,37.34,35.16,0.0,1.35,24.19,0.3,2.92,1.35,2.22,1.26,1.81,2.22,31.64,-14.99,-9.38,-16.89,-14.18,-14.64,0.0,-36.17,-14.15,-14.63,0,0,0,1+3+5+6+8+9,3+8+9+10,2+3+5+6+7+8+9+10,1+2+6+7+10,252,34,-0.08,0.03,-18,-5
3018,OLYMPIA INDUSTRIES BERHAD,Consumer Products & Services,2019-12-01,10,0.09,0.05,0.135,0.37,-2.0,-0.05,-55.56,0.0,0.0,-12.78,-5.61,0.09,0.38,-11.38,-15.5,12.0,-1.75,10.75,0.0,-10.7,22.98,0.23,0.14,-10.7,0.0,0.0,0.0,0.0,0.0,-2.71,-5.32,-9.56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+5+6+7+8+9+10,1+5+6+7+8+9+10,1+2+4+5+6+7+8+9+10,2+3+8+9+10,328,125,-0.02,-0.02,0,23
3026,DUTCH LADY MILK INDUSTRIES BERHAD,Consumer Products & Services,2019-12-01,10,34.4,34.0,48.48,2.69,28.0,1.25,3.63,0.8,2.33,46.39,82.41,0.02,0.0,11.84,13.85,33.88,23.86,24.3,5.52,4.39,1.21,3.16,3.65,4.39,1.83,1.75,1.83,1.83,43.24,0.6,1.29,4.42,-1.29,5.48,0.0,-11.6,-1.28,5.52,1,0,0,2+10,+,1+3+6+10,1+2+3+4+5+6+7+8+9+10,697,1067,1.0,1.6,0,0
3042,PETRON MALAYSIA REFINING & MARKETING BHD,Energy,2019-12-01,10,5.13,2.49,6.75,6.2897,-53.0,-0.1,-1.95,0.12,2.34,-1.55,10.25,0.02,0.02,1.55,-13.04,9.03,-2.0,6.52,1.98,12.28,12.35,12.49,14.97,12.28,3.77,3.2,2.88,3.77,16.63,14.65,1.0,3.61,0.0,1.99,0.0,-9.33,0.0,1.98,0,0,0,1+4+5+6+7+10,6+7,1+2+5+6+7+8+9+10,2+9,8427,11457,0.99,0.66,319,868
3069,MEGA FIRST CORPORATION BERHAD,Utilities,2019-12-01,10,7.95,3.1,8.04,3.98,13.0,0.63,7.92,0.06,0.75,15.83,10.64,0.29,0.02,15.94,5.83,14.19,10.01,8.65,1.01,12.37,3.0,8.68,10.7,12.37,2.73,1.01,1.82,2.73,18.32,-8.48,0.85,4.24,17.06,8.88,0.0,1.01,5.58,3.94,1,0,1,1+2+3+5+7+10,+,2+3+6+8+10,+,523,702,0.25,0.36,97,42
3107,FIMA CORPORATION BERHAD,Industrial Products & Services,2020-03-01,10,1.78,1.01,1.85,2.28,32.0,0.06,3.37,0.12,7.02,2.46,2.09,0.03,0.02,15.86,7.03,28.1,17.57,16.96,0.0,7.16,3.39,7.7,7.84,7.16,4.52,7.99,7.07,4.52,60.0,-13.23,-8.45,-1.41,-26.78,-15.15,0.0,-32.08,-32.95,-15.09,1,0,0,1+2+3+4+5,+,1+3+4+5+8+9,3,298,243,0.33,0.05,92,18
3182,GENTING BERHAD,Consumer Products & Services,2019-12-01,10,4.26,2.91,5.447,8.63,-32.0,-0.13,-3.05,0.22,5.16,-1.56,5.73,1.09,0.85,9.05,8.52,24.21,16.37,17.21,5.93,6.4,2.22,6.21,6.16,6.4,0.96,1.99,1.38,0.96,15.76,5.58,3.48,9.29,5.93,1.14,0.0,-3.38,5.93,6.28,1,0,1,5+7+8+10,+,2+3+5+6+7+10,+,15195,21617,0.59,0.52,6281,6792
3247,GUH HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,10,0.51,0.16,0.6,1.73,-4.0,-0.12,-23.53,0.0,0.0,-6.71,0.99,0.09,0.07,4.9,-45.0,25.5,-9.75,14.0,0.0,6.16,5.46,-0.77,1.98,6.16,2.41,0.0,1.69,2.41,31.62,2.03,2.33,2.05,-24.54,-20.6,0.0,-35.67,-24.46,-18.94,0,0,0,1+2+5+8+10,2+3,1+2+3+5+6+7+9+10,3+4,309,334,0.14,0.02,15,17
3298,HEXZA CORPORATION BERHAD,Industrial Products & Services,2020-06-01,10,1.16,0.59,2.26,1.32,14.0,0.08,6.9,0.08,6.47,6.3,6.82,0.0,0.0,8.05,-6.6,23.17,8.28,14.83,1.92,5.2,7.13,-1.6,3.16,5.2,6.35,6.36,5.57,6.35,71.87,-6.68,-9.41,-5.41,1.95,-0.28,0.0,-11.48,1.92,-0.26,0,0,1,1+3+4+5+8+10,3,2+3+7+9+10,+,147,92,0.06,0.07,19,30
3395,BERJAYA CORPORATION BERHAD,Industrial Products & Services,2020-06-01,10,0.18,0.163,0.274,1.2483,-7.0,-0.02,-11.11,0.0,0.0,-1.93,-1.69,0.76,0.76,1.1,-12.83,40.0,13.58,14.73,0.0,4.14,18.72,-7.87,2.92,4.14,1.84,0.0,1.26,1.84,0.0,-5.92,-3.54,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+9+10,1+2+4+6,1+2+3+4+5+6+7+8+10,1+2+3+4+5+6+7+8+9+10,6756,6990,0.02,-0.02,0,0
3476,KECK SENG (MALAYSIA) BERHAD,Industrial Products & Services,2019-12-01,10,3.64,3.3,4.62,6.06,447.0,0.01,0.27,0.0,0.0,0.13,3.93,0.08,0.0,10.4,7.38,76.67,42.02,24.12,0.0,6.03,3.12,3.02,4.72,6.03,2.05,2.25,2.15,2.05,37.54,-2.7,-2.32,0.57,-7.4,-1.29,0.0,-7.85,-7.35,-1.29,1,0,1,2+5+7+8+10,+,3+4+6+9+10,+,1019,966,0.61,0.25,48,100
3514,MARCO HOLDINGS BERHAD,Consumer Products & Services,2019-12-01,10,0.12,0.08,0.185,0.2,9.0,0.01,8.33,0.0,2.5,6.8,7.88,0.02,0.02,10.56,7.0,14.0,10.5,9.78,7.72,10.94,2.65,8.06,10.08,10.94,6.19,5.16,4.43,6.19,40.2,-6.04,-0.27,4.88,-3.0,11.15,0.0,-3.58,-3.65,7.72,1,0,1,1+2+3+8+10,+,2+3+4+7+10,+,113,150,0.01,0.01,3,8
3662,MALAYAN FLOUR MILLS BERHAD,Consumer Products & Services,2019-12-01,10,0.995,0.335,1.03,1.05,-117.0,-0.01,-1.01,0.03,3.02,-0.81,4.52,0.24,0.22,2.35,9.64,33.0,21.32,16.75,0.0,6.79,2.25,5.74,6.12,6.79,3.5,5.56,4.83,3.5,93.0,1.84,3.24,8.36,-8.59,-3.67,0.0,-37.99,-22.58,-14.87,1,0,0,3+6+10,+,2+3+5+8+9+10,6+8,1555,2682,0.23,0.03,15,139
3689,FRASER & NEAVE HOLDINGS BHD,Consumer Products & Services,2020-09-01,10,30.44,24.12,34.4,7.75,27.0,1.14,3.75,0.6,1.97,14.73,15.72,0.0,0.0,8.8,15.57,36.27,25.92,26.17,7.89,4.0,0.93,3.14,3.47,4.0,2.55,1.67,1.99,2.55,61.59,-0.93,-0.36,0.92,7.94,-5.12,0.0,8.27,7.89,-5.38,1,0,1,1+2+4+9,+,4+7+8+9+10,+,3915,3988,1.06,1.11,421,343
3719,PANASONIC MANUFACTURING MALAYSIA BERHAD,Consumer Products & Services,2020-03-01,10,29.92,22.82,34.44,12.23,19.0,1.59,5.31,1.98,6.62,13.0,14.15,0.0,0.0,10.6,12.26,21.67,16.96,16.48,3.31,6.23,1.0,6.01,6.44,6.23,3.27,5.24,4.28,3.27,53.61,-2.15,2.47,4.46,3.28,6.08,0.0,-2.62,3.31,6.08,1,0,1,1+2+8+9,+,2+4+9,+,761,1052,1.36,1.93,66,119
3778,MELEWAR INDUSTRIAL GROUP BERHAD,Industrial Products & Services,2020-06-01,10,0.415,0.09,0.62,0.93,27.0,0.02,4.82,0.0,0.0,1.63,-0.44,0.09,0.09,-2.96,-1.81,25.67,11.93,9.01,0.0,-49.04,140.79,25.0,-4.83,-49.04,0.26,0.0,0.0,0.26,15.2,-8.27,-2.24,-1.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+7,1+3+4+6+8+9,1+2+3+4+5+6+7+8+9+10,2+3+4+7+9,755,597,0.03,0.0,33,59
3816,MISC BERHAD,Transportation & Logistics,2019-12-01,10,6.2,5.96,8.55,7.39,-79.0,-0.08,-1.29,0.33,5.32,-1.06,4.07,0.31,0.22,15.59,12.13,47.65,29.89,21.62,0.0,5.37,1.82,4.7,5.54,5.37,2.92,4.53,3.92,2.92,37.07,-2.25,-0.73,-5.12,-8.34,-0.63,0.0,-17.89,-8.32,-1.21,1,0,0,2+4+7+8+9+10,+,2+3+8+10,4+5+6+7+8+9+10,13775,8963,0.17,0.32,0,5579
3859,MAGNUM BERHAD,Consumer Products & Services,2019-12-01,10,2.16,1.683,2.564,1.71,26.0,0.08,3.7,0.16,7.33,4.82,9.71,0.31,0.27,8.38,7.22,27.86,17.54,14.92,8.1,7.66,3.0,6.08,6.12,7.66,7.59,6.68,6.56,7.59,111.64,0.58,-1.29,-2.03,-1.39,-3.1,0.0,8.1,-1.37,-6.0,1,0,1,3+4+5+6+7+8+9+10,+,2+4+5+6+7+8+10,+,3616,2706,0.28,0.17,556,160
3867,MALAYSIAN PACIFIC INDUSTRIES BERHAD,Technology,2020-06-01,10,36.14,7.39,37.7,7.64,44.0,0.82,2.27,0.27,0.75,10.7,11.55,0.02,0.02,6.82,-29.9,42.83,6.46,17.22,4.06,5.9,3.76,7.32,8.0,5.9,3.09,2.74,2.66,3.09,41.64,0.43,2.39,1.22,7.12,1.97,0.0,-4.96,7.08,4.06,0,0,1,2+3+9,9,2+3+8+9+10,+,1415,1564,0.3,0.8,269,423
3891,MALAYAN UNITED INDUSTRIES BERHAD,Consumer Products & Services,2020-06-01,10,0.09,0.05,0.205,0.0636,-1.0,-0.07,-77.78,0.0,0.0,-103.62,-68.46,3.71,3.64,-18.23,-8.75,23.0,7.12,21.17,0.0,-8.33,15.71,-25.29,-19.5,-8.33,0.0,0.0,0.0,0.0,0.0,-10.4,-11.59,-9.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+7+8+9+10,1+2+3+4+5,1+2+3+4+5+6+8+9+10,10,908,298,0.0,-0.07,0,22
3905,MULPHA INTERNATIONAL BERHAD,Consumer Products & Services,2019-12-01,10,1.29,1.1,1.75,8.84,4.0,0.35,27.13,0.0,0.0,3.95,-6.92,0.27,0.24,3.22,-2.93,3.75,0.41,1.55,0.0,25.83,210.79,17.26,74.92,25.83,0.0,0.0,0.0,0.0,0.0,-12.68,-2.38,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+5+8+9+10,1+7+8,1+2+3+4+6+7+8+10,2+5+6+8+9+10,794,850,0.54,-0.66,-44,135
4006,ORIENTAL HOLDINGS BERHAD,Consumer Products & Services,2019-12-01,10,5.25,4.422,6.348,10.2959,36.0,0.15,2.86,0.3,5.71,1.43,5.33,0.01,0.01,6.81,7.52,28.3,17.91,15.55,0.83,7.45,2.68,10.49,8.88,7.45,2.1,3.42,3.1,2.1,25.84,-2.23,8.3,4.15,1.27,0.45,0.0,8.06,1.27,0.83,1,0,1,1+7+8+9+10,+,1+5+7+8+10,+,3230,5162,0.4,0.57,407,478
4065,PPB GROUP BERHAD,Consumer Products & Services,2019-12-01,10,18.7,15.0,19.74,15.49,21.0,0.9,4.81,0.31,1.66,5.82,5.43,0.01,0.01,32.62,13.08,24.87,18.98,21.37,3.29,4.82,0.99,4.48,4.54,4.82,1.31,1.4,1.35,1.31,26.28,3.81,4.82,8.85,4.68,-3.4,0.0,3.29,4.69,-3.3,1,0,0,10,+,2+4+6+8+9+10,3+9,2274,4684,1.32,0.81,240,401
4081,PAN MALAYSIA CORPORATION BERHAD,Consumer Products & Services,2020-06-01,10,0.12,0.075,0.195,0.4024,-714.0,-0.0,-0.0,0.0,0.0,-0.05,-2.79,0.0,0.0,0.53,-14.0,10.0,-2.0,8.53,0.0,0.18,8.53,-5.05,-2.71,0.18,5.65,2.67,11.3,5.65,43.48,-9.13,-4.4,-2.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4+6+7+10,1+2+3+4+10,1+2+3+4+6+9+10,1+3+4+5+10,79,55,-0.01,-0.01,-3,-7
4197,SIME DARBY BERHAD,Consumer Products & Services,2020-06-01,10,2.28,1.459,2.55,2.16,18.0,0.13,5.7,0.1,4.39,5.82,5.52,0.11,0.1,5.83,8.75,26.39,17.57,17.19,0.01,6.28,1.95,7.73,6.43,6.28,3.61,4.87,4.15,3.61,84.96,5.91,-3.32,1.18,-18.73,-0.41,0.0,-30.92,-20.32,0.01,1,0,1,4+6+7+8,+,1+2+3+4+6+7+8,+,41859,36934,0.61,0.12,3393,3012
4219,BERJAYA LAND BERHAD,Consumer Products & Services,2020-06-01,10,0.17,0.105,0.215,0.81,-9.0,-0.02,-11.76,0.0,0.0,-2.42,-1.58,0.81,0.81,-0.27,-17.0,83.0,33.0,46.62,0.0,-2.15,10.9,-0.35,-6.35,-2.15,1.19,0.0,0.38,1.19,0.0,-4.61,0.44,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+10,1+2+4+5,1+2+3+4+5+7+8+9+10,1+2+3+4+5+6+7+8+9+10,4049,5160,0.02,-0.01,0,0
4235,LION INDUSTRIES CORPORATION BERHAD,Industrial Products & Services,2020-06-01,10,0.575,0.12,0.77,1.79,-1.0,-0.46,-80.0,0.0,0.0,-25.53,-26.7,0.07,0.05,-6.8,-24.4,8.0,-8.2,5.77,0.0,-76.06,115.67,-70.29,-110.93,-76.06,0.64,0.0,0.0,0.64,1.16,-4.57,-3.58,-7.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+6+7+8+10,1+2+5+6+7+8+9,1+2+4+5+6+7+8+9+10,2+9+10,4949,2318,0.32,-0.57,-121,16
4243,WTK HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,9,0.425,0.2,0.575,1.71,-1.0,-0.51,-120.0,0.01,2.35,-29.61,-10.65,0.19,0.11,-5.22,-2.54,12.11,4.78,9.18,0.0,-0.97,27.74,-19.18,-9.69,0.0,2.44,2.29,2.08,0.0,21.19,-5.15,-2.75,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1+4+6+7+9,1+3,1+2+3+4+6+8,+,686,589,0.16,-0.23,78,17
4324,HENGYUAN REFINING COMPANY BERHAD,Energy,2019-12-01,10,5.83,2.2,7.33,7.1637,17.0,0.34,5.83,0.0,0.0,4.7,1.73,0.26,0.3,0.69,-26.25,46.6,10.18,20.64,0.0,0.5,33.48,8.0,20.54,0.5,1.59,0.14,0.09,1.59,14.54,14.74,-2.39,3.52,0.0,-19.06,0.0,-52.5,0.0,-18.86,0,0,0,2+4+5+6+7+10,6+7+8+9,2+4+5+6+7+8+9+10,4+7+8,10376,12637,0.35,0.12,181,1317
4359,TURIYA BERHAD,Technology,2020-03-01,8,0.32,0.06,0.395,0.53,134.0,0.0,0.0,0.0,0.0,0.45,0.38,0.28,0.29,-16.15,-20.0,23.0,1.5,19.5,0.0,-12.68,21.49,-4.03,-2.17,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,-7.39,-8.86,-18.05,-33.34,0.0,0.0,-18.02,-33.3,0,0,0,1+4+5+6+7,1+2+3+6+7+8,1+2+3+4+6+7+8,1+3+7+8,39,18,-0.07,0.0,-3,0
4405,TAN CHONG MOTOR HOLDINGS BERHAD,Consumer Products & Services,2019-12-01,10,1.08,0.98,1.34,4.47,-7.0,-0.14,-12.96,0.04,3.7,-3.23,1.49,0.2,0.19,1.96,-22.25,23.55,0.65,16.68,0.0,3.82,6.01,2.39,1.39,3.82,2.34,2.22,2.17,2.34,26.65,-8.58,-2.6,3.86,-16.24,-11.81,0.0,0.0,-16.23,-11.78,0,0,0,1+3+4+6+10,3+4,1+2+3+4+5+6+8+9+10,4+5+7+10,3505,4172,0.35,0.07,-10,24
4456,DAGANG NEXCHANGE BERHAD,Technology,2019-12-01,10,0.37,0.07,0.315,0.26,-41.0,-0.01,-2.7,0.0,0.0,-3.42,6.5,0.04,0.05,25.01,-30.0,45.0,7.5,16.07,2.3,11.08,15.43,7.48,13.13,11.08,5.15,1.94,1.95,5.15,18.99,17.63,27.33,8.88,19.72,2.43,0.0,-47.11,2.3,-5.28,0,0,0,1+7+9+10,7+8,1+2+3+5+6+7+8+10,1+2+3+4+5+6+7+8+9+10,88,290,0.01,0.02,0,0
4588,UMW HOLDINGS BERHAD,Consumer Products & Services,2019-12-01,10,2.88,1.65,4.19,3.2498,13.0,0.23,7.99,0.06,2.08,7.05,9.84,0.34,0.45,1.07,-262.33,21.54,-120.4,16.84,1.24,0.12,11.65,1.14,-5.61,0.12,2.59,0.53,1.41,2.59,39.27,2.32,-4.7,0.91,-4.27,-2.09,0.0,0.0,-6.96,1.24,0,0,1,4+5+7+10,3+4+5,2+3+4+5+6+7+9+10,+,12820,11739,0.46,0.39,1002,255
4634,POS MALAYSIA BERHAD,Transportation & Logistics,2019-03-01,10,0.995,0.52,1.42,1.76,-3.0,-0.32,-32.16,0.0,0.0,-17.91,-9.06,0.36,0.12,4.06,-7.05,32.62,12.78,19.89,0.0,3.69,6.29,-0.4,1.44,3.69,4.31,5.95,4.61,4.31,0.0,11.1,10.54,9.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1+7+9+10,1,1+2+4+5+9+10,+,903,2355,0.14,-0.21,107,103
4677,YTL CORPORATION BERHAD,Utilities,2020-06-01,10,0.66,0.581,1.016,1.17,-36.0,-0.02,-3.03,0.0,0.0,-1.58,-1.47,2.79,2.7,4.09,-41.5,56.0,7.25,23.26,0.0,4.61,3.04,0.68,2.32,4.61,3.6,4.27,4.87,3.6,155.33,9.2,2.74,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,4+5+6+7+8,1,1+2+3+4+5+6,+,18355,19178,0.1,-0.02,3567,3043
4707,NESTLE (MALAYSIA) BERHAD,Consumer Products & Services,2019-12-01,10,137.3,120.0,147.4,2.53,58.0,2.35,1.71,2.8,2.04,93.05,102.01,0.32,0.27,11.38,25.95,52.46,39.2,34.26,1.84,3.09,0.65,2.17,2.69,3.09,2.97,2.13,2.75,2.97,84.78,2.91,2.79,3.95,4.1,6.7,0.0,1.84,4.08,6.7,1,0,1,1+8+10,+,6+10,+,4026,5518,1.67,2.87,509,726
4715,GENTING MALAYSIA BERHAD,Consumer Products & Services,2019-12-01,10,2.57,1.83,2.954,2.71,-9.0,-0.29,-11.28,0.2,7.78,-10.71,7.6,0.65,0.5,12.37,8.98,28.15,18.56,16.68,0.63,5.89,2.73,3.72,5.46,5.89,2.21,2.92,2.33,2.21,24.71,5.23,4.81,7.62,3.26,0.53,0.0,-21.42,3.29,0.63,0,0,1,6+8+10,2,1+2+3+6+8+10,+,5333,10406,0.22,0.25,1467,2577
4731,SCIENTEX BERHAD,Industrial Products & Services,2020-07-01,10,4.23,3.91,11.496,5.15,16.0,0.26,6.15,0.23,5.44,5.03,16.3,0.14,0.14,10.17,34.29,70.56,52.42,47.98,11.22,2.2,0.48,2.63,2.28,2.2,0.67,0.83,0.68,0.67,28.92,13.55,14.32,17.61,19.79,20.52,0.0,11.22,16.67,18.38,1,1,1,+,+,+,+,804,3517,0.06,0.25,111,715
4758,ANCOM BERHAD,Industrial Products & Services,2020-05-01,10,1.15,0.363,1.2,1.43,-122.0,-0.01,-0.87,0.0,0.0,-0.66,-3.09,0.21,0.26,-0.03,-18.62,43.0,12.19,16.55,0.0,-1.28,11.39,7.22,4.39,-1.28,0.23,0.0,0.0,0.23,0.0,-4.82,-1.14,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6+7+10,1+5+8+9+10,1+2+4+5+6+7+8+9+10,4+8,1507,1466,-0.05,-0.04,27,126
4847,KONSORTIUM TRANSNASIONAL BERHAD,Consumer Products & Services,2019-12-01,10,0.145,0.025,0.255,-0.11,-2.0,-0.08,-55.17,0.0,0.0,76.18,0.0,0.0,0.0,-27.02,-2.7,28.5,12.9,14.67,0.0,-61.2,86.81,-159.23,-104.77,-61.2,0.0,0.0,0.0,0.0,0.0,-9.19,-10.39,-7.53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+5+6+8+9+10,1+2+3+4+9+10,1+2+3+4+5+6+8+9+10,5,265,129,-0.1,-0.22,32,4
4898,TA ENTERPRISE BERHAD,Financial Services,2019-12-01,10,0.65,0.335,0.655,1.33,-7.0,-0.1,-15.38,0.01,1.54,-7.22,6.06,0.15,0.21,9.9,4.65,15.75,10.2,9.87,4.08,11.98,5.1,14.32,14.95,11.98,3.93,5.46,4.28,3.93,3.74,3.73,-2.24,5.96,7.8,2.91,0.0,10.24,7.78,4.08,1,0,0,1+4+9+10,+,2+4+5+7+9+10,9,497,882,0.06,0.09,32,64
4944,NYLEX (MALAYSIA) BERHAD,Industrial Products & Services,2020-05-01,10,0.625,0.322,0.961,1.7,-6.0,-0.1,-16.0,0.0,0.0,-5.86,-7.4,0.11,0.14,0.29,-32.0,16.0,-8.0,10.6,0.0,6.4,8.79,-0.94,3.75,6.4,3.26,3.02,2.97,3.26,51.16,-5.28,-2.24,-0.73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6+7,1+2,1+2+3+6+8+10,2+4+8+10,1227,1136,0.07,-0.13,-6,93
4952,AMANAH HARTA TANAH PNB,Real Estate Investment Trusts,2019-12-01,10,1.0,0.58,1.0,1.2573,39.0,0.03,3.0,0.0,0.0,2.03,4.53,0.45,0.44,56.07,8.33,97.5,52.92,22.05,8.35,7.57,3.17,8.37,7.63,7.57,6.21,5.15,5.93,6.21,98.03,18.19,23.48,15.8,26.9,5.54,0.0,91.29,8.35,-2.39,1,0,0,1+2+5+6+8+10,+,2+4+6+7+9+10,5,10,39,0.1,0.06,8,16
4995,VERSATILE CREATIVE BERHAD,Industrial Products & Services,2020-03-01,8,0.7,0.18,0.9,0.26,-27.0,-0.03,-4.29,0.0,0.0,-9.96,-37.66,0.01,0.01,-12.17,-34.5,12.5,-11.0,12.5,0.0,-14.15,18.03,-31.64,-19.57,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,-1.13,-1.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6,1+2+3+4+5+6+8,1+2+3+4+5+6+7+8,1+2+3+5,61,47,0.02,-0.1,2,-4
5000,HUME INDUSTRIES BERHAD,Industrial Products & Services,2020-06-01,7,0.975,0.655,1.86,0.8,-24.0,-0.04,-4.1,0.0,0.0,-5.13,-11.08,0.56,0.59,-2.97,-13.39,57.0,21.8,37.76,0.0,-5.13,7.84,-12.46,-6.48,0.0,0.38,0.0,0.37,0.0,11.33,-4.16,4.29,28.26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+7,1+2+3+7,1+2+3+4+5+6+7,2+7,41,583,-0.18,-0.09,-3,12
5007,CHIN WELL HOLDINGS BERHAD,Industrial Products & Services,2020-06-01,10,1.03,0.68,1.41,1.97,354.0,0.0,0.0,0.02,1.46,0.15,0.42,0.0,0.0,7.06,6.9,101.0,53.95,18.98,0.0,9.59,3.5,8.15,9.68,9.59,3.57,4.65,4.79,3.57,39.5,0.86,1.26,2.85,-43.16,-16.07,0.0,-63.59,-43.6,-16.74,1,0,1,1+8+9,+,1+4+8,+,502,535,0.13,0.01,30,37
5008,HARRISONS HOLDINGS (MALAYSIA) BERHAD,Consumer Products & Services,2019-12-01,10,3.9,2.89,4.01,4.74,11.0,0.37,9.49,0.2,5.13,7.8,8.58,0.19,0.17,1.58,-22.5,13.76,-4.37,9.37,9.31,10.02,5.85,9.19,8.84,10.02,5.43,5.79,5.45,5.43,42.71,5.55,4.06,5.26,0.0,-1.22,0.0,9.31,0.0,-1.24,0,0,0,10,6,5+6+7+8+9+10,3+6+8,1184,1764,0.54,0.39,21,106
5009,WHITE HORSE BERHAD,Industrial Products & Services,2019-12-01,10,0.645,0.565,1.01,2.61,-2.0,-0.33,-51.16,0.0,0.0,-12.62,-9.5,0.04,0.05,1.73,-13.91,97.0,41.54,21.46,0.0,4.13,12.42,-11.29,-4.46,4.13,4.15,1.3,2.65,4.15,37.8,-8.79,-7.17,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1+2+3+4+5+9+10,1+2,1+2+3+4+5+8+9+10,+,530,527,0.28,-0.28,47,62
5010,TONG HERR RESOURCES BERHAD,Industrial Products & Services,2019-12-01,10,2.28,1.23,2.45,3.07,12.0,0.19,8.33,0.1,4.39,6.21,4.28,0.03,0.04,5.15,-101.0,17.54,-41.73,10.98,6.86,9.08,4.72,8.63,8.31,9.08,6.1,7.34,6.96,6.1,72.98,4.09,2.83,11.82,-8.13,8.92,0.0,-28.1,-11.72,6.86,0,0,0,1+4+8+10,5,1+4+5+8+10,6+10,344,647,0.2,0.13,-40,91
5011,MESINIAGA BERHAD,Technology,2019-12-01,10,1.57,0.55,1.75,1.7988,16.0,0.1,6.37,0.0,0.0,5.44,-0.77,0.01,0.03,-0.72,-123.0,21.0,-51.0,11.58,0.0,-2.35,16.38,2.99,-3.24,-2.35,5.47,3.1,1.86,5.47,48.98,11.27,4.14,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+5+6+7+9+10,1+2+5+6+7,1+2+4+5+6+7+8+10,4+6+8+9,322,314,0.19,-0.01,10,131
5014,MALAYSIA AIRPORTS HOLDINGS BERHAD,Transportation & Logistics,2019-12-01,10,5.35,3.92,7.2,5.3073,-22.0,-0.24,-4.49,0.15,2.8,-4.56,5.19,0.42,0.41,7.69,-561.0,606.0,22.5,92.94,213.27,3.6,2.35,3.23,1.94,3.6,1.78,1.55,1.48,1.78,45.01,7.7,9.29,12.28,-6.42,3.56,0.0,213.27,-11.14,-1.17,1,0,1,6+10,+,1+3+4+5+7+8+10,+,1813,5213,0.27,0.28,297,2129
5015,APM AUTOMOTIVE HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,10,2.23,1.5,2.66,6.35,-66.0,-0.03,-1.35,0.1,4.48,-0.53,2.17,0.01,0.01,5.87,7.42,17.95,12.68,11.69,0.0,9.3,2.62,6.5,6.85,9.3,4.55,4.89,4.96,4.55,48.09,6.57,4.04,5.01,-22.66,-9.35,0.0,-17.55,-22.68,-9.3,1,0,1,3+5+6+10,+,1+2+3+4+5+6+8+9+10,+,1179,1497,0.64,0.14,168,74
5016,WARISAN TC HOLDINGS BERHAD,Consumer Products & Services,2019-12-01,10,1.27,1.11,1.72,4.4,-2.0,-0.59,-46.46,0.0,0.0,-13.36,-2.06,0.04,0.05,0.7,-21.5,296.0,137.25,82.67,0.0,1.77,4.6,1.15,-0.08,1.77,3.38,1.73,2.42,3.38,20.88,1.49,-0.86,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1+2+4+5+6+7+10,1+4,1+3+4+5+6+7+10,+,364,440,0.2,-0.1,30,137
