code,nYear,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end,ROE,ROE2,D/E,D/E2,P/E mid,EPS,EPS GR min,EY level,DY level,neg Revenue count,neg EPS count,neg OCF count,Revenue Growth,EPS Growth,OCF Growth,ROE Health,D/E Health,3G2H,PE Value,EPS GR Value
4731,10,804,3517,0.06,0.25,111,715,5.03,16.3,0.14,0.14,52.42,0.26,11.22,3,5,0,0,0,1.0,1.0,1.0,0.5,1.0,4.5,13.63,2.92
5168,10,735,2924,0.07,0.13,185,656,45.0,18.08,0.06,0.08,78.46,0.55,10.05,2,0,0,4,0,1.0,0.0,1.0,1.0,1.0,4.0,43.15,5.53
0208,5,21,216,0.02,0.06,8,104,15.18,39.4,0.07,0.1,20.0,0.06,32.52,0,0,2,2,0,0.5,0.5,1.0,1.0,1.0,4.0,1.2,1.95
4707,10,4026,5518,1.67,2.87,509,726,93.05,102.01,0.32,0.27,39.2,2.35,1.84,0,3,3,2,0,0.5,0.5,1.0,1.0,1.0,4.0,92.12,4.32
6645,10,319,504,0.2,0.49,253,361,19.79,26.14,0.34,0.54,16.5,0.42,5.48,4,5,3,1,0,0.5,0.5,1.0,1.0,1.0,4.0,6.93,2.3
0099,10,141,181,0.04,0.06,19,26,21.0,21.85,0.02,0.02,15.56,0.06,10.08,3,5,3,2,0,0.5,0.5,1.0,1.0,1.0,4.0,0.93,0.6
5292,5,76,219,0.04,0.1,32,55,28.86,28.9,0.02,0.02,22.75,0.12,56.52,0,0,1,2,0,0.5,0.5,1.0,1.0,1.0,4.0,2.73,6.78
7087,10,444,1206,0.04,0.28,9,98,16.97,21.41,0.0,0.0,19.98,0.25,0.39,4,5,2,1,0,0.5,0.5,1.0,1.0,1.0,4.0,5.0,0.1
5246,10,1084,1975,0.1,0.19,491,1025,23.13,24.29,0.48,0.48,13.74,0.19,0.14,2,4,2,2,0,0.5,0.5,1.0,1.0,1.0,4.0,2.61,0.03
2836,10,1368,2257,0.44,0.95,223,379,137.39,183.26,0.03,0.04,22.66,0.63,6.58,1,5,2,3,0,0.5,0.0,1.0,1.0,1.0,3.5,14.28,4.15
