code,category,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2
0049,Consumer Products & Services,0.53,0.29,1.52,0.4025,33.0,0.02,3.77,0.01,1.51,4.05,8.18,0.04,0.01
0050,Technology,0.2,0.06,0.355,0.1464,-33.0,-0.01,-5.0,0.0,1.0,-4.17,1.58,0.11,0.11
0051,Technology,0.13,0.045,0.175,0.084,-6.0,-0.02,-15.38,0.0,0.0,-25.36,-37.32,0.04,0.0
0053,Financial Services,0.455,0.3,0.55,0.9,10.0,0.05,10.99,0.0,0.0,5.26,3.46,0.0,0.0
0054,Industrial Products & Services,0.2,0.085,0.355,0.22,25.0,0.01,5.0,0.01,5.0,3.59,6.72,0.07,0.07
0055,Industrial Products & Services,0.22,0.05,0.325,0.07,-73.0,-0.0,-0.0,0.0,0.0,-4.29,-4.14,0.0,0.0
0056,Technology,0.325,0.16,0.37,0.2017,-128.0,-0.0,-0.0,0.0,0.0,-1.24,2.5,0.0,0.01
0058,Industrial Products & Services,1.3,1.15,1.48,2.35,30.0,0.04,3.08,0.04,3.08,1.83,3.15,0.0,0.0
0060,Technology,0.19,0.08,0.44,0.1539,-12.0,-0.02,-10.53,0.0,0.0,-10.27,-15.41,0.27,0.06
0064,Industrial Products & Services,0.15,0.05,0.295,0.18,-20.0,-0.01,-6.67,0.0,0.0,-4.22,-6.19,0.0,0.0
0065,Technology,0.44,0.23,0.67,0.17,32.0,0.01,2.27,0.01,2.27,8.24,9.01,0.0,0.0
0066,Technology,0.03,0.01,0.14,0.0324,-7.0,-0.0,-0.0,0.0,0.0,-12.96,-27.0,0.0,0.01
0068,Technology,0.425,0.06,0.45,0.0329,-12.0,-0.04,-9.41,0.0,0.0,-111.25,-132.16,0.15,0.15
0069,Technology,0.91,0.15,2.05,0.08,140.0,0.01,1.1,0.0,0.0,8.13,-15.02,0.01,0.02
0070,Technology,0.105,0.01,0.305,0.05,-6.0,-0.02,-19.05,0.0,0.0,-33.0,-12.58,0.0,0.0
0072,Industrial Products & Services,0.165,0.015,0.3,0.0581,-48.0,-0.0,-0.0,0.0,0.0,-6.02,-27.85,0.09,0.25
0074,Consumer Products & Services,0.06,0.06,0.431,0.0535,-10.0,-0.01,-16.67,0.0,0.0,-11.59,9.16,0.0,0.0
0075,Health Care,0.275,0.12,0.68,0.05,-9.0,-0.03,-10.91,0.0,0.0,-62.8,-43.73,1.45,1.22
0078,Transportation & Logistics,0.37,0.115,0.545,0.09,98.0,0.0,0.0,0.0,0.54,4.22,3.85,0.1,0.15
0079,Technology,0.075,0.03,0.17,0.1317,-14.0,-0.01,-13.33,0.0,0.0,-4.1,-3.86,0.01,0.01
0080,Transportation & Logistics,0.165,0.13,0.24,0.1737,24.0,0.01,6.06,0.0,0.0,3.97,7.23,0.03,0.03
0081,Industrial Products & Services,0.14,0.035,0.23,0.22,-5.0,-0.03,-21.43,0.0,0.0,-14.09,1.63,0.01,0.02
0083,Technology,0.88,0.273,2.34,0.8355,72.0,0.01,1.14,0.0,0.0,1.46,1.5,0.11,0.11
0084,Industrial Products & Services,0.405,0.19,0.69,0.122,30.0,0.01,2.47,0.01,2.47,10.9,13.1,0.0,0.01
0085,Technology,0.06,0.046,0.371,0.045,-2.0,-0.03,-50.0,0.0,0.0,-77.33,-47.83,0.01,0.01
0086,Technology,0.18,0.09,0.2,4.64,-6.0,-0.03,-16.67,0.0,0.0,-0.64,-12.81,0.0,0.0
0089,Industrial Products & Services,0.43,0.14,0.555,0.4265,69.0,0.01,2.33,0.0,0.0,1.48,4.81,0.08,0.08
0090,Technology,0.93,0.385,1.04,0.16,80.0,0.01,1.08,0.03,3.23,7.25,15.49,0.0,0.0
0091,Energy,0.01,0.005,0.025,-0.1007,-1.0,-0.02,-200.0,0.0,0.0,19.66,0.0,0.0,0.0
0093,Technology,1.31,0.045,2.0,0.1244,-711.0,-0.0,-0.0,0.0,0.0,-1.45,-2.34,0.17,0.17
0094,Technology,0.315,0.015,0.89,0.0906,69.0,0.0,0.0,0.0,0.0,5.08,-50.51,0.0,0.0
0095,Consumer Products & Services,0.195,0.155,0.325,0.75,-2.0,-0.13,-66.67,0.0,0.0,-16.75,-23.36,0.09,0.1
0097,Technology,17.3,6.09,17.9,1.1547,89.0,0.19,1.1,0.04,0.25,16.78,17.78,0.07,0.09
0098,Consumer Products & Services,0.55,0.225,0.845,0.1022,-4.0,-0.14,-25.45,0.0,0.0,-140.9,-86.18,0.09,0.09
0099,Industrial Products & Services,1.1,0.48,1.16,0.3,17.0,0.06,5.45,0.05,4.55,21.0,21.85,0.02,0.02
0100,Industrial Products & Services,0.775,0.065,1.035,0.15,47.0,0.02,2.58,0.0,0.65,11.0,4.42,0.01,0.01
0101,Health Care,0.705,0.365,0.785,0.45,105.0,0.01,1.42,0.0,0.24,1.49,2.78,0.15,0.0
0102,Industrial Products & Services,0.225,0.045,0.39,0.07,-38.0,-0.01,-4.44,0.0,0.0,-8.57,-36.27,0.08,0.29
0104,Technology,4.35,1.03,4.62,1.76,166.0,0.03,0.69,0.0,0.0,1.49,-0.22,0.11,0.12
0105,Industrial Products & Services,0.27,0.03,0.6,0.19,34.0,0.01,3.7,0.0,0.0,4.16,-5.65,0.15,0.0
0106,Technology,1.02,0.355,1.23,0.23,19.0,0.05,4.9,0.04,3.92,22.96,24.38,0.0,0.0
0107,Technology,0.02,0.015,0.07,0.027,-1.0,-0.03,-150.0,0.0,0.0,-126.67,-102.73,0.38,0.73
0108,Technology,0.795,0.343,0.995,0.48,22.0,0.04,5.03,0.02,3.14,7.67,6.21,0.03,0.06
0111,Technology,0.31,0.09,0.705,0.1486,-262.0,-0.0,-0.0,0.0,0.0,-0.81,5.95,0.0,0.0
0112,Technology,0.22,0.13,0.255,0.167,33.0,0.01,4.55,0.0,0.23,4.01,4.01,0.08,0.09
0113,Technology,1.2,0.325,1.44,0.3,67.0,0.02,1.67,0.02,1.67,5.93,12.73,0.0,0.0
0116,Consumer Products & Services,0.605,0.165,0.905,0.0228,856.0,0.0,0.0,0.0,0.0,3.07,-4.49,0.08,0.09
0117,Technology,0.11,0.015,0.175,0.2497,-2.0,-0.07,-63.64,0.0,0.0,-28.59,-29.86,2.41,1.94
0118,Technology,0.205,0.075,0.452,0.02,-44.0,-0.0,-0.0,0.0,0.0,-23.0,-6.61,0.67,0.66
0119,Technology,0.64,0.1,0.91,0.0796,-531.0,-0.0,-0.0,0.0,0.0,-1.51,-0.98,0.0,0.0
0120,Technology,1.51,0.21,1.54,0.27,106.0,0.01,0.66,0.01,0.66,5.26,11.93,0.0,0.0
0122,Industrial Products & Services,0.32,0.125,0.38,0.0751,-23.0,-0.01,-3.12,0.0,0.0,-18.38,-18.65,0.09,0.08
0126,Technology,2.66,0.565,2.71,0.25,48.0,0.06,2.26,0.01,0.38,22.04,36.16,0.06,0.1
0127,Technology,2.37,0.5,2.67,0.38,63.0,0.04,1.69,0.02,0.84,9.95,15.89,0.16,0.18
0128,Technology,4.84,0.985,5.14,0.4,66.0,0.07,1.45,0.02,0.52,18.25,19.71,0.03,0.03
0131,Technology,0.16,0.043,0.255,5.71,-19.0,-0.01,-6.25,0.0,2.5,-0.15,-11.28,0.01,0.01
0132,Technology,0.215,0.02,0.335,0.04,-16.0,-0.01,-4.65,0.0,0.0,-32.75,-30.82,0.25,0.29
0133,Industrial Products & Services,0.035,0.035,0.125,0.19,-8.0,-0.0,-0.0,0.0,0.0,-2.16,-8.25,0.16,0.15
0136,Consumer Products & Services,0.185,0.07,0.245,0.174,16.0,0.01,5.41,0.0,1.08,6.78,0.0,0.21,0.0
0138,Technology,2.0,0.765,2.19,0.2474,28.0,0.07,3.5,0.02,1.25,28.82,42.26,0.14,0.21
0140,Consumer Products & Services,0.44,0.03,0.73,0.11,-16.0,-0.03,-6.82,0.0,0.0,-24.45,-18.19,0.01,0.01
0141,Technology,0.035,0.035,0.035,0.0001,3.0,0.01,28.57,0.0,0.0,10300.0,0.0,0.0,0.0
0143,Technology,0.09,0.02,0.135,0.0225,-6.0,-0.02,-22.22,0.0,0.0,-69.78,-68.64,0.0,0.03
0145,Technology,0.165,0.025,0.265,0.0369,-21.0,-0.01,-6.06,0.0,0.0,-20.87,-39.92,0.0,0.02
0146,Technology,1.68,0.228,2.41,0.3982,152.0,0.01,0.6,0.02,0.89,2.79,23.05,0.03,0.03
0148,Consumer Products & Services,0.23,0.03,0.255,0.16,-7.0,-0.03,-13.04,0.0,0.0,-20.31,-16.39,0.17,0.17
0149,Industrial Products & Services,0.375,0.2,0.395,0.52,22.0,0.02,5.33,0.01,1.44,3.29,4.34,0.0,0.0
0150,Financial Services,0.08,0.018,0.167,0.9176,0.0,0.32,400.0,0.0,0.0,34.88,98.15,0.01,0.03
0151,Industrial Products & Services,2.32,0.59,2.44,0.5018,43.0,0.05,2.16,0.02,0.86,10.72,17.99,0.2,0.17
0152,Technology,0.08,0.08,0.57,0.05,-9.0,-0.01,-12.5,0.0,0.0,-17.4,-23.05,0.46,0.0
0153,Consumer Products & Services,0.4,0.09,0.93,0.21,-18.0,-0.02,-5.0,0.0,0.0,-10.76,-10.66,0.03,0.03
0154,Technology,0.035,0.005,0.05,0.02,-4.0,-0.01,-28.57,0.0,0.0,-50.0,-29.85,0.01,0.01
0155,Health Care,1.14,0.14,1.21,0.0911,7.0,0.16,14.04,0.22,19.3,172.89,0.0,0.07,0.0
0156,Technology,0.14,0.04,0.22,0.11,-9.0,-0.02,-14.29,0.0,0.0,-13.82,-6.55,0.0,0.0
0157,Consumer Products & Services,0.665,0.213,0.98,0.3303,22.0,0.03,4.51,0.01,2.0,9.11,16.57,0.76,0.92
0158,Consumer Products & Services,0.37,0.3,0.49,0.3011,24.0,0.02,5.41,0.0,0.0,5.11,12.7,0.01,0.01
0160,Industrial Products & Services,0.1,0.04,0.13,0.19,-15.0,-0.01,-10.0,0.0,0.0,-3.47,3.01,0.21,0.22
0161,Industrial Products & Services,0.095,0.035,0.135,0.1415,-7.0,-0.01,-10.53,0.0,0.0,-9.47,-9.75,0.57,0.22
0163,Health Care,2.24,0.15,5.83,0.3459,15.0,0.15,6.7,0.0,0.22,42.56,-5.79,0.04,0.19
0166,Technology,3.38,0.9,3.63,0.3844,63.0,0.05,1.48,0.04,1.3,14.02,13.41,0.0,0.0
0167,Industrial Products & Services,0.44,0.055,0.445,0.14,99.0,0.0,0.0,0.0,0.0,3.14,-9.79,0.16,0.16
0168,Industrial Products & Services,0.96,0.3,1.13,0.42,25.0,0.04,4.17,0.02,1.82,9.31,11.16,0.04,0.02
0169,Technology,0.15,0.04,0.58,0.104,-17.0,-0.01,-6.67,0.0,0.0,-8.37,-5.72,0.0,0.0
0170,Consumer Products & Services,0.11,0.06,0.33,0.1078,-42.0,-0.0,-0.0,0.0,0.0,-2.41,5.08,0.21,0.32
0171,Consumer Products & Services,0.22,0.12,0.32,0.2429,14.0,0.02,9.09,0.01,4.55,6.26,8.49,0.02,0.02
0174,Technology,0.07,0.015,0.13,0.05,-7.0,-0.01,-14.29,0.0,0.0,-20.8,-18.72,0.22,0.22
0175,Industrial Products & Services,0.53,0.13,0.61,0.088,-1.0,-0.44,-83.02,0.0,0.0,-502.5,-4.42,0.42,0.22
0176,Technology,0.83,0.315,0.92,0.46,-211.0,-0.0,-0.0,0.0,0.0,-0.85,9.62,0.03,0.03
0177,Industrial Products & Services,0.05,0.01,0.19,0.09,-6.0,-0.01,-20.0,0.0,0.0,-10.11,-15.85,0.22,0.26
0179,Consumer Products & Services,0.255,0.065,0.395,0.1573,-14.0,-0.02,-7.84,0.0,0.0,-11.51,5.15,0.05,0.06
0180,Consumer Products & Services,0.15,0.11,0.245,0.18,24.0,0.01,6.67,0.0,0.0,3.5,3.39,0.18,0.19
0181,Technology,0.83,0.075,0.89,0.19,-4611.0,-0.0,-0.0,0.0,0.0,-0.11,-4.11,0.13,0.13
0182,Health Care,0.76,0.085,2.02,0.14,94.0,0.01,1.32,0.0,0.0,5.79,7.37,0.07,0.08
0183,Consumer Products & Services,0.685,0.255,1.03,0.3572,-28.0,-0.02,-2.92,0.02,2.63,-6.8,-5.41,0.01,0.01
0185,Industrial Products & Services,0.5,0.25,0.855,0.45,24.0,0.02,4.0,0.0,0.0,4.67,0.55,0.22,0.25
0186,Consumer Products & Services,0.81,0.372,0.981,0.3114,13.0,0.06,7.41,0.03,3.69,20.13,12.97,0.57,0.86
0187,Industrial Products & Services,0.255,0.06,0.455,0.13,39.0,0.01,3.92,0.0,0.39,5.0,10.56,0.08,0.09
0188,Industrial Products & Services,1.11,0.1,3.33,0.14,90.0,0.01,0.9,0.0,0.0,8.86,9.61,0.01,0.03
0190,Industrial Products & Services,0.26,0.1,0.355,0.275,14.0,0.02,7.69,0.01,3.85,6.87,2.66,0.11,0.14
0191,Technology,0.24,0.11,0.36,0.2633,-71.0,-0.0,-0.0,0.0,0.0,-1.29,5.1,0.11,0.11
0193,Industrial Products & Services,1.02,0.523,1.22,0.08,146.0,0.01,0.98,0.0,0.39,8.75,17.45,0.08,0.09
0196,Industrial Products & Services,0.51,0.08,0.55,0.13,51.0,0.01,1.96,0.0,0.0,7.69,3.74,0.04,0.05
0197,Consumer Products & Services,0.325,0.1,0.395,0.16,32.0,0.01,3.08,0.0,1.54,6.25,10.49,0.28,0.23
0199,Transportation & Logistics,0.555,0.17,0.64,0.46,18.0,0.03,5.41,0.01,1.17,6.57,3.59,0.24,0.28
0200,Technology,1.69,0.67,1.61,0.19,100.0,0.02,1.18,0.0,0.0,8.89,12.7,0.08,0.09
0201,Health Care,0.89,0.34,1.32,0.29,20.0,0.04,4.49,0.01,1.61,15.03,15.92,0.0,0.0
0202,Technology,0.36,0.18,0.44,0.1206,115.0,0.0,0.0,0.0,0.0,2.57,9.15,0.01,0.02
0203,Technology,0.15,0.035,0.235,0.0782,-60.0,-0.0,-0.0,0.0,0.0,-3.2,5.29,0.0,0.01
0205,Consumer Products & Services,0.29,0.084,0.342,0.16,17.0,0.02,6.9,0.01,2.24,11.0,8.39,0.0,0.0
0207,Industrial Products & Services,0.19,0.05,0.245,0.08,36.0,0.01,5.26,0.0,0.79,6.63,3.71,0.13,0.15
0208,Technology,6.38,0.67,6.75,0.4072,103.0,0.06,0.94,0.0,0.0,15.18,39.4,0.07,0.1
0209,Technology,0.245,0.095,0.325,0.06,55.0,0.0,0.0,0.0,1.02,7.33,13.43,0.01,0.02
0210,Consumer Products & Services,0.245,0.115,0.28,0.2015,13.0,0.02,8.16,0.02,6.12,9.48,13.12,0.2,0.24
0211,Industrial Products & Services,0.345,0.095,0.48,0.55,176.0,0.0,0.0,0.0,0.0,0.36,0.21,0.0,0.0
0212,Consumer Products & Services,0.255,0.095,0.335,0.17,20.0,0.01,3.92,0.0,0.0,7.35,6.43,0.57,0.67
0213,Industrial Products & Services,0.805,0.2,1.22,0.28,16.0,0.05,6.21,0.03,3.73,18.07,21.6,0.0,0.0
0215,Industrial Products & Services,2.99,0.51,3.31,0.22,100.0,0.03,1.0,0.01,0.33,13.55,21.3,0.07,0.08
0216,Consumer Products & Services,0.43,0.115,0.415,0.17,29.0,0.01,2.33,0.0,0.0,8.65,16.13,0.08,0.09
0217,Industrial Products & Services,0.245,0.155,0.435,0.13,-54.0,-0.0,-0.0,0.0,0.0,-3.46,25.24,0.02,0.0
0218,Industrial Products & Services,0.3,0.135,0.715,0.21,28.0,0.01,3.33,0.0,1.0,5.1,21.77,0.11,0.26
0219,Energy,0.525,0.3,0.79,0.2,26.0,0.02,3.81,0.01,1.43,9.9,25.66,0.2,0.18
0220,Energy,0.36,0.355,0.78,0.12,23.0,0.02,5.56,0.0,0.0,13.08,23.19,0.03,0.04
0222,Health Care,1.13,0.61,1.19,0.17,64.0,0.02,1.77,0.0,0.0,10.35,25.06,0.57,0.47
0223,Industrial Products & Services,1.88,0.555,2.1,0.1055,97.0,0.02,1.06,0.0,0.0,18.39,29.18,0.0,0.02
0225,Industrial Products & Services,0.53,0.25,0.58,0.33,14.0,0.04,7.55,0.0,0.0,11.12,17.65,0.07,0.11
0227,Industrial Products & Services,0.545,0.34,0.67,0.1547,46.0,0.01,1.83,0.0,0.0,7.69,34.26,0.01,0.02
0228,Industrial Products & Services,0.685,0.51,0.92,0.25,17.0,0.04,5.84,0.0,0.0,16.44,10.39,0.27,0.18
1015,Financial Services,3.31,2.8,3.96,6.42,8.0,0.41,12.39,0.13,4.02,6.37,7.39,0.3,0.34
1023,Financial Services,3.95,2.9,5.15,5.5499,21.0,0.18,4.56,0.26,6.58,3.32,8.44,0.79,0.87
1058,Financial Services,2.05,1.65,2.44,4.25,15.0,0.14,6.83,0.07,3.41,3.3,3.15,0.0,0.0
1066,Financial Services,5.3,4.17,5.98,6.81,10.0,0.55,10.38,0.31,5.85,8.11,10.1,0.26,0.29
1082,Financial Services,16.76,9.75,18.7,19.01,10.0,1.7,10.14,0.38,2.27,8.96,9.29,0.18,0.2
1155,Financial Services,7.83,6.96,9.01,7.4092,12.0,0.65,8.3,0.64,8.17,8.74,10.45,0.84,0.79
1163,Financial Services,13.48,11.4,15.8,23.3,5.0,2.88,21.36,0.65,4.82,12.36,12.1,0.01,0.01
1171,Financial Services,0.615,0.46,0.805,1.2695,8.0,0.08,13.01,0.03,4.88,5.98,8.76,0.33,0.35
1198,Financial Services,0.705,0.53,0.85,1.85,-17.0,-0.04,-5.67,0.0,0.0,-2.22,-6.13,0.02,0.03
1201,Energy,0.005,0.005,0.01,0.12,-5.0,-0.0,-0.0,0.0,0.0,-0.83,-0.51,0.0,0.0
1287,Consumer Products & Services,0.095,0.045,0.375,0.0326,-21.0,-0.0,-0.0,0.0,0.0,-14.11,-10.54,0.44,0.44
1295,Financial Services,4.08,2.516,4.97,11.8701,15.0,0.26,6.37,0.15,3.58,2.23,13.03,0.3,0.31
1368,Industrial Products & Services,1.6,1.49,2.73,1.75,21.0,0.08,5.0,0.14,8.75,4.31,11.83,0.27,0.24
1481,Consumer Products & Services,0.145,0.07,0.3,0.48,2.0,0.06,41.38,0.0,2.41,12.46,16.58,0.2,0.18
1562,Consumer Products & Services,2.05,1.88,2.634,0.57,20.0,0.1,4.88,0.08,3.86,17.54,18.19,1.34,1.38
1619,Consumer Products & Services,1.77,0.98,2.37,3.39,-21.0,-0.08,-4.52,0.02,1.13,-2.43,1.58,0.87,0.52
1643,Consumer Products & Services,0.335,0.2,0.46,3.29,-2.0,-0.19,-56.72,0.0,0.0,-5.7,-5.75,0.07,0.07
1818,Financial Services,9.3,4.32,10.98,1.11,20.0,0.47,5.05,0.51,5.48,42.06,22.72,0.01,0.01
2062,Transportation & Logistics,0.97,0.42,1.01,1.07,14.0,0.07,7.22,0.01,1.03,6.31,6.34,0.11,0.12
2097,Consumer Products & Services,0.13,0.035,0.23,0.5,-3.0,-0.04,-30.77,0.0,0.0,-8.34,-7.39,0.17,0.15
2127,Industrial Products & Services,2.92,0.605,7.28,0.77,11.0,0.27,9.25,0.02,0.51,35.58,11.28,0.06,0.09
2143,Financial Services,0.24,0.14,0.275,0.39,-7.0,-0.03,-12.5,0.0,0.0,-8.82,16.11,0.11,0.1
2186,Financial Services,1.58,0.88,1.67,3.4019,27.0,0.06,3.8,0.01,0.73,1.72,0.58,0.0,0.0
2194,Transportation & Logistics,0.805,0.45,0.96,3.08,9.0,0.09,11.18,0.02,1.86,2.82,2.7,1.15,1.01
2488,Financial Services,2.54,1.48,3.06,4.14,9.0,0.28,11.02,0.0,0.0,6.87,7.24,0.29,0.3
2658,Consumer Products & Services,15.68,9.96,17.26,8.13,16.0,0.98,6.25,0.49,3.14,12.06,12.46,0.0,0.0
2674,Industrial Products & Services,0.55,0.18,0.75,0.84,-8.0,-0.07,-12.73,0.0,0.0,-8.18,0.26,0.88,0.89
2739,Energy,0.135,0.035,0.23,0.1,-1.0,-0.16,-118.52,0.0,0.0,-165.0,-64.17,0.03,0.02
2755,Consumer Products & Services,1.01,0.55,1.03,0.68,15.0,0.07,6.93,0.0,0.0,10.16,12.26,0.0,0.0
2771,Industrial Products & Services,0.565,0.345,0.89,1.74,-1.0,-0.65,-115.04,0.0,0.0,-37.55,-23.43,0.8,0.81
2828,Consumer Products & Services,2.05,0.82,2.45,1.5,9.0,0.22,10.73,0.1,4.88,14.89,13.75,0.06,0.07
2836,Consumer Products & Services,22.0,17.34,39.17,0.46,35.0,0.63,2.86,1.0,4.55,137.39,183.26,0.03,0.04
2852,Industrial Products & Services,2.13,0.83,2.29,2.51,27.0,0.08,3.76,0.03,1.41,3.19,6.15,0.31,0.28
2879,Industrial Products & Services,3.08,0.59,3.11,1.9,175.0,0.02,0.65,0.05,1.62,0.93,4.81,0.16,0.48
2925,Consumer Products & Services,1.65,1.15,1.9,2.35,-5.0,-0.34,-20.61,0.0,0.0,-14.42,-14.46,0.35,0.48
2984,Industrial Products & Services,1.45,1.0,1.6,2.71,51.0,0.03,2.07,0.0,0.0,1.05,1.0,0.01,0.01
3018,Consumer Products & Services,0.09,0.05,0.135,0.37,-2.0,-0.05,-55.56,0.0,0.0,-12.78,-5.61,0.09,0.38
3026,Consumer Products & Services,34.4,34.0,48.48,2.69,28.0,1.25,3.63,0.8,2.33,46.39,82.41,0.02,0.0
3034,Industrial Products & Services,8.08,6.7,9.9,3.01,19.0,0.43,5.32,0.25,3.09,14.42,16.19,0.5,0.42
3042,Energy,5.13,2.49,6.75,6.2897,-53.0,-0.1,-1.95,0.12,2.34,-1.55,10.25,0.02,0.02
3069,Utilities,7.95,3.1,8.04,3.98,13.0,0.63,7.92,0.06,0.75,15.83,10.64,0.29,0.02
3107,Industrial Products & Services,1.78,1.01,1.85,2.28,32.0,0.06,3.37,0.12,7.02,2.46,2.09,0.03,0.02
3182,Consumer Products & Services,4.26,2.91,5.447,8.63,-32.0,-0.13,-3.05,0.22,5.16,-1.56,5.73,1.09,0.85
3247,Industrial Products & Services,0.51,0.16,0.6,1.73,-4.0,-0.12,-23.53,0.0,0.0,-6.71,0.99,0.09,0.07
3255,Consumer Products & Services,23.7,17.3,31.74,0.98,37.0,0.63,2.66,1.08,4.56,64.58,81.8,0.02,0.01
3298,Industrial Products & Services,1.16,0.59,2.26,1.32,14.0,0.08,6.9,0.08,6.47,6.3,6.82,0.0,0.0
3301,Consumer Products & Services,8.2,6.04,9.98,5.54,17.0,0.48,5.85,0.42,5.12,8.63,10.24,0.01,0.01
3379,Financial Services,0.855,0.35,1.02,2.73,10.0,0.09,10.53,0.02,2.34,3.29,0.85,0.02,0.02
3395,Industrial Products & Services,0.18,0.163,0.274,1.2483,-7.0,-0.02,-11.11,0.0,0.0,-1.93,-1.69,0.76,0.76
3441,Financial Services,0.17,0.03,0.27,0.0609,-8.0,-0.02,-11.76,0.0,0.0,-35.96,-24.74,6.66,4.84
3476,Industrial Products & Services,3.64,3.3,4.62,6.06,447.0,0.01,0.27,0.0,0.0,0.13,3.93,0.08,0.0
3514,Consumer Products & Services,0.12,0.08,0.185,0.2,9.0,0.01,8.33,0.0,2.5,6.8,7.88,0.02,0.02
3662,Consumer Products & Services,0.995,0.335,1.03,1.05,-117.0,-0.01,-1.01,0.03,3.02,-0.81,4.52,0.24,0.22
3689,Consumer Products & Services,30.44,24.12,34.4,7.75,27.0,1.14,3.75,0.6,1.97,14.73,15.72,0.0,0.0
3719,Consumer Products & Services,29.92,22.82,34.44,12.23,19.0,1.59,5.31,1.98,6.62,13.0,14.15,0.0,0.0
3778,Industrial Products & Services,0.415,0.09,0.62,0.93,27.0,0.02,4.82,0.0,0.0,1.63,-0.44,0.09,0.09
3794,Industrial Products & Services,2.24,1.3,3.85,2.69,-14.0,-0.15,-6.7,0.0,0.0,-5.75,-11.84,0.2,0.11
3816,Transportation & Logistics,6.2,5.96,8.55,7.39,-79.0,-0.08,-1.29,0.33,5.32,-1.06,4.07,0.31,0.22
3859,Consumer Products & Services,2.16,1.683,2.564,1.71,26.0,0.08,3.7,0.16,7.33,4.82,9.71,0.31,0.27
3867,Technology,36.14,7.39,37.7,7.64,44.0,0.82,2.27,0.27,0.75,10.7,11.55,0.02,0.02
