code,category,current_price,52w low,52w high,market cap,NTA
5014,Transportation & Logistics,4.77,3.92,8.88,"7,914.3M",5.6204
1171,Financial Services,0.53,0.46,1.01,"3,558.1M",1.3144
5186,Energy,0.35,0.255,0.97,560.0M,1.4827
6548,Property,0.06,0.045,0.165,17.3M,0.23
5916,Industrial Products & Services,0.5,0.44,1.02,200.0M,0.93
5098,Industrial Products & Services,0.205,0.17,0.59,92.8M,1.71
5077,Transportation & Logistics,0.235,0.18,0.785,235.0M,0.3548
3867,Technology,9.1,7.39,12.96,"1,909.9M",6.97
1651,Property,0.34,0.28,1.15,"1,500.1M",1.086
4936,Plantation,0.48,0.48,0.88,36.0M,2.22
6181,Property,0.305,0.235,0.695,161.1M,1.75
1058,Financial Services,1.76,1.7,2.85,356.2M,4.14
3514,Consumer Products & Services,0.085,0.085,0.13,89.6M,0.19
5078,Transportation & Logistics,0.055,0.04,0.11,39.8M,0.1004
7029,Industrial Products & Services,0.74,0.605,3.2,40.4M,1.94
5236,Property,1.45,1.24,2.0,"1,193.1M",1.91
6012,Telecommunications & Media,5.2,4.59,5.81,"40,666.6M",0.9
7189,Property,1.15,1.15,1.75,181.0M,1.76
5983,Consumer Products & Services,2.79,2.55,4.47,"1,090.6M",4.46
7004,Industrial Products & Services,0.425,0.31,0.75,18.9M,1.802
5182,Property,0.08,0.075,0.59,116.6M,0.6257
5090,Telecommunications & Media,0.165,0.12,0.255,278.4M,0.4175
4502,Telecommunications & Media,0.125,0.11,0.53,138.7M,0.5392
3069,Utilities,3.46,3.19,5.6,"1,571.0M",3.78
5129,Construction,0.355,0.295,0.515,42.6M,1.78
3778,Industrial Products & Services,0.12,0.09,0.385,43.1M,0.9
1694,Property,0.25,0.23,0.4,120.2M,0.6676
5223,Industrial Products & Services,0.31,0.3,0.68,21.7M,2.6
8192,Construction,0.5,0.42,0.85,20.1M,1.8264
5040,Property,0.05,0.04,0.35,29.5M,0.23
7234,Consumer Products & Services,0.205,0.16,0.53,18.7M,1.04
5011,Technology,0.63,0.55,1.62,38.1M,1.8891
6149,Industrial Products & Services,1.18,1.18,1.8,141.6M,3.4695
0043,Industrial Products & Services,0.025,0.015,0.085,31.1M,0.09
7595,Construction,0.45,0.33,0.815,225.7M,0.91
5026,Plantation,0.3,0.27,0.77,59.0M,1.26
5286,Technology,1.67,1.32,3.11,"1,252.5M",0.51
5001,Industrial Products & Services,0.22,0.18,0.36,115.5M,0.65
7935,Consumer Products & Services,0.85,0.6,0.9,49.9M,0.71
5166,Consumer Products & Services,0.035,0.02,0.12,43.4M,0.16
7219,Industrial Products & Services,0.105,0.05,0.13,96.8M,0.08
5576,Industrial Products & Services,0.175,0.155,0.4,59.6M,1.09
5886,Consumer Products & Services,1.27,0.76,1.36,77.2M,1.78
3816,Transportation & Logistics,7.44,6.38,9.41,"33,210.6M",7.78
9571,Construction,0.16,0.15,0.44,143.4M,0.86
8893,Property,0.075,0.05,0.2,90.5M,1.0
6114,Property,0.885,0.81,1.86,519.1M,2.84
2194,Transportation & Logistics,0.49,0.46,1.25,"1,492.1M",3.04
0113,Technology,0.4,0.325,0.955,81.6M,0.31
6459,Financial Services,0.52,0.51,1.19,407.2M,3.02
5237,Financial Services,0.565,0.49,1.19,404.0M,1.9
5123,Real Estate Investment Trusts,0.56,0.5,1.12,600.2M,1.2011
0041,Technology,0.05,0.04,0.26,15.9M,0.2202
5202,Consumer Products & Services,0.275,0.245,1.9,193.3M,2.36
5924,Construction,0.07,0.065,0.25,16.2M,0.36
5152,Industrial Products & Services,1.02,0.92,1.49,109.6M,1.38
3883,Industrial Products & Services,0.955,0.835,1.9,291.3M,3.47
5085,Construction,0.195,0.145,0.555,118.1M,0.25
5703,Construction,0.825,0.735,3.08,400.3M,2.31
3913,Property,0.18,0.145,0.255,137.5M,0.3728
3905,Consumer Products & Services,1.33,1.1,2.48,425.1M,8.98
9539,Property,0.31,0.24,0.54,17.5M,1.16
0138,Technology,0.835,0.765,1.75,"3,011.3M",0.1981
5087,Industrial Products & Services,0.165,0.14,0.505,54.0M,1.2
5275,Consumer Products & Services,0.63,0.575,1.49,429.8M,0.45
5073,Property,0.4,0.335,1.41,205.5M,2.62
9806,Transportation & Logistics,0.06,0.04,0.36,7.4M,0.43
2038,Plantation,2.7,2.7,3.65,189.5M,7.77
4707,Consumer Products & Services,135.0,120.0,149.9,"31,657.5M",2.84
7060,Consumer Products & Services,2.1,1.91,2.86,173.6M,5.61
7241,Industrial Products & Services,0.205,0.14,0.5,105.4M,0.23
7215,Consumer Products & Services,0.07,0.055,0.3,22.5M,0.27
7139,Consumer Products & Services,0.04,0.02,0.075,28.1M,0.05
0083,Technology,0.565,0.41,1.38,190.1M,1.2655
5047,Plantation,1.92,1.68,2.0,230.4M,4.37
5066,Consumer Products & Services,0.345,0.295,0.575,387.5M,0.4
5025,Industrial Products & Services,0.125,0.065,0.23,53.9M,0.0806
4944,Industrial Products & Services,0.455,0.33,0.72,88.4M,1.87
5533,Consumer Products & Services,0.35,0.3,0.58,36.0M,1.81
0049,Consumer Products & Services,0.345,0.29,0.82,84.6M,0.4015
0172,Telecommunications & Media,0.38,0.345,0.665,364.3M,0.54
7071,Construction,0.23,0.185,0.37,76.9M,0.26
7140,Industrial Products & Services,0.485,0.38,0.825,119.0M,0.73
3018,Consumer Products & Services,0.07,0.05,0.135,71.6M,0.41
9008,Technology,0.46,0.32,0.715,244.2M,0.3485
5260,Consumer Products & Services,0.205,0.155,0.74,58.4M,0.91
7107,Consumer Products & Services,0.525,0.45,0.9,126.0M,0.81
4006,Consumer Products & Services,4.8,4.5,6.87,"2,977.9M",10.7469
5827,Property,1.71,1.6,2.2,264.8M,2.9
5065,Industrial Products & Services,0.82,0.7,1.42,61.7M,2.36
5053,Property,0.68,0.64,1.05,"1,424.8M",2.41
7225,Industrial Products & Services,0.04,0.035,0.075,89.8M,0.0652
7095,Industrial Products & Services,0.845,0.72,1.65,324.5M,1.17
6009,Financial Services,0.88,0.8,1.01,252.6M,1.06
7052,Consumer Products & Services,2.06,1.78,4.11,"1,355.3M",1.19
4081,Consumer Products & Services,0.08,0.075,0.155,61.9M,0.4029
1287,Consumer Products & Services,0.075,0.04,0.13,69.7M,0.0373
3719,Consumer Products & Services,24.54,22.82,41.2,"1,490.7M",13.09
8419,Industrial Products & Services,0.615,0.43,0.81,284.1M,0.39
5125,Industrial Products & Services,0.285,0.25,0.595,214.0M,0.81
5022,Consumer Products & Services,0.27,0.27,0.46,48.9M,0.52
3611,Industrial Products & Services,0.75,0.75,1.1,140.0M,1.3
9407,Consumer Products & Services,0.23,0.18,0.35,16.1M,0.66
1724,Property,1.07,0.766,2.5,649.2M,1.88
5657,Consumer Products & Services,0.085,0.08,0.28,93.0M,1.74
6912,Property,0.165,0.15,0.42,66.1M,0.82
5212,Real Estate Investment Trusts,1.57,1.35,1.92,"4,778.0M",1.2677
5041,Utilities,0.8,0.73,1.2,265.0M,2.05
6068,Consumer Products & Services,0.195,0.16,0.635,41.0M,0.6907
6254,Transportation & Logistics,0.015,0.01,0.045,10.2M,0.0641
5271,Industrial Products & Services,0.79,0.675,1.3,148.5M,0.913
4464,Property,0.005,0.005,0.03,50.0M,0.0193
7190,Telecommunications & Media,0.23,0.23,0.42,23.0M,1.0329
5231,Consumer Products & Services,0.24,0.185,0.59,146.0M,0.73
9997,Consumer Products & Services,0.22,0.2,0.44,28.5M,0.88
7160,Technology,2.67,2.39,5.58,"1,267.9M",0.9194
8346,Transportation & Logistics,0.11,0.09,0.595,11.0M,0.03
0186,Consumer Products & Services,0.14,0.125,0.27,199.2M,0.2324
7108,Energy,0.14,0.1,0.555,260.4M,0.4
7080,Consumer Products & Services,0.905,0.46,1.05,177.3M,0.7
8311,Construction,0.175,0.13,0.26,121.6M,0.2635
5219,Industrial Products & Services,0.815,0.6,1.53,622.9M,0.7684
5133,Energy,0.53,0.385,1.86,170.5M,1.19
3042,Energy,2.69,2.49,6.91,726.3M,6.6147
5183,Industrial Products & Services,4.43,4.0,9.25,"35,440.0M",3.74
5681,Consumer Products & Services,20.0,17.5,26.6,"19,869.1M",6.02
6033,Utilities,15.68,13.36,18.5,"31,026.5M",6.6939
7081,Health Care,0.985,0.925,2.88,257.3M,1.29
5622,Construction,0.7,0.65,0.9,48.4M,1.04
1902,Plantation,0.195,0.14,0.545,29.2M,1.4
9598,Construction,2.2,1.8,3.43,364.9M,1.98
7163,Industrial Products & Services,0.16,0.11,0.315,13.1M,0.27
7055,Property,1.15,0.98,1.6,129.3M,1.38
5075,Property,0.82,0.78,1.55,312.9M,4.08
9695,Plantation,0.5,0.35,1.31,175.4M,0.551
7172,Industrial Products & Services,2.66,2.4,3.6,558.0M,2.61
6637,Industrial Products & Services,0.48,0.36,0.57,63.1M,0.44
7088,Consumer Products & Services,0.75,0.695,1.6,183.2M,1.6303
5080,Consumer Products & Services,0.345,0.3,0.72,141.6M,1.38
8117,Industrial Products & Services,0.2,0.2,0.475,32.0M,1.0541
4634,Transportation & Logistics,0.625,0.52,2.0,489.2M,1.85
7237,Consumer Products & Services,1.77,1.26,2.45,724.4M,0.66
4065,Consumer Products & Services,16.14,15.0,19.96,"22,960.7M",15.07
8869,Industrial Products & Services,3.25,2.74,5.24,"13,123.9M",0.88
9873,Industrial Products & Services,0.25,0.21,0.745,51.2M,1.46
5204,Technology,0.135,0.1,0.65,65.3M,0.2085
7168,Consumer Products & Services,0.08,0.055,1.3,33.2M,0.3961
7123,Industrial Products & Services,0.015,0.005,0.08,61.4M,0.07
7201,Industrial Products & Services,0.08,0.06,0.16,52.6M,0.12
8966,Consumer Products & Services,0.34,0.305,1.1,61.5M,1.32
5070,Construction,0.14,0.11,0.435,69.4M,0.6824
5436,Industrial Products & Services,3.18,2.82,5.0,315.8M,3.96
1295,Financial Services,14.04,12.58,24.14,"54,505.2M",11.2295
8273,Industrial Products & Services,0.4,0.325,1.4,75.4M,1.31
6807,Construction,0.11,0.095,0.415,49.4M,2.92
7134,Consumer Products & Services,0.415,0.35,0.87,72.2M,1.78
7084,Consumer Products & Services,7.0,6.5,8.65,"11,357.1M",1.27
7544,Industrial Products & Services,0.9,0.72,1.43,52.2M,1.75
7498,Industrial Products & Services,0.22,0.18,0.32,10.2M,0.88
5272,Utilities,0.88,0.82,1.56,944.2M,0.55
7765,Property,6.15,5.3,6.17,657.4M,1.37
9296,Financial Services,1.44,1.22,1.84,537.0M,1.84
5256,Energy,0.035,0.025,0.345,38.4M,0.63
5270,SPAC,0.505,0.505,0.505,505.0M,0.017
7232,Industrial Products & Services,0.185,0.17,0.35,25.4M,1.0307
9946,Consumer Products & Services,0.24,0.24,0.42,59.2M,0.42
0037,Consumer Products & Services,0.115,0.1,0.225,178.0M,0.17
9954,Industrial Products & Services,0.1,0.085,0.2,57.7M,0.1114
1066,Financial Services,4.97,4.23,6.07,"19,929.9M",6.43
5278,Consumer Products & Services,0.66,0.59,0.845,120.5M,0.59
5113,Plantation,0.14,0.115,0.465,198.6M,0.27
2542,Plantation,2.25,2.25,3.07,145.9M,4.1
9741,Industrial Products & Services,0.24,0.17,0.79,113.4M,0.69
7803,Industrial Products & Services,0.74,0.42,0.895,186.6M,0.81
8567,Utilities,0.12,0.1,0.31,101.7M,0.52
0183,Consumer Products & Services,0.325,0.255,1.03,126.1M,0.3877
9822,Industrial Products & Services,5.19,4.2,8.68,701.5M,4.21
5147,Industrial Products & Services,0.41,0.35,0.765,111.5M,0.57
7943,Consumer Products & Services,0.4,0.2,0.4,26.4M,0.36
5218,Energy,0.075,0.06,0.37,"1,198.4M",0.86
7811,Industrial Products & Services,0.3,0.2,0.815,21.8M,1.44
4596,Property,0.46,0.345,0.72,64.2M,3.14
5170,Industrial Products & Services,0.14,0.1,0.455,44.4M,0.5
9237,Industrial Products & Services,1.14,0.53,3.49,97.9M,0.6
5126,Plantation,2.07,1.95,4.22,"1,181.8M",3.86
5135,Plantation,1.4,1.3,2.11,392.0M,1.98
5252,Telecommunications & Media,0.105,0.085,0.25,44.0M,0.38
5157,Consumer Products & Services,0.105,0.08,0.4,14.4M,0.42
5207,Property,0.22,0.18,0.51,56.8M,1.62
7239,Industrial Products & Services,0.08,0.065,0.36,7.7M,0.42
7247,Industrial Products & Services,0.9,0.76,1.68,174.2M,0.8412
0099,Industrial Products & Services,0.65,0.48,1.3,231.0M,0.29
4731,Industrial Products & Services,6.85,5.96,9.87,"3,533.8M",4.57
7045,Energy,0.04,0.04,0.25,18.7M,0.17
7158,Energy,0.015,0.01,0.145,16.4M,-0.02
7073,Industrial Products & Services,0.145,0.12,0.565,69.8M,1.12
4286,Property,0.22,0.12,0.37,53.4M,1.22
5145,Transportation & Logistics,0.165,0.125,0.74,82.5M,0.66
7053,Transportation & Logistics,0.84,0.795,1.0,67.6M,0.983
9792,Consumer Products & Services,0.605,0.595,0.645,765.1M,0.0755
2224,Property,0.34,0.325,0.715,144.9M,2.0089
9431,Telecommunications & Media,0.54,0.45,0.58,21.9M,1.3
5213,Property,0.12,0.09,0.41,68.1M,0.87
5279,Energy,1.3,1.02,4.56,"4,009.0M",0.79
5163,Industrial Products & Services,0.365,0.32,0.75,29.2M,0.25
7180,Consumer Products & Services,0.6,0.44,0.98,152.8M,0.42
5517,Consumer Products & Services,4.85,4.38,5.9,"2,134.0M",2.3999
7412,Consumer Products & Services,0.31,0.275,0.55,15.5M,1.39
5173,Transportation & Logistics,0.135,0.115,0.33,162.0M,0.88
6017,Property,1.86,1.8,2.81,450.3M,3.29
5181,Industrial Products & Services,0.395,0.375,0.995,74.1M,0.55
7246,Consumer Products & Services,0.175,0.155,0.565,42.1M,0.76
4197,Consumer Products & Services,1.71,1.56,2.39,"11,630.5M",2.14
5285,Plantation,4.85,3.82,5.63,"33,390.2M",1.93
5288,Property,0.53,0.475,1.18,"3,604.4M",1.43
4316,Plantation,0.37,0.205,0.44,48.8M,0.44
9776,Consumer Products & Services,0.08,0.06,0.22,17.1M,0.4474
2739,Energy,0.05,0.035,0.28,56.1M,0.16
8532,Consumer Products & Services,0.1,0.08,0.405,39.5M,0.28
7115,Industrial Products & Services,0.45,0.45,0.68,18.0M,2.11
7155,Industrial Products & Services,0.74,0.66,1.59,925.1M,0.49
7248,Industrial Products & Services,0.76,0.71,1.42,240.9M,0.581
7132,Industrial Products & Services,0.31,0.27,0.49,13.9M,1.37
5242,Consumer Products & Services,0.275,0.2,0.375,108.7M,0.36
4375,Property,0.09,0.07,0.19,18.9M,0.81
5134,Industrial Products & Services,2.83,2.7,3.98,387.5M,4.49
5665,Industrial Products & Services,0.39,0.33,1.22,232.6M,1.07
8664,Property,0.62,0.595,2.31,"2,506.3M",3.02
7103,Consumer Products & Services,1.9,1.7,2.4,399.0M,1.9778
6084,Telecommunications & Media,0.245,0.23,0.805,180.9M,1.11
5006,Construction,0.81,0.75,1.81,54.3M,0.67
6904,Industrial Products & Services,0.515,0.38,0.905,107.6M,3.02
7207,Industrial Products & Services,0.45,0.45,1.12,112.4M,1.36
1201,Energy,0.005,0.005,0.045,21.3M,0.12
2569,Plantation,2.7,2.35,3.15,179.1M,8.6827
3743,Property,0.45,0.37,0.92,403.2M,1.12
5211,Industrial Products & Services,1.43,1.25,1.87,"7,055.5M",1.7
5263,Construction,1.38,1.25,2.2,"1,784.2M",0.48
5176,Real Estate Investment Trusts,1.62,1.5,1.98,"4,771.0M",1.4904
7235,Industrial Products & Services,0.46,0.4,1.34,73.6M,0.8071
7106,Health Care,1.49,1.29,1.93,"2,026.9M",0.86
6521,Transportation & Logistics,0.85,0.82,1.45,293.9M,3.2196
7186,Consumer Products & Services,0.345,0.25,0.775,62.9M,0.4984
6139,Financial Services,3.2,2.93,7.18,"2,645.7M",1.48
9717,Construction,0.205,0.18,0.285,85.3M,0.6682
7082,Consumer Products & Services,0.155,0.14,0.235,96.0M,0.4
1538,Property,0.275,0.25,0.465,165.2M,1.65
7228,Energy,0.295,0.21,0.565,156.9M,0.4
5012,Plantation,1.95,1.81,3.56,867.4M,3.21
4898,Financial Services,0.37,0.335,0.69,633.4M,1.48
5158,Property,0.195,0.18,0.28,"1,037.7M",0.59
7097,Industrial Products & Services,0.035,0.03,0.6,12.5M,0.34
4022,Property,0.16,0.12,0.33,125.4M,0.5056
7211,Consumer Products & Services,0.24,0.2,0.365,19.2M,0.53
2259,Property,0.015,0.015,0.055,64.4M,0.0892
8524,Utilities,0.645,0.64,1.03,"1,300.2M",51.25
5191,Property,0.4,0.36,0.825,173.4M,1.48
4405,Consumer Products & Services,1.05,0.98,1.65,705.6M,4.63
2429,Property,0.03,0.02,0.08,24.9M,0.1772
5149,Transportation & Logistics,0.17,0.14,0.46,30.6M,0.9223
5140,Transportation & Logistics,0.75,0.65,1.73,150.0M,2.18
4448,Industrial Products & Services,4.4,4.1,6.8,543.9M,4.2335
2054,Plantation,0.15,0.11,0.445,252.4M,0.44
5289,Industrial Products & Services,0.535,0.48,0.96,123.1M,0.57
7439,Consumer Products & Services,0.94,0.77,1.55,37.7M,1.3729
7200,Consumer Products & Services,0.145,0.115,0.34,52.3M,0.54
4863,Telecommunications & Media,3.52,2.6,4.68,"13,255.5M",1.9527
5347,Utilities,12.02,10.8,14.28,"68,356.4M",10.1957
9369,Consumer Products & Services,0.99,0.96,1.48,40.3M,2.17
7252,Consumer Products & Services,0.725,0.65,1.43,217.5M,1.04
8702,Industrial Products & Services,0.23,0.195,0.7,28.5M,1.9506
7206,Energy,0.055,0.04,0.145,61.7M,0.06
5112,Plantation,0.22,0.19,0.685,194.4M,0.64
9075,Technology,0.21,0.16,0.58,22.5M,0.65
7034,Industrial Products & Services,2.39,1.95,4.32,443.8M,3.13
0012,Consumer Products & Services,0.61,0.53,0.985,300.1M,0.7077
7889,Property,0.165,0.14,0.48,90.2M,0.37
7374,Industrial Products & Services,0.77,0.76,1.48,111.5M,2.08
7079,Property,0.045,0.03,0.135,65.9M,0.23
7854,Industrial Products & Services,0.52,0.46,0.68,46.3M,0.5892
5031,Telecommunications & Media,8.91,8.3,10.0,"5,217.1M",4.73
8397,Transportation & Logistics,0.355,0.26,0.61,163.6M,1.53
5239,Property,0.255,0.24,0.32,344.2M,0.92
0101,Health Care,0.395,0.38,0.82,688.0M,0.44
7230,Consumer Products & Services,0.285,0.24,0.6,39.5M,1.55
7285,Industrial Products & Services,0.34,0.3,0.575,142.9M,0.43
5010,Industrial Products & Services,1.31,1.25,3.65,206.2M,3.06
7113,Health Care,6.27,4.21,6.69,"16,066.2M",1.55
5111,Real Estate Investment Trusts,0.59,0.49,0.925,165.5M,1.8996
7173,Industrial Products & Services,0.66,0.58,0.89,70.6M,1.17
7176,Consumer Products & Services,0.29,0.19,0.45,67.8M,0.37
7218,Transportation & Logistics,0.5,0.43,0.7,20.5M,0.89
5054,Construction,0.245,0.2,0.765,117.7M,0.89
0118,Technology,0.01,0.005,0.025,25.5M,0.03
5401,Property,0.79,0.72,0.94,"1,161.6M",3.21
9059,Plantation,0.63,0.56,1.59,870.5M,1.0426
5042,Construction,0.22,0.18,0.595,38.4M,0.9
5230,Financial Services,0.26,0.2,0.765,195.5M,0.74
5167,Industrial Products & Services,0.64,0.53,0.825,69.1M,1.0
4359,Technology,0.07,0.065,0.18,16.0M,0.54
7100,Industrial Products & Services,1.86,1.7,2.95,839.2M,0.36
1368,Industrial Products & Services,2.05,1.88,3.52,"1,704.8M",1.89
5148,Property,0.3,0.275,1.02,"1,361.2M",1.61
7137,Industrial Products & Services,1.6,1.43,2.37,65.1M,4.02
7227,Industrial Products & Services,0.82,0.715,1.0,65.6M,1.27
4588,Consumer Products & Services,1.79,1.65,5.8,"2,091.2M",3.1607
7091,Industrial Products & Services,1.0,0.95,1.45,158.8M,1.785
5005,Technology,1.73,1.6,2.93,"1,269.5M",1.864
2593,Plantation,4.1,4.05,5.5,860.1M,6.6
2089,Plantation,24.1,23.0,27.8,"5,016.0M",12.28
7133,Industrial Products & Services,0.265,0.23,0.8,57.7M,1.3126
5200,Property,1.44,1.4,2.42,"2,832.7M",2.58
5110,Real Estate Investment Trusts,1.14,1.05,1.48,482.1M,1.6708
7757,Consumer Products & Services,1.9,1.79,2.3,151.2M,3.33
5292,Technology,1.4,1.0,4.49,770.3M,0.52
7250,Energy,0.405,0.31,1.14,129.6M,1.57
6963,Industrial Products & Services,0.725,0.6,1.52,"1,351.4M",0.9
5243,Energy,0.115,0.09,0.41,944.8M,0.3411
4995,Industrial Products & Services,0.195,0.18,0.4,55.4M,0.3
7240,Consumer Products & Services,0.17,0.1,0.97,32.1M,0.62
0097,Technology,6.86,6.09,9.57,"3,231.3M",1.0242
7070,Construction,0.275,0.215,1.17,170.1M,0.9803
5162,Technology,0.835,0.7,1.67,150.3M,1.71
5142,Energy,0.59,0.46,1.46,457.2M,1.27
7203,Consumer Products & Services,0.79,0.68,1.17,126.4M,1.23
5016,Consumer Products & Services,1.6,1.6,2.27,107.5M,4.97
7226,Industrial Products & Services,0.505,0.365,0.81,42.7M,0.68
3565,Construction,0.175,0.145,0.695,213.3M,0.9695
9679,Construction,0.315,0.245,1.22,446.7M,2.3
0197,Consumer Products & Services,0.12,0.1,0.37,60.0M,0.16
7231,Industrial Products & Services,0.725,0.55,1.32,361.0M,0.238
5246,Transportation & Logistics,3.92,2.97,4.54,"13,367.2M",0.7508
5009,Industrial Products & Services,0.825,0.765,1.2,198.0M,2.82
7692,Industrial Products & Services,0.55,0.43,0.7,24.6M,0.85
0008,Technology,0.36,0.3,0.645,178.6M,0.34
6378,Property,0.04,0.035,0.15,17.0M,0.43
7050,Industrial Products & Services,0.46,0.28,0.65,52.7M,0.61
7025,Industrial Products & Services,0.49,0.49,0.83,19.6M,1.04
4243,Industrial Products & Services,0.225,0.2,0.7,108.3M,2.06
7245,Industrial Products & Services,0.07,0.05,0.325,35.8M,0.27
7121,Consumer Products & Services,0.25,0.2,0.73,20.0M,0.62
5156,Consumer Products & Services,0.11,0.07,0.175,198.5M,0.8
5267,Transportation & Logistics,0.44,0.245,0.865,95.0M,0.87
7003,Property,0.7,0.65,0.995,152.9M,1.34
7178,Health Care,1.6,1.45,2.9,223.5M,2.35
5584,Consumer Products & Services,1.72,1.7,2.35,329.6M,3.3778
5048,Industrial Products & Services,0.405,0.405,0.65,59.0M,1.35
7293,Energy,4.61,4.24,7.42,"5,049.2M",1.58
7020,Industrial Products & Services,0.08,0.065,0.17,28.1M,0.1
7014,Industrial Products & Services,0.18,0.15,0.315,18.5M,1.2
3158,Property,2.6,1.1,2.8,"1,375.4M",2.2
7066,Property,0.05,0.035,0.415,47.7M,0.61
5159,Consumer Products & Services,0.525,0.5,1.21,84.0M,1.44
4677,Utilities,0.73,0.6,1.25,"8,046.6M",1.24
5109,Real Estate Investment Trusts,0.83,0.7,1.39,"1,414.6M",1.5837
6742,Utilities,0.535,0.48,0.915,"4,364.6M",1.59
7028,Construction,0.295,0.225,0.7,42.5M,1.76
2283,Construction,0.04,0.03,0.11,33.8M,0.06
5131,Consumer Products & Services,0.98,0.96,1.68,450.8M,1.3361
