code,category,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE
0001,Health Care,1.86,0.688,2.38,0.3557,56.0,0.03,1.61,0.02,0.81,9.28
0002,Health Care,2.51,1.9,4.45,1.29,17.0,0.14,5.58,0.09,3.59,11.12
0005,Technology,0.35,0.075,0.32,0.06,-25.0,-0.01,-2.86,0.0,0.0,-23.67
0006,Technology,0.65,0.23,1.18,0.46,-19.0,-0.03,-4.62,0.0,0.0,-7.39
0007,Telecommunications & Media,0.095,0.095,0.32,0.2442,-1.0,-0.08,-84.21,0.0,0.0,-33.87
0008,Technology,0.505,0.41,0.57,0.36,14.0,0.04,7.92,0.02,2.97,10.0
0010,Technology,0.33,0.095,0.455,0.0984,-86.0,-0.0,-0.0,0.0,0.0,-3.86
0011,Utilities,0.525,0.21,0.68,0.28,11.0,0.05,9.52,0.02,3.05,17.43
0012,Consumer Products & Services,0.78,0.69,1.03,0.7449,13.0,0.06,7.69,0.02,2.82,8.23
0017,Telecommunications & Media,0.045,0.035,0.175,0.0339,-6.0,-0.01,-22.22,0.0,0.0,-21.83
0018,Technology,0.02,0.01,0.08,0.0543,-4.0,-0.0,-0.0,0.0,0.0,-8.84
0020,Technology,0.11,0.095,0.486,0.03,-6.0,-0.02,-18.18,0.0,0.0,-63.0
0021,Technology,1.8,1.127,2.17,0.4218,152.0,0.01,0.56,0.0,0.0,2.8
0022,Consumer Products & Services,0.315,0.05,0.655,0.02,-14.0,-0.02,-6.35,0.0,0.0,-114.5
0023,Technology,0.38,0.27,0.52,0.2,28.0,0.01,2.63,0.01,2.63,6.85
0024,Industrial Products & Services,0.43,0.14,0.45,0.3847,26.0,0.02,4.65,0.0,0.0,4.37
0025,Industrial Products & Services,0.405,0.1,0.47,0.25,164.0,0.0,0.0,0.0,0.0,1.0
0026,Technology,0.1,0.04,0.135,0.0623,-9.0,-0.01,-10.0,0.0,0.0,-17.82
0028,Industrial Products & Services,0.265,0.095,0.365,0.1584,-9.0,-0.03,-11.32,0.0,0.0,-19.63
0029,Technology,0.07,0.03,0.21,0.07,-8.0,-0.01,-14.29,0.0,0.0,-13.14
0032,Telecommunications & Media,0.435,0.295,0.495,0.2104,59.0,0.01,2.3,0.02,4.14,3.52
0034,Technology,0.3,0.195,1.97,0.1518,-19.0,-0.02,-6.67,0.0,0.0,-10.41
0035,Telecommunications & Media,0.6,0.31,0.83,0.4886,-14.0,-0.04,-6.67,0.0,0.0,-8.53
0036,Technology,0.035,0.021,0.12,0.0835,4.0,0.01,28.57,0.0,0.0,11.14
0037,Consumer Products & Services,0.13,0.11,0.185,0.15,-7.0,-0.02,-15.38,0.0,2.31,-12.4
0038,Industrial Products & Services,0.5,0.12,1.08,0.0998,-12.0,-0.04,-8.0,0.0,0.0,-40.98
0039,Industrial Products & Services,0.32,0.13,0.5,0.23,20.0,0.02,6.25,0.0,0.53,7.0
0040,Technology,0.525,0.217,0.88,0.24,21.0,0.02,3.81,0.01,1.75,10.33
0041,Technology,1.55,0.075,1.88,0.1848,-453.0,-0.0,-0.0,0.0,0.0,-1.84
0043,Industrial Products & Services,0.06,0.02,0.2,0.07,-9.0,-0.01,-16.67,0.0,0.0,-10.0
0045,Technology,0.015,0.015,0.095,-0.0245,-2.0,-0.01,-66.67,0.0,0.0,37.55
0048,Transportation & Logistics,0.355,0.045,0.7,0.05,-634.0,-0.0,-0.0,0.0,0.0,-1.2
0049,Consumer Products & Services,0.57,0.4,1.52,0.4367,34.0,0.02,3.51,0.01,1.4,3.78
0050,Technology,0.21,0.11,0.355,0.1464,-35.0,-0.01,-4.76,0.0,0.95,-4.17
0051,Technology,0.28,0.08,0.345,0.081,-13.0,-0.02,-7.14,0.0,0.0,-27.04
0053,Financial Services,0.5,0.335,0.55,0.94,25.0,0.02,4.0,0.0,0.0,2.13
0054,Industrial Products & Services,0.22,0.135,0.355,0.21,31.0,0.01,4.55,0.01,4.55,3.38
0055,Industrial Products & Services,0.255,0.07,0.325,0.07,234.0,0.0,0.0,0.0,0.0,1.57
0056,Technology,0.61,0.218,0.73,0.2107,65.0,0.01,1.64,0.0,0.0,4.41
0058,Industrial Products & Services,1.3,1.16,1.48,2.41,27.0,0.05,3.85,0.04,3.08,1.96
0059,Telecommunications & Media,0.215,0.1,0.29,0.3485,-30.0,-0.01,-4.65,0.0,0.0,-2.04
0060,Technology,0.135,0.135,0.428,0.1534,-22.0,-0.01,-7.41,0.0,0.0,-3.98
0064,Industrial Products & Services,0.195,0.08,0.295,0.18,-32.0,-0.01,-5.13,0.0,0.0,-3.39
0065,Technology,0.48,0.34,0.67,0.17,27.0,0.02,4.17,0.01,2.08,10.35
0066,Technology,0.03,0.021,0.14,0.0326,-4.0,-0.01,-33.33,0.0,0.0,-23.01
0068,Technology,0.45,0.065,0.845,0.0283,-14.0,-0.03,-6.67,0.0,0.0,-117.67
0069,Technology,0.645,0.15,2.05,0.08,129.0,0.0,0.0,0.0,0.0,6.25
0070,Technology,0.095,0.015,0.305,0.05,-9.0,-0.01,-10.53,0.0,0.0,-22.2
0072,Industrial Products & Services,0.095,0.03,0.3,0.0874,-13.0,-0.01,-10.53,0.0,0.0,-8.47
0074,Consumer Products & Services,0.045,0.045,0.431,0.067,-12.0,-0.0,-0.0,0.0,0.0,-5.52
0075,Health Care,0.275,0.24,0.68,0.06,-8.0,-0.04,-14.55,0.0,0.0,-59.83
0078,Transportation & Logistics,0.375,0.2,0.545,0.09,95.0,0.0,0.0,0.0,0.53,4.44
0079,Technology,0.07,0.045,0.17,0.1229,-8.0,-0.01,-14.29,0.0,0.0,-6.92
0080,Transportation & Logistics,0.22,0.15,0.285,0.1745,55.0,0.0,0.0,0.0,0.0,2.29
0081,Industrial Products & Services,0.155,0.07,0.23,0.21,-8.0,-0.02,-12.9,0.0,0.0,-9.05
0082,Telecommunications & Media,0.365,0.36,1.65,0.38,-6.0,-0.06,-16.44,0.0,0.0,-15.29
0083,Technology,0.805,0.55,2.34,0.8443,-86.0,-0.01,-1.24,0.0,0.0,-1.11
0084,Industrial Products & Services,0.33,0.285,0.69,0.164,56.0,0.01,3.03,0.01,3.03,3.6
0085,Technology,0.04,0.035,0.371,0.136,-1.0,-0.03,-75.0,0.0,0.0,-19.85
