code,name,category,Annual,nYear,3G2H,PE Value,EPS GR Value,Price A5,Price A10,Price B,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EY avg,EY std,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,Revenue GR 3Y avg,Revenue GR 5Y avg,Revenue GR 10Y avg,NP GR 3Y avg,NP GR 5Y avg,NP GR 10Y avg,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,check NP,check EPS GR,check OCF,neg Revenue GR,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end,intrinsic 3Y,intrinsic 5Y,intrinsic 10Y,Price A3,EY level,DY level,Revenue Growth,EPS Growth,OCF Growth,ROE Health,D/E Health
3034,HAP SENG CONSOLIDATED BERHAD,Industrial Products & Services,2019-12-01,10,2.5,6.16,0.99,2.6,1.3,7.8,8.27,6.92,9.6,3.01,27.0,0.3,3.63,0.25,3.02,10.01,16.19,0.5,0.42,16.83,18.3,22.74,20.52,21.57,3.31,6.28,2.37,4.85,4.67,6.28,3.7,3.71,3.41,3.7,60.16,13.2,13.5,11.16,9.07,27.78,0.0,3.31,6.37,24.7,1,0,0,7+10,+,10,2+3+5+9,2715,7096,0.17,0.47,109,366,4.02,3.46,1.73,3.01,2,5,0.5,0.5,0.0,0.5,1.0
3107,FIMA CORPORATION BERHAD,Industrial Products & Services,2020-03-01,10,1.0,0.98,0.0,11.44,1.93,1.46,1.86,1.25,1.88,2.25,29.0,0.06,3.23,0.12,6.72,2.86,2.09,0.03,0.02,15.94,8.39,24.4,16.4,14.41,0.0,7.16,3.39,7.7,7.84,7.16,4.52,7.99,7.07,4.52,57.78,-13.23,-8.45,-1.41,-26.78,-15.15,0.0,-32.08,-32.95,-15.09,1,0,0,1+2+3+4+5+10,+,1+3+4+5+8+9+10,3,298,243,0.33,0.05,92,18,13.4,15.25,2.57,10.05,1,5,0.0,0.0,0.0,0.0,1.0
3247,GUH HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,10,1.5,1.98,-0.0,-9.92,-6.12,0.4,0.44,0.305,0.6,1.68,-3.0,-0.16,-36.36,0.0,0.0,-9.63,0.99,0.09,0.07,4.9,-47.5,22.75,-12.38,15.58,0.0,6.36,6.14,-1.46,2.07,6.36,2.63,0.0,2.04,2.63,31.62,2.03,2.33,2.05,-24.54,-20.6,0.0,-35.67,-24.46,-18.94,0,0,0,1+2+5+8+10,2+3,1+2+3+5+6+7+9+10,3+4,309,334,0.14,0.02,15,17,-47.79,-13.22,-8.16,-35.84,0,0,0.0,0.0,0.5,0.0,1.0
3298,HEXZA CORPORATION BERHAD,Industrial Products & Services,2020-06-01,10,2.0,0.75,0.17,1.04,1.19,1.25,1.1,0.755,2.26,1.28,12.0,0.09,8.18,0.08,6.82,7.17,6.82,0.0,0.0,8.24,-6.6,23.17,8.28,14.17,1.92,5.2,7.13,-1.6,3.16,5.2,6.35,6.36,5.57,6.35,71.87,-6.68,-9.41,-5.41,1.95,-0.28,0.0,-11.48,1.92,-0.26,0,0,1,1+3+4+5+8+10,3,2+3+7+9+10,+,147,92,0.06,0.07,19,30,3.22,1.39,1.59,2.42,3,5,0.0,0.0,1.0,0.0,1.0
3395,BERJAYA CORPORATION BERHAD,Industrial Products & Services,2020-06-01,10,0.0,-0.0,-0.0,-0.08,-0.08,0.28,0.38,0.168,0.505,1.2147,-48.0,-0.01,-2.63,0.0,0.0,-0.66,-1.69,0.73,0.76,1.21,-9.67,10.0,0.17,9.68,0.0,4.14,18.72,-7.87,2.92,4.14,1.84,0.0,1.26,1.84,0.0,-5.92,-3.54,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+9+10,1+2+4+6,1+2+3+4+5+6+7+8+10,1+2+3+4+5+6+7+8+9+10,6756,6990,0.02,-0.02,0,0,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.0,0.0,0.0
3476,KECK SENG (MALAYSIA) BERHAD,Industrial Products & Services,2019-12-01,10,2.0,-7.24,-0.0,-2.88,-2.0,3.66,3.68,3.44,4.11,5.99,-20.0,-0.18,-4.89,0.0,0.0,-3.0,3.93,0.08,0.0,10.4,12.45,68.0,40.22,31.19,0.0,6.37,3.78,3.37,5.15,6.37,2.08,2.39,2.29,2.08,37.54,-2.7,-2.32,0.57,-7.4,-1.29,0.0,-7.85,-7.35,-1.29,1,0,1,2+5+7+8+10,+,3+4+6+9+10,+,1019,966,0.61,0.25,48,100,-3.99,-3.84,-2.66,-2.99,0,0,0.0,0.0,1.0,0.0,1.0
3778,MELEWAR INDUSTRIAL GROUP BERHAD,Industrial Products & Services,2020-06-01,10,1.0,0.16,0.0,0.43,0.43,0.32,0.49,0.17,0.62,0.96,9.0,0.05,10.2,0.02,4.55,5.7,-0.44,0.09,0.09,-2.76,-1.81,8.38,3.28,9.01,0.0,-49.04,140.79,25.0,-4.83,-49.04,0.26,0.0,0.0,0.26,15.2,-8.27,-2.24,-1.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+7,1+3+4+6+8+9,1+2+3+4+5+6+7+8+9+10,2+3+4+7+9,755,597,0.03,0.0,33,59,0.58,0.58,0.58,0.43,4,5,0.0,0.0,0.0,0.0,1.0
3794,MALAYAN CEMENT BERHAD,Industrial Products & Services,2018-12-01,10,1.0,-0.57,-0.0,-0.9,-0.9,2.24,2.92,1.77,3.19,2.68,-25.0,-0.12,-4.11,0.0,0.0,-4.43,-11.84,0.24,0.11,4.98,-14.48,23.97,4.74,21.98,0.0,1.51,6.79,-5.92,-1.78,1.51,3.86,2.21,3.55,3.86,0.0,-8.28,-5.74,-1.74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+5+9+10,1+2,1+2+3+4+5+9+10,1+2,2483,2122,0.49,-0.38,693,-185,-1.2,-1.2,-1.2,-0.9,0,0,0.0,0.0,0.0,0.0,1.0
3883,MUDA HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,10,2.0,4.17,0.22,1.63,2.84,2.03,2.78,1.14,3.83,3.73,9.0,0.3,10.79,0.04,1.44,7.91,3.78,0.1,0.11,3.28,5.64,22.17,13.9,14.94,0.73,9.98,6.17,11.01,8.75,9.98,2.47,1.99,2.06,2.47,31.25,7.63,7.62,8.01,12.57,0.59,0.0,27.87,12.59,0.73,1,0,1,1+7+8+10,+,1+4+6+8+10,+,934,1518,0.12,0.13,70,125,1.29,2.17,3.78,0.97,4,1,0.0,0.0,1.0,0.0,1.0
4235,LION INDUSTRIES CORPORATION BERHAD,Industrial Products & Services,2020-06-01,10,1.5,-0.43,-0.0,-1.14,-1.14,0.46,0.765,0.21,0.97,1.99,-5.0,-0.15,-19.61,0.0,0.0,-7.77,-26.7,0.06,0.05,-5.96,-2.3,8.0,2.85,5.77,0.0,-76.06,115.67,-70.29,-110.93,-76.06,0.64,0.0,0.0,0.64,1.16,-4.57,-3.58,-7.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+5+6+7+8+10,1+2+5+6+7+8+9,1+2+4+5+6+7+8+9+10,2+9+10,4949,2318,0.32,-0.57,-121,16,-1.52,-1.52,-1.52,-1.14,0,0,0.0,0.0,0.5,0.0,1.0
4243,WTK HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,9,1.0,-2.14,-0.0,-3.09,-3.09,0.39,0.47,0.3,0.575,1.72,-1.0,-0.34,-72.34,0.01,2.13,-19.76,-10.65,0.19,0.11,-5.22,-2.09,14.67,6.29,9.88,0.0,-6.81,37.17,-38.07,-20.43,0.0,2.71,2.81,2.65,0.0,21.19,-5.15,-2.75,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1+4+6+7+9,1+3,1+2+3+4+6+8,+,686,589,0.16,-0.23,78,17,-4.12,-4.12,-4.12,-3.09,0,3,0.0,0.0,0.0,0.0,1.0
4731,SCIENTEX BERHAD,Industrial Products & Services,2020-07-01,10,5.0,14.44,3.03,1.23,1.16,6.41,4.13,3.91,11.496,1.74,15.0,0.27,6.54,0.23,5.57,15.43,16.3,0.13,0.14,10.22,36.4,70.56,53.48,46.57,11.22,2.2,0.48,2.63,2.28,2.2,0.67,0.83,0.68,0.67,28.92,13.55,14.32,17.61,19.79,20.52,0.0,11.22,16.67,18.38,1,1,1,+,+,+,+,804,3517,0.06,0.25,111,715,2.03,1.64,1.54,1.52,3,5,1.0,1.0,1.0,1.0,1.0
4758,ANCOM BERHAD,Industrial Products & Services,2020-05-01,10,1.5,0.04,-0.0,-0.08,-0.08,0.91,1.38,0.583,1.57,1.43,-147.0,-0.01,-0.72,0.0,0.0,-0.66,-3.09,0.21,0.26,-0.03,-18.62,11.29,-3.67,16.55,0.0,-1.28,11.39,7.22,4.39,-1.28,0.23,0.0,0.0,0.23,0.0,-4.82,-1.14,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6+7+10,1+5+8+9+10,1+2+4+5+6+7+8+9+10,4+8,1507,1466,-0.05,-0.04,27,126,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.5,0.0,1.0
4944,NYLEX (MALAYSIA) BERHAD,Industrial Products & Services,2020-05-01,10,1.0,1.12,-0.0,-1.13,-1.13,0.6,0.77,0.424,0.961,1.7,-8.0,-0.1,-12.99,0.0,0.0,-5.86,-7.4,0.11,0.14,0.29,-32.0,9.55,-11.22,10.95,0.0,6.4,8.79,-0.94,3.75,6.4,3.26,3.02,2.97,3.26,51.16,-5.28,-2.24,-0.73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6+7,1+2,1+2+3+6+8+10,2+4+8+10,1227,1136,0.07,-0.13,-6,93,-1.51,-1.51,-1.51,-1.13,0,0,0.0,0.0,0.0,0.0,1.0
4995,VERSATILE CREATIVE BERHAD,Industrial Products & Services,2020-03-01,8,1.0,0.37,-0.0,-0.15,-0.15,0.44,0.68,0.21,0.9,0.25,-32.0,-0.02,-2.94,0.0,0.0,-8.4,-37.66,0.0,0.01,-11.89,-34.5,-2.05,-18.27,12.5,0.0,-14.15,18.03,-31.64,-19.57,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,-1.13,-1.07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6,1+2+3+4+5+6+8,1+2+3+4+5+6+7+8,1+2+3+5,61,47,0.02,-0.1,2,-4,-0.2,-0.2,-0.2,-0.15,0,0,0.0,0.0,0.0,0.0,1.0
5000,HUME CEMENT INDUSTRIES BERHAD,Industrial Products & Services,2020-06-01,7,0.5,-0.68,-0.0,-0.25,-0.25,0.96,1.29,0.73,1.43,0.79,-51.0,-0.03,-2.33,0.0,0.0,-3.22,-11.08,0.81,0.59,-2.82,-12.0,57.0,22.5,37.76,0.0,-5.13,7.84,-12.46,-6.48,0.0,0.38,0.0,0.37,0.0,11.33,-4.16,4.29,28.26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+7,1+2+3+7,1+2+3+4+5+6+7,2+7,41,583,-0.18,-0.09,-3,12,-0.33,-0.33,-0.33,-0.25,0,0,0.0,0.0,0.5,0.0,0.0
5001,MIECO CHIPBOARD BERHAD,Industrial Products & Services,2019-12-01,10,2.0,-0.33,-0.0,-1.81,-0.08,0.3,0.56,0.138,0.619,0.64,-109.0,-0.01,-1.79,0.0,0.0,-0.8,0.49,0.28,0.28,0.63,-4.07,70.0,32.97,35.78,0.0,-0.64,13.48,-0.19,2.75,-0.64,1.55,5.17,3.1,1.55,2.04,9.65,5.83,8.69,-37.9,0.0,0.0,-73.0,-38.07,0.0,0,0,0,4+7+10,2+7+8,1+2+3+6+7+8+10,3,174,427,0.0,0.0,27,36,-4856.94,-2.41,-0.1,-3642.7,0,0,0.5,0.0,0.5,0.0,1.0
5007,CHIN WELL HOLDINGS BERHAD,Industrial Products & Services,2020-06-01,10,2.5,0.54,0.0,6.91,0.28,1.07,1.26,0.935,1.35,1.97,161.0,0.01,0.79,0.02,1.19,0.4,0.42,0.0,0.0,7.09,6.9,101.0,53.95,27.11,0.0,9.59,3.5,8.15,9.68,9.59,3.57,4.65,4.79,3.57,39.5,0.86,1.26,2.85,-43.16,-16.07,0.0,-63.59,-43.6,-16.74,1,0,1,1+8+9,+,1+4+8,+,502,535,0.13,0.01,30,37,244.23,9.21,0.37,183.17,0,1,0.5,0.0,1.0,0.0,1.0
5009,WHITE HORSE BERHAD,Industrial Products & Services,2019-12-01,10,2.0,-8.08,-0.0,-2.48,-2.48,0.67,0.685,0.565,0.87,2.58,-3.0,-0.24,-35.04,0.0,0.0,-9.11,-9.5,0.04,0.05,1.73,-9.18,76.5,33.66,25.37,0.0,2.34,17.0,-17.66,-8.07,2.34,4.35,1.75,3.08,4.35,37.8,-8.79,-7.17,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1+2+3+4+5+9+10,1+2,1+2+3+4+5+8+9+10,+,530,527,0.28,-0.28,47,62,-3.31,-3.31,-3.31,-2.48,0,0,0.0,0.0,1.0,0.0,1.0
5010,TONG HERR RESOURCES BERHAD,Industrial Products & Services,2019-12-01,10,1.5,-8.41,1.37,5.5,1.83,1.96,2.69,1.6,2.68,3.13,14.0,0.2,7.43,0.1,3.72,6.28,4.28,0.03,0.04,5.15,-102.0,17.92,-42.04,10.72,6.86,9.29,5.01,11.04,8.12,9.29,6.23,9.08,7.03,6.23,72.98,4.09,2.83,11.82,-8.13,8.92,0.0,-28.1,-11.72,6.86,0,0,0,1+4+8+10,5,1+4+5+8+10,6+10,344,647,0.2,0.13,-40,91,31.42,7.34,2.44,23.56,3,5,0.0,0.0,0.5,0.0,1.0
5015,APM AUTOMOTIVE HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,10,1.0,-0.73,-0.0,-2.95,-1.0,1.96,2.29,1.62,2.66,6.74,-44.0,-0.05,-2.18,0.1,4.37,-0.77,2.17,0.01,0.01,5.87,10.8,18.21,14.5,13.78,0.0,10.13,2.98,7.4,7.51,10.13,4.92,5.47,5.39,4.92,48.09,6.57,4.04,5.01,-22.66,-9.35,0.0,-17.55,-22.68,-9.3,1,0,1,3+5+6+10,+,1+2+3+4+5+6+8+9+10,+,1179,1497,0.64,0.14,168,74,-2.48,-3.93,-1.33,-1.86,0,5,0.0,0.0,0.0,0.0,1.0
5021,AYS VENTURES BERHAD,Industrial Products & Services,2020-03-01,10,1.0,-0.0,-0.0,0.0,0.0,0.29,0.39,0.15,0.565,0.68,-135.0,-0.0,-0.0,0.0,0.0,-0.43,-3.96,0.05,0.13,5.36,-4.5,14.25,4.88,9.48,0.0,38.78,72.53,1.9,6.13,38.78,9.72,4.36,4.53,9.72,24.01,13.16,6.38,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4+6+8+9+10,1,1+2+3+5+6+8+9+10,1+2+3+6+8+10,226,768,0.27,-0.03,0,-8,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
5025,NWP HOLDINGS BERHAD,Industrial Products & Services,2019-08-01,10,1.0,0.19,-0.0,-0.08,-0.08,0.12,0.195,0.03,0.31,0.068,-17.0,-0.01,-5.13,0.0,0.0,-16.91,-18.27,0.0,0.0,-75.84,-35.0,-2.2,-18.6,,0.0,-15.14,11.94,-29.93,-20.2,-15.14,0.0,0.0,0.0,0.0,0.0,-18.35,-5.13,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+4+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+5+7+8,23,7,-0.02,-0.02,3,-4,-0.1,-0.1,-0.1,-0.08,0,0,0.0,0.0,0.0,0.0,1.0
5035,KNUSFORD BERHAD,Industrial Products & Services,2019-12-01,10,1.0,0.0,0.0,0.0,0.0,0.76,0.83,0.52,1.24,2.2756,277.0,0.0,0.0,0.0,0.0,0.13,7.66,0.03,0.02,2.0,-7.14,52.0,22.43,16.01,9.33,3.79,21.76,-11.45,-9.95,3.79,1.66,0.0,1.39,1.66,13.46,46.95,0.11,7.25,-9.76,9.33,0.0,0.0,-9.75,9.33,0,0,0,4+5+8+9+10,2+3+4,1+2+3+4+5+8+10,4+7+8+10,310,412,0.17,0.17,-3,16,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
5037,COMPUGATES HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,10,1.0,0.0,-0.0,0.0,0.0,0.02,0.02,0.01,0.05,0.04,-8.0,-0.0,-0.0,0.0,0.0,-6.25,-7.86,0.03,0.0,-44.16,-9.0,2.75,-3.12,2.75,0.0,-1.36,14.83,0.0,0.0,-1.36,0.0,0.0,0.0,0.0,0.0,-61.29,-48.7,-39.79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+6+7+8+9+10,1+2+3+4+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+3+4+5+6+7+8+10,638,5,-0.01,0.0,-15,-3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
5048,YI-LAI BERHAD,Industrial Products & Services,2019-12-01,10,1.0,-0.34,0.0,0.42,0.42,0.42,0.595,0.24,0.786,1.95,15.0,0.04,6.72,0.0,0.0,1.99,-2.91,0.0,0.0,3.9,-56.0,38.75,-8.62,24.11,0.0,2.88,3.3,-1.86,0.39,2.88,2.22,0.0,0.25,2.22,39.45,-3.12,-6.27,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4+5+8+10,1+2+3,1+2+3+4+5+9+10,2,132,117,0.06,-0.02,19,8,0.56,0.56,0.56,0.42,3,0,0.0,0.0,0.0,0.0,1.0
5056,ENGTEX GROUP BERHAD,Industrial Products & Services,2019-12-01,10,1.0,0.46,0.0,0.24,0.24,0.56,0.65,0.42,0.835,1.6,19.0,0.03,4.62,0.01,0.95,2.16,-0.13,0.08,0.09,3.27,5.5,25.0,15.25,11.22,0.0,10.57,5.36,7.39,9.51,10.57,1.14,1.71,1.38,1.14,7.53,1.31,-1.06,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+5+10,1,1+2+3+5+6+8+9+10,2+3+6+9,680,1117,0.12,0.0,16,110,0.32,0.32,0.32,0.24,2,0,0.0,0.0,0.0,0.0,1.0
5065,ORNAPAPER BERHAD,Industrial Products & Services,2019-12-01,10,2.5,1.68,1.23,1.12,0.92,1.34,1.66,0.93,2.17,2.53,9.0,0.19,11.45,0.03,1.96,7.6,7.79,0.06,0.04,3.28,4.24,13.4,8.82,9.0,6.49,12.31,4.07,15.39,12.85,12.31,1.35,2.68,2.69,1.35,10.26,6.82,3.91,7.8,6.5,11.11,0.0,19.24,6.49,11.27,1,0,1,1+5+10,+,2+5+10,+,217,332,0.06,0.17,15,28,0.9,1.5,1.22,0.68,4,2,0.5,0.0,1.0,0.0,1.0
5068,LUSTER INDUSTRIES BHD.,Industrial Products & Services,2019-12-01,10,1.0,-0.0,0.0,0.0,0.0,0.14,0.215,0.06,0.295,0.1,104.0,0.0,0.0,0.0,0.0,2.1,5.24,0.0,0.01,-3.8,-10.5,9.0,-0.75,5.92,72.63,-81.31,240.13,3.7,-3.68,-81.31,0.0,0.0,0.0,0.0,0.0,17.1,12.44,17.77,72.1,0.0,0.0,0.0,72.63,0.0,0,0,0,4+6+9+10,4+5+9+10,1+3+4+5+6+7+8+9+10,1+3+4+5+6+9+10,44,183,-0.08,0.0,-4,-10,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0
5072,HIAP TECK VENTURE BERHAD,Industrial Products & Services,2020-07-01,10,1.5,0.19,0.0,0.4,4.74,0.28,0.48,0.15,0.545,0.65,13.0,0.04,8.33,0.0,0.63,5.72,0.5,0.0,0.0,0.15,-9.5,19.0,4.75,16.1,0.0,-2.09,12.84,4.72,-3.38,-2.09,1.95,3.63,2.18,1.95,34.94,-4.58,-5.8,-1.32,0.0,-21.89,0.0,0.0,0.0,-30.76,0,0,0,1+4+5+8+10,4+5+6,1+2+3+4+5+6+9+10,3+10,1000,933,0.07,0.0,-22,121,0.54,0.54,6.32,0.4,3,0,0.0,0.0,0.5,0.0,1.0
5082,CYMAO HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,10,1.0,-0.34,0.0,0.38,0.38,1.23,1.15,0.14,3.45,0.7,22.0,0.05,4.35,0.0,0.0,7.53,-21.07,0.04,0.03,-12.31,-10.5,-3.15,-6.82,,0.0,-33.73,21.42,-21.24,-21.0,-33.73,0.0,0.0,0.0,0.0,0.0,-26.29,-16.89,-9.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+7+9+10,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,1+2+6+8,124,46,-0.06,-0.15,14,-11,0.5,0.5,0.5,0.38,2,0,0.0,0.0,0.0,0.0,1.0
5087,MYCRON STEEL BERHAD,Industrial Products & Services,2020-06-01,10,1.0,-0.04,0.0,0.22,0.22,0.42,0.73,0.225,0.825,1.24,22.0,0.03,4.11,0.0,0.0,2.69,-2.7,0.09,0.1,0.75,-9.5,6.83,-1.34,6.03,0.0,1.87,16.55,-2.76,5.06,1.87,0.69,0.0,0.0,0.69,0.0,-6.37,2.84,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+7+10,1+2+7+9,1+2+3+6+7+8+9+10,3+9,414,596,0.0,-0.03,75,54,0.3,0.3,0.3,0.22,2,0,0.0,0.0,0.0,0.0,1.0
5094,CSC STEEL HOLDINGS BERHAD,Industrial Products & Services,2019-12-01,10,1.5,1.2,0.0,1.12,1.96,1.01,1.55,0.71,1.61,2.27,16.0,0.1,6.45,0.07,4.26,4.29,4.27,0.0,0.0,3.18,6.38,17.67,12.02,12.3,0.0,7.72,5.58,9.34,9.47,7.72,6.05,7.4,5.76,6.05,48.58,9.6,5.39,4.59,0.0,-9.18,0.0,-20.33,0.0,-9.09,0,0,0,1+5+6+8+10,6,2+3+5+6+8+9+10,3+6,1035,1363,0.19,0.09,46,80,6.31,1.49,2.62,4.73,3,5,0.0,0.0,0.5,0.0,1.0
5095,HEVEABOARD BERHAD,Industrial Products & Services,2019-12-01,10,2.0,0.43,0.0,0.86,0.53,0.5,0.615,0.33,0.835,0.76,22.0,0.03,4.88,0.04,6.5,3.68,3.32,0.02,0.03,7.0,5.08,23.83,14.45,13.11,0.0,7.48,5.64,9.81,10.27,7.48,3.21,8.93,6.3,3.21,44.95,-8.1,-0.15,2.5,-13.71,-3.42,0.0,-44.71,-14.16,-7.65,1,0,1,1+2+8+10,+,1+2+3+7+9+10,+,363,419,0.07,0.03,17,65,37.46,1.15,0.71,28.1,2,5,0.0,0.0,1.0,0.0,1.0
5098,MALAYSIA STEEL WORKS (KL) BHD,Industrial Products & Services,2019-12-01,10,1.5,0.14,-0.0,-0.25,-0.25,0.44,0.6,0.275,0.775,1.59,-18.0,-0.03,-5.0,0.0,0.0,-2.04,-1.2,0.2,0.2,0.94,-33.75,24.43,-4.66,14.2,0.0,9.18,19.87,22.18,10.99,9.18,0.93,0.87,0.52,0.93,8.5,-0.32,-3.87,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+10,1+5,1+2+4+5+6+9+10,1+3,1005,1195,0.07,-0.02,34,-41,-0.33,-0.33,-0.33,-0.25,0,0,0.5,0.0,0.0,0.0,1.0
5100,BP PLASTICS HOLDING BHD,Industrial Products & Services,2019-12-01,10,1.0,1.88,0.43,0.98,1.69,1.17,1.41,0.88,1.76,1.1,9.0,0.16,11.35,0.08,5.67,14.36,11.39,0.0,0.0,6.0,9.36,14.14,11.75,11.87,2.68,9.26,3.52,8.45,8.6,9.26,5.57,4.69,5.31,5.57,63.25,0.7,3.12,6.57,16.06,3.11,0.0,5.88,15.28,2.68,1,0,0,1+5+8+10,+,1+3+4+6+8+9+10,6+8,221,331,0.1,0.11,22,17,1.94,1.3,2.26,1.46,4,5,0.0,0.0,0.0,0.0,1.0
5101,EVERGREEN FIBREBOARD BERHAD,Industrial Products & Services,2019-12-01,9,1.0,-0.27,-0.0,-1.06,-1.06,0.28,0.4,0.15,0.53,1.21,-3.0,-0.12,-30.0,0.0,0.0,-9.79,-3.66,0.06,0.07,2.67,-9.2,13.75,2.28,9.49,0.0,5.51,9.51,3.56,7.41,0.0,1.88,3.12,2.18,0.0,17.17,-1.01,0.54,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+4+7+8,1+6,1+2+3+4+5+6+7+8+9,8,1062,968,0.08,-0.05,132,34,-1.41,-1.41,-1.41,-1.06,0,0,0.0,0.0,0.0,0.0,1.0
5105,CAN-ONE BERHAD,Industrial Products & Services,2019-12-01,10,3.0,2.54,13.46,0.59,0.93,2.8,3.16,2.402,3.6,9.266,8.0,0.4,12.66,0.06,1.9,4.29,55.86,0.43,0.43,12.95,0.75,11.96,6.36,6.54,33.65,27.34,36.07,52.79,37.44,27.34,1.58,1.61,1.55,1.58,10.05,35.01,20.5,18.86,62.14,36.78,0.0,102.26,54.79,33.65,1,0,1,5+7+10,+,1+2+3+6+7+10,+,449,2284,0.13,3.72,31,191,0.43,0.79,1.24,0.32,4,2,0.5,0.0,1.0,0.5,1.0
5125,PANTECH GROUP HOLDINGS BERHAD,Industrial Products & Services,2020-02-01,10,1.5,0.31,0.25,0.36,0.44,0.41,0.535,0.34,0.545,0.88,19.0,0.03,5.61,0.01,2.43,3.18,5.78,0.08,0.09,7.49,9.0,11.8,10.4,10.39,8.4,9.18,1.16,10.58,9.75,9.18,3.37,3.15,3.42,3.37,34.84,7.92,2.76,4.14,-3.56,-3.4,0.0,8.4,-2.91,-6.3,1,0,0,1+2+4+5+6+7+10,+,1+4+5+6+7+9+10,2,336,603,0.05,0.05,37,136,0.26,0.48,0.59,0.2,3,3,0.0,0.0,0.5,0.0,1.0
5134,SOUTHERN ACIDS (M) BERHAD,Industrial Products & Services,2020-03-01,10,1.5,5.12,0.89,2.28,1.53,3.35,3.78,3.02,4.02,4.62,13.0,0.29,7.67,0.05,1.32,6.2,5.35,0.01,0.01,5.22,11.47,23.81,17.64,17.05,3.06,6.92,1.89,6.19,6.38,6.92,1.73,1.46,1.38,1.73,22.57,-3.64,3.46,4.25,3.06,11.54,0.0,-13.03,3.06,11.54,1,0,1,2+5+7,+,2+3+5+6+9,+,501,666,0.21,0.23,34,30,8.28,3.04,2.04,6.21,3,1,0.5,0.0,0.0,0.0,1.0
5143,LUXCHEM CORPORATION BERHAD,Industrial Products & Services,2020-12-01,10,2.5,1.03,0.09,0.5,0.38,0.81,0.82,0.49,1.47,0.38,17.0,0.05,6.1,0.03,3.66,12.63,14.82,0.0,0.0,5.1,12.0,29.4,20.7,16.88,1.8,4.71,2.22,7.58,6.55,4.71,2.16,4.21,3.33,2.16,46.79,-3.44,1.13,6.15,3.79,8.86,0.0,4.57,1.8,7.19,1,0,1,1+2+9,+,2+3+4+8+9,+,499,726,0.03,0.05,15,48,0.58,0.66,0.51,0.43,3,5,0.5,0.0,1.0,0.0,1.0
