code,name,Price,EPS,52w low,52w high,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,P/E mid,DPayout avg,intrinsic 3Y,intrinsic 5Y,intrinsic 10Y,Price A3,Price A5,Price A10,Price B
0120,VISDYNAMICS HOLDINGS BERHAD,1.18,0.01,0.21,1.37,-21.53,8.62,0.0,15.62,7.44,0.34,0.07,0.11,0.26,0.05,0.08,0.59
0122,ADVANCE INFORMATION MARKETING BERHAD,0.24,-0.01,0.125,0.38,0.0,0.0,0.0,-20.0,0.0,-0.1,-0.1,-0.1,-0.08,-0.08,-0.08,0.21
0126,MICROLINK SOLUTIONS BERHAD,2.54,0.06,0.565,2.64,132.21,-9.29,11.25,69.18,16.14,0.05,1.19,0.4,0.04,0.89,0.3,1.25
0127,JHM CONSOLIDATION BERHAD,2.49,0.04,0.5,2.64,9.82,0.0,0.0,30.34,5.55,0.25,0.42,0.42,0.19,0.32,0.32,1.21
0128,FRONTKEN CORPORATION BERHAD,4.66,0.07,0.985,4.79,51.18,28.83,20.52,19.86,6.46,0.14,0.24,0.31,0.11,0.18,0.23,2.24
0131,DIVERSIFIED GATEWAY SOLUTIONS BERHAD,0.145,-0.01,0.043,0.255,0.0,0.0,0.0,-3.25,0.0,-0.1,-0.1,-0.1,-0.08,-0.08,-0.08,0.11
0132,TECHNODEX BHD,0.245,-0.01,0.02,0.335,0.0,0.0,0.0,-3.0,0.0,-0.1,-0.1,-0.1,-0.08,-0.08,-0.08,0.12
0133,SANICHI TECHNOLOGY BERHAD,0.055,-0.0,0.035,0.125,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
0136,GREENYIELD BERHAD,0.175,0.01,0.07,0.245,0.0,0.0,0.0,17.62,15.3,0.12,0.12,0.12,0.09,0.09,0.09,0.13
0138,MY E.G. SERVICES BERHAD,1.92,0.07,0.765,2.19,58.12,48.84,37.1,161.16,0.0,0.12,0.14,0.18,0.09,0.11,0.14,1.24
0141,WINTONI GROUP BERHAD,0.035,0.01,0.035,0.035,0.0,0.0,0.0,-2.5,0.0,0.1,0.1,0.1,0.08,0.08,0.08,0.04
0143,KEY ASIC BERHAD,0.095,-0.02,0.02,0.135,0.0,0.0,0.0,-0.5,0.0,-0.2,-0.2,-0.2,-0.15,-0.15,-0.15,0.06
0145,TFP SOLUTIONS BERHAD,0.185,-0.01,0.025,0.265,0.0,0.0,0.0,16.0,0.0,-0.1,-0.1,-0.1,-0.08,-0.08,-0.08,0.1
0146,JF TECHNOLOGY BERHAD,1.79,0.01,0.228,2.41,7.96,21.34,27.52,219.0,28.18,0.08,0.05,0.04,0.06,0.04,0.03,0.95
0148,SUNZEN BIOTECH BERHAD,0.185,-0.03,0.03,0.255,0.0,0.0,0.0,7.25,44.85,-0.43,-0.43,-0.43,-0.32,-0.32,-0.32,0.1
0149,FIBON BERHAD,0.32,0.02,0.2,0.38,-20.69,-10.02,-6.04,11.84,27.88,1.02,0.49,0.35,0.76,0.37,0.26,0.26
0150,FINTEC GLOBAL BERHAD,0.075,0.32,0.018,0.167,225.48,0.0,36.68,-3.25,0.0,0.14,3.2,0.84,0.11,2.4,0.63,0.07
0151,KELINGTON GROUP BERHAD,2.16,0.05,0.59,2.37,25.46,26.91,5.79,7.0,63.16,0.29,0.28,0.6,0.22,0.21,0.45,1.18
0152,DGB ASIA BERHAD,0.085,-0.01,0.08,0.72,0.0,0.0,0.0,-9.22,0.0,-0.1,-0.1,-0.1,-0.08,-0.08,-0.08,0.29
0153,OVERSEA ENTERPRISE BERHAD,0.645,-0.02,0.09,0.93,0.0,0.0,0.0,-0.5,18.75,-0.24,-0.24,-0.24,-0.18,-0.18,-0.18,0.37
0154,EA HOLDINGS BERHAD,0.025,-0.01,0.005,0.05,0.0,0.0,0.0,4.0,0.0,-0.1,-0.1,-0.1,-0.08,-0.08,-0.08,0.02
0155,MALAYSIAN GENOMICS RESOURCE CENTRE BERHAD,1.18,0.16,0.14,1.21,203.66,33.82,0.0,16.75,0.0,0.08,0.45,1.6,0.06,0.34,1.2,0.49
0156,MANAGEPAY SYSTEMS BERHAD,0.135,-0.02,0.04,0.22,0.0,0.0,0.0,-13.25,0.0,-0.2,-0.2,-0.2,-0.15,-0.15,-0.15,0.1
0157,FOCUS POINT HOLDINGS BERHAD,1.33,0.05,0.32,1.47,0.0,58.87,0.0,2.25,56.49,0.78,0.13,0.78,0.58,0.1,0.58,0.7
0158,SCC HOLDINGS BERHAD,0.35,0.02,0.3,0.49,-7.17,-3.8,0.0,22.55,46.5,0.44,0.38,0.29,0.33,0.29,0.22,0.36
0160,HIAP HUAT HOLDINGS BERHAD,0.1,-0.01,0.04,0.13,25.99,0.0,0.0,12.75,0.0,-0.03,-0.1,-0.1,-0.02,-0.08,-0.08,0.07
0161,SCH GROUP BERHAD,0.095,-0.01,0.035,0.135,0.0,0.0,0.0,1.12,81.99,-0.18,-0.18,-0.18,-0.14,-0.14,-0.14,0.07
0163,CAREPLUS GROUP BERHAD,2.46,0.15,0.15,5.83,0.0,0.0,0.0,7.5,4.68,1.57,1.57,1.57,1.18,1.18,1.18,2.02
0167,MCLEAN TECHNOLOGIES BERHAD,0.37,0.0,0.055,0.445,0.0,0.0,0.0,-5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
0168,BOILERMECH HOLDINGS BERHAD,0.995,0.04,0.3,1.13,0.3,-9.89,0.0,24.58,20.63,0.47,0.93,0.48,0.35,0.7,0.36,0.57
0169,SMTRACK BERHAD,0.16,-0.01,0.04,0.58,0.0,0.0,0.0,-9.35,0.0,-0.1,-0.1,-0.1,-0.08,-0.08,-0.08,0.22
0170,KANGER INTERNATIONAL BERHAD,0.125,-0.0,0.06,0.33,-11.61,-15.67,0.0,21.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
0171,PETERLABS HOLDINGS BERHAD,0.22,0.02,0.12,0.32,7.32,4.33,0.0,7.75,22.82,0.17,0.19,0.25,0.13,0.14,0.19,0.19
0174,iDIMENSION CONSOLIDATED BHD,0.08,-0.01,0.015,0.13,0.0,0.0,0.0,-2.46,0.0,-0.1,-0.1,-0.1,-0.08,-0.08,-0.08,0.05
0176,KRONOLOGI ASIA BERHAD,0.77,-0.0,0.315,0.92,12.48,0.0,0.0,11.62,8.68,0.0,0.0,0.0,0.0,0.0,0.0,0.51
0177,PASUKHAS GROUP BERHAD,0.065,-0.01,0.01,0.19,0.0,0.0,0.0,3.5,0.0,-0.1,-0.1,-0.1,-0.08,-0.08,-0.08,0.07
0179,BIOALPHA HOLDINGS BERHAD,0.26,-0.02,0.065,0.395,-8.83,-5.86,0.0,15.75,3.09,-0.35,-0.27,-0.21,-0.26,-0.2,-0.16,0.17
0180,KIM TECK CHEONG CONSOLIDATED BERHAD,0.15,0.01,0.11,0.245,54.75,-7.49,0.0,6.5,0.0,0.02,0.2,0.1,0.02,0.15,0.08,0.15
0181,AEMULUS HOLDINGS BERHAD,0.7,-0.01,0.075,0.84,0.0,0.0,0.0,-1.0,22.22,-0.12,-0.12,-0.12,-0.09,-0.09,-0.09,0.33
0182,LKL INTERNATIONAL BERHAD,0.82,0.01,0.085,2.02,-1.61,-11.95,0.0,12.0,41.67,0.16,0.32,0.14,0.12,0.24,0.11,0.72
0183,SALUTICA BERHAD,0.6,-0.02,0.255,1.03,0.0,0.0,0.0,3.38,16.27,-0.23,-0.23,-0.23,-0.17,-0.17,-0.17,0.51
0185,HSS ENGINEERS BERHAD,0.49,0.02,0.25,0.855,-63.21,0.0,0.0,16.55,5.06,660.42,0.21,0.21,495.31,0.16,0.16,0.45
0186,PERAK TRANSIT BERHAD,0.81,0.06,0.372,0.981,20.27,23.36,0.0,2.34,11.91,0.28,0.25,0.67,0.21,0.19,0.5,0.57
0187,BCM ALLIANCE BERHAD,0.265,0.01,0.06,0.455,-17.72,-1.78,0.0,8.0,4.89,0.28,0.12,0.1,0.21,0.09,0.08,0.19
0188,HLT GLOBAL BERHAD,1.22,0.01,0.1,3.33,-29.03,-24.44,0.0,1.75,0.0,0.93,0.49,0.1,0.7,0.37,0.08,1.17
0190,EVERSAFE RUBBER BERHAD,0.255,0.02,0.1,0.355,-53.99,-21.23,0.0,9.5,65.05,117.61,1.41,0.33,88.21,1.06,0.25,0.18
0191,CABNET HOLDINGS BERHAD,0.23,-0.0,0.11,0.36,-27.79,-9.95,0.0,11.5,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.19
0193,KEJURUTERAAN ASASTERA BERHAD,0.99,0.01,0.523,1.22,8.82,16.87,0.0,48.25,12.78,0.07,0.05,0.11,0.05,0.04,0.08,0.75
0196,QES GROUP BERHAD,0.405,0.01,0.08,0.435,-29.35,-12.58,0.0,5.38,9.95,0.65,0.27,0.11,0.49,0.2,0.08,0.2
0197,WEGMANS HOLDINGS BERHAD,0.32,0.01,0.1,0.395,-19.61,16.36,0.0,6.75,4.92,0.35,0.05,0.1,0.26,0.04,0.08,0.2
0199,TRI-MODE SYSTEM (M) BERHAD,0.51,0.03,0.17,0.64,-18.17,0.0,0.0,8.75,14.7,1.19,0.34,0.34,0.89,0.26,0.26,0.33
0200,REVENUE GROUP BERHAD,1.29,0.02,0.67,1.52,9.12,33.75,0.0,29.5,0.0,0.13,0.06,0.2,0.1,0.04,0.15,0.95
0201,NOVA WELLNESS GROUP BERHAD,0.9,0.04,0.34,1.32,-1.77,1.14,0.0,8.0,111.18,0.96,0.75,0.84,0.72,0.56,0.63,0.66
0202,RADIANT GLOBALTECH BERHAD,0.35,0.0,0.18,0.44,-15.97,0.0,0.0,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27
0203,SECUREMETRIC BERHAD,0.14,-0.0,0.035,0.235,-30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
0205,DPI HOLDINGS BERHAD,0.28,0.02,0.084,0.342,-13.38,0.0,0.0,8.75,8.02,0.59,0.22,0.22,0.44,0.16,0.16,0.17
0207,MESTRON HOLDINGS BERHAD,0.21,0.01,0.05,0.245,-14.35,0.0,0.0,0.0,0.0,0.24,0.1,0.1,0.18,0.08,0.08,0.11
0208,GREATECH TECHNOLOGY BERHAD,5.62,0.06,0.67,6.02,32.52,0.0,0.0,20.0,0.0,0.17,0.6,0.6,0.13,0.45,0.45,2.44
0209,I-STONE GROUP BERHAD,0.22,0.0,0.095,0.325,41.45,0.0,0.0,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
0210,KIM HIN JOO (MALAYSIA) BERHAD,0.23,0.02,0.115,0.28,-33.05,0.0,0.0,4.58,1.28,2.76,0.2,0.2,2.07,0.15,0.15,0.17
0212,SDS GROUP BERHAD,0.245,0.01,0.095,0.335,-8.53,0.0,0.0,6.25,0.0,0.2,0.1,0.1,0.15,0.08,0.08,0.17
0213,MTAG GROUP BERHAD,0.72,0.05,0.2,1.22,14.62,0.0,0.0,5.1,3.2,0.27,0.52,0.52,0.2,0.39,0.39,0.54
0215,SOLARVEST HOLDINGS BERHAD,2.73,0.03,0.51,2.93,55.7,0.0,0.0,6.08,0.0,0.05,0.3,0.3,0.04,0.22,0.22,1.31
0216,SPRING ART HOLDINGS BERHAD,0.39,0.01,0.115,0.415,34.24,0.0,0.0,3.25,0.0,0.03,0.1,0.1,0.02,0.08,0.08,0.21
1015,AMMB HOLDINGS BERHAD,3.08,0.41,2.8,3.96,0.46,-6.9,2.55,10.54,30.66,5.22,8.16,4.67,3.92,6.12,3.5,3.18
1023,CIMB GROUP HOLDINGS BERHAD,3.84,0.18,2.9,5.15,4.64,4.61,1.69,13.44,36.17,1.94,1.95,2.25,1.46,1.46,1.69,3.64
1058,MANULIFE HOLDINGS BERHAD,2.02,0.14,1.65,2.46,-17.45,-6.02,-7.85,16.63,53.94,7.21,3.09,3.49,5.41,2.32,2.62,1.92
1066,RHB BANK BERHAD,5.1,0.55,4.17,5.98,12.39,-3.64,1.72,16.45,24.85,3.82,8.45,6.27,2.86,6.34,4.7,4.77
1082,HONG LEONG FINANCIAL GROUP BERHAD,16.36,1.7,9.75,18.7,7.47,1.53,7.37,10.38,23.27,14.41,19.3,14.47,10.81,14.48,10.85,12.7
1155,MALAYAN BANKING BERHAD,7.81,0.65,6.96,9.01,2.73,-0.16,3.32,13.7,53.14,8.6,10.04,8.35,6.45,7.53,6.26,7.64
1163,ALLIANZ MALAYSIA BERHAD,13.52,2.88,11.4,15.8,16.15,14.73,8.37,14.74,9.47,15.15,15.99,20.81,11.36,11.99,15.61,12.85
1171,MALAYSIA BUILDING SOCIETY BERHAD,0.595,0.08,0.46,0.815,30.82,-21.87,8.1,12.07,40.45,0.34,5.43,0.75,0.26,4.07,0.56,0.58
1198,MAA GROUP BERHAD,0.735,-0.04,0.53,0.85,0.0,0.0,0.0,11.96,67.68,-0.67,-0.67,-0.67,-0.5,-0.5,-0.5,0.64
1201,SUMATEC RESOURCES BERHAD,0.005,-0.0,0.005,0.01,0.0,0.0,0.0,8.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
1287,PAN MALAYSIA HOLDINGS BERHAD,0.1,-0.0,0.045,0.375,0.0,0.0,0.0,-25.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
1295,PUBLIC BANK BERHAD,4.19,0.26,2.516,4.97,1.75,2.8,7.82,80.9,42.21,3.35,3.19,2.5,2.51,2.39,1.88,3.33
1368,UEM EDGENTA BERHAD,1.57,0.08,1.55,2.73,31.19,-2.46,-0.39,19.75,66.59,0.4,1.54,1.38,0.3,1.16,1.03,1.94
1481,ADVANCE SYNERGY BERHAD,0.15,0.06,0.07,0.3,168.87,0.0,8.74,2.25,15.13,0.04,0.69,0.45,0.03,0.52,0.34,0.15
1562,BERJAYA SPORTS TOTO BERHAD,2.03,0.1,1.88,2.634,-18.26,-13.69,-9.03,15.57,8.95,3.83,2.7,1.91,2.87,2.03,1.43,2.13
1619,DRB-HICOM BERHAD,1.77,-0.08,0.98,2.37,0.0,-23.09,-18.2,16.3,0.0,-0.8,-4.56,-2.83,-0.6,-3.42,-2.12,1.44
1643,LANDMARKS BERHAD,0.34,-0.19,0.2,0.46,0.0,0.0,0.0,-54.76,0.0,-1.9,-1.9,-1.9,-1.42,-1.42,-1.42,0.29
