code,category,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2
0086,Technology,0.16,0.09,0.2,4.64,-5.0,-0.03,-18.75,0.0,0.0,-0.64,-12.81,0.0,0.0
0089,Industrial Products & Services,0.415,0.14,0.555,0.4265,66.0,0.01,2.41,0.0,0.0,1.48,4.81,0.08,0.08
0090,Technology,0.895,0.385,1.04,0.16,77.0,0.01,1.12,0.03,3.35,7.25,15.49,0.0,0.0
0091,Energy,0.01,0.005,0.025,-0.1007,-1.0,-0.02,-200.0,0.0,0.0,19.66,0.0,0.0,0.0
0093,Technology,1.3,0.045,2.0,0.1244,-705.0,-0.0,-0.0,0.0,0.0,-1.45,-2.34,0.17,0.17
0094,Technology,0.31,0.015,0.89,0.0906,68.0,0.0,0.0,0.0,0.0,5.08,-50.51,0.0,0.0
0095,Consumer Products & Services,0.19,0.155,0.325,0.75,-2.0,-0.13,-68.42,0.0,0.0,-16.75,-23.36,0.09,0.1
0097,Technology,16.6,6.09,16.9,1.1547,86.0,0.19,1.14,0.04,0.26,16.78,17.78,0.07,0.09
0098,Consumer Products & Services,0.55,0.225,0.845,0.1022,-4.0,-0.14,-25.45,0.0,0.0,-140.9,-86.18,0.09,0.09
0099,Industrial Products & Services,0.985,0.48,1.16,0.3,16.0,0.06,6.09,0.05,5.08,21.0,21.85,0.02,0.02
0100,Industrial Products & Services,0.63,0.065,1.035,0.15,38.0,0.02,3.17,0.0,0.79,11.0,4.42,0.01,0.01
0101,Health Care,0.725,0.365,0.785,0.45,96.0,0.01,1.38,0.0,0.23,1.67,2.78,0.11,0.0
0102,Industrial Products & Services,0.21,0.045,0.39,0.07,-34.0,-0.01,-4.76,0.0,0.0,-8.86,-36.27,0.08,0.29
0104,Technology,2.76,1.03,3.18,1.76,104.0,0.03,1.09,0.0,0.0,1.52,-0.22,0.11,0.12
0105,Industrial Products & Services,0.27,0.03,0.6,0.19,34.0,0.01,3.7,0.0,0.0,4.16,-5.65,0.15,0.0
0106,Technology,1.0,0.355,1.23,0.23,19.0,0.05,5.0,0.04,4.0,22.96,24.38,0.0,0.0
0107,Technology,0.02,0.015,0.07,0.027,-1.0,-0.03,-150.0,0.0,0.0,-126.67,-102.73,0.38,0.73
0108,Technology,0.71,0.343,0.995,0.48,19.0,0.04,5.63,0.02,3.52,7.67,6.21,0.03,0.06
0111,Technology,0.335,0.09,0.705,0.1486,-283.0,-0.0,-0.0,0.0,0.0,-0.81,5.95,0.0,0.0
0112,Technology,0.21,0.13,0.255,0.167,31.0,0.01,4.76,0.0,0.24,4.01,4.01,0.08,0.09
0113,Technology,1.27,0.325,1.44,0.3,71.0,0.02,1.57,0.02,1.57,5.93,12.73,0.0,0.0
0116,Consumer Products & Services,0.695,0.165,0.905,0.0228,982.0,0.0,0.0,0.0,0.0,3.07,-4.49,0.08,0.09
0117,Technology,0.11,0.015,0.175,0.2497,-2.0,-0.07,-63.64,0.0,0.0,-28.59,-29.86,2.41,1.94
0118,Technology,0.16,0.075,0.452,0.02,-35.0,-0.0,-0.0,0.0,0.0,-23.0,-6.61,0.67,0.66
0119,Technology,0.64,0.1,0.91,0.0796,-531.0,-0.0,-0.0,0.0,0.0,-1.51,-0.98,0.0,0.0
0120,Technology,1.18,0.21,1.37,0.27,83.0,0.01,0.85,0.01,0.85,5.3,11.93,0.0,0.0
0122,Industrial Products & Services,0.24,0.125,0.38,0.0751,-17.0,-0.01,-4.17,0.0,0.0,-18.38,-18.65,0.09,0.08
0126,Technology,2.54,0.565,2.64,0.25,46.0,0.06,2.36,0.01,0.39,22.04,36.16,0.06,0.1
0127,Technology,2.49,0.5,2.64,0.38,66.0,0.04,1.61,0.02,0.8,9.95,15.89,0.16,0.18
0128,Technology,4.66,0.985,4.79,0.4,64.0,0.07,1.5,0.02,0.54,18.25,19.71,0.03,0.03
0131,Technology,0.145,0.043,0.255,5.71,-17.0,-0.01,-6.9,0.0,2.76,-0.15,-11.28,0.01,0.01
0132,Technology,0.245,0.02,0.335,0.04,-19.0,-0.01,-4.08,0.0,0.0,-32.75,-30.82,0.25,0.29
0133,Industrial Products & Services,0.055,0.035,0.125,0.19,-13.0,-0.0,-0.0,0.0,0.0,-2.16,-8.25,0.16,0.15
0136,Consumer Products & Services,0.175,0.07,0.245,0.174,15.0,0.01,5.71,0.0,1.14,6.78,0.0,0.21,0.0
0138,Technology,1.92,0.765,2.19,0.2474,27.0,0.07,3.65,0.02,1.3,28.82,42.26,0.14,0.21
0140,Consumer Products & Services,0.465,0.03,0.665,0.11,-17.0,-0.03,-6.45,0.0,0.0,-24.45,-18.19,0.01,0.01
0141,Technology,0.035,0.035,0.035,0.0001,3.0,0.01,28.57,0.0,0.0,10300.0,0.0,0.0,0.0
0143,Technology,0.095,0.02,0.135,0.0225,-6.0,-0.02,-21.05,0.0,0.0,-69.78,-68.64,0.0,0.03
0145,Technology,0.185,0.025,0.265,0.0369,-24.0,-0.01,-5.41,0.0,0.0,-21.14,-39.92,0.0,0.02
0146,Technology,1.79,0.228,2.41,0.3982,162.0,0.01,0.56,0.02,0.84,2.79,23.05,0.03,0.03
0148,Consumer Products & Services,0.185,0.03,0.255,0.16,-6.0,-0.03,-16.22,0.0,0.0,-20.31,-16.39,0.17,0.17
0149,Industrial Products & Services,0.32,0.2,0.38,0.52,19.0,0.02,6.25,0.01,1.69,3.29,4.34,0.0,0.0
0150,Financial Services,0.075,0.018,0.167,0.9176,0.0,0.32,426.67,0.0,0.0,34.88,98.15,0.01,0.03
0151,Industrial Products & Services,2.16,0.59,2.37,0.5018,40.0,0.05,2.31,0.02,0.93,10.72,17.99,0.2,0.17
0152,Technology,0.085,0.08,0.72,0.05,-10.0,-0.01,-11.76,0.0,0.0,-17.4,-23.05,0.46,0.0
0153,Consumer Products & Services,0.645,0.09,0.93,0.21,-29.0,-0.02,-3.1,0.0,0.0,-10.76,-10.66,0.03,0.03
0154,Technology,0.025,0.005,0.05,0.02,-3.0,-0.01,-40.0,0.0,0.0,-50.0,-29.85,0.01,0.01
0155,Health Care,1.18,0.14,1.21,0.0911,7.0,0.16,13.56,0.22,18.64,172.89,0.0,0.07,0.0
0156,Technology,0.135,0.04,0.22,0.11,-9.0,-0.02,-14.81,0.0,0.0,-13.82,-6.55,0.0,0.0
0157,Consumer Products & Services,1.33,0.32,1.47,0.3303,29.0,0.05,3.76,0.02,1.5,13.68,16.57,0.76,0.92
0158,Consumer Products & Services,0.35,0.3,0.49,0.3011,23.0,0.02,5.71,0.0,0.0,5.11,12.7,0.01,0.01
0160,Industrial Products & Services,0.1,0.04,0.13,0.19,-15.0,-0.01,-10.0,0.0,0.0,-3.47,3.01,0.21,0.22
0161,Industrial Products & Services,0.095,0.035,0.135,0.1415,-7.0,-0.01,-10.53,0.0,0.0,-9.47,-9.75,0.57,0.22
0163,Health Care,2.46,0.15,5.83,0.3459,17.0,0.15,6.1,0.0,0.2,42.56,-5.79,0.04,0.19
0166,Technology,3.4,0.9,3.51,0.3844,63.0,0.05,1.47,0.04,1.29,14.02,13.41,0.0,0.0
0167,Industrial Products & Services,0.37,0.055,0.445,0.14,83.0,0.0,0.0,0.0,0.0,3.14,-9.79,0.16,0.16
0168,Industrial Products & Services,0.995,0.3,1.13,0.42,25.0,0.04,4.02,0.02,1.76,9.31,11.16,0.04,0.02
0169,Technology,0.16,0.04,0.58,0.104,-18.0,-0.01,-6.25,0.0,0.0,-8.37,-5.72,0.0,0.0
0170,Consumer Products & Services,0.125,0.06,0.33,0.1078,-46.0,-0.0,-0.0,0.0,0.0,-2.5,5.08,0.21,0.32
0171,Consumer Products & Services,0.22,0.12,0.32,0.2429,14.0,0.02,9.09,0.01,4.55,6.26,8.49,0.02,0.02
0174,Technology,0.08,0.015,0.13,0.05,-8.0,-0.01,-12.5,0.0,0.0,-20.8,-18.72,0.22,0.22
0175,Industrial Products & Services,0.475,0.13,0.58,0.088,-1.0,-0.44,-92.63,0.0,0.0,-502.5,-4.42,0.42,0.22
0176,Technology,0.77,0.315,0.92,0.46,-196.0,-0.0,-0.0,0.0,0.0,-0.85,9.62,0.03,0.03
0177,Industrial Products & Services,0.065,0.01,0.19,0.09,-7.0,-0.01,-15.38,0.0,0.0,-10.11,-15.85,0.22,0.26
0179,Consumer Products & Services,0.26,0.065,0.395,0.1573,-14.0,-0.02,-7.69,0.0,0.0,-11.51,5.15,0.05,0.06
0180,Consumer Products & Services,0.15,0.11,0.245,0.18,24.0,0.01,6.67,0.0,0.0,3.5,3.39,0.18,0.19
0181,Technology,0.7,0.075,0.84,0.18,-117.0,-0.01,-1.43,0.0,0.0,-3.33,-4.11,0.13,0.13
0182,Health Care,0.82,0.085,2.02,0.14,101.0,0.01,1.22,0.0,0.0,5.79,7.37,0.07,0.08
0183,Consumer Products & Services,0.6,0.255,1.03,0.3572,-25.0,-0.02,-3.33,0.02,3.0,-6.8,-5.41,0.01,0.01
0185,Industrial Products & Services,0.49,0.25,0.855,0.45,23.0,0.02,4.08,0.0,0.0,4.67,0.55,0.22,0.25
0186,Consumer Products & Services,0.81,0.372,0.981,0.3114,13.0,0.06,7.41,0.03,3.69,20.13,12.97,0.57,0.86
0187,Industrial Products & Services,0.265,0.06,0.455,0.13,41.0,0.01,3.77,0.0,0.38,5.0,10.56,0.08,0.09
0188,Industrial Products & Services,1.22,0.1,3.33,0.14,99.0,0.01,0.82,0.0,0.0,8.86,9.61,0.01,0.03
0190,Industrial Products & Services,0.255,0.1,0.355,0.275,13.0,0.02,7.84,0.01,3.92,6.87,2.66,0.11,0.14
0191,Technology,0.23,0.11,0.36,0.2633,-68.0,-0.0,-0.0,0.0,0.0,-1.29,5.1,0.11,0.11
0193,Industrial Products & Services,0.99,0.523,1.22,0.08,142.0,0.01,1.01,0.0,0.4,8.75,17.45,0.08,0.09
0196,Industrial Products & Services,0.405,0.08,0.435,0.13,40.0,0.01,2.47,0.0,0.0,7.69,3.74,0.04,0.05
0197,Consumer Products & Services,0.32,0.1,0.395,0.16,32.0,0.01,3.12,0.0,1.56,6.25,10.49,0.28,0.23
0199,Transportation & Logistics,0.51,0.17,0.64,0.46,17.0,0.03,5.88,0.01,1.27,6.57,3.59,0.24,0.28
0200,Technology,1.29,0.67,1.52,0.19,77.0,0.02,1.55,0.0,0.0,8.89,12.7,0.08,0.09
0201,Health Care,0.9,0.34,1.32,0.29,21.0,0.04,4.44,0.01,1.59,15.03,15.92,0.0,0.0
0202,Technology,0.35,0.18,0.44,0.1206,112.0,0.0,0.0,0.0,0.0,2.57,9.15,0.01,0.02
0203,Technology,0.14,0.035,0.235,0.0782,-56.0,-0.0,-0.0,0.0,0.0,-3.2,5.29,0.0,0.01
0205,Consumer Products & Services,0.28,0.084,0.342,0.16,16.0,0.02,7.14,0.01,2.32,11.0,8.39,0.0,0.0
0207,Industrial Products & Services,0.21,0.05,0.245,0.08,39.0,0.01,4.76,0.0,0.71,6.63,3.71,0.13,0.15
0208,Technology,5.62,0.67,6.02,0.4072,91.0,0.06,1.07,0.0,0.0,15.18,39.4,0.07,0.1
0209,Technology,0.22,0.095,0.325,0.06,50.0,0.0,0.0,0.0,1.14,7.33,13.43,0.01,0.02
0210,Consumer Products & Services,0.23,0.115,0.28,0.2015,12.0,0.02,8.7,0.02,6.52,9.48,13.12,0.2,0.24
0211,Industrial Products & Services,0.345,0.095,0.48,0.55,176.0,0.0,0.0,0.0,0.0,0.36,0.21,0.0,0.0
0212,Consumer Products & Services,0.245,0.095,0.335,0.17,20.0,0.01,4.08,0.0,0.0,7.35,6.43,0.57,0.67
0213,Industrial Products & Services,0.72,0.2,1.22,0.28,14.0,0.05,6.94,0.03,4.17,18.07,21.6,0.0,0.0
0215,Industrial Products & Services,2.73,0.51,2.93,0.22,92.0,0.03,1.1,0.01,0.37,13.55,21.3,0.07,0.08
0216,Consumer Products & Services,0.39,0.115,0.415,0.17,26.0,0.01,2.56,0.0,0.0,8.65,16.13,0.08,0.09
0217,Industrial Products & Services,0.245,0.155,0.435,0.13,-54.0,-0.0,-0.0,0.0,0.0,-3.46,25.24,0.02,0.0
0218,Industrial Products & Services,0.315,0.135,0.715,0.21,29.0,0.01,3.17,0.0,0.95,5.1,21.77,0.11,0.26
0219,Energy,0.44,0.3,0.79,0.2,22.0,0.02,4.55,0.01,1.7,9.9,25.66,0.2,0.18
0220,Energy,0.405,0.395,0.78,0.12,26.0,0.02,4.94,0.0,0.0,13.08,23.19,0.03,0.04
0222,Health Care,1.01,0.61,1.19,0.17,57.0,0.02,1.98,0.0,0.0,10.35,25.06,0.57,0.47
0223,Industrial Products & Services,1.85,0.555,2.1,0.1055,95.0,0.02,1.08,0.0,0.0,18.39,29.18,0.0,0.02
0225,Industrial Products & Services,0.495,0.25,0.58,0.33,13.0,0.04,8.08,0.0,0.0,11.12,17.65,0.07,0.11
0227,Industrial Products & Services,0.54,0.34,0.67,0.1547,45.0,0.01,1.85,0.0,0.0,7.69,34.26,0.01,0.02
0228,Industrial Products & Services,0.715,0.51,0.92,0.25,17.0,0.04,5.59,0.0,0.0,16.44,10.39,0.27,0.18
1015,Financial Services,3.08,2.8,3.96,6.42,8.0,0.41,13.31,0.13,4.32,6.37,7.39,0.3,0.34
1023,Financial Services,3.84,2.9,5.15,5.5499,21.0,0.18,4.69,0.26,6.77,3.32,8.44,0.79,0.87
1058,Financial Services,2.02,1.65,2.46,4.25,14.0,0.14,6.93,0.07,3.47,3.3,3.15,0.0,0.0
1066,Financial Services,5.1,4.17,5.98,6.81,9.0,0.55,10.78,0.31,6.08,8.11,10.1,0.26,0.29
1082,Financial Services,16.36,9.75,18.7,19.01,10.0,1.7,10.39,0.38,2.32,8.96,9.29,0.18,0.2
1155,Financial Services,7.81,6.96,9.01,7.4092,12.0,0.65,8.32,0.64,8.19,8.74,10.45,0.84,0.79
1163,Financial Services,13.52,11.4,15.8,23.3,5.0,2.88,21.3,0.65,4.81,12.36,12.1,0.01,0.01
1171,Financial Services,0.595,0.46,0.815,1.2695,8.0,0.08,13.45,0.03,5.04,5.98,8.76,0.33,0.35
1198,Financial Services,0.735,0.53,0.85,1.85,-18.0,-0.04,-5.44,0.0,0.0,-2.22,-6.13,0.02,0.03
1201,Energy,0.005,0.005,0.01,0.12,-5.0,-0.0,-0.0,0.0,0.0,-0.83,-0.51,0.0,0.0
1287,Consumer Products & Services,0.1,0.045,0.375,0.0326,-22.0,-0.0,-0.0,0.0,0.0,-14.11,-10.54,0.44,0.44
1295,Financial Services,4.19,2.516,4.97,11.8701,16.0,0.26,6.21,0.15,3.48,2.23,13.03,0.3,0.31
1368,Industrial Products & Services,1.57,1.55,2.73,1.75,21.0,0.08,5.1,0.14,8.92,4.31,11.83,0.27,0.24
1481,Consumer Products & Services,0.15,0.07,0.3,0.48,3.0,0.06,40.0,0.0,2.33,12.46,16.58,0.2,0.18
1562,Consumer Products & Services,2.03,1.88,2.634,0.57,20.0,0.1,4.93,0.08,3.9,17.54,18.19,1.34,1.38
1619,Consumer Products & Services,1.77,0.98,2.37,3.39,-21.0,-0.08,-4.52,0.02,1.13,-2.43,1.58,0.87,0.52
1643,Consumer Products & Services,0.34,0.2,0.46,3.29,-2.0,-0.19,-55.88,0.0,0.0,-5.7,-5.75,0.07,0.07
1818,Financial Services,9.37,4.32,10.98,0.98,24.0,0.39,4.16,0.21,2.22,40.16,22.72,0.01,0.01
2062,Transportation & Logistics,0.86,0.42,1.01,1.07,13.0,0.07,8.14,0.01,1.16,6.31,6.34,0.11,0.12
2097,Consumer Products & Services,0.13,0.035,0.23,0.5,-3.0,-0.04,-30.77,0.0,0.0,-8.34,-7.39,0.17,0.15
2127,Industrial Products & Services,3.14,0.605,7.28,0.77,11.0,0.27,8.6,0.02,0.48,35.58,11.28,0.06,0.09
2143,Financial Services,0.25,0.14,0.28,0.39,-7.0,-0.03,-12.0,0.0,0.0,-8.82,16.11,0.11,0.1
2186,Financial Services,1.49,0.88,1.67,3.4019,26.0,0.06,4.03,0.01,0.77,1.72,0.58,0.0,0.0
2194,Transportation & Logistics,0.775,0.45,0.96,3.08,9.0,0.09,11.61,0.02,1.94,2.82,2.7,1.15,1.01
2488,Financial Services,2.48,1.48,3.06,4.14,9.0,0.28,11.29,0.0,0.0,6.87,7.24,0.29,0.3
2658,Consumer Products & Services,15.3,9.96,17.26,8.13,16.0,0.98,6.41,0.49,3.22,12.06,12.46,0.0,0.0
2674,Industrial Products & Services,0.58,0.18,0.75,0.84,-8.0,-0.07,-12.07,0.0,0.0,-8.18,0.26,0.88,0.89
2739,Energy,0.14,0.035,0.23,0.1,-1.0,-0.16,-114.29,0.0,0.0,-165.0,-64.17,0.03,0.02
2755,Consumer Products & Services,1.01,0.55,1.03,0.68,15.0,0.07,6.93,0.0,0.0,10.16,12.26,0.0,0.0
2771,Industrial Products & Services,0.71,0.345,0.89,1.74,-1.0,-0.65,-91.55,0.0,0.0,-37.55,-23.43,0.8,0.81
2828,Consumer Products & Services,1.84,0.82,2.45,1.5,8.0,0.22,11.96,0.1,5.43,14.89,13.75,0.06,0.07
2836,Consumer Products & Services,21.74,17.34,39.17,0.46,34.0,0.63,2.9,1.0,4.6,137.39,183.26,0.03,0.04
2852,Industrial Products & Services,1.9,0.83,2.3,2.51,24.0,0.08,4.21,0.03,1.58,3.19,6.15,0.31,0.28
2879,Industrial Products & Services,3.09,0.59,3.11,1.9,175.0,0.02,0.65,0.05,1.62,0.93,4.81,0.16,0.48
2925,Consumer Products & Services,1.64,1.15,2.09,2.35,-5.0,-0.34,-20.73,0.0,0.0,-14.42,-14.46,0.35,0.48
2984,Industrial Products & Services,1.38,1.0,1.6,2.71,48.0,0.03,2.17,0.0,0.0,1.05,1.0,0.01,0.01
3018,Consumer Products & Services,0.085,0.05,0.135,0.37,-2.0,-0.05,-58.82,0.0,0.0,-12.78,-5.61,0.09,0.38
3026,Consumer Products & Services,34.8,34.0,48.48,2.69,28.0,1.25,3.59,0.8,2.3,46.39,82.41,0.02,0.0
3034,Industrial Products & Services,8.18,6.7,9.9,3.01,19.0,0.43,5.26,0.25,3.06,14.42,16.19,0.5,0.42
3042,Energy,4.4,2.49,6.75,6.2897,-45.0,-0.1,-2.27,0.12,2.73,-1.55,10.25,0.02,0.02
3069,Utilities,7.16,3.1,7.83,3.98,11.0,0.63,8.8,0.06,0.84,15.83,10.64,0.29,0.02
3107,Industrial Products & Services,1.77,1.01,1.85,2.28,31.0,0.06,3.39,0.12,7.06,2.46,2.09,0.03,0.02
3182,Consumer Products & Services,3.98,2.91,5.535,8.63,-30.0,-0.13,-3.27,0.22,5.53,-1.56,5.73,1.09,0.85
3247,Industrial Products & Services,0.505,0.16,0.6,1.73,-4.0,-0.12,-23.76,0.0,0.0,-6.71,0.99,0.09,0.07
3255,Consumer Products & Services,23.14,17.3,31.74,0.98,37.0,0.63,2.72,1.08,4.67,64.58,81.8,0.02,0.01
3298,Industrial Products & Services,1.18,0.59,2.26,1.32,14.0,0.08,6.78,0.08,6.36,6.3,6.82,0.0,0.0
3301,Consumer Products & Services,8.05,6.04,9.98,5.54,17.0,0.48,5.96,0.42,5.22,8.63,10.24,0.01,0.01
3379,Financial Services,0.995,0.35,1.02,2.73,11.0,0.09,9.05,0.02,2.01,3.29,0.85,0.02,0.02
3395,Industrial Products & Services,0.18,0.163,0.274,1.2483,-7.0,-0.02,-11.11,0.0,0.0,-1.93,-1.69,0.76,0.76
3441,Financial Services,0.175,0.03,0.27,0.0609,-8.0,-0.02,-11.43,0.0,0.0,-35.96,-24.74,6.66,4.84
3476,Industrial Products & Services,3.63,3.3,4.62,6.06,446.0,0.01,0.28,0.0,0.0,0.13,3.93,0.08,0.0
3514,Consumer Products & Services,0.12,0.08,0.185,0.2,9.0,0.01,8.33,0.0,2.5,6.8,7.88,0.02,0.02
3662,Consumer Products & Services,0.9,0.335,0.915,1.05,-106.0,-0.01,-1.11,0.03,3.33,-0.81,4.52,0.24,0.22
3689,Consumer Products & Services,31.9,24.12,34.4,7.75,28.0,1.14,3.57,0.6,1.88,14.73,15.72,0.0,0.0
3719,Consumer Products & Services,30.0,22.82,35.0,12.23,19.0,1.59,5.3,1.98,6.6,13.0,14.15,0.0,0.0
3778,Industrial Products & Services,0.44,0.09,0.62,0.93,29.0,0.02,4.55,0.0,0.0,1.63,-0.44,0.09,0.09
3794,Industrial Products & Services,2.04,1.3,3.85,2.69,-13.0,-0.15,-7.35,0.0,0.0,-5.75,-11.84,0.2,0.11
3816,Transportation & Logistics,5.96,5.96,8.55,7.39,-76.0,-0.08,-1.34,0.33,5.54,-1.06,4.07,0.31,0.22
3859,Consumer Products & Services,2.11,1.683,2.564,1.71,26.0,0.08,3.79,0.16,7.51,4.82,9.71,0.31,0.27
3867,Technology,33.0,7.39,34.0,7.64,40.0,0.82,2.48,0.27,0.82,10.7,11.55,0.02,0.02
