code,category,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE
0001,Health Care,1.79,0.314,2.38,0.3398,61.0,0.03,1.68,0.02,0.84,8.59
0002,Health Care,2.83,1.6,4.45,1.31,16.0,0.18,6.36,0.09,3.18,13.88
0005,Technology,0.145,0.035,0.23,0.06,-9.0,-0.02,-13.79,0.0,0.0,-25.5
0006,Technology,0.68,0.18,0.75,0.46,-16.0,-0.04,-5.88,0.0,0.0,-9.11
0007,Telecommunications & Media,0.13,0.06,0.32,0.3291,-1.0,-0.12,-92.31,0.0,0.0,-35.64
0008,Technology,0.425,0.3,0.585,0.34,19.0,0.02,4.71,0.02,3.53,6.76
0010,Technology,0.435,0.06,0.45,0.0947,-121.0,-0.0,-0.0,0.0,0.0,-3.8
0011,Utilities,0.49,0.15,0.68,0.24,15.0,0.03,6.12,0.02,3.27,14.04
0012,Consumer Products & Services,0.8,0.53,1.03,0.749,13.0,0.06,7.5,0.02,2.75,8.52
0017,Telecommunications & Media,0.05,0.02,0.175,0.0289,-5.0,-0.01,-20.0,0.0,0.0,-35.29
0018,Technology,0.03,0.005,0.08,0.0543,-5.0,-0.01,-33.33,0.0,0.0,-10.31
0020,Technology,0.125,0.095,0.486,0.03,-7.0,-0.02,-16.0,0.0,0.0,-63.0
0021,Technology,1.71,0.693,2.17,0.6261,127.0,0.01,0.58,0.0,0.0,2.16
0022,Consumer Products & Services,0.4,0.025,0.655,0.03,-25.0,-0.02,-5.0,0.0,0.0,-53.0
0023,Technology,0.375,0.165,0.52,0.19,27.0,0.01,2.67,0.01,2.67,7.42
0024,Industrial Products & Services,0.205,0.1,0.4,0.3502,13.0,0.02,9.76,0.0,0.0,4.57
0025,Industrial Products & Services,0.24,0.075,0.27,0.25,-194.0,-0.0,-0.0,0.0,0.0,-0.48
0026,Technology,0.085,0.015,0.135,0.0733,-20.0,-0.0,-0.0,0.0,0.0,-5.87
0028,Industrial Products & Services,0.26,0.065,0.34,0.1544,-7.0,-0.03,-11.54,0.0,0.0,-22.54
0029,Technology,0.075,0.015,0.21,0.07,-24.0,-0.0,-0.0,0.0,0.0,-4.57
0032,Telecommunications & Media,0.335,0.2,0.565,0.197,60.0,0.01,2.99,0.02,5.37,2.84
0034,Technology,0.41,0.12,1.97,0.1429,-29.0,-0.01,-2.44,0.0,0.0,-9.94
0035,Telecommunications & Media,0.45,0.195,0.8,0.5041,-11.0,-0.04,-8.89,0.0,0.0,-7.88
0036,Technology,0.045,0.009,0.12,0.1277,4.0,0.01,22.22,0.0,0.0,9.24
0037,Consumer Products & Services,0.125,0.1,0.215,0.15,-25.0,-0.0,-0.0,0.0,2.4,-3.27
0038,Industrial Products & Services,0.64,0.05,0.685,0.1187,-29.0,-0.02,-3.12,0.0,0.0,-18.45
0039,Industrial Products & Services,0.165,0.06,0.255,0.24,41.0,0.0,0.0,0.0,1.03,1.67
0040,Technology,0.51,0.173,0.88,0.15,18.0,0.03,5.88,0.01,1.8,18.47
0041,Technology,1.1,0.04,1.88,0.2142,-78.0,-0.01,-0.91,0.0,0.0,-6.63
0043,Industrial Products & Services,0.1,0.015,0.2,0.08,-9.0,-0.01,-10.0,0.0,0.0,-13.5
0045,Technology,0.015,0.015,0.095,-0.0237,-2.0,-0.01,-66.67,0.0,0.0,35.86
0048,Transportation & Logistics,0.435,0.03,0.7,0.05,-777.0,-0.0,-0.0,0.0,0.0,-1.2
0049,Consumer Products & Services,0.545,0.29,1.52,0.4025,33.0,0.02,3.67,0.01,1.47,4.05
0050,Technology,0.195,0.06,0.355,0.1481,-39.0,-0.0,-0.0,0.0,1.03,-3.38
0051,Technology,0.12,0.045,0.175,0.084,-6.0,-0.02,-16.67,0.0,0.0,-25.36
0053,Financial Services,0.46,0.3,0.55,0.9,10.0,0.05,10.87,0.0,0.0,5.26
0054,Industrial Products & Services,0.2,0.085,0.355,0.22,25.0,0.01,5.0,0.01,5.0,3.59
0055,Industrial Products & Services,0.195,0.05,0.325,0.07,-64.0,-0.0,-0.0,0.0,0.0,-4.29
0056,Technology,0.32,0.16,0.37,0.2017,-126.0,-0.0,-0.0,0.0,0.0,-1.24
0058,Industrial Products & Services,1.38,1.15,1.48,2.35,32.0,0.04,2.9,0.04,2.9,1.83
0059,Telecommunications & Media,0.2,0.075,0.29,0.3485,-28.0,-0.01,-5.0,0.0,0.0,-2.04
0060,Technology,0.045,0.02,0.11,0.1539,-11.0,-0.0,-0.0,0.0,0.0,-2.6
0064,Industrial Products & Services,0.165,0.05,0.295,0.18,-22.0,-0.01,-6.06,0.0,0.0,-4.22
0065,Technology,0.425,0.23,0.67,0.17,30.0,0.01,2.35,0.01,2.35,8.24
0066,Technology,0.035,0.01,0.14,0.0324,-8.0,-0.0,-0.0,0.0,0.0,-12.96
0068,Technology,0.395,0.06,0.41,0.0329,-11.0,-0.04,-10.13,0.0,0.0,-111.25
0069,Technology,0.96,0.15,2.05,0.08,148.0,0.01,1.04,0.0,0.0,8.13
0070,Technology,0.115,0.01,0.305,0.05,-7.0,-0.02,-17.39,0.0,0.0,-33.0
0072,Industrial Products & Services,0.165,0.015,0.3,0.0581,-48.0,-0.0,-0.0,0.0,0.0,-6.02
0074,Consumer Products & Services,0.07,0.06,0.431,0.0535,-11.0,-0.01,-14.29,0.0,0.0,-11.78
0075,Health Care,0.295,0.12,0.68,0.05,-9.0,-0.03,-10.17,0.0,0.0,-62.8
0078,Transportation & Logistics,0.365,0.115,0.545,0.09,97.0,0.0,0.0,0.0,0.55,4.22
0079,Technology,0.075,0.03,0.17,0.1317,-14.0,-0.01,-13.33,0.0,0.0,-4.1
0080,Transportation & Logistics,0.165,0.13,0.24,0.1737,24.0,0.01,6.06,0.0,0.0,3.97
0081,Industrial Products & Services,0.13,0.035,0.23,0.22,-4.0,-0.04,-30.77,0.0,0.0,-16.59
0082,Telecommunications & Media,0.39,0.365,1.65,0.36,-6.0,-0.07,-17.95,0.0,0.0,-18.83
0083,Technology,0.875,0.273,2.34,0.8355,72.0,0.01,1.14,0.0,0.0,1.46
0084,Industrial Products & Services,0.39,0.19,0.69,0.122,29.0,0.01,2.56,0.01,2.56,10.9
0085,Technology,0.075,0.046,0.371,0.045,-2.0,-0.03,-40.0,0.0,0.0,-77.33
0086,Technology,0.16,0.09,0.2,4.64,-5.0,-0.03,-18.75,0.0,0.0,-0.64
0089,Industrial Products & Services,0.415,0.14,0.555,0.4265,66.0,0.01,2.41,0.0,0.0,1.48
0090,Technology,0.895,0.385,1.04,0.16,77.0,0.01,1.12,0.03,3.35,7.25
0091,Energy,0.01,0.005,0.025,-0.1007,-1.0,-0.02,-200.0,0.0,0.0,19.66
0092,Telecommunications & Media,0.06,0.045,0.205,0.0751,-3.0,-0.02,-33.33,0.0,0.0,-30.36
0093,Technology,1.3,0.045,2.0,0.1244,-705.0,-0.0,-0.0,0.0,0.0,-1.45
0094,Technology,0.31,0.015,0.89,0.0906,68.0,0.0,0.0,0.0,0.0,5.08
0095,Consumer Products & Services,0.19,0.155,0.325,0.75,-2.0,-0.13,-68.42,0.0,0.0,-16.75
0096,Telecommunications & Media,0.04,0.005,0.08,0.0488,-2.0,-0.02,-50.0,0.0,0.0,-48.16
0097,Technology,16.6,6.09,16.9,1.1547,86.0,0.19,1.14,0.04,0.26,16.78
0098,Consumer Products & Services,0.55,0.225,0.845,0.1022,-4.0,-0.14,-25.45,0.0,0.0,-140.9
0099,Industrial Products & Services,0.985,0.48,1.16,0.3,16.0,0.06,6.09,0.05,5.08,21.0
0100,Industrial Products & Services,0.63,0.065,1.035,0.15,38.0,0.02,3.17,0.0,0.79,11.0
0101,Health Care,0.725,0.365,0.785,0.45,96.0,0.01,1.38,0.0,0.23,1.67
0102,Industrial Products & Services,0.21,0.045,0.39,0.07,-34.0,-0.01,-4.76,0.0,0.0,-8.86
0103,Telecommunications & Media,0.045,0.01,0.09,0.06,-13.0,-0.0,-0.0,0.0,0.0,-5.83
0104,Technology,2.76,1.03,3.18,1.76,104.0,0.03,1.09,0.0,0.0,1.52
0105,Industrial Products & Services,0.27,0.03,0.6,0.19,34.0,0.01,3.7,0.0,0.0,4.16
0106,Technology,1.0,0.355,1.23,0.23,19.0,0.05,5.0,0.04,4.0,22.96
0107,Technology,0.02,0.015,0.07,0.027,-1.0,-0.03,-150.0,0.0,0.0,-126.67
0108,Technology,0.71,0.343,0.995,0.48,19.0,0.04,5.63,0.02,3.52,7.67
0109,Construction,0.055,0.015,0.095,0.038,196.0,0.0,0.0,0.0,0.0,0.79
0111,Technology,0.335,0.09,0.705,0.1486,-283.0,-0.0,-0.0,0.0,0.0,-0.81
0112,Technology,0.21,0.13,0.255,0.167,31.0,0.01,4.76,0.0,0.24,4.01
0113,Technology,1.27,0.325,1.44,0.3,71.0,0.02,1.57,0.02,1.57,5.93
0116,Consumer Products & Services,0.695,0.165,0.905,0.0228,982.0,0.0,0.0,0.0,0.0,3.07
0117,Technology,0.11,0.015,0.175,0.2497,-2.0,-0.07,-63.64,0.0,0.0,-28.59
0118,Technology,0.16,0.075,0.452,0.02,-35.0,-0.0,-0.0,0.0,0.0,-23.0
0119,Technology,0.64,0.1,0.91,0.0796,-531.0,-0.0,-0.0,0.0,0.0,-1.51
0120,Technology,1.18,0.21,1.37,0.27,83.0,0.01,0.85,0.01,0.85,5.3
0122,Industrial Products & Services,0.24,0.125,0.38,0.0751,-17.0,-0.01,-4.17,0.0,0.0,-18.38
0123,Telecommunications & Media,0.14,0.02,0.195,0.11,-29.0,-0.0,-0.0,0.0,0.0,-4.36
0126,Technology,2.54,0.565,2.64,0.25,46.0,0.06,2.36,0.01,0.39,22.04
0127,Technology,2.49,0.5,2.64,0.38,66.0,0.04,1.61,0.02,0.8,9.95
0128,Technology,4.66,0.985,4.79,0.4,64.0,0.07,1.5,0.02,0.54,18.25
0129,Telecommunications & Media,0.73,0.3,0.735,0.05,-72.0,-0.01,-1.37,0.0,0.0,-20.2
0131,Technology,0.145,0.043,0.255,5.71,-17.0,-0.01,-6.9,0.0,2.76,-0.15
0132,Technology,0.245,0.02,0.335,0.04,-19.0,-0.01,-4.08,0.0,0.0,-32.75
0133,Industrial Products & Services,0.055,0.035,0.125,0.19,-13.0,-0.0,-0.0,0.0,0.0,-2.16
0136,Consumer Products & Services,0.175,0.07,0.245,0.174,15.0,0.01,5.71,0.0,1.14,6.78
0138,Technology,1.92,0.765,2.19,0.2474,27.0,0.07,3.65,0.02,1.3,28.82
0140,Consumer Products & Services,0.465,0.03,0.665,0.11,-17.0,-0.03,-6.45,0.0,0.0,-24.45
0141,Technology,0.035,0.035,0.035,0.0001,3.0,0.01,28.57,0.0,0.0,10300.0
0143,Technology,0.095,0.02,0.135,0.0225,-6.0,-0.02,-21.05,0.0,0.0,-69.78
0145,Technology,0.185,0.025,0.265,0.0369,-24.0,-0.01,-5.41,0.0,0.0,-21.14
0146,Technology,1.79,0.228,2.41,0.3982,162.0,0.01,0.56,0.02,0.84,2.79
0147,Telecommunications & Media,0.415,0.29,0.5,0.2269,-16.0,-0.03,-7.23,0.0,0.0,-11.41
0148,Consumer Products & Services,0.185,0.03,0.255,0.16,-6.0,-0.03,-16.22,0.0,0.0,-20.31
0149,Industrial Products & Services,0.32,0.2,0.38,0.52,19.0,0.02,6.25,0.01,1.69,3.29
0150,Financial Services,0.075,0.018,0.167,0.9176,0.0,0.32,426.67,0.0,0.0,34.88
0151,Industrial Products & Services,2.16,0.59,2.37,0.5018,40.0,0.05,2.31,0.02,0.93,10.72
0152,Technology,0.085,0.08,0.72,0.05,-10.0,-0.01,-11.76,0.0,0.0,-17.4
0153,Consumer Products & Services,0.645,0.09,0.93,0.21,-29.0,-0.02,-3.1,0.0,0.0,-10.76
0154,Technology,0.025,0.005,0.05,0.02,-3.0,-0.01,-40.0,0.0,0.0,-50.0
0155,Health Care,1.18,0.14,1.21,0.0911,7.0,0.16,13.56,0.22,18.64,172.89
0156,Technology,0.135,0.04,0.22,0.11,-9.0,-0.02,-14.81,0.0,0.0,-13.82
0157,Consumer Products & Services,1.33,0.32,1.47,0.3303,29.0,0.05,3.76,0.02,1.5,13.68
0158,Consumer Products & Services,0.35,0.3,0.49,0.3011,23.0,0.02,5.71,0.0,0.0,5.11
0159,Telecommunications & Media,0.155,0.03,0.205,-1.77,-79.0,-0.0,-0.0,0.0,0.0,0.11
0160,Industrial Products & Services,0.1,0.04,0.13,0.19,-15.0,-0.01,-10.0,0.0,0.0,-3.47
0161,Industrial Products & Services,0.095,0.035,0.135,0.1415,-7.0,-0.01,-10.53,0.0,0.0,-9.47
