code,ROE2,D/E,D/E2
3174,1.37,0.17,0.17
3239,-5.90,0.32,0.31
3247,-9.23,0.05,0.05
3395,-1.69,0.79,0.76
3441,-24.74,7.28,4.84
3476,-2.94,0.08,0.08
3484,12.85,0.15,0.33
3557,5.04,0.41,0.42
3565,-4.58,4.24,3.80
3573,-7.07,0.12,0.12
3611,0.74,0.07,0.11
3794,-11.84,0.23,0.11
3891,-68.46,5.89,3.64
3905,-2.00,0.33,0.17
3913,4.59,0.0,0.0
4022,-20.07,0.21,0.08
4057,4.51,0.31,0.36
4219,-1.58,0.76,0.81
4235,-26.70,0.06,0.05
4286,5.45,0.20,0.20
4316,5.04,1.10,1.08
4359,0.38,0.31,0.29
4375,-2.33,0.06,0.07
4383,-6.32,0.28,0.20
4456,6.50,0.03,0.05
4464,-4.96,0.0,0.0
4502,-3.13,0.36,0.39
4596,-4.96,0.07,0.07
4634,-23.74,0.44,0.41
4677,-1.47,2.80,2.70
4723,-7.97,0.27,0.28
4758,-3.09,0.19,0.26
4847,0.0,0.0,0.0
4936,-1.09,0.0,0.0
4944,-7.40,0.10,0.14
4995,-37.66,0.0,0.01
5000,-11.08,0.80,0.59
5001,-1.33,0.27,0.28
5009,-8.99,0.0,0.0
5011,-8.58,0.01,0.03
5016,-21.31,0.04,0.04
5021,-3.96,0.05,0.13
5025,-18.27,0.0,0.0
5028,9.27,0.20,0.10
5035,0.13,0.02,0.03
5037,-7.06,0.03,0.0
5038,-2.09,0.03,0.03
5040,-18.00,0.03,0.11
5042,11.46,0.07,0.19
5047,-2.46,0.31,0.32
