code,category,Price,52w low,52w high,BVPS,P/E,EPS,EY,DPS,DY,ROE
0029,Technology,0.055,0.015,0.07,0.09,-16.0,-0.0,-0.0,0.0,0.0,-3.67
0032,Telecommunications & Media,0.41,0.2,0.61,0.2179,15.0,0.03,7.32,0.01,2.44,12.48
0034,Technology,0.32,0.12,0.4,0.1545,-11.0,-0.03,-9.38,0.0,0.0,-19.03
0035,Telecommunications & Media,0.475,0.195,0.84,0.5376,-37.0,-0.01,-2.11,0.0,0.0,-2.42
0036,Technology,0.06,0.01,0.14,0.1247,-4.0,-0.02,-33.33,0.0,0.0,-12.67
0037,Consumer Products & Services,0.145,0.1,0.225,0.17,6.0,0.03,20.69,0.0,2.07,15.12
0038,Industrial Products & Services,0.16,0.05,0.245,0.1543,-19.0,-0.01,-6.25,0.0,0.0,-5.51
0039,Industrial Products & Services,0.18,0.06,0.51,0.23,50.0,0.0,0.0,0.0,0.0,1.57
0040,Technology,0.635,0.26,0.68,0.22,17.0,0.04,6.3,0.02,2.36,17.14
0041,Technology,0.16,0.04,0.25,0.2202,-7.0,-0.02,-12.5,0.0,0.0,-10.4
0043,Industrial Products & Services,0.045,0.015,0.08,0.09,-4.0,-0.01,-22.22,0.0,0.0,-11.89
0045,Technology,0.035,0.03,0.085,-0.0197,-6.0,-0.01,-28.57,0.0,0.0,30.46
0048,Transportation & Logistics,0.08,0.03,0.105,0.05,216.0,0.0,0.0,0.0,0.0,0.8
0049,Consumer Products & Services,0.635,0.29,1.02,0.4015,22.0,0.03,4.72,0.01,1.57,7.22
0050,Technology,0.205,0.06,0.245,0.153,-114.0,-0.0,-0.0,0.0,0.98,-1.18
0051,Technology,0.115,0.045,0.235,0.1,-11.0,-0.01,-8.7,0.0,0.0,-10.4
0053,Financial Services,0.41,0.3,0.58,0.83,-6.0,-0.07,-17.07,0.0,0.0,-7.86
0054,Industrial Products & Services,0.205,0.085,0.22,0.22,14.0,0.01,4.88,0.0,2.2,6.68
0055,Industrial Products & Services,0.125,0.05,0.155,0.07,-51.0,-0.0,-0.0,0.0,0.0,-3.57
0056,Technology,0.25,0.165,0.3,0.2,44.0,0.01,4.0,0.0,2.0,2.8
0058,Industrial Products & Services,1.23,1.15,1.56,2.4,17.0,0.07,5.69,0.04,3.25,2.99
0059,Telecommunications & Media,0.17,0.075,0.235,0.3564,12.0,0.01,5.88,0.0,0.0,3.9
0060,Technology,0.065,0.02,0.27,0.2813,-7.0,-0.01,-15.38,0.0,0.0,-3.16
0064,Industrial Products & Services,0.125,0.05,0.205,0.17,-11.0,-0.01,-8.0,0.0,0.0,-6.76
0065,Technology,0.48,0.23,0.745,0.16,45.0,0.01,2.08,0.01,2.08,6.63
0066,Technology,0.045,0.01,0.172,0.0409,-25.0,-0.0,-0.0,0.0,0.0,-4.4
0068,Technology,0.12,0.06,0.23,0.0555,-5.0,-0.03,-25.0,0.0,0.0,-47.57
0069,Technology,0.02,0.015,0.025,0.08,120.0,0.0,0.0,0.0,0.0,0.25
0070,Technology,0.04,0.01,0.03,0.07,-4.0,-0.01,-25.0,0.0,0.0,-15.14
0072,Industrial Products & Services,0.13,0.015,0.195,0.1168,-18.0,-0.01,-7.69,0.0,0.0,-6.34
0074,Consumer Products & Services,0.13,0.075,0.155,0.0529,-5.0,-0.02,-15.38,0.0,0.0,-45.18
0075,Technology,0.355,0.12,0.54,0.06,-16.0,-0.02,-5.63,0.0,0.0,-36.67
0078,Transportation & Logistics,0.355,0.115,0.445,0.09,97.0,0.0,0.0,0.0,0.7,4.11
0079,Technology,0.055,0.03,0.15,0.1459,-16.0,-0.0,-0.0,0.0,0.0,-2.4
0080,Transportation & Logistics,0.185,0.13,0.26,0.17,17.0,0.01,5.41,0.0,0.0,6.41
0081,Industrial Products & Services,0.095,0.035,0.18,0.3,-26.0,-0.0,-0.0,0.0,0.0,-1.23
0082,Telecommunications & Media,0.71,0.345,1.65,0.29,-16.0,-0.04,-5.63,0.0,0.0,-14.97
0083,Technology,0.66,0.273,0.92,1.246,14.0,0.05,7.58,0.01,1.52,3.87
0084,Industrial Products & Services,0.39,0.19,0.575,0.123,24.0,0.02,5.13,0.01,2.56,13.25
0085,Technology,0.035,0.01,0.075,0.081,-7.0,-0.0,-0.0,0.0,0.0,-6.17
0086,Technology,0.125,0.09,0.2,0.0651,-20.0,-0.01,-8.0,0.0,0.0,-9.52
0089,Industrial Products & Services,0.375,0.14,0.51,0.4158,28.0,0.01,2.67,0.01,1.6,3.27
0090,Technology,0.645,0.385,1.08,0.15,33.0,0.02,3.1,0.03,4.65,12.87
0091,Energy,0.005,0.005,0.015,-0.0978,0.0,-0.02,-400.0,0.0,0.0,22.29
0092,Telecommunications & Media,0.08,0.055,0.205,0.1407,-3.0,-0.03,-37.5,0.0,0.0,-21.82
0093,Technology,0.1,0.045,0.13,0.1228,-32.0,-0.0,-0.0,0.0,0.0,-2.52
0094,Technology,0.05,0.015,0.065,0.0787,-8.0,-0.01,-20.0,0.0,0.0,-7.62
0095,Consumer Products & Services,0.245,0.155,0.28,0.82,-1.0,-0.17,-69.39,0.0,0.0,-20.22
0096,Telecommunications & Media,0.025,0.005,0.035,0.0711,-2.0,-0.01,-40.0,0.0,0.0,-15.47
0097,Technology,8.59,6.09,9.57,1.069,52.0,0.16,1.86,0.04,0.5,15.31
0098,Consumer Products & Services,0.4,0.225,0.73,0.2484,41.0,0.01,2.5,0.0,0.0,3.95
0099,Industrial Products & Services,0.97,0.48,1.3,0.29,15.0,0.06,6.19,0.06,5.67,21.76
0100,Industrial Products & Services,0.495,0.13,0.735,0.26,28.0,0.02,4.04,0.01,1.21,6.69
0101,Health Care,0.53,0.365,0.745,0.45,31.0,0.02,3.77,0.0,0.38,3.78
0102,Industrial Products & Services,0.3,0.045,0.39,0.07,-15.0,-0.02,-6.67,0.0,0.0,-28.14
0103,Telecommunications & Media,0.03,0.01,0.125,0.0707,-8.0,-0.0,-0.0,0.0,0.0,-5.37
0104,Technology,1.58,1.03,1.72,1.97,17.0,0.09,5.7,0.05,3.16,4.7
0105,Industrial Products & Services,0.13,0.03,0.16,0.17,-12.0,-0.01,-7.69,0.0,0.0,-6.41
0106,Technology,0.555,0.355,0.7,0.19,12.0,0.05,9.01,0.03,5.41,24.32
0107,Technology,0.02,0.01,0.075,0.083,40.0,0.0,0.0,0.0,0.0,0.6
0108,Technology,0.8,0.343,0.905,0.47,35.0,0.02,2.5,0.02,2.5,4.94
0109,Construction,0.025,0.015,0.05,0.037,-12.0,-0.0,-0.0,0.0,0.0,-5.68
0111,Technology,0.48,0.09,0.595,0.161,56.0,0.01,2.08,0.0,0.0,5.28
0112,Technology,0.2,0.13,0.24,0.1641,25.0,0.01,5.0,0.01,5.0,4.81
0113,Technology,0.64,0.325,0.935,0.3,21.0,0.03,4.69,0.02,3.13,10.3
0116,Consumer Products & Services,0.735,0.125,0.79,0.0194,-904.0,-0.0,-0.0,0.0,0.0,-4.12
0117,Technology,0.1,0.015,0.125,0.2843,-1.0,-0.09,-90.0,0.0,0.0,-33.17
0118,Technology,0.01,0.005,0.02,0.03,-6.0,-0.0,-0.0,0.0,0.0,-6.0
0119,Technology,0.31,0.075,0.295,0.0777,-410.0,-0.0,-0.0,0.0,0.0,-1.03
0120,Technology,0.465,0.21,0.775,0.25,21.0,0.02,4.3,0.01,2.15,8.96
0122,Industrial Products & Services,0.2,0.17,0.295,0.0735,-13.0,-0.02,-10.0,0.0,0.0,-21.22
0123,Telecommunications & Media,0.07,0.02,0.095,0.11,0.0,-2.91,-4157.14,0.0,0.0,-2645.55
0126,Technology,0.75,0.305,0.98,0.16,15.0,0.05,6.67,0.0,0.0,30.56
0127,Technology,1.24,0.5,1.78,0.36,23.0,0.05,4.03,0.02,1.61,15.17
0128,Technology,2.52,0.985,3.06,0.37,38.0,0.07,2.78,0.02,0.99,18.16
0129,Telecommunications & Media,0.4,0.2,0.45,0.02,-14.0,-0.03,-7.5,0.0,0.0,-144.5
0131,Technology,0.08,0.043,0.114,7.28,13.0,0.01,12.5,0.0,5.0,0.08
0132,Technology,0.06,0.02,0.09,0.05,-5.0,-0.01,-16.67,0.0,0.0,-24.0
0133,Industrial Products & Services,0.075,0.035,0.125,0.22,-4.0,-0.02,-26.67,0.0,0.0,-8.14
0136,Consumer Products & Services,0.11,0.07,0.165,0.162,11.0,0.01,9.09,0.0,1.82,6.23
0138,Technology,1.5,0.765,1.7,0.1981,22.0,0.07,4.67,0.02,1.27,34.43
0140,Consumer Products & Services,0.145,0.03,0.21,0.13,-6.0,-0.02,-13.79,0.0,0.0,-17.31
0141,Technology,0.035,0.035,0.035,-0.004,0.0,0.0,0.0,0.0,0.0,0.0
0143,Technology,0.105,0.02,0.135,0.0286,-16.0,-0.01,-9.52,0.0,0.0,-23.43
0145,Technology,0.095,0.04,0.14,0.0342,-6.0,-0.02,-21.05,0.0,0.0,-49.42
0146,Technology,1.82,0.7,1.95,0.1655,90.0,0.02,1.1,0.0,0.27,12.27
0147,Telecommunications & Media,0.42,0.29,0.5,0.2338,-42.0,-0.01,-2.38,0.0,0.0,-4.28
0148,Consumer Products & Services,0.115,0.03,0.2,0.17,-3.0,-0.04,-34.78,0.0,0.0,-21.06
0149,Industrial Products & Services,0.28,0.2,0.44,0.5,9.0,0.03,10.71,0.01,2.57,5.94
0150,Financial Services,0.055,0.02,0.095,0.4364,0.0,0.17,309.09,0.0,0.0,37.9
0151,Industrial Products & Services,0.985,0.59,1.43,0.5111,13.0,0.07,7.11,0.02,2.03,14.58
0152,Technology,0.02,0.015,0.195,0.05,-1.0,-0.02,-100.0,0.0,0.0,-31.4
0153,Consumer Products & Services,0.175,0.09,0.17,0.22,-15.0,-0.01,-5.71,0.0,0.0,-5.27
0154,Technology,0.015,0.005,0.02,0.03,-2.0,-0.01,-66.67,0.0,0.0,-29.0
0155,Health Care,0.36,0.104,0.6,12.42,2.0,0.2,55.56,0.22,61.11,1.65
0156,Technology,0.085,0.04,0.13,0.12,-12.0,-0.01,-11.76,0.0,0.0,-5.92
0157,Consumer Products & Services,0.415,0.29,0.77,0.313,10.0,0.04,9.64,0.02,6.02,13.87
0158,Consumer Products & Services,0.4,0.3,0.55,0.3078,11.0,0.04,10.0,0.03,8.5,12.28
0159,Telecommunications & Media,0.05,0.03,0.09,-1.69,-4.0,-0.01,-20.0,0.0,0.0,0.78
0160,Industrial Products & Services,0.115,0.04,0.155,0.2,60.0,0.0,0.0,0.0,0.0,0.95
0161,Industrial Products & Services,0.08,0.035,0.135,0.1495,17.0,0.0,0.0,0.0,0.0,3.14
0162,Construction,0.48,0.215,0.61,0.07,148.0,0.0,0.0,0.0,0.0,4.57
0163,Health Care,1.33,0.13,1.89,0.184,-142.0,-0.01,-0.75,0.0,0.38,-5.11
0165,Telecommunications & Media,0.06,0.01,0.09,0.1057,-3.0,-0.02,-33.33,0.0,0.0,-17.6
0166,Technology,1.68,0.9,2.09,0.3678,34.0,0.05,2.98,0.05,3.1,13.27
0167,Industrial Products & Services,0.185,0.055,0.385,0.13,-15.0,-0.01,-5.41,0.0,0.0,-9.54
0168,Industrial Products & Services,0.515,0.3,0.79,0.41,10.0,0.05,9.71,0.02,3.88,13.0
0169,Technology,0.095,0.04,0.28,0.1,-10.0,-0.01,-10.53,0.0,0.0,-9.9
0170,Consumer Products & Services,0.085,0.04,0.125,0.152,16.0,0.01,11.76,0.0,0.0,3.55
0171,Consumer Products & Services,0.2,0.12,0.245,0.2443,10.0,0.02,10.0,0.0,0.0,8.15
0172,Telecommunications & Media,0.57,0.345,0.665,0.57,19.0,0.03,5.26,0.0,0.0,5.37
0173,Telecommunications & Media,0.09,0.04,0.205,0.04,-9.0,-0.01,-11.11,0.0,0.0,-25.0
0174,Technology,0.035,0.015,0.045,0.06,-1.0,-0.05,-142.86,0.0,0.0,-78.67
0175,Industrial Products & Services,0.385,0.13,1.95,0.162,-1.0,-0.64,-166.23,0.0,0.0,-396.54
0176,Technology,0.56,0.315,0.96,0.45,80.0,0.01,1.79,0.02,3.57,1.56
0177,Industrial Products & Services,0.035,0.01,0.07,0.08,-3.0,-0.01,-28.57,0.0,0.0,-16.63
0178,Telecommunications & Media,0.17,0.08,0.275,0.1204,262.0,0.0,0.0,0.0,0.0,0.5
0179,Consumer Products & Services,0.125,0.065,0.225,0.1931,13.0,0.01,8.0,0.0,0.0,4.92
0180,Consumer Products & Services,0.195,0.11,0.245,0.23,14.0,0.01,5.13,0.0,0.0,5.91
0181,Technology,0.28,0.075,0.325,0.13,-16.0,-0.02,-7.14,0.0,0.0,-13.23
0182,Health Care,0.53,0.085,0.855,0.13,-143.0,-0.0,-0.0,0.0,0.0,-2.85
0183,Consumer Products & Services,0.505,0.255,1.03,0.3725,-29.0,-0.02,-3.96,0.02,4.75,-4.64
0185,Industrial Products & Services,0.575,0.25,1.19,0.44,94.0,0.01,1.74,0.0,0.0,1.39
0186,Consumer Products & Services,0.175,0.125,0.27,0.236,6.0,0.03,17.14,0.01,5.71,11.91
0187,Industrial Products & Services,0.24,0.06,0.365,0.12,20.0,0.01,4.17,0.0,0.83,10.17
0188,Industrial Products & Services,0.675,0.1,1.01,0.1,74.0,0.01,1.48,0.0,0.0,9.2
0189,Plantations,0.07,0.05,0.1,0.1,90.0,0.0,0.0,0.0,2.14,0.8
0190,Industrial Products & Services,0.15,0.1,0.24,0.256,21.0,0.01,6.67,0.0,0.0,2.77
0191,Technology,0.175,0.11,0.255,0.2685,13.0,0.01,5.71,0.0,2.69,5.03
0192,Construction,0.225,0.15,0.31,0.256,5.0,0.04,17.78,0.01,4.44,16.37
0193,Industrial Products & Services,0.79,0.08,1.047,0.21,69.0,0.01,1.27,0.01,1.27,5.43
0195,Telecommunications & Media,0.395,0.195,0.6,0.3,28.0,0.01,2.53,0.0,0.0,4.63
0196,Industrial Products & Services,0.215,0.08,0.25,0.12,41.0,0.01,4.65,0.0,1.86,4.33
0197,Consumer Products & Services,0.185,0.1,0.37,0.16,12.0,0.02,10.81,0.0,2.7,9.94
0198,Construction,0.58,0.285,0.795,0.19,12.0,0.05,8.62,0.02,3.45,24.53
0199,Transportation & Logistics,0.365,0.17,0.4,0.45,14.0,0.03,8.22,0.0,1.37,5.71
0200,Technology,1.19,0.67,1.53,0.22,52.0,0.02,1.68,0.0,0.0,10.36
0201,Health Care,0.695,0.34,0.83,0.26,16.0,0.04,5.76,0.01,1.58,16.65
0202,Technology,0.33,0.18,0.42,0.1214,35.0,0.01,3.03,0.0,0.3,7.83
0203,Technology,0.12,0.035,0.396,0.159,29.0,0.0,0.0,0.0,0.0,2.64
0205,Consumer Products & Services,0.17,0.085,0.21,0.15,11.0,0.02,11.76,0.0,2.35,10.6
0206,Construction,0.245,0.185,0.31,0.59,7.0,0.03,12.24,0.01,4.08,5.69
0207,Industrial Products & Services,0.11,0.05,0.21,0.08,48.0,0.0,0.0,0.0,1.82,2.88
0208,Technology,3.98,0.89,3.88,0.342,41.0,0.1,2.51,0.0,0.0,28.13
0209,Technology,0.19,0.095,0.275,0.06,33.0,0.01,5.26,0.0,0.79,9.67
0210,Consumer Products & Services,0.21,0.115,0.435,0.1999,8.0,0.02,9.52,0.02,7.14,12.41
0211,Industrial Products & Services,0.17,0.095,0.58,0.54,-25.0,-0.01,-5.88,0.0,0.0,-1.26
0212,Consumer Products & Services,0.195,0.095,0.27,0.16,21.0,0.01,5.13,0.0,0.0,5.81
0213,Industrial Products & Services,0.49,0.2,0.7,0.29,10.0,0.05,10.2,0.03,6.12,17.72
0215,Industrial Products & Services,1.58,0.51,1.63,0.2,40.0,0.04,2.53,0.0,0.0,19.55
0216,Consumer Products & Services,0.185,0.115,0.275,0.16,10.0,0.02,10.81,0.0,2.7,12.0
0217,Industrial Products & Services,0.31,0.155,0.435,0.14,33.0,0.01,3.23,0.0,0.0,6.64
0218,Industrial Products & Services,0.58,0.135,0.715,0.18,25.0,0.02,3.45,0.0,0.0,12.89
1007,Property,0.34,0.26,0.58,1.45,12.0,0.03,8.82,0.03,8.82,2.01
1015,Financial Services,3.15,2.82,4.42,6.08,6.0,0.52,16.51,0.2,6.35,8.47
1023,Financial Services,3.75,3.09,5.45,5.5121,10.0,0.39,10.4,0.26,6.93,7.09
1058,Financial Services,2.19,1.65,2.85,4.13,16.0,0.14,6.39,0.07,3.2,3.41
1066,Financial Services,4.88,4.23,5.98,6.5,8.0,0.6,12.3,0.31,6.35,9.3
1082,Financial Services,14.5,9.75,18.96,17.8,9.0,1.57,10.83,0.42,2.9,8.82
1147,Property,0.22,0.135,0.29,0.64,-2.0,-0.11,-50.0,0.0,0.0,-16.48
1155,Financial Services,7.77,7.0,8.98,6.9374,10.0,0.75,9.65,0.64,8.24,10.82
1163,Financial Services,14.46,11.4,16.87,21.14,5.0,2.67,18.46,0.65,4.5,12.65
1171,Financial Services,0.695,0.46,0.985,1.3144,7.0,0.11,15.83,0.05,7.19,8.13
1198,Financial Services,0.7,0.53,0.99,1.79,-6.0,-0.11,-15.71,0.06,8.57,-6.38
1201,Energy,0.005,0.005,0.045,0.12,-5.0,-0.0,-0.0,0.0,0.0,-0.83
1287,Consumer Products & Services,0.18,0.045,0.21,0.034,-52.0,-0.0,-0.0,0.0,0.0,-10.0
1295,Financial Services,16.96,12.58,23.4,11.1451,12.0,1.4,8.25,0.73,4.3,12.55
1368,Industrial Products & Services,2.07,1.88,3.52,1.83,11.0,0.19,9.18,0.14,6.76,10.53
1481,Consumer Products & Services,0.145,0.07,0.24,0.51,2.0,0.08,55.17,0.0,1.72,15.94
1503,Property,0.52,0.37,0.75,1.8596,-8.0,-0.07,-13.46,0.02,3.85,-3.58
1538,Property,0.365,0.25,0.465,1.65,2.0,0.18,49.32,0.01,2.74,10.86
1562,Consumer Products & Services,2.3,1.94,2.82,0.59,23.0,0.1,4.35,0.16,6.96,17.08
1589,Property,0.59,0.275,1.19,0.96,-103.0,-0.01,-1.69,0.0,0.0,-0.59
1619,Consumer Products & Services,1.72,0.98,3.0,3.62,7.0,0.25,14.53,0.03,1.74,6.96
1643,Consumer Products & Services,0.26,0.2,0.63,3.34,-1.0,-0.19,-73.08,0.0,0.0,-5.75
1651,Property,0.48,0.28,1.01,1.086,89.0,0.01,2.08,0.01,2.08,0.5
1694,Property,0.355,0.2,0.385,0.6676,23.0,0.02,5.63,0.0,0.0,2.34
1724,Property,0.9,0.63,1.302,2.61,1.0,0.92,102.22,0.08,9.44,35.22
1818,Financial Services,7.9,4.32,8.55,0.9,31.0,0.25,3.16,0.21,2.63,28.0
1899,Plantation,14.42,11.0,17.68,13.94,22.0,0.67,4.65,0.6,4.16,4.79
1902,Plantation,0.305,0.14,0.545,1.37,1.0,0.59,193.44,0.0,0.0,43.38
1929,Plantation,5.8,4.8,7.15,7.47,17.0,0.34,5.86,0.2,3.45,4.49
1961,Plantation,4.39,3.41,4.82,1.42,67.0,0.07,1.59,0.08,1.82,4.58
1996,Plantation,0.36,0.29,0.475,0.26,-1272.0,-0.0,-0.0,0.0,0.0,-0.12
2038,Plantation,2.71,2.11,3.65,7.77,-74.0,-0.04,-1.48,0.08,2.95,-0.47
2054,Plantation,0.23,0.11,0.445,0.44,-5.0,-0.05,-21.74,0.0,0.0,-10.75
2062,Transportation & Logistics,0.54,0.42,0.685,1.03,9.0,0.06,11.11,0.01,1.85,5.76
2089,Plantation,13.34,11.121,14.0,12.68,20.0,0.68,5.1,1.35,10.12,5.39
2097,Consumer Products & Services,0.065,0.035,0.115,0.58,-2.0,-0.04,-61.54,0.0,0.0,-6.9
2127,Industrial Products & Services,2.73,0.605,4.22,0.56,39.0,0.07,2.56,0.02,0.55,12.59
2135,Plantation,0.7,0.53,0.71,1.07,64.0,0.01,1.43,0.02,3.57,1.03
2143,Financial Services,0.26,0.14,0.295,0.41,4.0,0.06,23.08,0.0,0.0,14.17
2186,Financial Services,1.28,0.88,2.15,3.6628,26.0,0.05,3.91,0.01,1.09,1.33
2194,Transportation & Logistics,0.765,0.45,1.25,3.08,9.0,0.09,11.76,0.04,5.88,2.77
2216,Plantation,1.7,1.01,2.48,1.53,57.0,0.03,1.76,0.02,1.18,1.97
2224,Property,0.495,0.325,0.695,2.0089,9.0,0.05,10.1,0.22,43.43,2.63
2259,Property,0.025,0.01,0.045,0.0892,4.0,0.01,40.0,0.0,0.0,6.61
2283,Construction,0.055,0.03,0.11,0.06,17.0,0.0,0.0,0.0,0.0,5.17
2291,Plantation,9.99,7.99,11.14,5.26,47.0,0.21,2.1,0.13,1.3,4.06
2305,Property,5.21,3.8,6.21,6.99,33.0,0.16,3.07,0.05,0.96,2.29
2429,Property,0.055,0.02,0.08,0.1733,-5.0,-0.01,-18.18,0.0,0.0,-5.83
2445,Plantation,22.4,17.4,25.4,9.52,58.0,0.39,1.74,0.5,2.23,4.07
2453,Plantation,3.14,2.62,3.65,10.2472,-746.0,-0.0,-0.0,0.06,1.91,-0.04
2488,Financial Services,2.3,1.48,3.82,3.82,8.0,0.28,12.17,0.17,7.26,7.41
2542,Plantation,2.79,2.25,2.98,4.1,60.0,0.05,1.79,0.03,1.08,1.14
2569,Plantation,2.49,2.35,3.15,8.6827,45.0,0.06,2.41,0.02,0.8,0.63
2593,Plantation,4.53,4.0,5.45,6.61,15.0,0.3,6.62,0.08,1.77,4.58
2607,Plantation,0.52,0.45,0.63,1.68,-30.0,-0.02,-3.85,0.01,2.04,-1.02
2658,Consumer Products & Services,14.64,9.96,17.88,7.91,16.0,0.92,6.28,0.47,3.21,11.61
2674,Industrial Products & Services,0.405,0.18,0.6,0.89,-41.0,-0.01,-2.47,0.0,0.0,-1.1
2682,Industrial Products & Services,0.23,0.16,0.33,0.9742,-17.0,-0.01,-4.35,0.0,0.0,-1.42
2739,Energy,0.09,0.035,0.195,0.16,-1.0,-0.16,-177.78,0.0,0.0,-100.81
2755,Consumer Products & Services,0.56,0.55,0.7,0.63,11.0,0.05,8.93,0.1,17.86,7.92
2771,Industrial Products & Services,0.635,0.345,1.26,1.85,-1.0,-0.63,-99.21,0.0,0.0,-34.1
2828,Consumer Products & Services,1.2,0.82,1.55,1.36,8.0,0.16,13.33,0.08,6.67,11.48
2836,Consumer Products & Services,23.4,17.38,39.26,0.58,26.0,0.9,3.85,1.0,4.27,155.86
2852,Industrial Products & Services,1.59,0.83,3.14,2.46,11.0,0.15,9.43,0.03,1.89,6.07
2879,Industrial Products & Services,1.25,0.59,2.14,191.0,19.0,0.07,5.6,0.09,7.2,0.03
2925,Consumer Products & Services,1.37,1.15,2.14,2.38,-3.0,-0.44,-32.12,0.0,0.0,-18.58
2984,Industrial Products & Services,1.29,1.0,1.44,2.69,127.0,0.01,0.78,0.01,0.78,0.38
3018,Consumer Products & Services,0.095,0.05,0.125,0.41,-4.0,-0.02,-21.05,0.0,0.0,-5.41
3026,Consumer Products & Services,43.42,34.0,64.5,2.26,27.0,1.61,3.71,1.0,2.3,71.18
3034,Industrial Products & Services,8.55,6.7,10.26,3.0,18.0,0.47,5.5,0.35,4.09,15.6
3042,Energy,4.25,2.49,6.36,6.3047,32.0,0.13,3.06,0.12,2.82,2.11
3069,Utilities,6.16,3.1,7.18,3.83,17.0,0.37,6.01,0.06,0.97,9.74
3107,Industrial Products & Services,1.4,1.01,1.96,2.32,17.0,0.08,5.71,0.12,8.93,3.64
3158,Property,3.19,1.95,3.2,2.2,40.0,0.08,2.51,0.0,0.0,3.62
3174,Property,0.095,0.05,0.165,0.3618,9.0,0.01,10.53,0.01,10.53,2.96
3182,Consumer Products & Services,4.5,2.91,6.924,9.1,13.0,0.34,7.56,0.22,4.89,3.69
3204,Construction,0.67,0.43,1.27,0.9256,9.0,0.07,10.45,0.07,10.45,7.97
3239,Property,0.275,0.245,0.31,0.84,-8.0,-0.04,-14.55,0.0,0.0,-4.24
3247,Industrial Products & Services,0.35,0.16,0.52,1.83,19.0,0.02,5.71,0.0,0.0,0.99
3255,Consumer Products & Services,21.5,17.3,31.74,1.49,20.0,1.05,4.88,1.08,5.02,70.45
3298,Industrial Products & Services,1.07,0.59,1.49,1.08,26.0,0.04,3.74,0.05,4.67,3.76
3301,Consumer Products & Services,8.0,6.04,11.6,5.67,9.0,0.85,10.62,0.42,5.25,15.0
3336,Construction,1.93,1.15,2.51,2.64,17.0,0.12,6.22,0.04,2.07,4.37
3379,Financial Services,0.635,0.35,0.92,2.62,28.0,0.02,3.15,0.02,3.15,0.85
3395,Industrial Products & Services,0.195,0.17,0.275,1.2959,9.0,0.02,10.26,0.0,0.0,1.68
3417,Property,0.42,0.3,0.82,1.38,13.0,0.03,7.14,0.03,7.14,2.3
3441,Financial Services,0.07,0.03,0.1,0.1053,-2.0,-0.03,-42.86,0.0,0.0,-27.07
3476,Industrial Products & Services,3.66,3.3,4.9,6.25,15.0,0.24,6.56,0.1,2.73,3.92
3484,Property,0.375,0.15,0.52,0.61,5.0,0.08,21.33,0.0,0.0,12.34
3514,Consumer Products & Services,0.1,0.08,0.125,0.19,7.0,0.01,10.0,0.0,3.0,7.74
3557,Property,0.325,0.295,0.39,0.4355,11.0,0.03,9.23,0.0,0.0,6.61
3565,Construction,0.285,0.145,0.63,0.9695,-17.0,-0.02,-7.02,0.0,0.0,-1.72
3573,Property,0.21,0.175,0.3,1.38,-22.0,-0.01,-4.76,0.0,0.0,-0.7
3611,Property,0.8,0.68,1.08,1.3,70.0,0.01,1.25,0.0,0.0,0.88
3662,Consumer Products & Services,0.515,0.335,0.755,1.04,79.0,0.01,1.94,0.03,5.83,0.63
3689,Consumer Products & Services,32.5,24.12,36.0,7.15,29.0,1.13,3.48,0.6,1.85,15.77
3719,Consumer Products & Services,29.5,22.82,41.2,13.09,16.0,1.8,6.1,2.26,7.66,13.73
