code,nYear,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end,ROE,ROE2,D/E,D/E2,P/E mid,EPS,EPS GR min,EY level,DY level,neg Revenue count,neg EPS count,neg OCF count,Revenue Growth,EPS Growth,OCF Growth,ROE Health,D/E Health,3G2H,PE Value,EPS GR Value
4731,10,695,3246,0.14,0.67,78,557,16.32,16.73,0.16,0.12,17.52,74.58,7.94,3,3,0,0,0,1.0,1.0,1.0,1.0,1.0,5.0,1306.64,592.17
7277,10,1139,2386,0.03,0.1,201,334,15.08,14.7,0.35,0.35,60.21,10.89,16.35,1,1,3,0,0,0.5,1.0,1.0,1.0,1.0,4.5,655.69,178.05
0090,10,6,78,0.0,0.06,2,48,15.59,36.09,0.0,0.0,42.42,2.65,14.12,2,5,1,2,0,0.5,0.5,1.0,1.0,1.0,4.0,112.41,37.42
0198,5,87,275,0.0,0.05,11,17,24.53,38.73,0.0,0.0,6.15,4.66,66.94,3,5,2,1,0,0.5,0.5,1.0,1.0,1.0,4.0,28.66,311.94
2836,10,1368,2257,0.44,0.95,223,379,186.65,183.26,0.04,0.04,22.66,95.19,6.58,2,5,1,2,0,0.5,0.5,1.0,1.0,1.0,4.0,2157.01,626.35
0138,10,49,371,0.0,0.06,13,85,34.43,42.26,0.18,0.21,161.16,6.82,37.1,3,1,3,2,0,0.5,0.5,1.0,1.0,1.0,4.0,1099.11,253.02
7087,10,377,1073,0.04,0.24,13,53,19.31,20.64,0.0,0.0,25.43,26.46,7.65,4,5,3,2,0,0.5,0.5,1.0,1.0,1.0,4.0,672.88,202.42
4707,10,4026,5518,1.67,2.87,509,726,72.7,102.01,0.2,0.27,39.2,266.1,1.84,0,3,2,1,0,0.5,0.5,1.0,1.0,1.0,4.0,10431.12,489.62
7231,10,97,170,0.03,0.07,18,49,30.71,32.87,0.0,0.0,36.52,7.31,4.61,3,5,3,2,0,0.5,0.5,1.0,1.0,1.0,4.0,266.96,33.7
5263,8,1448,1769,0.04,0.1,51,194,20.83,21.3,0.1,0.1,12.55,10.0,0.65,3,5,3,3,0,0.5,0.0,1.0,1.0,1.0,3.5,125.5,6.5
7100,10,83,140,0.07,0.15,31,63,46.75,35.65,0.0,0.0,16.92,16.83,0.58,3,5,2,5,0,0.5,0.0,1.0,1.0,1.0,3.5,284.76,9.76
5253,7,386,663,0.02,0.01,27,30,15.57,6.67,0.01,0.02,36.0,4.67,0.0,3,1,2,2,0,0.5,0.0,1.0,1.0,1.0,3.5,168.12,0.0
7052,10,521,1783,0.09,0.24,94,127,21.01,22.99,0.64,0.0,15.27,25.0,5.24,3,5,0,3,0,1.0,0.0,1.0,1.0,0.5,3.5,381.75,131.0
5024,10,219,310,0.03,0.05,31,51,27.32,26.79,0.0,0.0,72.25,5.19,1.7,3,5,1,5,0,0.5,0.0,1.0,1.0,1.0,3.5,374.98,8.82
5277,6,30,45,0.02,0.02,9,10,16.9,15.64,0.0,0.0,21.38,2.86,2.54,2,2,3,3,0,0.5,0.0,1.0,1.0,1.0,3.5,61.15,7.26
5236,6,456,1046,0.2,0.29,35,78,15.35,17.24,0.12,0.15,11.64,29.31,3.12,5,5,2,3,0,0.5,0.0,1.0,1.0,1.0,3.5,341.17,91.45
5248,10,287,2520,0.01,0.23,0,0,33.0,50.71,0.13,0.0,11.22,13.59,9.74,4,5,2,3,0,0.5,0.0,1.0,1.0,1.0,3.5,152.48,132.37
5160,10,110,148,0.07,0.07,17,34,15.2,14.78,0.0,0.0,8.62,8.36,0.91,4,5,3,3,0,0.5,0.0,1.0,1.0,1.0,3.5,72.06,7.61
3255,10,1195,2030,0.41,0.94,0,348,79.69,77.23,0.0,0.0,25.28,103.6,4.85,2,5,3,3,0,0.5,0.0,1.0,1.0,1.0,3.5,2619.01,502.46
0078,10,82,314,0.0,0.01,10,26,5.11,6.99,0.03,0.04,90.25,0.46,3.46,0,0,0,2,0,1.0,0.5,1.0,0.0,1.0,3.5,41.52,1.59
3026,10,692,1049,0.94,2.02,0,0,71.18,123.6,0.0,0.0,26.27,160.87,11.68,2,3,2,3,0,0.5,0.0,1.0,1.0,1.0,3.5,4226.05,1878.96
7237,10,138,338,0.03,0.07,0,42,16.11,13.1,0.0,0.0,43.55,10.63,0.0,2,5,3,6,0,0.5,0.0,1.0,1.0,1.0,3.5,462.94,0.0
7089,10,219,801,0.09,0.32,32,67,20.93,18.6,0.03,0.01,17.25,43.54,26.39,5,5,2,5,0,0.5,0.0,1.0,1.0,1.0,3.5,751.06,1149.02
0097,10,88,340,0.05,0.17,21,86,16.51,17.78,0.09,0.09,31.4,16.91,6.92,0,0,3,3,0,0.5,0.0,1.0,1.0,1.0,3.5,530.97,117.02
5168,10,572,2827,0.05,0.14,164,627,16.62,21.42,0.07,0.09,84.84,12.13,12.33,0,0,1,4,0,0.5,0.0,1.0,1.0,1.0,3.5,1029.11,149.56
