code,category,current_price,52w low,52w high,market cap,NTA
3891,Consumer Products & Services,0.125,0.115,0.255,366.6M,0.1199
5014,Transportation & Logistics,5.67,5.42,8.88,"9,407.6M",5.6204
1171,Financial Services,0.65,0.64,1.01,"4,363.7M",1.3144
5186,Energy,0.5,0.475,0.97,800.0M,1.4827
6548,Property,0.085,0.045,0.165,24.5M,0.23
5916,Industrial Products & Services,0.68,0.605,1.02,272.0M,0.93
5098,Industrial Products & Services,0.285,0.26,0.59,129.0M,1.71
5077,Transportation & Logistics,0.29,0.26,0.785,290.0M,0.3548
3867,Technology,9.78,8.33,12.96,"2,052.7M",6.97
1651,Property,0.43,0.4,1.15,"1,897.2M",1.086
4936,Plantation,0.48,0.48,0.88,36.0M,2.22
6181,Property,0.315,0.31,0.695,166.4M,1.75
1058,Financial Services,2.15,2.0,2.85,435.1M,4.14
3514,Consumer Products & Services,0.1,0.095,0.13,105.4M,0.19
5078,Transportation & Logistics,0.065,0.05,0.11,47.1M,0.1004
7029,Industrial Products & Services,0.99,0.695,3.2,54.1M,1.94
5236,Property,1.73,1.66,2.0,"1,423.5M",1.91
6012,Telecommunications & Media,5.2,4.88,5.81,"40,666.6M",0.9
7189,Property,1.28,1.28,1.75,201.4M,1.76
5983,Consumer Products & Services,2.75,2.66,4.47,"1,074.9M",4.46
7004,Industrial Products & Services,0.425,0.31,0.75,18.9M,1.802
5182,Property,0.14,0.12,0.66,204.0M,0.6257
5090,Telecommunications & Media,0.18,0.15,0.255,303.7M,0.4175
4502,Telecommunications & Media,0.135,0.13,0.6,149.7M,0.5392
3069,Utilities,4.56,3.28,5.6,"2,058.9M",3.78
5129,Construction,0.45,0.36,0.515,54.0M,1.78
3778,Industrial Products & Services,0.13,0.11,0.385,46.7M,0.9
1694,Property,0.285,0.25,0.42,137.0M,0.6676
5223,Industrial Products & Services,0.4,0.4,0.68,28.0M,2.6
8192,Construction,0.7,0.66,0.85,28.1M,1.8264
5040,Property,0.06,0.055,0.35,35.3M,0.23
7234,Consumer Products & Services,0.2,0.185,0.53,18.2M,1.04
5011,Technology,1.05,0.92,1.62,63.4M,1.8891
6149,Industrial Products & Services,1.4,1.35,1.8,168.0M,3.4695
0043,Industrial Products & Services,0.025,0.02,0.105,31.1M,0.09
7595,Construction,0.44,0.43,0.815,220.7M,0.91
5026,Plantation,0.425,0.425,0.77,83.5M,1.26
5286,Technology,2.16,1.45,3.11,"1,620.0M",0.51
5001,Industrial Products & Services,0.22,0.2,0.36,115.5M,0.65
7935,Consumer Products & Services,0.82,0.6,0.9,48.2M,0.71
5166,Consumer Products & Services,0.04,0.03,0.12,49.6M,0.16
7219,Industrial Products & Services,0.105,0.05,0.13,96.8M,0.08
5576,Industrial Products & Services,0.23,0.22,0.4,78.3M,1.09
5886,Consumer Products & Services,1.33,0.76,1.36,80.9M,1.78
3816,Transportation & Logistics,7.4,6.38,9.41,"33,032.1M",7.78
9571,Construction,0.205,0.205,0.45,183.7M,0.86
8893,Property,0.09,0.09,0.2,108.7M,1.0
6114,Property,1.13,1.1,1.86,662.8M,2.84
2194,Transportation & Logistics,0.645,0.645,1.25,"1,964.1M",3.04
0113,Technology,0.525,0.49,0.955,107.1M,0.31
6459,Financial Services,0.74,0.715,1.19,579.5M,3.02
5237,Financial Services,0.79,0.77,1.19,564.9M,1.9
5123,Real Estate Investment Trusts,0.76,0.72,1.12,814.6M,1.2011
0041,Technology,0.07,0.055,0.275,22.3M,0.2202
5202,Consumer Products & Services,0.5,0.47,2.01,351.5M,2.36
5924,Construction,0.09,0.09,0.25,20.8M,0.36
5152,Industrial Products & Services,1.23,1.06,1.49,132.1M,1.38
3883,Industrial Products & Services,1.2,1.15,1.93,366.1M,3.47
5085,Construction,0.26,0.18,0.555,157.4M,0.25
5703,Construction,1.05,0.975,3.08,509.5M,2.31
3913,Property,0.19,0.16,0.255,145.2M,0.3728
3905,Consumer Products & Services,1.48,1.36,2.6,473.0M,8.98
5150,Consumer Products & Services,0.005,0.005,0.025,3.0M,-0.007
9539,Property,0.31,0.26,0.54,17.5M,1.16
0138,Technology,1.03,0.985,1.75,"3,714.5M",0.1981
5087,Industrial Products & Services,0.245,0.18,0.505,80.1M,1.2
5275,Consumer Products & Services,0.755,0.73,1.49,515.0M,0.44
5073,Property,0.565,0.525,1.41,290.3M,2.62
9806,Transportation & Logistics,0.09,0.07,0.36,11.1M,0.43
2038,Plantation,2.91,2.91,3.65,204.3M,7.77
4707,Consumer Products & Services,135.1,120.0,149.9,"31,681.0M",2.84
7060,Consumer Products & Services,2.37,2.3,2.86,195.9M,5.61
7241,Industrial Products & Services,0.32,0.305,0.51,164.5M,0.23
7215,Consumer Products & Services,0.105,0.095,0.305,33.8M,0.27
7139,Consumer Products & Services,0.04,0.02,0.075,28.1M,0.05
0083,Technology,0.71,0.46,1.38,238.9M,1.2655
5047,Plantation,1.9,1.68,2.0,228.0M,4.37
5066,Consumer Products & Services,0.47,0.385,0.575,527.9M,0.4
5025,Industrial Products & Services,0.15,0.065,0.23,64.7M,0.0806
4944,Industrial Products & Services,0.495,0.44,0.72,96.2M,1.87
5533,Consumer Products & Services,0.33,0.33,0.58,33.9M,1.81
0049,Consumer Products & Services,0.485,0.4,0.82,119.0M,0.4015
0172,Telecommunications & Media,0.43,0.4,0.665,412.2M,0.54
7071,Construction,0.25,0.22,0.37,83.2M,0.26
7140,Industrial Products & Services,0.58,0.55,0.825,142.3M,0.73
3018,Consumer Products & Services,0.07,0.065,0.135,71.6M,0.41
9008,Technology,0.5,0.32,0.715,265.4M,0.3485
5260,Consumer Products & Services,0.3,0.29,0.74,85.5M,0.91
7107,Consumer Products & Services,0.605,0.55,0.9,145.2M,0.81
4006,Consumer Products & Services,5.64,5.53,6.87,"3,499.0M",10.7469
5827,Property,1.9,1.9,2.2,294.2M,2.9
5065,Industrial Products & Services,0.96,0.875,1.42,72.2M,2.36
5053,Property,0.805,0.79,1.05,"1,686.7M",2.41
7225,Industrial Products & Services,0.05,0.045,0.075,112.2M,0.0652
7095,Industrial Products & Services,1.06,0.99,1.65,407.1M,1.17
6009,Financial Services,0.93,0.81,1.02,267.0M,1.06
7052,Consumer Products & Services,2.7,2.55,4.11,"1,776.4M",1.19
4081,Consumer Products & Services,0.11,0.095,0.155,85.1M,0.4029
1287,Consumer Products & Services,0.08,0.035,0.13,74.3M,0.0373
3719,Consumer Products & Services,29.8,28.8,41.2,"1,810.2M",13.09
8419,Industrial Products & Services,0.61,0.43,0.815,281.8M,0.39
5125,Industrial Products & Services,0.385,0.36,0.595,289.1M,0.81
5022,Consumer Products & Services,0.3,0.3,0.46,54.3M,0.52
3611,Industrial Products & Services,0.99,0.85,1.1,184.8M,1.3
9407,Consumer Products & Services,0.23,0.18,0.35,16.1M,0.66
1724,Property,1.28,1.18,2.5,776.6M,1.88
5657,Consumer Products & Services,0.16,0.135,0.295,175.0M,1.74
6912,Property,0.245,0.235,0.42,98.1M,0.82
5212,Real Estate Investment Trusts,1.7,1.6,1.92,"5,173.7M",1.2677
5041,Utilities,0.88,0.83,1.2,291.5M,2.05
6068,Consumer Products & Services,0.255,0.24,0.635,53.7M,0.6907
6254,Transportation & Logistics,0.02,0.015,0.045,13.6M,0.0641
5271,Industrial Products & Services,0.8,0.78,1.3,150.4M,0.913
4464,Property,0.005,0.005,0.03,50.0M,0.0193
7190,Telecommunications & Media,0.26,0.26,0.42,26.0M,1.0329
5231,Consumer Products & Services,0.315,0.275,0.59,191.6M,0.73
9997,Consumer Products & Services,0.3,0.28,0.44,38.9M,0.88
7160,Technology,3.77,2.8,5.58,"1,790.3M",0.9194
8346,Transportation & Logistics,0.15,0.135,0.595,15.0M,0.03
0186,Consumer Products & Services,0.16,0.14,0.27,227.6M,0.2324
7108,Energy,0.145,0.1,0.555,269.7M,0.4
7080,Consumer Products & Services,0.965,0.425,1.05,189.1M,0.7
8311,Construction,0.175,0.16,0.28,121.6M,0.2635
5219,Industrial Products & Services,0.89,0.84,1.53,680.2M,0.7684
5133,Energy,0.595,0.555,1.86,191.4M,1.19
3042,Energy,3.49,3.13,6.91,942.3M,6.6147
5183,Industrial Products & Services,4.38,4.16,9.39,"35,040.0M",3.74
5681,Consumer Products & Services,19.0,18.06,26.6,"18,875.6M",6.02
6033,Utilities,14.58,14.0,18.5,"28,849.9M",6.6939
7081,Health Care,1.48,1.48,2.88,386.6M,1.29
5622,Construction,0.73,0.73,0.9,50.5M,1.04
1902,Plantation,0.235,0.205,0.545,35.2M,1.4
9598,Construction,2.73,2.05,3.43,452.8M,1.98
7163,Industrial Products & Services,0.17,0.13,0.32,13.9M,0.27
7055,Property,1.12,0.98,1.6,125.9M,1.38
5075,Property,0.93,0.925,1.55,354.8M,4.08
9695,Plantation,0.61,0.51,1.31,213.9M,0.551
7172,Industrial Products & Services,2.85,2.6,3.74,597.9M,2.61
6637,Industrial Products & Services,0.46,0.36,0.57,60.5M,0.44
7088,Consumer Products & Services,1.05,0.98,1.64,256.5M,1.6303
5080,Consumer Products & Services,0.42,0.395,0.72,172.3M,1.36
8117,Industrial Products & Services,0.21,0.21,0.475,33.6M,1.0541
4634,Transportation & Logistics,0.79,0.775,2.0,618.4M,1.85
7237,Consumer Products & Services,1.89,1.26,2.45,773.6M,0.66
4065,Consumer Products & Services,16.1,15.6,19.96,"22,903.8M",15.07
8869,Industrial Products & Services,3.79,3.6,5.24,"15,304.4M",0.88
9873,Industrial Products & Services,0.325,0.27,0.745,66.6M,1.46
5204,Technology,0.155,0.15,0.65,75.0M,0.2085
7168,Consumer Products & Services,0.55,0.53,1.3,228.3M,0.3961
7123,Industrial Products & Services,0.015,0.01,0.08,61.4M,0.07
7201,Industrial Products & Services,0.085,0.08,0.16,55.9M,0.12
8966,Consumer Products & Services,0.5,0.41,1.1,90.5M,1.32
5070,Construction,0.195,0.18,0.435,96.6M,0.6824
5436,Industrial Products & Services,3.54,3.53,5.0,351.5M,3.96
1295,Financial Services,15.3,15.3,24.58,"59,396.7M",11.2295
8273,Industrial Products & Services,0.525,0.47,1.4,99.0M,1.31
6807,Construction,0.18,0.165,0.415,80.9M,2.92
7134,Consumer Products & Services,0.55,0.42,0.87,95.7M,1.78
7084,Consumer Products & Services,7.62,6.5,8.65,"12,363.0M",1.27
7544,Industrial Products & Services,0.9,0.72,1.43,52.2M,1.75
7498,Industrial Products & Services,0.215,0.18,0.32,9.9M,0.88
5272,Utilities,0.955,0.92,1.56,"1,024.7M",0.55
7765,Property,6.17,5.3,6.17,659.6M,1.37
9296,Financial Services,1.5,1.44,1.84,559.4M,1.84
5256,Energy,0.06,0.05,0.35,65.8M,0.63
5270,SPAC,0.505,0.505,0.505,505.0M,0.017
7232,Industrial Products & Services,0.235,0.235,0.35,32.2M,1.0307
9946,Consumer Products & Services,0.265,0.26,0.42,65.4M,0.42
0037,Consumer Products & Services,0.14,0.13,0.225,216.8M,0.17
9954,Industrial Products & Services,0.12,0.105,0.2,69.2M,0.1114
1066,Financial Services,5.19,4.95,6.07,"20,812.1M",6.43
5278,Consumer Products & Services,0.65,0.61,0.845,118.7M,0.59
5113,Plantation,0.175,0.12,0.465,248.2M,0.27
2542,Plantation,2.52,2.52,3.07,163.4M,4.1
9741,Industrial Products & Services,0.325,0.31,0.79,153.6M,0.69
7803,Industrial Products & Services,0.815,0.42,0.895,205.5M,0.81
8567,Utilities,0.16,0.14,0.31,135.5M,0.52
0183,Consumer Products & Services,0.4,0.285,1.03,155.2M,0.3877
9822,Industrial Products & Services,6.55,6.3,8.68,885.3M,4.21
5147,Industrial Products & Services,0.455,0.45,0.765,123.8M,0.57
7943,Consumer Products & Services,0.28,0.2,0.36,18.5M,0.36
5218,Energy,0.105,0.08,0.375,"1,677.8M",0.86
7811,Industrial Products & Services,0.56,0.53,0.815,40.8M,1.44
4596,Property,0.47,0.415,0.72,65.6M,3.14
5170,Industrial Products & Services,0.165,0.15,0.455,52.3M,0.5
9237,Industrial Products & Services,2.25,0.53,3.49,193.2M,0.6
5126,Plantation,2.71,2.0,4.22,"1,547.2M",3.86
5135,Plantation,1.4,1.31,2.11,392.0M,1.98
5252,Telecommunications & Media,0.12,0.105,0.285,50.3M,0.38
5157,Consumer Products & Services,0.22,0.205,0.4,30.2M,0.42
5207,Property,0.37,0.29,0.51,95.5M,1.62
7239,Industrial Products & Services,0.105,0.09,0.36,10.1M,0.42
7247,Industrial Products & Services,1.26,0.76,1.68,243.9M,0.8412
0099,Industrial Products & Services,0.75,0.6,1.3,266.6M,0.29
4731,Industrial Products & Services,8.49,8.11,9.87,"4,379.8M",4.57
7045,Energy,0.07,0.04,0.25,32.8M,0.17
7158,Energy,0.015,0.01,0.145,16.4M,-0.02
7073,Industrial Products & Services,0.18,0.165,0.565,86.7M,1.12
4286,Property,0.265,0.25,0.38,64.4M,1.22
5145,Transportation & Logistics,0.25,0.125,0.74,125.0M,0.66
7053,Transportation & Logistics,0.84,0.795,1.0,67.6M,0.983
9792,Consumer Products & Services,0.62,0.595,0.645,784.0M,0.0755
2224,Property,0.47,0.47,0.755,200.3M,2.0089
9431,Telecommunications & Media,0.54,0.45,0.6,21.9M,1.3
5213,Property,0.12,0.1,0.41,68.1M,0.87
5279,Energy,1.72,1.59,4.56,"5,304.2M",0.79
5163,Industrial Products & Services,0.57,0.32,0.75,45.6M,0.25
7180,Consumer Products & Services,0.685,0.44,0.98,174.5M,0.42
5517,Consumer Products & Services,4.79,4.62,5.9,"2,107.6M",2.3999
7412,Consumer Products & Services,0.4,0.4,0.55,20.0M,1.39
5173,Transportation & Logistics,0.16,0.15,0.345,192.0M,0.88
6017,Property,2.0,2.0,2.81,484.2M,3.29
5181,Industrial Products & Services,0.41,0.4,0.995,76.9M,0.55
7246,Consumer Products & Services,0.275,0.275,0.565,66.1M,0.76
4197,Consumer Products & Services,1.71,1.63,2.39,"11,630.5M",2.14
5285,Plantation,4.01,3.98,5.63,"27,607.1M",1.93
5288,Property,0.595,0.55,1.18,"4,046.5M",1.43
4316,Plantation,0.37,0.205,0.44,48.8M,0.44
9776,Consumer Products & Services,0.09,0.07,0.25,19.2M,0.4474
2739,Energy,0.055,0.05,0.29,61.7M,0.16
8532,Consumer Products & Services,0.11,0.085,0.405,43.4M,0.28
7115,Industrial Products & Services,0.475,0.45,0.68,19.0M,2.11
7155,Industrial Products & Services,1.09,0.975,1.59,"1,362.7M",0.49
7248,Industrial Products & Services,0.95,0.86,1.42,301.1M,0.581
7132,Industrial Products & Services,0.31,0.27,0.49,13.9M,1.37
5242,Consumer Products & Services,0.31,0.2,0.375,122.2M,0.36
4375,Property,0.095,0.09,0.215,19.9M,0.81
5134,Industrial Products & Services,3.42,3.3,3.98,468.3M,4.49
5665,Industrial Products & Services,0.58,0.565,1.22,345.9M,1.07
8664,Property,0.92,0.875,2.31,"3,719.1M",3.02
7103,Consumer Products & Services,1.95,1.9,2.4,409.5M,1.9778
6084,Telecommunications & Media,0.295,0.295,0.81,217.9M,1.11
5006,Construction,0.81,0.75,1.81,54.3M,0.67
6904,Industrial Products & Services,0.44,0.38,0.905,92.0M,2.97
7207,Industrial Products & Services,0.58,0.55,1.12,144.8M,1.36
1201,Energy,0.005,0.005,0.045,21.3M,0.12
2569,Plantation,2.75,2.61,3.15,182.4M,8.6827
3743,Property,0.555,0.49,0.92,497.2M,1.12
5211,Industrial Products & Services,1.45,1.4,1.87,"7,154.2M",1.7
5263,Construction,1.79,1.55,2.2,"2,314.3M",0.48
5176,Real Estate Investment Trusts,1.8,1.74,1.98,"5,301.1M",1.4904
7235,Industrial Products & Services,0.6,0.59,1.35,96.0M,0.8071
7106,Health Care,1.71,1.29,1.93,"2,326.1M",0.86
6521,Transportation & Logistics,1.15,1.12,1.45,397.7M,3.2196
7186,Consumer Products & Services,0.45,0.445,0.775,82.1M,0.4984
6139,Financial Services,3.9,3.88,7.18,"3,224.5M",1.48
9717,Construction,0.205,0.18,0.285,85.3M,0.6682
7082,Consumer Products & Services,0.155,0.14,0.235,96.0M,0.4
1538,Property,0.325,0.31,0.465,195.2M,1.65
7228,Energy,0.33,0.285,0.565,175.5M,0.4
5012,Plantation,2.21,2.0,3.56,983.1M,3.21
4898,Financial Services,0.5,0.49,0.69,856.0M,1.48
5158,Property,0.23,0.225,0.28,"1,224.0M",0.59
7097,Industrial Products & Services,0.045,0.04,0.6,16.1M,0.34
4022,Property,0.2,0.185,0.33,156.8M,0.5056
7211,Consumer Products & Services,0.2,0.2,0.365,16.0M,0.53
2259,Property,0.025,0.02,0.055,107.4M,0.0908
8524,Utilities,0.795,0.76,1.03,"1,602.6M",51.25
5191,Property,0.52,0.5,0.835,225.4M,1.48
4405,Consumer Products & Services,1.1,1.0,1.65,739.2M,4.63
2429,Property,0.03,0.03,0.08,24.9M,0.1772
5149,Transportation & Logistics,0.2,0.19,0.46,36.0M,0.9223
5140,Transportation & Logistics,0.885,0.87,1.73,177.0M,2.18
4448,Industrial Products & Services,5.1,4.7,6.8,630.5M,4.2335
2054,Plantation,0.17,0.155,0.445,286.0M,0.44
5289,Industrial Products & Services,0.65,0.55,0.96,149.5M,0.57
7439,Consumer Products & Services,1.06,0.92,1.55,42.5M,1.3729
7200,Consumer Products & Services,0.185,0.165,0.34,66.7M,0.54
4863,Telecommunications & Media,3.36,2.6,4.68,"12,653.0M",1.9527
5347,Utilities,11.82,11.12,14.28,"67,219.0M",10.1957
9369,Consumer Products & Services,0.99,0.96,1.48,40.3M,2.17
7252,Consumer Products & Services,0.85,0.85,1.43,255.0M,1.04
8702,Industrial Products & Services,0.33,0.28,0.73,41.0M,1.9506
7206,Energy,0.065,0.045,0.145,72.9M,0.06
5112,Plantation,0.28,0.275,0.685,247.5M,0.64
9075,Technology,0.425,0.31,0.58,45.6M,0.65
7034,Industrial Products & Services,3.25,2.34,4.32,603.5M,3.13
0012,Consumer Products & Services,0.69,0.67,0.985,339.5M,0.7077
7889,Property,0.21,0.18,0.48,114.9M,0.37
7374,Industrial Products & Services,0.94,0.94,1.48,136.1M,2.08
7079,Property,0.045,0.03,0.135,65.9M,0.23
7854,Industrial Products & Services,0.52,0.46,0.68,46.3M,0.5892
5031,Telecommunications & Media,9.35,8.35,10.0,"5,474.7M",4.73
8397,Transportation & Logistics,0.345,0.33,0.63,159.0M,1.53
5239,Property,0.275,0.265,0.32,371.2M,0.92
0101,Health Care,0.43,0.395,0.82,749.0M,0.44
7230,Consumer Products & Services,0.345,0.32,0.6,47.8M,1.55
7285,Industrial Products & Services,0.415,0.39,0.575,174.4M,0.43
5010,Industrial Products & Services,1.7,1.65,3.65,267.6M,3.06
7113,Health Care,6.24,4.21,6.69,"15,989.3M",1.01
5111,Real Estate Investment Trusts,0.67,0.67,0.925,187.9M,1.8996
7173,Industrial Products & Services,0.585,0.58,0.89,62.6M,1.17
7176,Consumer Products & Services,0.305,0.2,0.45,71.3M,0.37
7218,Transportation & Logistics,0.5,0.43,0.8,20.5M,0.89
5054,Construction,0.31,0.31,0.765,149.0M,0.89
0118,Technology,0.005,0.005,0.025,12.7M,0.03
5401,Property,0.85,0.775,0.94,"1,249.9M",3.21
9059,Plantation,0.94,0.865,1.59,"1,298.9M",1.0426
5042,Construction,0.29,0.25,0.595,50.6M,0.9
5230,Financial Services,0.3,0.295,0.765,225.5M,0.74
5167,Industrial Products & Services,0.61,0.53,0.825,65.9M,1.0
4359,Technology,0.09,0.09,0.18,20.6M,0.54
7100,Industrial Products & Services,2.32,2.25,2.95,"1,046.7M",0.36
1368,Industrial Products & Services,2.23,2.01,3.52,"1,854.5M",1.89
5148,Property,0.4,0.395,1.02,"1,815.0M",1.61
7137,Industrial Products & Services,1.68,1.65,2.38,68.4M,4.02
7227,Industrial Products & Services,0.85,0.715,1.0,68.0M,1.27
4588,Consumer Products & Services,2.29,2.26,5.84,"2,675.4M",3.1607
7091,Industrial Products & Services,1.18,1.01,1.45,187.3M,1.785
5005,Technology,1.91,1.7,2.93,"1,401.6M",1.864
2593,Plantation,4.75,4.75,5.5,996.4M,6.6
2089,Plantation,25.02,24.5,27.8,"5,207.5M",12.28
7133,Industrial Products & Services,0.34,0.32,0.8,74.1M,1.3126
5200,Property,1.82,1.81,2.42,"3,580.2M",2.58
5110,Real Estate Investment Trusts,1.23,1.19,1.48,520.1M,1.6708
7757,Consumer Products & Services,2.13,2.1,2.3,169.5M,3.33
5292,Technology,1.8,1.1,4.49,990.4M,0.52
7250,Energy,0.465,0.41,1.17,148.8M,1.57
6963,Industrial Products & Services,0.945,0.935,1.52,"1,761.4M",0.9
5243,Energy,0.16,0.145,0.41,"1,314.5M",0.3411
4995,Industrial Products & Services,0.215,0.2,0.41,30.5M,0.3
7240,Consumer Products & Services,0.215,0.2,0.97,40.6M,0.62
0097,Technology,7.6,6.61,9.57,"3,579.9M",1.0242
7070,Construction,0.31,0.29,1.17,191.7M,0.9803
5162,Technology,1.02,0.95,1.67,183.6M,1.71
5142,Energy,0.685,0.585,1.46,530.8M,1.27
7203,Consumer Products & Services,0.94,0.835,1.17,150.4M,1.23
5016,Consumer Products & Services,1.6,1.6,2.27,107.5M,4.97
7226,Industrial Products & Services,0.5,0.365,0.945,42.2M,0.68
3565,Construction,0.24,0.22,0.695,292.5M,0.9695
9679,Construction,0.425,0.42,1.22,602.7M,2.3
0197,Consumer Products & Services,0.16,0.16,0.37,80.0M,0.16
7231,Industrial Products & Services,0.945,0.895,1.32,470.6M,0.238
5246,Transportation & Logistics,3.36,3.02,4.54,"11,457.6M",0.7508
5009,Industrial Products & Services,0.825,0.825,1.22,198.0M,2.82
7692,Industrial Products & Services,0.57,0.43,0.7,25.5M,0.85
0008,Technology,0.4,0.325,0.645,198.4M,0.34
6378,Property,0.055,0.045,0.15,23.4M,0.43
7050,Industrial Products & Services,0.43,0.37,0.65,49.3M,0.61
7025,Industrial Products & Services,0.49,0.49,0.83,19.6M,1.04
4243,Industrial Products & Services,0.335,0.295,0.715,161.3M,2.06
7245,Industrial Products & Services,0.12,0.11,0.335,61.4M,0.27
7121,Consumer Products & Services,0.49,0.32,0.73,39.2M,0.62
5156,Consumer Products & Services,0.125,0.07,0.175,225.6M,0.8
5267,Transportation & Logistics,0.6,0.245,0.915,129.6M,0.87
7003,Property,0.79,0.65,0.995,172.6M,1.34
7178,Health Care,1.65,1.64,2.9,230.5M,2.35
5584,Consumer Products & Services,1.96,1.86,2.35,375.5M,3.3778
5048,Industrial Products & Services,0.48,0.475,0.65,69.9M,1.35
7293,Energy,5.7,4.5,7.42,"6,243.0M",1.58
7020,Industrial Products & Services,0.09,0.075,0.17,31.6M,0.1
7014,Industrial Products & Services,0.2,0.16,0.315,20.6M,1.2
3158,Property,2.72,1.1,2.8,"1,438.9M",2.2
7066,Property,0.055,0.045,0.415,52.4M,0.61
5159,Consumer Products & Services,0.69,0.67,1.23,110.4M,1.44
4677,Utilities,0.76,0.75,1.25,"8,377.3M",1.24
5109,Real Estate Investment Trusts,1.1,1.05,1.39,"1,874.8M",1.5837
6742,Utilities,0.595,0.595,0.915,"4,854.1M",1.59
7028,Construction,0.36,0.23,0.7,51.9M,1.76
2283,Construction,0.05,0.045,0.11,42.2M,0.06
5131,Consumer Products & Services,1.22,1.22,1.68,561.2M,1.3361
